"","1: upregulation, -1: downregulation","Symbol","Atha_Col0_Root_ZoneII-Atha_Col0_Root_ZoneI","Atha_Col0_Root_ZoneI_Rep1","Atha_Col0_Root_ZoneI_Rep2","Atha_Col0_Root_ZoneI_Rep3","Atha_Col0_Root_ZoneII_Rep1","Atha_Col0_Root_ZoneII_Rep2","Atha_Col0_Root_ZoneII_Rep3"
"48","AT1G02305",NA,-1,9.53015577981787,9.17251182208225,9.1155862946347,6.61509845353136,6.42078547529837,6.20575151244631
"49","AT1G02310",NA,-1,3.67555004135357,3.30411219270529,2.31461111994093,2,2,2
"50","AT1G02360",NA,-1,7.15473437872025,5.46471197082843,5.55111735364424,2.57504200771636,3.3080323328764,2.98786260079035
"51","AT1G02370",NA,1,2.79199772813262,3.15343636713257,3.43602034392787,5.8547260970506,6.04425235774483,6.12675374262175
"52","AT1G02390",NA,1,2,2,2,3.15335274431481,2.79744305380934,3.88905394125554
"53","AT1G02400",NA,-1,4.61360068162376,5.85486751820381,5.5208099415092,2,2,2
"54","AT1G02450",NA,-1,4.4299700475619,4.6752506022516,2.57274684425617,2.79458742755624,2,2
"55","AT1G02460",NA,-1,7.59400363877262,7.77162360661041,7.65026560300193,4.43495844000893,4.22961566327878,4.37261490041479
"56","AT1G02500",NA,-1,13.1432117620153,12.8614133845881,12.3446092992361,11.1299557708721,10.5419293978332,10.8148796885424
"57","AT1G02520",NA,-1,6.25118407105562,6.18126434087207,6.15491285116013,4.78170593427276,5.50236274857361,5.43728710299925
"58","AT1G02575",NA,-1,6.21375862108607,4.06471756549401,5.58080116081956,2,2,2
"59","AT1G02640",NA,-1,6.50463873832042,6.68557616649413,6.40770209816176,4.6187246760845,4.44044948341212,4.30245893803749
"60","AT1G02660",NA,-1,2.98206730491179,4.5601583380036,4.55422720562397,2.98509356132758,3.3080323328764,2
"61","AT1G02690",NA,1,6.91928364063661,4.61885186422686,5.35891695090253,7.52526449893116,8.02151444285628,7.39404970835777
"62","AT1G02700",NA,-1,3.78166802130131,4.88108534091324,3.56042687089482,2,2,2
"63","AT1G02710",NA,-1,4.29312780444975,4.83231386339106,3.87987829575987,2.31598398885079,2,2
"64","AT1G02730",NA,1,5.35970273130583,2,2,6.05927452730715,7.56970787750166,6.63480703647497
"65","AT1G02750",NA,-1,7.57198868519746,7.22835867362562,7.14397981071087,5.2585362144781,4.30337050969142,5.37027916675672
"66","AT1G02780",NA,1,11.811005924617,12.0943317232262,12.0900988057525,13.4958072436916,13.7937555939835,13.6761776989334
"67","AT1G02840",NA,1,7.03108861122644,7.52541312201074,7.24940016366508,8.28782376919148,8.33460309699566,8.41053464079005
"68","AT1G02860",NA,-1,4.82692197946333,5.33067163398497,5.05489903341069,4.14667016911157,3.68439421711745,4.56467639936915
"69","AT1G02870",NA,1,6.34070852377128,6.71277619999463,6.84694990198854,8.84680613675365,9.00208485817032,8.64828857291502
"70","AT1G02900",NA,-1,11.3717615510939,11.2728700460593,10.889411231988,4.83218327355233,2.31731102952086,2
"71","AT1G02950",NA,-1,6.44128392607972,6.94841943024505,5.74711828578823,3.30402179672477,2.31731102952086,2.7969577013078
"72","AT1G02970",NA,1,4.66996020000215,3.5651534044012,2,4.78170593427276,6.26336835824258,5.64997450481956
"73","AT1G03010",NA,-1,6.23259270098242,5.58735049974786,5.74711828578823,4.49885028493522,3.3080323328764,2.7969577013078
"74","AT1G03040",NA,-1,7.63705065661983,7.79089549843369,7.61483484175682,6.14163784558179,6.24476826649778,6.24368533616058
"75","AT1G03070",NA,-1,4.66996020000215,3.78612042778132,3.87987829575987,2.57504200771636,2,2.31708538173783
"76","AT1G03080",NA,-1,8.32629693548827,8.49798696349996,8.33852871922979,7.25620996444705,6.8723703425635,6.70447011119568
"77","AT1G03100",NA,1,4.05994534859914,3.30411219270529,3.29986489067706,5.18275487408347,5.06698129475387,5.43728710299925
"78","AT1G03110",NA,1,4.66996020000215,6.32920427442475,5.87242267289961,7.56311600025807,8.3301987912247,7.73762656183132
"79","AT1G03180",NA,1,4.92281317311002,4.49897533013954,5.09659374042764,5.72716036098328,6.26336835824258,5.62144386518758
"80","AT1G03200",NA,-1,3.97301666996729,2.79465176711409,3.29986489067706,2,2,2.31708538173783
"81","AT1G03210",NA,1,7.50385343752961,7.02637163748888,5.79855322445807,8.11511768717018,7.87802424407426,7.71079345729884
"82","AT1G03220",NA,1,9.04632762866199,7.55577342283132,7.03024463070334,8.91572100528174,8.96279219793833,9.22133692902073
"83","AT1G03270",NA,1,3.97301666996729,4.43508226818889,2,4.49885028493522,4.97969034011693,5.10771221027807
"84","AT1G03360",NA,1,4.96846997114045,5.25867226229454,5.69378157889238,7.82853449760141,8.43235959899912,7.78341609401174
"85","AT1G03370",NA,-1,7.0524462308891,6.84157774551125,6.75880268149102,5.52719523296579,5.93247213549924,5.22613530227773
"86","AT1G03380",NA,-1,7.07349227978698,7.27472666750867,7.43148967006498,5.67279871377455,4.30337050969142,5.43728710299925
"87","AT1G03445",NA,-1,3.67555004135357,2.31601387266272,3.29986489067706,2,2,2
"88","AT1G03457",NA,-1,6.85995458645482,6.65785344334477,6.23176841068253,4.72939824840925,4.37353746981567,4.30245893803749
"89","AT1G03510",NA,1,2.31478174293699,2.31601387266272,2,3.44043291407737,3.44468937209741,3.98175539317281
"90","AT1G03520",NA,-1,6.5947413820808,5.94937488751666,6.54955991020499,5.0610525248091,5.02399591438359,5.59233760294241
"91","AT1G03530",NA,1,5.05566491276035,5.14345196596359,4.66922642038657,6.94827242919803,7.59195325657894,6.91893601553549
"92","AT1G03550",NA,-1,7.00941005686254,7.34594861278498,7.68484704617976,5.39911042686389,4.37353746981567,3.44396622059791
"93","AT1G03600",NA,-1,5.09736260348162,3.78612042778132,3.29986489067706,2.57504200771636,2.31731102952086,2.7969577013078
"94","AT1G03660",NA,-1,5.21567827309736,3.4405288610411,3.67495202601384,2.31598398885079,2,2
"95","AT1G03730",NA,-1,8.28177970007204,7.34594861278498,7.6361975413988,6.20046431826328,6.0656054641032,5.78473214127211
