Sample.Name,Atha_Col.0_Root_Zone.I_Rep1,Atha_Col.0_Root_Zone.I_Rep2,Atha_Col.0_Root_Zone.I_Rep3,Atha_Col.0_Root_Zone.II_Rep1,Atha_Col.0_Root_Zone.II_Rep2,Atha_Col.0_Root_Zone.II_Rep3
AT1G15400,622.8314742,635.2396977,708.1778681,141.8719015,158.8007034,91.17201965
AT1G15410,88.9299976,70.12031005,103.9834501,68.02394227,66.26026944,51.48401275
AT1G15420,118.4556603,186.3116266,84.39983292,309.303132,538.8039593,403.9557271
AT1G15430,134.0314695,111.9680838,63.07970391,69.84093568,75.66109752,57.10253681
AT1G15440,68.36210464,40.07252816,55.70193509,174.1245192,273.8837541,235.070863
AT1G15460,28.97818294,18.44851783,11.5658943,0,1.018990692,0
AT1G15470,199.4529025,138.1600451,102.0727329,131.226985,176.0029126,121.0752332
AT1G15480,21.98261124,6.191043712,13.96203626,114.4191176,130.6241392,76.4202344
AT1G15490,55.98155046,107.7530602,71.39804878,40.95649535,45.05950302,56.86590517
AT1G15500,802.9172824,746.0330959,613.2193094,819.0262299,804.1043212,879.2696032
AT1G15510,8.379097049,7.22479202,10.48608559,11.78916607,37.72058814,16.31667655
AT1G15520,9.421527804,4.124016394,0,9.032569679,10.16061108,8.576545284
AT1G15530,2.092970042,2.063400959,4.650697179,5.452320295,1.021027907,3.434373696
AT1G15550,14.63545258,37.12310431,107.8535849,118.4282683,107.4061609,121.0307288
AT1G15570,9.419461321,4.127025116,16.2820563,122.6432481,143.9353653,155.4098006
AT1G15580,6.240457522,5.143632883,6.873362143,1.844162024,0,1.714555909
AT1G15640,64.48157613,65.23509665,65.45836098,9.952915693,3.100479042,0.864688788
AT1G15660,38.75300004,36.12382023,15.14625896,92.50145,96.85158878,117.6515887
AT1G15670,19.87310984,26.81786863,51.0943999,52.76953546,50.07526191,38.63192218
AT1G15690,756.6080672,1294.800648,1672.886151,2584.62161,2813.59155,2790.652075
AT1G15700,13.57569047,8.245499176,10.41069954,31.96484445,18.44682767,45.4819618
AT1G15710,77.41109123,132.0348146,88.2832551,64.57623656,86.84435368,60.95461594
AT1G15720,5.225927605,14.43544813,10.43250078,36.45637682,56.27971645,22.31665439
AT1G15730,40.77804757,30.93870125,40.60906609,32.78049376,28.63191501,12.87621742
AT1G15740,163.3301871,56.75620061,59.3659448,12.70753396,6.120968362,19.7499506
AT1G15750,261.4690302,378.4602424,340.2027808,288.5379039,312.0658558,344.0928341
AT1G15780,179.1715789,164.6788895,156.8660538,103.7544634,127.4811735,101.5831998
AT1G15790,17.70112476,23.76984646,14.05729988,21.32060649,19.85674817,12.81673112
AT1G15800,80.43000079,80.40304343,54.39997222,31.03308228,22.53618601,21.45508413
AT1G15810,156.9303827,183.6196312,137.1054065,326.4400591,389.1969927,379.4733779
AT1G15820,224.4685057,242.1849859,134.1063911,62.13767417,34.85835593,54.91843019
AT1G15860,394.7113203,443.7005193,382.9077245,234.8693256,283.1042687,173.4722062
AT1G15870,5.212363141,0,4.607623621,76.11566397,89.4321256,70.33785836
AT1G15880,208.8688484,213.3580659,185.105003,174.4127597,105.546111,129.582537
AT1G15900,6.228211144,7.194439589,2.280494864,20.38006049,20.71245216,19.70758533
AT1G15910,19.89932006,13.41714736,6.98983543,113.3714029,109.093893,105.6276864
AT1G15920,223.3382793,126.4539194,149.2991912,188.921927,132.9158133,179.7040867
AT1G15930,2347.049334,2648.754451,2745.049806,7126.337438,9358.842399,8516.49092
AT1G15940,32.4903004,36.13492589,47.8465955,94.16624134,73.31717492,119.3881813
AT1G15950,2325.31933,2197.823201,1681.569471,350.8281467,292.5982869,307.2156934
AT1G15960,1346.420854,1325.474172,1169.73754,180.2964221,159.9466188,212.1368263
AT1G15980,5.229741018,8.251633716,1.161223005,0.909829809,7.153668505,5.150917013
AT1G16000,295.3161967,424.4199879,334.4700648,756.9613913,883.1403182,891.6142389
AT1G16010,206.9174231,191.023402,218.6030979,162.1788821,164.6963874,148.0283499
AT1G16020,98.51611524,66.45681161,67.01390837,101.1102303,90.8326396,88.63299991
AT1G16030,8.378472845,1.032077512,6.989451968,24.48953225,28.54906788,16.31638349
AT1G16040,49.06400352,49.4364057,32.41088624,173.3493292,176.1481729,195.2108473
AT1G16060,52.55888638,57.20938018,20.20471269,84.24591432,120.2375052,126.3978916
AT1G16070,32.18463751,41.93972195,15.01998681,100.699753,128.8056362,120.0986252
AT1G16080,21.93883588,14.43235602,20.84181445,37.40853749,39.93967236,22.31413631
AT1G16090,0,3.092462895,0,2.738041541,1.02432455,5.149253716
AT1G16160,3.141942777,2.064159731,5.824613291,2.721027278,1.019600703,0
AT1G16170,532.520583,851.5457389,935.7255547,225.7799358,187.2007074,180.9756753
AT1G16180,1218.207592,1128.463444,1076.130556,352.8448691,274.8478188,252.7371984
AT1G16190,111.8363683,122.7020865,176.1991495,242.4270839,290.6010425,317.5842171
AT1G16210,336.2820438,281.3865283,220.9741853,184.4533041,202.8910702,155.3277773
AT1G16220,25.12031759,15.47684626,11.63201969,52.68242061,89.82092796,43.79024358
AT1G16240,686.1364129,568.3661326,602.0459654,223.1839992,225.0547707,238.5926542
AT1G16270,120.0369658,100.5645042,147.7625337,172.7350097,230.3818626,197.8553318
AT1G16280,73.29907873,58.82374542,69.86529332,151.534055,235.6011093,255.0402904
AT1G16300,86.79998175,64.97683178,97.50525155,206.6090114,282.1375523,163.1060768
AT1G16310,291.7321285,309.3930694,168.254727,3.641913395,0,8.584233164
AT1G16330,7.325970579,6.190428867,0,26.34795748,49.0025451,63.53712525
AT1G16340,60.52470424,23.79703527,55.39042849,188.1237961,161.4089979,187.2655404
AT1G16350,654.0050849,601.4608351,545.1966629,475.3436594,537.1303242,473.0765306
AT1G16360,14.90296955,20.23827814,25.34697562,7.993448988,15.78476128,25.07399937
AT1G16370,88.92462561,155.7651032,241.6601859,8.184301325,14.30193707,1.717061923
AT1G16390,72.20922314,253.8011879,491.8403761,87.23207613,102.0984066,76.41526625
AT1G16420,18.81515529,23.71644763,18.55101381,0,0,0
AT1G16440,120.238151,50.53226949,26.68336418,0,0,0
AT1G16460,122.0960358,115.2568415,96.01704761,200.6654689,185.7822443,193.7149496
AT1G16470,609.5515711,674.9728178,544.0842275,636.2564433,578.6677165,611.8269535
AT1G16480,9.431051667,15.48516974,3.499502945,8.152326089,18.3348492,18.03632239
AT1G16490,24.512559,71.44715477,9.052195386,4.464497066,8.016163198,3.356961023
AT1G16500,78.33493768,65.96937428,30.08804477,11.86774077,15.36764353,15.44736963
AT1G16510,61.4384995,53.52434829,17.23310522,0,0,0
AT1G16520,77.33089254,139.1881742,108.9178016,93.91222319,120.7808839,82.39659285
AT1G16530,6.236718734,1.028433498,1.143920635,2.770180069,0,0
AT1G16540,71.33200739,91.04475509,100.418736,34.38654349,48.8394242,35.99572902
AT1G16560,448.015624,518.6742817,596.4046698,575.6709149,401.992112,468.4602633
AT1G16570,63.7895952,59.81855844,49.90738744,92.84847564,73.60753457,82.41049275
AT1G16590,4.183857447,4.131538428,18.5118961,41.30058494,24.70221463,33.02909356
AT1G16610,308.0686714,393.5529194,326.860997,526.6977542,902.8686975,736.309572
AT1G16640,0,0,0,5.522244599,13.39910949,8.574488762
AT1G16650,15.75300533,24.14527162,34.65274103,51.98873605,55.19543266,54.34624235
AT1G16670,48.13468593,27.85493772,39.52367527,18.17765714,8.169308949,23.18159824
AT1G16680,46.09102583,34.06178536,16.31687031,82.4986331,79.50080877,86.7387337
AT1G16690,34.53272073,30.95047902,32.55192957,40.89602203,39.82270351,45.5050401
AT1G16705,0,0,0,2.381481488,6.231246547,1.943019378
AT1G16710,116.2295291,116.4725603,95.34228683,72.56505837,86.0161329,101.5497467
AT1G16720,211.4713702,238.4936535,151.3109926,59.90069189,33.66186341,37.77881881
AT1G16740,230.5557475,246.7210114,264.832369,743.0415791,1001.658579,888.6604921
AT1G16750,0,7.223381172,6.978137498,0,0,0
AT1G16780,12.52681728,1.039311761,19.74489433,30.71719009,9.23712542,13.69341758
AT1G16790,27.08997691,42.21321931,27.61062592,46.82857207,52.47434225,50.60221536
AT1G16800,32.51968497,72.30000989,44.44397705,121.0687263,137.2499293,117.6957446
AT1G16810,313.5198755,321.2632865,329.1139094,502.6434682,547.3977898,535.1848581
AT1G16820,8.854099952,9.065328828,7.947431493,20.34044809,14.30503302,34.09940957
AT1G16830,6.279159845,25.79298876,15.11623038,29.98492463,29.60773092,33.48546696
AT1G16840,272.6788526,325.7832258,229.6479672,156.9212572,162.9598138,129.8233181
AT1G16850,24.99807797,26.76528556,66.67403316,4.594550151,16.47184301,18.86708622
AT1G16860,412.4938821,529.3689256,515.6093106,221.4991254,218.3328022,261.8985179
AT1G16870,71.14337797,128.9477232,123.1692454,308.2374476,367.7305575,382.051087
AT1G16880,215.2039791,173.6062049,135.8286794,213.1577788,229.3479605,191.505443
AT1G16900,56.52184619,43.33557254,79.1015941,183.4714153,243.9368524,182.8895522
AT1G16920,207.7071012,272.0367777,370.8595908,1235.331452,983.6834038,1057.966081
AT1G16970,49.21147772,61.91762051,43.07586873,107.9982469,178.5088686,106.4795765
AT1G17020,11.49946219,3.09361437,6.958557402,0,0,0
AT1G17040,13.64178786,17.58074479,16.33846426,32.72781621,17.37218235,23.797896
AT1G17050,145.4120498,66.01840673,62.73254139,86.39813892,62.32001894,60.9550991
AT1G17060,17.79052436,74.282976,131.3872149,20.8997814,43.90298477,45.50562481
AT1G17070,50.27883742,43.35045195,40.78765331,46.24049113,58.10140455,67.84440686
AT1G17080,876.7081426,771.9474131,760.3625543,231.7583916,208.0850102,209.2345211
AT1G17090,253.4988101,273.2043326,237.4899317,8.337279756,8.683033512,18.69733375
AT1G17100,12.50501862,7.207666099,4.603499475,11.93226929,22.62979084,18.01166742
AT1G17110,68.22255231,34.12200727,84.12352842,152.9297704,175.0452185,114.7512539
AT1G17120,92.1139741,105.2458145,141.9337129,83.55196118,37.76117106,70.40898095
AT1G17130,162.2401953,211.3898376,175.1585182,279.0039165,334.0815178,281.7423667
AT1G17140,8.465499625,0,0,23.99225642,67.41801588,35.91605816
AT1G17145,116.0866365,85.6060237,75.45797253,46.41426359,18.39895224,49.79077211
AT1G17160,119.1676437,133.0209382,90.44539377,112.0664675,81.84144155,123.604132
AT1G17170,1208.978486,1107.859188,950.2688862,243.0771956,179.4230539,107.2621336
AT1G17180,627.744988,321.3548793,140.6277499,257.5207432,256.8620316,267.6458588
AT1G17190,1456.23623,1197.047925,1120.251307,690.3954965,549.329894,424.6695193
AT1G17200,0,1.389835941,0,1.428480259,10.83237815,7.206345551
AT1G17210,252.5682529,151.7617909,190.1869028,201.0421092,126.2840579,158.0363878
AT1G17220,78.61092839,82.59672092,37.34992045,30.78011828,27.49062293,22.33196713
AT1G17230,6.307927726,12.42566256,1.171071903,30.33447579,11.22738621,10.33666312
AT1G17240,1.095421354,5.398165883,0,0,4.876928343,1.642944131
AT1G17250,6.281738459,8.255330386,0,8.169722502,12.24259692,21.46717906
AT1G17260,10.47563126,2.064386963,0,0.906496392,3.057518025,1.717614398
AT1G17280,231.6412673,306.8395796,353.617862,200.6776358,225.9064417,164.2798566
AT1G17290,382.1891592,434.4631704,568.189898,605.2784946,622.1880153,767.6906401
AT1G17300,304.2742929,597.7501136,1000.473886,206.5123933,150.3142256,95.09910556
AT1G17330,63.66333321,41.21596877,55.44368848,27.4373045,43.08778124,34.32092828
AT1G17340,140.4025457,125.9396835,80.46707258,17.21494053,17.31959073,19.75354948
AT1G17350,73.3166856,102.2325083,76.68201675,155.2218849,121.3022482,179.7955037
AT1G17360,137.315212,299.4212994,326.8591401,119.4824542,87.55356114,90.18806738
AT1G17370,176.8255994,296.0743949,197.5719786,273.6364968,438.1537402,325.393323
AT1G17410,56.52811177,51.88059498,46.08612851,45.133267,57.63615958,39.61633182
AT1G17430,88.76756293,57.71953959,75.19542559,97.71211334,55.33671674,75.51794236
AT1G17440,126.8608687,117.7778766,121.7783715,57.44243574,69.33666712,54.37223495
AT1G17455,162.5919767,163.0315512,212.0705667,123.0953024,96.93339872,138.923731
AT1G17460,2.062049805,1.045515451,0,11.04053544,11.3735222,22.77757756
AT1G17470,221.7825965,220.6666701,162.0757486,404.9576689,398.9037373,443.3276762
AT1G17480,8.368130458,1.031485486,2.322813882,13.64533388,25.54588227,9.443497862
AT1G17490,70.65383462,52.43995008,57.13984337,90.58156926,106.4941264,79.70632652
AT1G17500,183.3478155,120.6648813,177.4027935,98.27022874,94.5828105,126.3128738
AT1G17510,89.25484577,102.7688193,91.18053387,308.6125444,422.6674698,353.0062138
AT1G17520,34.38855557,33.46555986,23.75500052,55.0527764,67.32739751,63.26494457
AT1G17530,111.6231622,73.10919016,56.60994845,212.6830237,176.1609735,168.0720913
AT1G17550,67.03052355,56.66190825,88.02753738,94.41218258,95.95530457,73.87789489
AT1G17560,33.44408612,77.44970503,43.25351389,184.0975489,265.2414214,236.5524142
AT1G17580,47.18664511,57.829075,28.04167144,53.35844141,82.40975401,96.20903077
AT1G17590,124.6153293,86.87587193,61.46386816,14.72251273,27.25766876,24.8381407
AT1G17620,535.1458625,817.6727845,974.9073272,219.6390566,209.762341,156.2173605
AT1G17630,9.311328029,1.018925565,0,29.55206585,20.13331326,13.56508576
AT1G17640,17.91758286,5.267805858,8.831046602,27.0184563,19.19358075,24.27060755
AT1G17650,10.53470162,34.65818098,14.01671915,45.95915163,39.21154425,22.49654961
AT1G17665,15.67040148,11.33964212,48.62942934,36.49721701,39.94055006,51.49400219
AT1G17680,41.90889224,64.00049781,45.47524557,75.21199789,61.13393837,60.11870046
AT1G17690,67.03259015,104.2432935,44.27428312,172.3043357,246.7142473,164.0254281
AT1G17720,214.1562111,363.5778079,428.3725562,299.9168323,293.1908652,347.7868727
AT1G17730,224.2139614,221.4554542,304.3724606,96.20691259,145.8755516,123.5315257
AT1G17744,36.49881271,23.69023693,29.97382944,9.163239705,7.191440907,6.862809098
AT1G17745,672.2783485,730.6634652,831.4606335,116.1371954,59.15197965,78.14424991
AT1G17750,81.75246978,25.81105273,37.34668247,10.86448716,18.32823026,15.4604615
AT1G17760,62.84346003,47.47728598,44.27498307,100.6604561,97.86899519,95.32382682
AT1G17790,32.44314995,55.71351342,18.6057427,29.98311277,33.69004534,24.04099634
AT1G17840,6.286974813,5.161573998,2.332645348,19.93087306,25.4678829,29.20122676
AT1G17850,15.64049526,4.406471891,14.60795026,52.56507791,65.73255076,44.62674682
AT1G17860,493.5270789,278.9272006,259.5651866,135.2000108,64.90049878,111.4767373
AT1G17870,9.416339261,19.60034826,3.486195973,15.45614836,16.34264956,7.726936629
AT1G17880,1687.548887,2256.34345,2242.449581,4478.799466,6689.451267,5938.855419
AT1G17890,337.619149,387.8076645,356.7548505,487.0990357,566.7720205,647.5704013
AT1G17920,0,0,4.786766455,18.60780698,52.18921831,17.78042085
AT1G17930,41.08392093,25.96325001,16.38642102,46.59915056,78.10516609,76.92000615
AT1G17950,16.70926842,20.61416756,15.03925968,0,0,0
AT1G17960,33.46708876,6.606175742,14.12401043,0,2.807116166,1.903336745
AT1G17970,441.701662,342.8286837,314.3908426,35.9937902,24.33139322,13.06038784
AT1G17980,90.08025402,103.2139482,100.2138533,89.76726849,57.085064,99.61892608
AT1G17990,0,8.69343704,0,0.961078581,0,6.392991122
AT1G18030,26.02392947,29.02473243,15.14667687,18.33020822,22.12562245,33.65404894
AT1G18040,55.42748908,69.10292273,85.90123149,139.2503506,191.1523649,138.2115448
AT1G18060,127.3639173,51.52703078,67.04185134,41.12735627,57.4208277,37.75576551
AT1G18070,378.6015936,512.9289109,460.9611492,461.0845834,703.9408298,677.8923923
AT1G18080,1120.38881,1255.857781,1516.025689,2702.616077,3673.819817,3192.963187
AT1G18090,30.26949163,30.14949492,28.99189156,60.13890486,75.35898704,65.08380944
AT1G18100,30.30785792,23.71445752,13.90719229,30.99405214,32.74936326,29.18272053
AT1G18140,632.1192085,622.1347186,381.4192854,4.542877732,2.041814879,0
AT1G18150,574.0300628,703.0355882,594.2000359,154.1686341,171.2313213,161.7486889
AT1G18160,188.6791355,160.1975134,103.6562134,104.0586346,59.05147293,73.12318905
AT1G18170,29.22731525,18.54861576,16.17749914,10.97063749,12.30723829,15.44504867
AT1G18180,50.11256123,39.16133749,33.52443291,39.29543397,25.63234771,24.8847489
AT1G18190,41.87953515,14.44703288,58.20190666,94.39882372,100.995978,88.44543095
AT1G18210,388.2994132,435.629731,585.1040411,517.4585292,629.6282592,641.635733
AT1G18250,2.198483183,4.34143556,6.081673923,364.4878298,724.1389864,580.4799592
AT1G18260,144.5077895,151.7052381,116.4498092,126.1190658,124.4241039,121.9392485
AT1G18270,819.9044278,528.7498556,493.0126818,118.4430082,54.96854726,77.30390934
AT1G18280,14.59056475,27.80223504,11.51136129,1.835322474,0,0.857718838
AT1G18290,165.9111196,242.1225707,234.3747507,16.46969563,7.183656897,5.147899646
AT1G18320,17.65588916,17.47641139,0,46.26212575,70.35944182,42.84811349
AT1G18340,60.57482531,47.41395141,77.52158012,142.4363238,140.3749125,133.8749125
AT1G18360,96.21643552,166.0554476,130.0214832,33.67268991,35.77542277,44.6400575
AT1G18370,31.43962557,0,0,95.09040629,156.8402337,113.3735795
AT1G18390,59.93525464,12.05679446,21.44404235,2.015257046,6.570345165,4.748951929
AT1G18410,49.34571645,18.61251029,7.021552339,2.724613337,1.00609795,0.861410535
AT1G18440,23.12904485,17.6465488,22.10346002,50.69304431,40.83352569,38.50904252
AT1G18450,137.0198626,155.7499294,78.96407258,344.8216197,329.0660068,358.8476327
AT1G18460,130.9180918,91.85634684,68.73532097,75.27654198,34.66464152,54.96090051
AT1G18470,259.0778378,263.67163,214.9922014,71.54404709,43.77084515,45.42285043
AT1G18480,119.1567651,149.5132882,171.5763058,249.6981979,413.3657715,327.886948
AT1G18485,0,0,16.32888452,6.341502681,3.056096275,16.31836861
AT1G18490,171.5209643,162.9633313,112.6154107,70.98103506,103.2326497,36.05567288
AT1G18500,100.534104,74.30698708,83.85800531,254.9182106,283.4891715,318.593069
AT1G18540,1670.639727,1938.709123,2297.755913,5047.005915,6894.694621,6433.614202
AT1G18560,19.90086518,2.064250789,5.82596755,7.254429262,33.6411641,14.59922176
AT1G18570,37.65977867,15.47289273,12.7781111,0,0,0
AT1G18580,73.28571509,98.03128253,100.0957127,119.8273957,96.92344022,118.4983458
AT1G18590,155.7517058,113.427859,57.97556142,64.69123816,54.22148571,9.441945197
AT1G18600,72.14495776,86.62790512,77.7352116,104.7182921,104.3040626,78.115502
AT1G18610,34.88533395,57.05909757,18.44553928,26.33959016,49.07059457,54.64019752
AT1G18620,74.76256063,89.62812636,180.0017536,27.70248623,40.49595268,19.55841501
AT1G18630,62.47620325,42.20073117,106.8303654,102.9922254,129.7848992,144.0648331
AT1G18640,203.0937282,245.4198654,268.233791,414.8900229,361.0221864,312.8588445
AT1G18650,8.443259758,1.041069029,22.24635157,65.82851128,63.97115262,70.45931339
AT1G18660,200.2547257,167.5295624,185.0169855,109.5781991,78.91037152,76.49782996
AT1G18670,107.1243987,85.93397675,96.02329234,14.01473096,15.22813498,5.990179968
AT1G18680,38.53011424,47.34897677,39.06386101,50.56680857,54.58430679,59.17070144
AT1G18690,12.48406242,28.38440443,49.42364934,72.75548073,54.51205375,65.2489222
AT1G18700,62.84363822,107.221611,78.7988251,80.12391395,111.4734435,107.1651966
AT1G18720,572.6196108,545.3905227,366.076322,179.6535765,164.8180817,181.097187
AT1G18740,75.29103623,115.5105545,80.07980873,14.56520318,40.89460767,46.35566119
AT1G18750,2.401899176,9.748830894,8.29421827,5.408786394,28.04552751,4.181811899
AT1G18800,136.8372644,177.3001153,182.8823581,383.337796,660.7046263,516.6401123
AT1G18840,115.2978104,204.5598091,183.5118286,239.9510912,234.8855156,237.1610991
AT1G18850,19.87225528,55.69753478,30.18898773,141.9463709,251.4173206,182.8558458
AT1G18860,18.83375145,20.63249227,26.73121001,0,3.06393878,0
AT1G18880,873.8134615,864.5642975,567.3826339,56.3408779,18.37855916,24.8991987
AT1G18890,636.8305601,670.8829094,524.3428602,66.19595601,55.04873855,34.35114737
AT1G18900,61.19573553,48.3812871,42.11788582,61.81229395,70.52602359,76.68509877
AT1G18910,90.15040599,110.4787061,64.21239412,67.87961672,114.0130801,80.74076672
AT1G18940,53.35989331,26.82167826,27.890379,3.636637442,2.042788133,3.434204042
AT1G18950,33.3551745,62.64244093,49.88838106,74.80097647,108.2313075,85.58776961
AT1G18970,16.69599239,3.090972845,2.309289175,0,0,0
AT1G18980,445.986558,317.1286611,339.4608953,34.8837282,15.43096731,22.29983473
AT1G19000,746.4250993,542.322342,445.0015641,329.7086145,291.0746529,339.9068739
AT1G19010,18.12991764,31.74780591,19.34540219,28.85421999,18.80729909,28.90734321
AT1G19020,131.9131368,23.64569043,26.26377191,0,1.034516126,0
AT1G19025,14.92408272,7.415963487,11.39221636,9.332993653,20.18551864,13.20236442
AT1G19050,3.126314249,0,1.150927651,5.50695188,5.142962256,6.86162056
AT1G19100,21.99502782,18.57799673,26.79747094,23.57859218,43.83779929,29.19823069
AT1G19110,227.2920971,144.498518,139.8281327,52.59281235,83.59107139,75.57270386
AT1G19120,146.6187816,205.7240028,187.7739685,267.5418951,267.4185878,246.0250157
AT1G19130,347.7429422,337.5868983,369.7804913,514.1863633,446.0995774,460.4790784
AT1G19140,172.3625694,158.6922774,135.5767458,269.6923621,242.2887881,206.7245279
AT1G19170,65.91048836,64.98884561,82.49479609,96.38714879,108.2813176,81.56093807
AT1G19180,418.4005811,326.5899551,317.0910223,61.23537007,52.03976195,40.2365043
AT1G19190,29.22511977,49.46123231,21.95119073,0,0,3.432168955
AT1G19200,32.72656233,13.99802641,2.240612662,2.664267842,0.996036865,1.665274254
AT1G19220,91.2070833,157.9809588,127.2860542,44.33827421,47.83696305,66.14017234
AT1G19230,144.1474161,148.9633459,147.6064597,7.25442328,0,2.574386063
AT1G19240,91.38959517,81.21153895,76.47802914,119.373629,170.7433634,139.6826336
AT1G19270,72.49647753,77.75805243,62.95522587,42.55498139,27.66611156,40.3140378
AT1G19290,40.86976972,61.94199629,17.4994829,55.24860765,57.03711515,54.96844596
AT1G19300,139.0989737,149.5547832,193.8830947,24.5705032,53.14971545,46.35726563
AT1G19310,66.76669118,46.35895688,60.00401865,63.16786226,60.57210351,75.49825671
AT1G19330,8.148317143,13.9322251,14.5374329,0,5.620207327,0
AT1G19340,13.60238902,28.88572147,4.649101826,18.18049218,33.70229828,24.03979274
AT1G19350,498.4820079,663.1918659,841.337234,495.7804113,425.7761936,411.4422978
AT1G19360,491.2773488,656.8570624,908.0426647,466.4418285,351.2505769,437.047033
AT1G19370,52.35181376,93.90770695,89.64094064,98.0188781,93.84726532,139.9685894
AT1G19380,15.62396782,27.79486177,16.09415057,0.918886416,2.058941304,3.430388709
AT1G19430,56.25698277,97.27533404,85.3233744,74.50332823,71.01225394,68.87953267
AT1G19440,355.9241074,551.01379,616.7206672,131.6594479,114.2875239,142.5380879
AT1G19450,304.5996281,559.2434995,836.4478242,264.2878497,252.0879594,333.1534878
AT1G19480,38.5859144,57.83593918,60.31372779,25.49379684,50.11823781,30.08445698
AT1G19485,39.80380556,15.48225489,41.95230913,49.86801344,66.25679389,61.83277461
AT1G19520,80.64646713,98.04942937,87.37784911,261.1934207,312.994995,235.3020042
AT1G19540,32.86858098,81.26401878,113.0727708,0.741406774,0.833091888,0
AT1G19570,575.0652382,473.5822511,279.4690039,44.08774975,4.116586435,2.572908338
AT1G19580,155.674807,163.7701517,279.2269878,249.2434866,224.7257971,247.7762883
AT1G19600,289.6311497,252.6670579,303.994122,249.4909555,285.2923223,273.8347914
AT1G19650,24.83655842,11.21931861,7.181841526,0.93354688,7.057113347,0
AT1G19660,120.6484222,70.19931238,12.0764644,1.899210223,0,0
AT1G19680,81.60430337,108.3152624,80.17301161,121.8449161,65.37620979,115.9026767
AT1G19690,18.80541341,22.67980967,23.15965198,84.84603613,88.06635083,77.24194699
AT1G19700,230.4716872,132.8961894,244.8143976,6.256327129,3.013516568,0
AT1G19710,68.00132694,63.95659486,76.68102744,204.6065121,194.0969991,213.7743187
AT1G19715,7.32726963,18.57281633,24.4313892,19.07150899,17.34963657,24.0421083
AT1G19730,50.91782093,46.27285154,49.15313564,111.8107021,96.13769758,83.13668628
AT1G19740,16.70551202,43.28519265,23.12473533,34.71965189,32.80482739,62.64215182
AT1G19770,65.83648193,57.73761253,119.3492772,10.0291992,19.44739373,34.33200631
AT1G19780,7.097131127,14.98725574,19.17023785,0,1.974323608,3.32546527
AT1G19800,196.5433126,139.9776613,122.5928905,206.0013879,179.268733,180.428154
AT1G19835,546.9326953,841.279183,879.6405615,198.7299677,176.5831872,122.3107791
AT1G19850,24.51086156,19.31605971,3.911955674,45.2560454,127.1096442,77.92606357
AT1G19860,113.4551224,78.69154044,63.65112917,135.5762779,181.6281723,151.2793713
AT1G19870,144.661015,189.646847,290.0794329,337.2107843,209.465578,254.05635
AT1G19880,75.38027784,89.77639535,66.34397824,155.2275873,225.4709099,169.1610541
AT1G19900,106.7290687,83.56322393,167.3777163,0,0,0
AT1G19920,457.2668158,464.2429665,434.7310201,552.6372886,522.8614002,404.3873721
AT1G19940,39.76314354,20.63321659,40.68540698,2.72669631,12.25412259,2.575728529
AT1G19950,24.03934872,15.46657612,19.70599743,53.77272106,70.60503946,54.93334898
AT1G19960,83.35043487,80.30655643,116.1835216,34.89519807,25.72452511,87.48091095
AT1G19970,20.98444514,25.89117583,19.4808844,86.72339367,82.63619833,41.39084188
AT1G19980,17.77499605,14.43804152,5.801255249,17.30093263,57.2641158,32.61972819
AT1G20010,156.9845605,432.2976128,1001.246035,1054.835215,692.1650226,991.6935172
AT1G20020,8.306132489,5.120549911,10.45645127,15.37543845,15.23447975,38.38232922
AT1G20030,14.37945433,12.07268162,17.26378024,17.18667355,41.20898269,16.93494181
AT1G20050,600.186594,854.2553193,1193.585626,1161.138216,961.0386279,1033.952839
AT1G20070,145.0680301,118.4955741,92.40479797,43.90031767,45.14006002,37.75296434
AT1G20090,1075.154563,1168.066966,1087.619737,395.8503257,520.1106641,333.0071472
AT1G20100,336.9216472,353.17073,399.5440813,723.7111169,734.1638571,830.9283705
AT1G20110,430.4080052,453.0644425,534.5837843,156.0384754,125.4305299,136.539609
AT1G20160,302.3476065,198.9616236,59.28646591,0.887375719,0,0
AT1G20190,18.88885133,170.5265449,309.2484089,305.9700577,282.7017189,201.3805014
AT1G20200,466.6997383,403.381796,487.0776972,523.5096784,546.317235,555.5005224
AT1G20220,152.6201532,204.1728855,160.0237197,420.919844,723.2575147,537.3363076
AT1G20230,0,10.32063179,0,23.58419382,19.37360727,24.04502297
AT1G20260,1949.004301,1691.138194,1698.458254,715.6788435,516.4299488,511.7503031
AT1G20270,43.88368532,74.06273034,55.62373749,110.8636407,76.52370703,84.46623469
AT1G20300,14.64908786,8.253157919,2.324690504,62.71901896,80.67774879,68.68553401
AT1G20330,175.7134213,233.1050216,289.121008,658.7691826,719.4971003,736.57512
AT1G20340,312.3762543,198.9630232,108.8482042,85.76002821,52.22614697,32.61320067
AT1G20370,53.38000995,115.5597834,82.58483232,210.7359274,276.6137133,189.7571489
AT1G20380,258.968105,93.42918878,81.63775355,26.32853106,29.59750776,49.86073774
AT1G20410,27.03872678,23.58477848,35.80227435,106.6687107,107.7715599,110.0809264
AT1G20430,184.3707465,167.8020189,201.1976633,814.9690464,870.8665159,878.1890633
AT1G20440,9826.291349,8837.583855,8002.20493,535.4921844,436.6051076,354.6430828
AT1G20450,3596.421362,2705.245364,2713.579353,242.0957238,280.6677826,297.9604467
AT1G20480,4.185532021,0,1.16239824,55.44477976,27.572497,56.66582346
