"","leaf_FLT_Rep1","leaf_FLT_Rep2","leaf_FLT_Rep3","leaf_GC_Rep1","leaf_GC_Rep2","leaf_GC_Rep3","root_FLT_Rep1","root_FLT_Rep2","root_FLT_Rep3","root_GC_Rep1","root_GC_Rep2","root_GC_Rep3"
"AT2G38800",10.1985321992422,10.0415493836972,10.1889273236618,12.882147450673,12.6286305673555,12.3163663181295,10.310832238565,10.4758997254338,10.3928866840128,12.4030464068247,12.4964350295099,12.4314775437965
"AT4G39950",9.0390388247663,9.38200294797613,9.62916479065953,12.4212030631736,12.4640379652238,12.243027875447,8.30619223044151,8.88476396438205,8.05796732835928,12.0384120665302,12.5502782381223,12.3315554945266
"AT1G15210",5.46963381812743,4.5871631902563,4.86255989098494,11.9235847789882,12.1231720382297,12.056626943617,5.25425835318685,5.70811920617711,5.36001214002624,12.2858376977719,12.330860224588,12.2603920168965
"AT3G23430",8.71847065332062,8.5762599164797,8.65989359046154,12.4362392728958,12.416901440625,12.1768796880152,9.17694981836678,9.09040543613165,9.09016866194581,12.1796037423073,12.1330203542223,12.3381796440255
"AT1G62660",9.37747294823749,8.92743121632147,9.54055697512837,12.0570340518604,11.9595332526807,12.0374380846284,9.42699279265715,9.08507176512297,8.95690019324244,12.4381245950401,12.4260462124131,12.3425789066673
"AT2G31390",9.28027269287657,9.11114576553267,9.27440248870407,12.1905362296642,12.1674199660869,12.2515254575771,8.99854021240104,9.02506184645304,9.12423980538968,12.2766796080721,12.27289062574,12.2551511910342
"AT3G20370",7.96523452047043,8.03602315090817,7.89396396013709,12.0776822159098,12.1561708991595,12.0117943650775,8.8399019349294,8.57047226181055,8.08483468979501,12.2886877195086,12.2112898646662,12.132853003055
"AT1G23720",3.91512598752735,3.58672332082219,3.9107866320667,11.7301530170801,11.6156924110192,11.6639385602272,3.1738591833911,3.70620316308273,4.00204486634981,12.2729424643451,12.1903612746642,12.2059000472062
"AT3G18000",11.1340264124995,10.9125280242276,10.2579582263852,11.8573295029282,12.1454656328088,12.589372735221,10.3039675907598,10.3302197809222,10.548648327611,12.7588173639874,12.3363930543973,12.454524087646
"AT1G28400",9.76772310809154,9.3579754112459,9.5190087644786,12.2240850115566,12.5291922786085,12.0706045574308,9.60136190982771,9.37021095938447,9.25063544196196,11.9996271530352,12.1276057122875,12.2077098080333
"AT1G06640",8.51889029583634,8.34245785938739,8.38462486949542,12.3303163881708,12.2124644658751,11.9301852696192,8.40786974618214,8.1980285464414,8.15750573208174,11.9536781402403,12.0438485488501,11.9943346477967
"AT5G20960",8.35537682601565,8.68209478748831,8.93304459865477,11.9165769821283,12.0470588901433,11.9754635252729,8.4457843285405,8.10095322077726,8.32010431064588,12.1725234708583,12.1694346283833,12.1395049595466
"AT2G39700",9.34653962084778,8.81960065097663,8.82224678462442,12.350162574317,12.4161157346615,11.9726305797224,9.24304120308504,9.06895140945355,9.09016866194581,11.7899373642227,11.7425735546123,12.0988001933522
"AT5G65210",8.92401505760859,8.97128615598093,9.30905737331602,12.3031400526086,12.128937662053,12.0824785198608,8.54227311495263,8.69823524704707,8.55728572530329,12.0251436246457,12.0319633845153,11.992936025727
"AT1G76790",7.55787386615074,6.28790735484564,6.32697322239332,12.0683938155705,11.9042006889484,11.9239660385174,5.65036537998608,6.09529249961236,6.21203199914848,11.9410530605953,12.0930507440319,11.8986144851926
"AT5G09530",5.84332405598479,5.67485884927619,5.55944785470427,11.9581220806999,11.7818595411845,11.9166148054125,5.67894560550455,5.4669950552598,5.93328459622582,12.0428079006539,11.9834187184331,11.9496133631706
"AT1G22410",11.6933216243708,11.6825570873063,11.8278751498026,12.7489548922873,12.705239798368,12.8351189557015,12.06539722941,11.555683083358,11.6892230671272,12.8097052930915,12.8854749055879,12.8124265950434
"AT4G38080",5.17990126743545,5.35993503971528,4.39661763955145,12.1583790730444,11.6083737847482,11.8698009634827,5.59144815984169,6.27467324018168,5.78388748871644,11.8837744874538,11.9520471174168,11.7492252019907
"AT1G03220",10.1105255250869,10.495487722332,10.9330772506777,12.3051184624097,12.2721540317863,12.2070222381789,9.81921972931234,10.3447985064302,9.4804688334319,12.1933567490737,12.3300284669522,12.2865997468321
"AT5G44790",10.5619354477864,10.7575218205421,10.8795118117289,12.4673647295184,12.5000757433095,12.326109496821,10.6518137834393,10.4850405272618,10.7289375738137,12.3179989039914,12.3200097910219,12.344499373761
"AT1G78000",7.3238202594741,7.33349176089837,7.67054164423236,11.8791221000956,11.9490698236684,11.8091623644712,6.63614530177328,6.41731819683003,7.31554028857435,11.9626288875068,11.9681746260988,11.8553991687828
"AT1G30510",9.11179937884843,9.17504964566095,9.38682133669597,12.0803250976705,11.7650911069169,12.10496735562,8.81758259044333,9.02227390520008,8.94228287352258,12.0555809946662,12.0946840302212,12.0343158828183
"AT5G45510",11.0041348654124,11.4788766274457,11.6236889311553,12.2906418224305,12.5390894470559,12.3890807514134,10.969955685251,10.736218497877,10.8899407089805,12.6235945756412,12.5533697925448,12.5515333053218
"AT5G43780",9.40561473691129,9.56868054210269,9.14737970421435,12.0928130900427,11.9392593168263,11.7400438643493,9.36897469767632,9.16560643890258,9.69619964642767,12.1632358039158,12.1024981675704,12.1046396965706
"AT3G62270",7.36849788152038,7.19239270771639,6.87549366998229,11.9809317527254,11.7518667695357,11.498509453489,7.51471336506764,7.36566730972014,7.57252412005128,11.8701392251721,11.8121283848081,11.7656989821223
"AT1G48750",9.53863489851037,9.21936854846099,9.1396987668159,12.2498452658932,11.9385299518289,12.0128289133676,9.26677103851102,9.50612355544222,9.4435793389101,11.76313768884,11.9170271232974,11.8515458628875
"AT3G49120",10.0265903260959,9.71343426660714,11.1085883437064,12.093467367967,12.3845991531915,11.7194908162637,9.40363672347218,9.11154509352432,9.35585601419657,11.9838867918674,11.8784835272998,11.9960810208097
"AT1G64390",10.2448010127748,9.82599601805191,9.544440486428,12.1683501425751,12.2925609317282,12.0592998078816,11.1208032498954,10.9486143182482,10.8228987823547,12.1200452032682,12.0475637544298,12.3882449175705
"AT4G31500",11.4556997109223,11.5524215731467,11.9297461102663,12.663852517059,12.6552876254124,12.5891415544976,11.4639315183488,11.2703989416922,11.1216620196338,12.2517752349579,12.6531740179513,12.3850496062224
"AT2G17420",11.2738824119964,11.2338572162331,11.2668088455063,12.4653441611366,12.3521048337471,12.3778826499036,11.2532089754374,11.0669703011857,11.1358632072876,12.571654204106,12.4687406201359,12.4085814665082
"AT3G54040",4.81697607819607,4.75713705780258,5.13398730083015,11.6986782265167,11.8884252880101,11.6994976755267,4.39804652090171,4.76197589032441,4.75720984301687,11.4293832637973,11.5925157473454,11.5400984489579
"AT1G44800",10.0139899104607,9.41836674355704,9.59212238972494,12.2469076064641,11.706746331805,12.1710220224593,9.81117326937816,10.1529465402649,9.92157782893191,11.8015573589163,12.0085884875487,11.7673360611526
"AT1G48760",10.1170864081391,10.0847797318628,10.1473984670999,12.2216929963331,12.0368727944047,12.1290205762468,10.1181839704669,10.3006127814579,10.1888307341121,11.8796218131032,12.1269673574779,11.9978252824051
"AT1G52070",3.91512598752735,2.80848712451539,4.6483180469731,11.665621734809,11.2611211545436,11.7241303202902,2.81039080780077,3.17455181148672,3.46116684299636,11.5587378153932,11.7114020808478,11.7425826557504
"AT2G45290",9.69766474139375,9.35135239492563,9.54250003750406,11.8889543014827,11.7745217781901,11.9158776176996,8.95538391402177,9.22258087406503,9.13456338810208,11.8811332598704,11.99010350772,11.8756516221723
"AT1G20840",10.2531647003167,10.0249980916965,9.88640164974993,11.9095349791317,11.8590479346084,11.685725034561,9.44582500177292,9.38764615835674,9.57825081500055,12.0458433432373,12.1050935028861,12.0811385129405
"AT5G66760",11.3764303671594,11.3612876074896,11.4056481252056,12.2609541345244,12.3316956210005,12.458811636912,11.4868442022121,11.1794800153263,11.3923531241042,12.6233688212319,12.5330347841569,12.5704106948809
"AT1G05260",5.25796918487726,4.75713705780258,4.86255989098494,11.2380696388457,11.5745032127032,11.7815064117655,5.17621455321222,5.09480438889019,5.08986826569008,11.6652127333652,11.7587346997702,11.6229051250933
"AT5G59090",4.33090983293624,4.5871631902563,6.25295868986731,11.6800683418578,11.3846073080929,11.5845219220164,4.25351498882033,3.91299485646943,4.32410918266214,11.6242831118157,11.55028807974,11.6413234441033
"AT2G14890",11.4088765276861,11.4167932375328,11.1833433508012,12.3115999155189,12.3325286611067,12.4394499053995,11.0425468251399,11.3307961877313,11.1390713471142,12.4597811564261,12.4268244292712,12.4166886507088
"AT2G36290",8.7525810063612,8.70997431264056,8.58268349771314,11.7617792156357,11.6882087027283,11.5808060887873,8.80467191645967,8.82842316920669,8.59888745325069,11.7647761605559,11.8497553935442,11.7750869182701
"AT2G41220",11.2249114395998,11.2764317623756,11.1410100355582,12.1841004558455,12.2455694101544,12.2139358121668,10.9656123527072,10.8577047239688,10.8583671322826,12.4280782022914,12.3410793338528,12.3922291303074
"AT2G47000",7.61831952823136,7.42043123062371,8.20491040102707,11.4894154915082,11.5126337436873,11.5349731557164,7.53048236684615,7.1578310799865,7.00264074014776,11.7643667170454,11.7657230384948,11.6404304239667
"AT5G08640",9.60174753491373,8.90046375905427,8.83815369101435,11.3079506131519,11.2859905333794,11.1309437505589,10.5597241263756,8.70867757307585,8.24109451394322,12.108155368445,11.8984452116289,12.0161859507584
"AT2G22330",9.42054366219261,9.96552585700815,10.3159062597915,12.1106984893825,11.8632815021419,11.7321090338591,8.70397333138214,9.02506184645304,9.18758247103379,11.565333971502,11.9081376693717,11.5534433844899
"AT4G08770",10.1545621536497,9.66083884813314,10.2256707283171,11.2869390509677,11.87056489318,12.0926255908412,8.37331049956744,8.8786114357427,8.38207149962053,11.5402021747816,11.7062831727939,11.8615431309349
"AT5G48000",3.46658072647395,2.80848712451539,3.17287750991345,11.3643381674159,10.9947027829172,11.1857902596812,3.1738591833911,2.32359545640493,2.5858716880534,11.6743948005723,11.8069567753165,11.4639049170503
"AT3G16340",7.98258391857984,7.79049523670839,7.97676925520342,11.5233161451988,11.5622450678035,11.4232138731891,8.24538509390356,8.33464373946448,7.87919643715353,11.6170448551085,11.77022693296,11.6952082407137
"AT2G22660",10.3432203326292,10.6437824148784,10.6838973757591,12.0275524938943,12.042314327241,12.0038380850145,9.99715003066284,10.0499452802497,10.3514456455024,11.9356083067508,12.0762847460688,12.0016552508272
"AT2G22170",10.8566842199517,10.3711389045058,10.222038214014,12.0452459892457,11.8952073073375,11.9877926688796,10.3312323505473,10.5396766490056,10.623855041902,12.1058948754868,12.147570657424,12.0939158200427
"AT1G55020",7.64761844338652,7.56482701713534,7.80611499457586,11.2368856643134,11.8207720165359,11.4925887749241,7.80136253774991,7.4838646482453,7.66088340046658,11.4001636628257,11.5426498074667,11.6700497180253
"AT1G74030",9.69415866589852,9.46410490467171,9.30677276695556,11.5057282662582,11.5796581600263,11.8300510715316,9.29011686696435,9.33469541621702,9.30191657256043,11.9136214490666,11.7872954379985,11.8215255654215
"AT5G65700",10.9075274141503,10.9763325440314,10.989005895111,12.1148937453375,12.473887422582,11.9772312954814,11.0404833561378,10.9249263638226,10.7906222430195,12.0771709172601,12.1463112230143,12.2113225332356
"AT2G36380",9.0111311555989,9.44349440963542,9.68124128626384,11.5368488925671,11.4764097823248,11.5545237784435,9.52667161852985,9.41341013607767,9.76426452764092,11.9526003092202,11.9809480724103,11.7988933274993
"AT5G48010",3.17616824732323,3.58672332082219,3.58850478649324,11.0905330426662,10.922769981251,11.099475572636,3.00354124618029,3.17455181148672,3.32356421977188,11.6493347946581,11.8724026781305,11.2690982633727
"AT3G62040",5.25796918487726,5.70287720491013,6.15475864628799,11.6796326846789,11.3995243563634,11.5854493868452,6.21614570364406,5.8406254885796,6.21203199914848,11.2729571159296,11.4088292242432,11.3179491784206
"AT5G47990",3.00562013568149,2.58584317940842,3.70411807213467,11.066741330272,10.845506090771,11.1580043094943,2.58732429706221,2.58774036698151,3.17143999550176,11.6314852341235,11.8551615848494,11.3078605456305
"AT3G22600",6.66898730486673,6.86053045129012,8.42310069287276,11.4439651619605,11.2027871613925,11.4811724393502,5.46586379657856,3.70620316308273,5.28784872682395,11.4585290836169,11.6877898141099,11.4904134066741
"AT5G26280",9.57721352881068,9.77081264865881,9.3759655522334,11.9046968849617,11.8412080759569,11.5583078357489,9.56736926953872,9.64852096732307,9.5243114640118,11.7660037943372,11.7450716986629,11.7367452329618
"AT2G02130",10.4447715824677,10.0807814712286,10.02209799507,12.1599416025438,11.5810608638807,11.7960017291778,10.1337530470068,10.3757072417068,10.153732803199,11.7798444554826,12.0089349942674,11.9167989573183
"AT5G64100",3.81537700128843,4.80961843913671,4.46377775782716,11.4978420745933,11.5412602539601,11.2695411844203,3.1738591833911,3.4647301848079,5.36001214002624,11.2520821701683,11.4989143108804,11.2702533217257
"AT5G07030",11.3058214168615,11.0680516356073,10.8593878981056,12.3542630549854,12.3109935394759,12.1152791524032,10.9056604228414,11.0608700357457,10.7775066869619,11.9686838297343,12.0818950891255,12.1524043778071
"AT2G27510",9.6129317211188,9.12674282613495,9.33395212637747,11.7149267099126,11.4106117881271,11.6831279626444,9.07848371814394,9.01668180774973,8.77748803421723,11.6882751045112,11.710550189809,11.6161075296513
"AT5G43060",10.4300925420396,10.276427500628,10.3227061703972,11.7814022519689,11.7439570787148,11.8198415698595,9.32895781232233,9.45121343426928,9.37339679679012,11.8323545452381,11.8470446819091,11.7779320329031
"AT2G03090",8.88148766656019,7.75078419439317,7.77339723867587,11.7072528668922,11.6047005019066,11.2160485900931,9.11031030872573,8.930090138021,8.85445130800489,11.4309320226825,11.3205797533966,11.7529482376907
"AT5G22630",8.42047792265369,8.33799811036461,8.34509473665716,11.7055420110329,11.3851427242186,11.3481494650804,8.43325652123732,8.99124561456708,8.09544308384453,11.3938245761625,11.7316979967402,11.406756872914
"AT5G17820",2.58871168942094,3.32351292965606,4.25212137795346,11.2457418796355,10.9175977822356,11.3655312109654,2.58732429706221,3.00416479619983,2.5858716880534,11.405950124881,11.4890125933969,11.4161792817328
"AT4G29270",5.17990126743545,4.52574352362264,4.5279500231338,11.4264154018566,11.5575025237664,11.2106487163941,4.91302324230253,4.86515419042664,4.32410918266214,11.1783905282937,11.3250393303514,11.2886095835494
"AT5G57110",10.7950098672822,10.544697890006,10.3294741810166,11.712799178017,11.7148621070494,11.6939183878344,9.96414746615515,9.32793780743217,9.50056261525283,11.8245202870386,11.8647653958445,11.9307450730124
"AT4G36990",8.62949022034475,8.73053599235714,9.39329581318761,11.6081762562913,11.4592227858056,11.2947112533134,8.94070675313588,9.01387760954275,8.7066032955896,11.5009269214657,11.6549555124452,11.5605420016847
"AT5G59520",4.867657260249,4.80961843913671,5.67731973593392,11.4943782637514,11.2100581213629,11.1586276248583,4.00530861496057,4.39905441396349,4.25007992409249,11.2160062747515,11.3498707906827,11.1630293261314
"AT3G62830",9.55031719203712,9.56295928282868,9.61076247375207,11.6349394843548,11.4407988176618,11.5728780219339,9.57878937359804,9.58570300900594,9.53409258494409,11.6542049535113,11.846657021282,11.6310201865051
"AT2G35120",9.65321420972175,9.03328738501675,9.0469290926858,11.5734224230082,11.4953795482998,11.6256785842352,9.34688026481973,9.44706165363177,9.27883268056319,11.5737706691314,11.5720254949898,11.5806999043375
"AT1G21750",11.148189725594,11.1731868823142,11.0807794972191,11.7318349517561,12.0361911574154,12.0679525746864,11.0154887413298,11.056788814687,11.0815387587414,12.3282849467822,12.1632215171507,12.2557344460607
"AT2G40900",8.14034182845581,7.87911246846288,8.10852088189245,11.7046858216783,11.3449752652178,10.9519419120683,8.53447433200759,8.39623585700916,8.49053553553603,11.4117134708748,11.3623992696499,11.3390185067641
"AT1G62570",6.45364807577333,6.13177269053045,6.44800995061044,11.2469186113665,11.0477457125914,11.0234934059428,6.09412151413386,5.91465518208177,6.49445790185717,11.3255262865298,11.3710510058459,11.3570692010561
"AT1G07610",8.24947518164425,8.10063399624643,8.02759643836634,11.5135715839558,11.4531075685095,11.4320059309489,8.85250250998584,8.20787710532889,8.56111766374194,11.1378723692637,11.3839320990364,11.3044819293645
"AT3G21770",8.26373733078055,7.44552327555992,7.7056479559835,11.4007415461073,11.5340360006437,11.2178440659293,7.68641622626561,7.70859781960573,7.46209556966685,11.1869705424702,11.3054260876564,11.1907441463713
"AT3G01190",3.46658072647395,3.00132081651236,5.04906167454588,10.738977028072,11.0484219134224,10.9110954789035,2.32334563661313,3.00416479619983,2.32247367604027,11.419535657923,11.4348521795325,11.2155401151173
"AT5G22740",10.1583839691616,9.77741543873906,9.83024553720241,11.7683499286038,11.7700191476897,11.4237325389153,9.86657822410347,10.1115752532816,9.69794099629384,11.6056618714492,11.6276880019805,11.6844178038234
