"","1: upregulation, -1: downregulation","Symbol","Microgravity-Terrestrial","leaf_FLT_Rep1","leaf_FLT_Rep2","leaf_FLT_Rep3","leaf_GC_Rep1","leaf_GC_Rep2","leaf_GC_Rep3","root_FLT_Rep1","root_FLT_Rep2","root_FLT_Rep3","root_GC_Rep1","root_GC_Rep2","root_GC_Rep3"
"4279","AT4G09950",NA,-1,4.65328555024125,3.90882737957716,4.70493421207405,5.74245206599016,5.54458028363213,5.76449065629178,4.86408117657177,4.09382767173505,4.39452445603338,5.37582192648115,5.79358586175077,5.96145033992449
"4280","AT4G09990",NA,-1,5.13922377588574,5.1316219234654,5.43108178130729,8.8662629578493,8.62579187855203,8.94773030344457,4.64980052784945,4.46624049343959,5.28784872682395,8.91264492427669,8.86487618806413,8.80978924603304
"4281","AT4G10000",NA,1,8.83129852819214,8.84810753644009,9.04144340033749,6.68752384872584,6.41583244542351,6.39205209819129,9.0541443750738,8.71214161962945,8.95107102552445,6.32251343465023,6.4615697149578,6.64197584350845
"4282","AT4G10120",NA,1,11.6263740271427,11.9531936559384,12.1626524664529,5.66004867723476,5.66234349625847,5.7380430896954,12.8118059279513,11.4951410663867,11.6716074836089,5.44285674140035,5.57137080099504,5.81717401573422
"4283","AT4G10130",NA,-1,5.43644331164664,6.11101194544624,5.81228644397039,6.0958718010414,5.87244444848927,5.93717699047961,5.3282960927964,6.09529249961236,5.25036666970309,6.34020438714802,6.19542541560574,6.17384714562747
"4284","AT4G10300",NA,1,10.9798629503162,10.6062599883497,10.6786062646922,7.10589452544274,7.07684274860648,6.80262666322013,10.9685093601279,10.8356420501662,10.7576070431695,6.73732440768207,6.96291950373329,6.89054834781193
"4285","AT4G10310",NA,-1,5.81777495248695,5.46183220449781,5.17464611900148,5.84547665146229,7.66875128286121,6.82792648117827,4.59085975780032,4.65084619540946,4.58723439563408,6.00525425127563,7.19502260590515,7.03888479202203
"4286","AT4G10340",NA,1,16.0117020026362,16.7512787097055,16.7735072327297,10.7498085142268,11.175189960132,10.1605275619157,16.797307508257,16.9426762658396,16.8522896781477,9.87665201199416,10.0937447963198,10.1555773739139
"4287","AT4G10350",NA,-1,2,2,2,4.74345085494829,4.51452794559283,4.6285832436949,2,2,2,4.842268125275,4.68789809196275,4.68614496209096
"4288","AT4G10370",NA,-1,2,2,2,5.9181872420234,5.27558528250628,5.65566065968183,3.46393715254428,2,2.32247367604027,6.02726345321542,5.51002423131049,5.44406793541078
"4289","AT4G10380",NA,-1,7.61831952823136,7.54174250348875,7.56744041427177,10.4603088001615,10.3781831501466,10.1033987815979,7.07295235434691,7.57799859811494,7.70311319147567,10.1454708113031,10.3350461105833,10.2167670938214
"4290","AT4G10390",NA,-1,6.27742436917837,5.64628555842487,6.29044054970397,8.0742264056226,7.88405923184663,7.8023025991746,6.36428156495364,6.23669389743376,5.39478388517187,8.06948991038629,8.17024659767793,7.8842423534292
"4291","AT4G10500",NA,-1,3.91512598752735,3.00132081651236,3.32511654321196,6.37952510862146,6.52868805870871,6.72395102629818,3.58968223328991,2.32359545640493,3.32356421977188,6.42554444116768,6.81857940243728,7.0816195093434
"4292","AT4G10550",NA,-1,6.79217175678083,6.86053045129012,6.29044054970397,8.74157755807064,8.91692504582386,8.82744880979562,7.51471336506764,7.17801220723207,7.57252412005128,8.80528645208891,8.85873759090188,8.86893111313956
"4293","AT4G10560",NA,-1,3.46658072647395,3.80924143282548,3.81114989574191,5.07561501173213,4.79798018133686,5.62712020927067,4.00530861496057,3.4647301848079,4.25007992409249,5.23161582992218,5.54102356549171,5.15490451695973
"4294","AT4G10640",NA,-1,3.46658072647395,3.00132081651236,3.32511654321196,5.87012293826535,6.03411657072236,6.17262731478756,3.46393715254428,3.59051289482057,3.80930247951414,6.32251343465023,6.41212440398257,6.34147236369318
"4295","AT4G10890",NA,-1,6.80523157155292,7.057843519566,7.02751488665575,7.45447563278815,7.60399086795731,7.58208993782321,6.81417670320163,6.8783987513306,6.75751248162306,7.41680975745454,7.28932449038371,7.25031916536062
"4296","AT4G10950",NA,-1,3.17616824732323,3.32351292965606,3.32511654321196,4.94250197737196,4.23929510268472,3.89356605703458,2.58732429706221,3.00416479619983,2.80852377199432,4.23354445144225,3.79677502094183,3.68875456583475
