"","1: upregulation, -1: downregulation","Symbol","Microgravity-Terrestrial","FLT_Rep1","FLT_Rep2","FLT_Rep3","GC_Rep1","GC_Rep2","GC_Rep3","LN2_Rep1","LN2_Rep2","LN2_Rep3","RNAlat_Rep1","RNAlat_Rep2","RNAlat_Rep3"
"301","AT2G03420",NA,1,8.37885846308006,9.18087586096665,9.16150433319142,7.08296851185342,8.42331174897617,7.91309121273746,7.93881419502342,7.56184807033973,7.4544757049596,8.03127718412024,7.32438577728689,8.02680851001647
"302","AT2G03500",NA,-1,4.22696862173019,4.96380532691172,5.30757669519203,5.678269441046,5.89978979481822,5.70062921160598,5.77235734450609,5.66488837552403,5.51893228285834,5.87694926677577,6.16970085959347,6.33696622752732
"303","AT2G04039",NA,1,7.46584982342768,7.77900989605357,7.88224605065981,6.07205181937687,7.02904652492589,6.75508518305664,6.96787839154858,6.18209376170296,6.50294656226347,5.71924691993685,5.9266274236333,6.30042016238899
"304","AT2G04530",NA,1,8.03449833214687,8.18079956941858,8.19427213794507,6.78747001969856,7.17774608727273,7.12948243557204,7.56792204890697,6.36725449278539,6.54973364792454,6.7338384679352,6.3420149239616,6.6590517878022
"305","AT2G04795",NA,-1,3.15520795721562,3.59232328914373,4.26745234808898,4.64918397779288,4.82312853946408,5.00017962462797,4.45149127212792,4.16356661118999,4.85361018495192,4.87555273026727,4.01588120190703,5.33617864268412
"306","AT2G05180",NA,-1,3.4425613516422,3.70808286518243,4.26745234808898,5.49763101200423,5.18627952783836,5.00017962462797,4.45149127212792,4.94707420196266,4.75056857179933,5.60363993872351,4.92522656970662,5.44062522387284
"307","AT2G06200",NA,1,6.94004337820127,7.19063316766198,7.29083776783814,5.56039070637926,6.20720902673889,5.78155006826666,5.74589824930136,5.74731480625141,5.42166589253365,6.08524495361176,5.14801937383997,5.74255741846094
"308","AT2G13360",NA,-1,8.59938094265043,8.65477348151495,8.76255008407508,9.36605142033291,10.0392954711999,9.66020016096678,9.5753024290055,10.1717571453225,10.2177405376473,10.911345055413,10.716313993033,10.4272900523985
"309","AT2G14095",NA,-1,2.31664723738483,3.32855449216978,2.59323857305937,3.81188660491742,4.40721923789125,3.70058184057308,2.58173281838764,4.99284483695112,4.5807375977605,3.92185184010284,4.10365369838501,4.92061584787935
"310","AT2G14100",NA,-1,6.64687802293282,6.80504709919256,7.00118979938044,8.1406766387776,7.90071923635544,8.19002703043864,7.14031074166746,7.99194794125199,7.61708359866105,8.47134346044478,7.24939537843262,8.11362758880088
"311","AT2G14620",NA,-1,2.7960150340053,4.00827825195388,3.47519041565917,4.25293538855016,4.4744919824477,4.17008466888266,4.38446133029383,4.94707420196266,5.12479213490738,3.59857002526737,4.97262270321665,3.59553195694732
"312","AT2G15310",NA,-1,3.56728394593762,3.00552410915488,2.81798689253907,4.25293538855016,4.33665548630494,4.24808958176322,5.48300811331903,4.74792208684028,5.24339081187704,4.47611394435128,5.34096466597709,4.47239246309687
"313","AT2G15680",NA,-1,4.14927884431641,4.65312464745087,4.97572164727482,5.49763101200423,5.68937761868917,5.32211285131895,5.74589824930136,5.48440187698715,5.45482201936635,5.10544546277154,5.5739383455319,5.10143531524115
"314","AT2G15960",NA,-1,7.36635674507578,8.49472018040449,8.4167131356154,9.72398674610435,9.50612411973846,9.71616629740987,7.50620197825545,8.43485755326338,8.51462025254514,9.75836100490491,9.47016489334212,9.69346805894127
"315","AT2G16430",NA,1,9.32229310931641,8.85642167211091,9.03012118972808,7.46562820597835,8.01810038320241,8.01701040097118,8.25720225646303,8.08997160440595,7.69546604250913,7.85289868398454,7.83454444831162,7.77042130106816
"316","AT2G16750",NA,-1,5.33356905987502,6.13968230672153,6.19325165692948,6.92499446056892,7.36666562825509,7.03362201723595,6.36579810617001,7.62134210494395,7.36137399734705,7.78154191530609,7.9808011515279,8.03239048457217
"317","AT2G16760",NA,-1,5.14630512507542,5.17973106391758,5.51436284696748,5.98321856502215,5.94792472686175,5.80754554338527,5.94511397254428,6.6360040589296,7.35260453862238,5.99635897349802,7.90952539772685,6.40739304873658
"318","AT2G16970",NA,-1,4.37082225685945,3.81524004679581,4.72135622142014,5.59077557670497,5.47615569264162,5.39250315669469,5.63492464658445,6.2776426159451,5.94945266378765,6.35921457563243,6.08597229790577,6.5229279462814
"319","AT2G16980",NA,-1,6.64687802293282,7.23955287148177,7.19393205780364,7.65726616368838,7.81895803172061,7.820380612797,7.99044141670645,8.85607632673194,8.16492418906908,8.24891251734261,7.93367736417842,8.68455558257475
"320","AT2G16990",NA,-1,3.9800963159353,4.33075654503492,4.54398591026728,6.67851760175859,6.58747204119294,6.57005224886926,5.12068532011973,6.94628068187027,5.42166589253365,7.52771362456489,6.76181871308341,7.41633215976942
"321","AT2G17430",NA,-1,3.56728394593762,5.2953022476209,4.26745234808898,5.09305873691832,5.87510636706947,5.83308089272414,5.45060630767046,4.99284483695112,6.63898801694279,5.99635897349802,6.5901081977441,6.30042016238899
"322","AT2G17500",NA,-1,10.0780965473464,10.737219367267,10.5064180990833,10.0804583655552,11.0274791999491,10.6185902634094,12.1394097529438,12.2728870325301,12.1258254304302,11.5399721619365,12.2007163617381,11.7223024681113
"323","AT2G17940",NA,-1,2.57615030193358,2,2.59323857305937,2.58707905759234,3.00922222265967,3.17003905141711,2.80320114380416,3.31702552357728,3.58158356873574,3.47242339577202,3.01060686860727,3.17873825022968
"324","AT2G18150",NA,-1,5.10574818910261,5.50190345841276,5.6665838269378,6.07205181937687,7.20770981360761,6.58515923129021,6.01325647440719,7.60669701987225,7.69546604250913,7.14906863263143,8.01516058907268,6.31880891407496
"325","AT2G18690",NA,-1,8.52827468636657,9.66202418488564,9.69345183508483,9.05886077084448,10.4213439193167,9.83309439732599,10.2895281314324,11.1003590858217,12.4360609057413,10.414766060574,13.2272260556388,10.866759353216
"326","AT2G18700",NA,-1,9.24736933384347,9.66739756016056,9.59061200205091,10.7102287798045,10.8856254866432,10.6814431951953,10.4007691691299,10.2073803651198,10.5485714439739,10.9853857527207,11.7579364309621,11.3444757377343
"327","AT2G18980",NA,-1,8.03449833214687,8.53446969476729,8.75237665639706,8.92812913691373,9.64947076821075,9.38390834678222,9.57154064270537,10.2504125882398,9.91082904480785,9.28935904219587,8.98963558358526,9.22760741443582
