"","FLT_Rep1","FLT_Rep2","FLT_Rep3","GC_Rep1","GC_Rep2","GC_Rep3","LN2_Rep1","LN2_Rep2","LN2_Rep3","RNAlat_Rep1","RNAlat_Rep2","RNAlat_Rep3"
"AT3G26830",3.68207687365075,4.7097758573737,3.92503569100748,5.04996744896282,5.82443525591451,5.42645094326167,8.54113989449113,6.34977188604268,10.3480909911929,4.4088242219955,13.2359019399957,4.82093005475566
"AT4G30270",11.7535604149004,12.1774945393186,12.0717879131564,12.7765876828427,12.6270910220161,12.8948334970148,12.6719727687541,13.3200771316336,13.5804796982147,12.6925553896599,13.4198722437594,13.0301869211779
"AT1G32450",8.51284771616146,8.91481725614962,9.93897080554006,12.9107835417011,12.5084719202653,12.7642473827317,11.1260157893056,12.1667525466743,11.7198747514623,12.858374469481,12.3091204302137,12.6141003094439
"AT1G73260",8.59938094265043,9.39682386539793,10.225502554379,11.089808043417,11.4229683097358,11.1588146125024,10.2022103375371,11.9953456715401,11.4117335900615,12.1547717880225,13.3641751272378,11.8788330971695
"AT2G18690",8.52827468636657,9.66202418488564,9.69345183508483,9.05886077084448,10.4213439193167,9.83309439732599,10.2895281314324,11.1003590858217,12.4360609057413,10.414766060574,13.2272260556388,10.866759353216
"AT5G47990",9.76468434870732,11.0547171952441,11.0302640640586,9.37698955774166,10.8802089398407,10.1281988706815,11.6881372714887,12.8145942713777,12.577544393849,12.6403412716007,12.5994952914842,12.847717639286
"AT5G39580",8.23113899647204,8.89051710181661,9.09059365035118,7.80712679407006,9.57479487164527,9.10349159901036,11.5064949655628,11.1853591392452,12.670668290858,8.8625375774712,12.9775019204938,9.21293472776829
"AT1G14870",9.950786715397,10.4288475413573,10.6828380310581,11.3655312299325,10.9963450055246,11.2936766051799,11.4599447412695,11.0659764502294,12.6306499431834,10.1288146501445,13.2737931561878,9.98730613593743
"AT1G08930",10.3593429191349,10.930612700669,10.6347265567674,11.2678373790984,11.0309750350877,11.2593597173342,11.5653684201874,11.7813626821613,13.0817306510996,10.7024309936789,13.0082123149805,10.9516948332618
"AT2G33830",9.83460263228165,10.5884272179508,10.4308199894408,11.8843845674028,12.4456854444992,12.1822890362849,11.0617696545711,12.1893506321405,11.7990653335384,13.0758058717131,12.6415719465881,12.6458549089734
"AT3G48740",10.142165675233,10.7414714214561,11.0704004828222,12.5590052633007,12.2177359462542,12.6825414282585,10.6950807724543,11.3416664315324,11.5209456276262,12.9760031836224,11.942211768651,12.7218801334544
"AT1G73330",7.6321432602939,9.28008260814745,9.59631111662795,9.14840264528921,10.2495462512204,10.0622506531058,10.4155334293592,12.1847359953765,11.1080287874699,12.525913024759,11.8292726910977,12.7831731121392
"AT2G38470",9.57530924977157,10.0305755429386,9.87633021248422,9.77284023232277,10.156592824629,10.0211844321121,11.4342827132674,11.145386204086,12.1360823269626,10.5652737517184,13.0488595225903,11.1775595514398
"AT2G26560",5.67590361671355,5.33185631233762,5.27003580800493,7.0285135172285,6.79908109350314,6.8705629852911,8.96478125281019,6.16220044543314,10.9892920278962,5.63342171038396,12.9223693843608,4.92061584787935
"AT1G14540",5.75671112619558,5.91718521593781,5.48189184502065,5.98321856502215,7.40165250809851,6.80755287447183,9.76841070010688,8.9634286865109,12.2768627372178,5.87694926677577,12.6900084188953,5.10143531524115
"AT3G15450",9.65827935776004,10.7123072180971,10.636571515644,11.8569110726233,12.8417430254906,12.4220069942933,11.677239174157,12.2539212934687,12.3227658792228,12.3715632996362,12.4818332861633,12.0564425451614
"AT5G47450",9.03968978555329,10.7200847105766,10.7803526618098,11.4642252190661,12.1782412349265,11.7799244050815,10.5255908207802,12.5326798064758,11.0124428335733,12.6207279862346,10.4357600711043,12.2878590835846
"AT5G43780",11.0549332545548,11.2935188134899,11.4072744927708,13.0976075599182,12.2146650413145,12.6969553963111,11.3927827511363,12.3474524223843,12.3032716663856,12.3400197565464,12.143621984857,12.2488326366499
"AT4G15610",9.16587663061546,10.1389821998786,9.99613316876482,10.2637075456401,11.1579048276461,10.93684280355,11.604551341024,11.8813323800365,12.1692345707913,11.5930371304475,12.5694625991357,11.4695878991535
"AT3G22600",8.70157396313121,9.31016541699944,9.22664472246385,8.73079440496413,9.8384839907702,9.42856426447585,10.480164244707,10.9358163388003,11.3358992278565,10.0370936720728,12.5505526807429,10.2672560524787
"AT3G01290",10.3021586909265,9.40970574055034,9.87633021248422,12.4122749081991,11.0545246814661,11.8919887706094,10.9683038727827,11.4327007388788,12.1481684296832,11.0776403800965,12.1221080018465,10.9428301216428
"AT2G17500",10.0780965473464,10.737219367267,10.5064180990833,10.0804583655552,11.0274791999491,10.6185902634094,12.1394097529438,12.2728870325301,12.1258254304302,11.5399721619365,12.2007163617381,11.7223024681113
"AT5G59090",10.0014091151609,10.6174041744407,11.3250008745504,12.1365835170099,12.3537620821947,12.2505035328404,11.4254525949184,11.8809520751995,12.0988766759456,12.3690761053017,12.4552280855129,12.1164732926299
"AT3G13790",10.0569785593179,10.6293846970882,10.8198600038595,10.9274244148815,11.2686542867187,11.1087293683778,11.5925366186413,11.7678508396664,12.2007261807899,11.1203318334199,12.6445473119044,10.9060563951568
"AT5G44790",11.2902895408126,10.6503403065583,10.7618771213487,12.5931760523396,11.7433043976957,12.2029411525356,11.7667333239164,12.0016563419186,11.9861011275336,12.1968308319781,12.5556682443056,12.1642880030856
"AT1G13210",9.77118244131905,10.1632733768367,9.94046515725836,9.96921102635845,10.180713428302,10.0756836719917,10.9994368811925,11.0579242631192,11.8226738689267,10.1964666986527,12.4917804103862,10.2637010278839
"AT3G11930",10.1014905459384,10.4118740826243,10.9118560570265,12.5136351553439,11.6353708298211,12.1600764408111,10.9054418136832,11.0225025893339,11.1767108163089,11.8524401198051,11.882200667308,11.9056928689786
"AT3G13610",7.52086886386573,7.43703641140828,7.34600317369053,7.60612277151605,7.53368632387862,7.73491104886997,9.47818349594679,8.7699716422216,11.9227118076913,7.19971463513821,11.8964793841504,7.25381304475776
"AT5G54500",10.0206256697046,10.2963941567799,10.4592446192921,10.5160980254838,11.2633141507176,10.8836118351904,11.2906571953669,11.4290635021034,11.9040769607581,10.8452776099788,12.559068570524,10.5913232789422
"AT1G30700",6.68866814017231,7.8246130341641,8.28175498141333,8.26835279131367,8.84477338394867,8.47998324755961,10.3858522507149,10.2218675253361,11.1711105606309,8.45892220296879,12.2532399617944,7.40776792833341
"AT5G35735",8.68790143789038,8.7285991947228,8.59807732351336,8.69277948169791,8.99265516834067,9.01701198606151,9.89722037465797,9.95619348190116,11.0166124470316,9.45278830307466,12.3393802325559,9.74537187719397
"AT4G01870",9.41234684119495,9.56363773411671,9.92242995943841,9.87204652530548,10.4664498624551,10.0730070556348,11.5400868493839,10.7862541102759,11.2791825275432,10.2138197458588,12.4203987108192,10.8036922385536
"AT5G25930",7.47383931947253,8.66196952948363,8.60939464473488,8.69976620875125,8.9460137670045,8.86129042370422,10.1838478244302,10.0538966010158,10.9152919707309,9.0230208005257,12.2922905347223,9.43779827954149
"AT2G36380",10.8614390621779,10.8062303855358,11.0218187162187,11.6279263857578,11.5448603349402,11.6272828643934,12.1754827171625,12.3288904485067,12.1720410594829,11.7773133141342,12.4050948532308,11.9520790811717
"AT3G63380",6.67487216751882,7.20055071256137,7.91909346105423,9.06428462163089,8.65844764246363,8.73829562018945,8.87301480105536,8.36260630672628,10.3958230963706,7.950769274829,12.1632248118677,7.82289913229294
"AT1G57990",8.80652575250981,9.7473775646042,9.54615436128058,8.93997928161288,9.91312686771101,9.50799879581092,11.1918170753959,10.9612226550353,11.6966743689955,9.28701869091582,11.9926589781919,9.57033041994783
"AT1G21120",4.22696862173019,5.94104396952595,5.51436284696748,5.13490018886392,6.87573675267387,6.04458696223143,9.30549992649264,9.43895000448476,11.6192736118723,5.44474601597378,11.6761937435158,6.03722423347768
"AT2G38800",9.56412658670667,10.5118387016069,10.4276268477278,11.8728398128847,11.5036865678849,11.6281948083557,10.2323045142951,11.2638795609464,11.0590072015066,12.0284222321043,11.6399539380821,12.0845889112925
"AT2G35980",5.83323155091254,6.25837638083426,6.7241851198322,6.81346933697552,7.77293501164334,7.3039808349513,8.27581631246506,7.81851280230895,9.09036280225659,8.11282429824929,12.0747031231973,8.47917130657391
"AT5G48010",9.07950365032709,9.49276512222546,9.41900434314668,8.60990166770684,9.53201349200554,9.13975518005409,11.0724561997115,11.9047176137918,11.3308850560817,11.3332146194337,11.0878591271681,11.4602999858034
"AT4G36040",9.43503202185963,10.1620050394619,10.6711847670927,11.4151915067673,11.6649217840266,11.4196385343969,11.2641005213546,11.1598792966192,11.2774460937673,11.6451333015668,12.3648610950265,11.3455971676461
"AT2G46750",5.29801050919546,5.3675070351907,5.85585843499802,6.63544136047225,7.49370869636242,6.83308809519419,8.51395704197817,9.21346185259014,10.6549370815276,8.35550338292087,11.9742203060186,7.75699806083308
"AT1G27730",8.56239379519647,8.83747884595864,8.53617152296557,8.32818938971764,8.61438678258505,8.26698915832664,9.93723494294694,10.5006274511852,11.3667129423967,9.78348274700182,11.9481519381918,9.93611317243612
"AT4G20860",8.10306674918166,8.83110889280136,9.17426187165265,9.68578961618695,10.0140814431432,9.84098231166525,10.7493676098763,10.9077161309065,11.4533424643849,9.36231349515531,11.9488927426184,9.54321698610893
"AT1G11260",10.7358441222211,10.8982245625069,10.8311820905236,11.7798844960494,12.1167303298757,11.7592609857294,11.60822813849,12.0283446491977,12.2186329543163,11.9380875658426,12.1322530218646,11.5171431894738
"AT1G54100",10.7383335676606,10.794818982464,10.8327923023865,11.9207189540379,11.7048642234678,11.9253885917701,11.8949339684679,12.0379283720242,11.8942908723036,11.6870064190722,12.3486726384368,11.843944457435
"AT5G20960",9.85462809526087,10.0971229479056,10.2772723138787,11.4596019868873,10.9718179779268,11.1524897650164,10.9195675767128,10.6974718040175,10.9085765922867,10.885280003912,12.3145912528642,10.8166898984461
"AT1G21680",9.51464101248727,9.68516563150546,9.98892999449337,11.9233328828327,10.8591239452676,11.3102496397256,10.2382487457135,10.312645972299,10.1344979972245,11.5384972366721,11.3322839528156,11.7171128441247
"AT5G66390",9.17325522454074,9.72865138335762,9.93297787182041,10.0105362033603,11.1437666267312,10.7872911433431,11.2137038964319,11.5597866513985,12.0478410405946,10.8860533828631,11.4182450095575,10.5334517317173
"AT1G55920",8.87750627817307,9.49679517069197,9.83996176177996,10.1509762654762,10.6070530501372,10.2059978376231,10.6715513288468,10.3548843134261,11.1754681923825,10.2753258379633,12.1597095039034,10.230091414972
"AT4G38470",10.3299341415434,10.6412665491196,10.695283317825,11.1477977309287,11.5424129724634,11.25641363631,11.5444112951008,11.9543625532207,11.7754741735145,11.7375874413567,12.2490355509993,11.5136553557994
"AT1G44800",9.17079988389774,9.54039824062721,10.0189445814757,11.5066756118682,11.2674692968759,11.5109691699985,10.438433385101,11.331682430267,11.4952796135227,11.8000598086811,11.5885894702202,11.6406008083285
"AT3G52400",8.37885846308006,8.76246925253367,8.85419467210351,9.60249743868059,9.31747788657562,9.23860866339156,9.73180169779797,10.0362449605303,11.4512902765362,9.32401622278315,11.8440822477069,9.50959341781213
"AT2G39210",9.37443854460559,9.55400006468857,9.51439891740693,9.95029460070368,10.3503657224165,10.0581962359829,10.4239028032515,11.4781634578786,11.5770772392656,10.6460211088348,11.8995481805361,10.6203380826018
"AT1G78000",8.27294914787795,8.6511619526255,9.16406488188916,9.19858993375675,9.84961289333381,9.66554018947171,11.1552130828392,11.3771552107569,11.7027252003168,10.1585634887644,10.0224626331754,9.14499588026976
"AT5G27420",6.80723195035249,6.98795829468244,7.28143491264348,8.31459957652951,7.82541451713061,7.97748194872392,9.65922204483789,9.46962405573388,10.9308406851806,8.6890497017244,11.7659457055039,8.52740545112903
"AT3G44720",8.39997715139788,8.28700980197397,8.53617152296557,8.98928394006042,8.69768772014156,8.71444884618682,9.73684887352731,9.00869140130122,10.7514966985318,9.19265078323911,11.8895506318207,9.34888302976059
"AT3G48360",8.7049719437715,9.88288548911535,9.74737879501274,10.2672392871605,11.3244186956554,10.7929951149261,11.0168313075415,11.0044601893461,11.5662139262172,11.6641943716405,11.7254471429778,11.1437914783364
"AT2G36950",9.14351168543172,9.52271960715778,9.84156220970364,11.9554311334689,10.4445975133854,10.8267533186203,10.1247501758405,9.98620537472691,10.2297629247764,10.2610879438668,11.4394853774922,10.1527604882527
"AT1G66280",9.8484959672996,10.0662682845365,10.5334050983278,11.0582171138163,11.4638918848099,11.4667913310501,10.8104897002296,11.9369060849065,11.3942140777752,11.791829791435,11.6757463187735,11.4150799039656
"AT3G54040",8.56986747456703,8.8782117927882,9.65392012948617,9.71539395604769,10.1411483213828,9.99314281386324,9.85451714335806,9.61024701734675,11.3364552838312,9.75836100490491,11.8344933896956,9.49955313604607
"AT2G28780",7.12390342214613,7.19063316766198,8.40809826008151,11.6265521645942,11.0904845297283,11.2380124171968,9.86838151148505,10.6896758810837,10.4191097082467,11.0468481260363,10.5514859119101,10.4782829422144
"AT4G15390",9.53004892057154,10.1846662391636,10.2855268729569,11.9075777943607,10.913165249932,11.7006447548872,10.4218150071707,11.2200508881396,10.8246625302351,10.6918549332355,9.88832520022681,10.7343208011944
"AT3G25610",7.22203408875759,8.23004820880285,8.148457479256,8.18117849412301,8.81588316672959,8.44728615701959,10.2906726488441,9.6212178189047,10.4564224891068,8.8750571398595,11.7651047148049,8.8326693139484
"AT1G62300",8.80968557818006,9.21062476128906,9.44239650325702,9.32145021289984,9.54380751905759,9.52572497848024,10.8208257909025,10.4502497026832,10.9729340732396,9.52804699233415,11.8416910014809,9.6523708166515
"AT4G23700",7.76829976765464,7.38580185261549,7.54771688319971,7.72731962854103,8.36688984257535,8.13462868170486,9.10670336488069,10.3171507985213,10.6133270588685,9.87046266348154,11.7128544704732,9.27781759653788
"AT4G11850",9.21912987011262,9.38382593044561,9.37988874661159,10.0831325433261,9.83688711631014,9.88284746304182,10.2107001778711,10.400173653931,11.2866830162963,9.49395544511982,11.8272596888704,9.46074980765886
"AT3G14440",7.80676119020203,9.10370380870563,8.99315849038556,8.69627707466201,9.77485770598707,9.28097473353657,7.93296211013319,9.36255674150115,8.46666108571852,10.9554871983118,11.0797652249879,11.571831371925
"AT2G26530",6.04109133727758,7.35948570279095,7.07923323027676,6.363583741338,6.99508569985379,6.53935526577642,8.73521386520941,9.68882682824169,10.223764254421,8.06445117446927,11.6399539380821,8.32396570728239
"AT5G03380",9.41026675401232,9.76419297939026,9.71805584221709,11.1115826704746,10.7865282901389,10.7848396635587,10.7741280473509,10.8836207413387,11.6940733666056,10.4413173175283,11.760470482452,10.5559110455173
"AT3G10740",9.77118244131905,10.444580816005,10.4180047977101,11.3638827384035,11.4398981332187,11.3605033977668,11.0415164889684,11.9708957675044,11.5878593638848,11.4920101922587,11.0274215993461,11.519132457962
"AT5G09220",7.34037315319703,7.94748572613184,9.22173702531252,10.7205708323941,10.5565256552381,10.4657711075971,9.92990808385693,10.7567102169247,10.3491935357715,11.0315515256444,11.0274215993461,11.7001164692481
"AT2G25450",8.65314225472473,9.84070159511155,9.9831414481093,9.2565972419867,10.7648576523444,10.1537565942975,10.1912208993048,11.0107312027141,10.4000850788876,10.9737916317322,11.8448784498245,11.049906411979
"AT4G11190",8.97360998501631,8.93574923537003,8.84145365148637,8.0830622464072,9.79966253710343,9.25759178452904,10.3346150692277,11.3288967905348,11.4363239661861,10.8492488196659,10.7818078956434,10.8581413414288
"AT1G20160",7.31391298863769,8.22033205757583,9.28897052719001,10.3305011849412,10.6792280004022,10.6001175966071,9.92990808385693,10.5339063178426,10.3100941425669,11.5657835792575,11.1019151017545,11.3722532474008
"AT2G01530",8.00723307530067,8.27297885681874,8.47561848274573,10.0561650536176,10.232643474828,10.3062663243329,9.56398751535238,11.0273218520701,10.2617316647728,11.5041509937903,10.5099222626226,11.3667403668006
"AT5G48000",8.62112645902639,8.73884396475119,8.75916690634637,8.71018326446532,8.66925576438382,8.66553917829401,10.2837918851156,11.322189227918,10.9345181908195,10.8276732441,11.0295242023133,10.9634303492975
"AT4G37070",9.48727475339942,10.0471589109407,10.4286920137624,10.5101486874304,11.126877227831,10.8957801348334,10.8120846959659,11.5650043216508,11.6252021651889,11.1463863845591,11.7366444297729,10.8223397584389
"AT3G53480",10.121971454406,10.4456236254483,10.7457283213959,11.4435631530239,11.5006641075119,11.4586116049177,11.8008716664013,11.7009133813194,11.4882907998101,11.070854228892,11.7375021705772,11.1177723163768
"AT1G62570",8.50896505960921,9.06079278760419,9.37768424710066,9.44717313365777,9.79637976394183,9.53742257892037,9.44567191957209,9.93583299529866,9.38297624485148,10.5310721880874,10.6640380571481,11.7184120012931
"AT2G18700",9.24736933384347,9.66739756016056,9.59061200205091,10.7102287798045,10.8856254866432,10.6814431951953,10.4007691691299,10.2073803651198,10.5485714439739,10.9853857527207,11.7579364309621,11.3444757377343
"AT3G55980",8.97078987634047,9.23977260159823,9.24126843327251,9.35944850881909,9.43190664208798,9.3730691051511,10.5516029200401,10.7805566497266,11.2493750960778,10.0412655487246,11.5313772212915,10.3320574420128
"AT1G28190",6.24158075102337,5.98760943448874,6.36332788629964,6.4817894452216,7.07311874880083,6.62955360982803,7.89734216076453,8.30933524266021,9.7228730477266,7.60490463811604,11.5064332378385,7.73662607957852
"AT3G23430",8.33567039987639,9.04986259694186,9.90875404504848,11.2731166482421,11.2387335678544,11.4970587767424,10.1602480142955,10.9981617984973,10.6059664200392,10.9997485921217,10.5159337435174,10.9007256432985
"AT3G22800",8.87750627817307,9.07164079089923,9.93447844073047,10.6528833013239,10.419211252182,10.5785774378227,10.2046411084699,9.80723948250938,11.3168646625358,9.14175175817888,11.5436893261497,9.5931717113094
"AT4G37370",6.16469511101853,6.72485412355825,7.33695418384626,6.67851760175859,7.16761826993904,6.9888835050603,11.1552130828392,7.88677539788983,10.4605094058605,6.60448319482479,10.7859596779245,7.54686640957992
"AT4G17490",6.38405400875133,7.89348399605317,8.12236184504894,7.43245799790799,8.39320517143668,7.73491104886997,9.56019607078357,9.57682499424767,10.7614692036909,7.97423359535979,11.4004831848969,8.12412162783659
"AT5G23660",8.31802655038374,9.00529442358659,9.53234728078295,10.319203438421,10.8661865718884,10.7667337207217,9.7944637973297,10.236210654463,10.1357763996421,11.4360756202988,10.743894191237,11.3534228637285
"AT1G14550",2.98676143443777,2.58864758937114,2,3.70483217665199,4.53876706650632,3.70058184057308,8.33025947030226,5.5774657288637,10.6840653429764,3.18127349950523,11.1638444790237,2.81415845535934
"AT4G25900",8.67756133277097,9.15305643154322,9.07435094117453,8.75111522608777,9.36921313563845,9.25994720771579,9.92254382462012,10.2702956459297,11.1754681923825,9.34441781825662,11.3890652771393,9.31722170872147
"AT2G35930",6.34973291949229,6.98795829468244,7.06833933435304,7.1354426272748,7.73228335859859,7.26698649248991,8.95615141254385,9.54261030431247,10.4264409487211,7.84655559397587,11.3497786182046,7.81644284959494
"AT4G37410",8.99319788494591,7.80524506987163,7.97265792308636,8.69277948169791,8.84477338394867,8.74167035146286,10.2131166983688,11.0905248273669,10.8973143612823,10.8236421147933,10.721525602211,10.6147676681379
"AT2G19110",9.08211924551527,9.21552381403246,9.86535828573687,10.8904975075211,10.8297198947438,10.7774601308061,10.0278732179412,10.5739831542692,10.5619473955294,11.0018907381315,11.6261258272094,11.1630024544011
"AT1G27030",8.85014567128311,10.0797645115513,9.72847330892927,9.35944850881909,10.5181812865987,10.1333467647193,9.80571573327104,11.1491810699005,10.8047080793664,11.0385246379828,10.6209950862628,11.5141541343026
"AT5G52640",8.85321148931084,9.0388489640522,8.93737332883881,10.0507105330942,8.65844764246363,9.24813144645347,10.3133743663159,8.82478174037739,9.36564673283288,9.83565698185019,11.3413399446877,11.1566271772976
"AT3G49780",7.10345011729388,7.7250634093092,7.88845301195668,7.96043464482737,9.76817041835416,9.19987623191243,8.60509844630925,9.53682812742327,9.2213747472704,10.8516263090321,11.214009689944,10.6524103630223
"AT1G02360",7.97381967732512,8.34180755768552,9.21434403416131,9.63201718779097,9.64947076821075,9.78483919809623,9.34790059682694,10.1029851066558,11.4185772223564,8.81784321545014,10.8057235890269,8.73335216570898
"AT1G13110",8.93939930265079,9.60902294873572,9.35769068275824,10.3237331592677,9.79308950397151,10.1048032912735,10.0113066311655,10.7927380609939,11.4409853199846,9.58440609863117,11.1250416202256,9.28951917865509
"AT1G02520",6.90501754346568,7.01068382145376,7.69663245518334,8.58370295861986,8.24696094831146,8.34005275216249,11.2687543296662,8.60661331830488,10.4847907216361,7.68530088789271,9.80240065956807,7.60795609523053
"AT1G18270",10.0341967389801,10.0891373062389,10.0906849915446,10.9670536752312,11.2656899851395,11.12109075756,11.0543764654479,11.5861549841582,11.5345789619911,10.8131081583654,11.4042691610287,10.8830703251362
"AT1G17860",9.66527362546136,10.0250051211313,10.1551703563727,10.3594678561985,10.9093715757159,10.8636168016776,10.9640059281259,11.4599462368261,11.4543674646568,10.8468674058478,11.3265949543685,10.2895700337137
"AT3G28345",9.00977840480211,8.96513486509569,9.31454957165931,9.9893089465043,10.2921224376945,10.1165485049932,11.3116688436386,11.3400072220782,10.5733146115116,10.49299737689,10.3497459852985,10.1705881718714
"AT4G38540",9.43707673211616,9.46834552056579,9.56758770619682,11.0971028295428,10.0531151653899,10.6884550949752,9.90172164042225,10.1055915489173,10.5214416458503,10.0075477811061,11.5684848445105,10.0297848716566
"AT4G24570",8.1336470252363,8.80534404502481,8.78268421696444,8.43253156709097,8.8511156168756,8.35775478480068,10.2131166983688,10.6056301726545,11.1921539774696,9.21251800618896,10.7498577144698,9.31950641979177
"AT5G59780",7.42522487716085,7.95336302161897,8.6131474419725,10.8455303526071,10.3879279773442,10.5870445375661,8.8638163923619,10.1003739469463,9.64958987039636,10.9562238520627,10.4315260060838,10.9590407101113
"AT1G06570",8.56613547441985,9.1682971268526,9.33741613944684,11.1161595814369,10.3835593128028,10.6231717075974,9.26880139879202,9.48572072789782,9.93892917454311,10.8759669739365,10.9752903298945,10.9721697611072
"AT1G61820",6.89315071320353,7.19063316766198,7.33695418384626,8.91618084968884,8.43602469193582,8.80433446778789,9.51194264639792,9.43895000448476,10.7134735657749,8.31472659856546,11.1085605934729,8.28708456266164
