Analysis.Id,FLT_Rep1,FLT_Rep2,FLT_Rep3,GC_Rep1,GC_Rep2,GC_Rep3,LN2_Rep1,LN2_Rep2,LN2_Rep3,RNAlat_Rep1,RNAlat_Rep2,RNAlat_Rep3
AT1G01010,186.3793784,330.9306436,294.1493171,527.7068729,302.1340892,443.4873933,220.9374741,346.7014185,319.3285603,315.8813678,328.7553737,455.07238
AT1G01040,685.5574289,377.992674,435.8018947,633.6530727,543.7347395,593.8631904,821.2288653,646.1428425,646.1784584,764.7400931,830.0200703,669.3554768
AT1G01050,787.214193,877.9082712,800.8273955,842.1005635,774.9691925,953.9727796,703.0203395,754.467813,677.6724217,730.1196689,556.6304849,615.680612
AT1G01070,38.05985656,52.03312931,70.33775297,140.894471,152.0622738,181.4275512,73.69398974,141.8531048,149.3754323,196.7349306,139.4240539,240.2155028
AT1G01080,502.8086553,710.1421029,801.439543,412.421567,483.0536594,507.6398244,304.8871755,265.8454769,237.1544917,279.461915,174.4701351,260.4526459
AT1G01090,1527.43701,1552.068828,1659.654815,991.7210474,1661.421726,1293.159629,1635.350718,1427.434466,1402.423725,1409.756383,1416.394927,1163.170313
AT1G01100,2442.431213,2095.26428,2206.250106,3890.552745,1722.394885,1961.669667,1816.998161,1284.714827,1398.263315,1705.747772,1441.712505,1402.85663
AT1G01110,128.7517039,139.3462462,153.4940581,138.9595945,136.298012,148.2902022,161.2242968,142.2286706,159.4971249,131.9297131,155.7090821,105.5722073
AT1G01120,3105.484482,4405.423549,4208.279438,4680.813006,5666.422648,4956.271206,6284.998909,8967.771423,8873.037213,4032.764441,4229.374371,4687.35122
AT1G01140,678.6117507,483.1557242,483.3646588,739.4443574,509.0974852,633.1372538,488.38429,682.6093735,590.235667,400.3821588,564.799468,575.1171495
AT1G01160,381.6381732,395.0876017,398.0555876,473.5967655,412.4419641,481.2219175,393.910074,321.282849,365.848986,488.8612891,457.2114821,428.7482386
AT1G01170,550.7085103,639.8506381,575.6831806,557.228512,458.7248965,656.4926943,319.1440723,262.1864221,328.8719872,320.2582696,295.5218865,356.4991704
AT1G01200,69.51407388,72.13658988,65.99250199,38.21154726,56.22852402,47.05278686,128.4762126,119.9582444,133.5490736,57.11904484,44.11799301,48.8792695
AT1G01210,99.45544408,65.01270357,73.32621427,91.94617891,41.7024557,58.99209477,60.34909532,49.08818937,52.21076691,63.79163149,53.48411947,71.1368195
AT1G01220,437.4630061,347.0779291,334.3464598,279.9556352,299.8991491,275.4121879,419.3385777,345.8875155,341.4686071,301.4695257,307.8550362,264.7671981
AT1G01225,30.04422288,27.88552554,28.58524576,12.20298113,26.2742946,31.17402617,22.90964101,29.60038598,22.87078301,47.03591521,41.68429736,48.88143255
AT1G01230,395.8740162,376.1038496,338.371323,333.2165351,320.620147,343.9022893,389.7340226,439.9588256,446.8490975,319.1193877,340.9016581,329.1658637
AT1G01240,138.7316934,152.28839,117.802619,155.2635667,170.7730382,162.0487359,160.0330776,175.7772964,169.5532749,202.9261601,186.0296691,287.2064818
AT1G01260,544.7552044,401.6027438,358.2484418,618.3220811,299.6721357,404.5184616,436.7769009,394.954448,405.4808464,336.600823,515.1027562,339.8543066
AT1G01290,120.3744297,85.88928344,93.75717396,132.223894,94.13704088,121.8405397,124.9458862,120.2749716,139.2963399,126.5726746,131.853129,109.7195522
AT1G01300,3206.965391,3501.912905,3930.76662,2597.172036,2531.685512,2444.678731,2275.324409,2707.399445,2268.06871,2429.743667,1578.5732,1902.74112
AT1G01310,9.268034842,20.96910227,21.28631791,21.16517748,35.07764901,14.73419923,3.050337611,2.815665596,9.519881977,45.35282558,26.1711797,47.79717
AT1G01320,8280.937759,10031.87655,10136.16213,5201.759038,7153.965144,5377.750317,6726.23386,3571.599754,4724.63136,5421.540722,3229.155945,4795.475799
AT1G01340,61.11658149,80.68939331,82.9462128,144.0595277,128.5262063,131.9123995,156.2246105,100.4836379,488.8243172,80.49741728,650.3475911,79.11849093
AT1G01360,198.6126792,141.738522,151.6102212,171.5667379,151.2305265,200.1092266,125.3827905,155.2031928,221.266197,213.3535702,180.0082123,310.6576256
AT1G01370,48.59328502,56.68631918,31.3435619,35.62341269,34.23253803,40.12155262,17.71521278,32.56244473,34.17126958,42.24203887,25.68780427,36.1797761
AT1G01380,160.9606559,129.759439,126.5599974,63.72442582,76.14904763,90.23650267,58.7853911,68.49218271,58.56645528,77.77995819,74.32694578,108.0291875
AT1G01430,853.4855556,1492.264743,1234.106964,857.5325888,1108.53649,1049.365066,926.5995862,1288.042642,1142.81031,1031.725913,543.4344439,909.0083815
AT1G01440,421.2243676,553.4533223,511.996334,646.1935752,597.6799227,624.6156968,509.3282909,540.5115642,651.4852925,532.6977861,747.7675558,502.806777
AT1G01450,82.84269824,96.17702675,127.5499226,147.0459102,115.4061948,122.4754441,87.32353129,73.49044208,103.1450829,94.08581256,106.2656984,112.9593457
AT1G01470,779.0963062,978.1972415,913.8776772,815.0138138,1041.588589,911.1435765,843.7425666,772.7582503,742.7834393,1433.097684,1633.965693,2794.700211
AT1G01480,72.95263109,63.59154836,36.78680357,85.36026008,34.7210278,62.28986276,104.392366,93.47512669,94.62373949,79.08384808,419.7128952,64.25388858
AT1G01490,774.7855585,923.0945924,997.4729096,2550.31682,1191.024848,1363.4834,878.1352449,1181.417683,1275.240375,1248.868162,1885.745178,1330.251956
AT1G01500,161.7209927,149.3807185,162.7755648,247.5759163,154.4421876,179.2175189,231.760689,217.9942054,202.7397581,225.1531425,249.9281401,248.7118184
AT1G01510,932.5866479,687.0450994,767.9895151,987.6693319,663.7216889,757.340709,739.9178583,648.160891,651.344306,685.6085092,561.8838484,612.4973742
AT1G01540,896.0742896,874.6126164,857.2768139,1213.671412,798.4171064,866.1203634,1024.591569,852.2850878,915.4620122,736.2116533,549.7515338,746.0751319
AT1G01550,1365.083415,2065.355924,1752.567499,1854.222816,2299.671274,2396.752,1958.03753,2741.747437,2757.346418,2139.19244,3239.231748,2441.569621
AT1G01570,24.68489956,18.30593579,34.33933835,29.74185832,37.82211312,23.35523222,23.32714331,28.67868583,31.23103456,50.21144517,33.45612213,45.03825184
AT1G01610,2007.053659,1919.35281,1877.10771,1597.092025,1551.766152,1542.729403,1980.982501,1590.380319,1968.846594,1461.84956,1525.342233,1363.002009
AT1G01620,3900.649184,10042.54267,8444.956874,7957.672216,15418.07076,11817.36633,11763.17478,16622.42675,13725.67346,10109.67936,5144.828134,8963.242121
AT1G01630,586.8284458,715.1405725,677.8839478,330.5877669,721.4794572,545.4971659,757.1194358,968.4440013,836.8714536,599.8087431,578.0933133,590.8559368
AT1G01640,58.52637203,118.4342533,137.7979621,212.9511347,344.0563637,356.6911199,103.8497495,177.7396264,139.0981461,379.6806735,274.0516941,308.6351132
AT1G01650,452.5736165,377.8822876,482.1528112,411.7783018,437.9834627,409.4756726,549.144878,513.2207965,455.5681574,463.3091935,608.0339754,443.890873
AT1G01660,35.32974174,22.1211665,26.33571753,56.05521605,47.28682311,39.18460315,31.83716857,38.07012203,16.99894921,37.44724735,22.43931281,46.08876977
AT1G01670,43.83487592,11.52967278,7.71008829,53.39490448,9.316714282,31.7526078,30.00899187,24.22342022,14.98935584,17.73902446,18.15670454,17.71738721
AT1G01700,12.06837827,21.58484015,18.72353362,11.41454562,16.08579122,11.6108179,18.69077439,26.09250708,20.82128691,25.98972911,21.69555796,18.47576207
AT1G01710,377.7376442,380.140794,349.2171453,493.5960018,396.8025082,475.2493889,417.3503344,414.6471874,443.6364032,310.8415189,432.7821573,375.7869326
AT1G01720,2805.501652,3594.64607,2726.694891,2810.851934,2150.763905,2326.278856,2969.906975,1194.186149,1548.661704,3172.232372,4493.194365,6555.685652
AT1G01725,62.97682565,89.90508302,80.69524738,31.95966814,92.73483941,77.47860844,49.57418898,48.63177725,58.38145284,99.0226656,83.40805055,61.94224706
AT1G01730,415.9330417,387.6953005,363.4265882,368.3103084,362.393784,441.6106204,278.3382837,371.1339722,322.4032824,403.1913635,506.7203415,450.7768706
AT1G01740,55.92188305,35.33614543,46.29185232,51.59009403,30.99556107,33.30766728,46.87944157,48.78155756,33.26097686,50.61839779,64.54448759,48.92332434
AT1G01750,64.74894168,76.50839521,115.5465751,56.27624804,157.0620813,111.3530254,91.16868993,88.28366181,56.71035082,85.56536556,76.17764493,173.8091456
AT1G01760,50.89013098,41.48634256,40.99696662,54.54269929,41.96645367,45.39432571,41.19477257,25.9345033,41.67474206,50.11366604,34.25600034,32.9881776
AT1G01770,295.0214812,224.6333466,231.721342,635.883604,267.3498228,468.5595244,332.1076654,201.3125518,254.7010305,285.6641813,332.9220895,305.1683364
AT1G01780,511.4691591,493.3544712,486.839873,784.9610151,744.5777618,771.2168714,756.0084562,620.5166691,628.0279859,606.3642904,535.0412727,691.9851249
AT1G01790,525.2541594,532.3330504,468.0843445,344.4482193,404.0852759,420.4194148,448.4277496,453.3805025,456.4098554,479.1381924,341.7243016,421.2157712
AT1G01800,734.5750742,517.5528324,476.2256989,621.6624098,410.8608351,592.2258051,555.1576591,527.722607,585.6181475,398.0203663,633.0740367,414.7831023
AT1G01820,455.7205387,448.9147543,454.2240024,714.4762249,562.6514181,697.3314311,475.9052386,523.8083339,643.1738244,589.6843799,930.4384872,487.6986607
AT1G01830,262.0468527,308.4782944,281.2504197,383.7828604,296.9965476,273.739354,260.2530038,313.5640671,339.2594771,258.2824407,251.4641832,327.2152846
AT1G01840,11.94297223,19.33103436,19.752156,17.93327329,21.98460723,13.59531897,19.76737886,14.04155203,15.19869201,11.75626567,24.91917785,15.20946939
AT1G01860,180.6722586,102.8215209,99.57064737,86.57360887,82.46124661,83.45534619,113.985798,117.9948078,88.65916709,111.8556373,83.72897338,83.92163384
AT1G01900,283.0663361,273.4682299,319.4859362,272.4668859,367.9230686,292.1558756,492.2277829,575.8023297,402.2861213,369.6900515,222.8272348,259.5516964
AT1G01910,523.0251343,401.3346254,420.6960296,411.641822,392.6755175,358.9294855,530.6910079,439.9292417,483.1446514,373.3849669,427.0201472,361.2299003
AT1G01920,233.5559173,169.3420729,180.8534481,222.598525,136.9764102,175.5335092,162.8147879,135.3429373,120.0787292,178.7103682,126.4861033,148.9807466
AT1G01930,252.8729326,224.0492136,206.1202444,332.6420876,223.9652398,281.340273,199.7465497,198.3630802,248.837223,169.7132054,219.0333997,212.8628771
AT1G01940,164.2272176,121.8564518,132.2229155,114.0584003,106.6622197,145.6064651,172.0345694,123.6966954,117.8938486,120.9295849,146.1031969,107.5491825
AT1G01950,513.4405372,494.1738173,444.333857,405.4876944,391.7487679,395.5727603,507.0013573,520.7060716,510.8434898,391.3216232,460.2925873,441.7089791
AT1G01960,3322.586728,2794.472893,2773.580161,3361.595516,2657.196778,2898.548881,2929.631797,2661.861077,2504.218413,2757.826966,2794.461972,2530.120141
AT1G01970,309.5751294,344.6934477,342.7120374,306.8683614,230.4734989,262.0122436,217.8899734,174.0728077,193.1402453,139.4588755,136.2949275,160.741009
AT1G01990,392.5131351,681.3445275,599.9228918,507.6538449,468.920135,536.4260152,248.2920686,244.5901818,261.7656532,389.7921099,416.8565098,382.3182359
AT1G02000,299.1350237,496.3884176,493.9108729,501.4053375,528.2022658,469.6547184,407.1609644,456.2208673,562.7404061,485.6142433,400.9508431,516.9533853
AT1G02020,79.92673315,126.485807,138.118775,117.1815699,150.5515581,114.3830178,77.81931618,66.32374533,59.61692883,127.8659135,112.5846909,111.9999999
AT1G02050,90.62171676,45.85690685,60.85116048,114.509801,61.71431631,82.22501272,61.32664993,33.9411344,24.84487892,75.6073692,68.10089031,58.65043894
AT1G02060,79.36884156,55.97892987,63.82165218,81.12034346,80.85238026,79.98084873,50.72118785,43.93544054,24.88944801,107.5425532,50.28328648,72.76348953
AT1G02080,3556.126461,2685.590736,2968.596365,3332.091567,3263.346788,3219.562157,4695.186379,3560.606009,3369.862675,3455.120532,3833.879999,3502.656944
AT1G02090,506.2635414,382.426466,392.7382749,441.6837245,405.437269,386.0540089,537.119997,412.1887488,430.7586478,534.4817361,471.0749958,472.1306244
AT1G02100,590.9479498,587.6312783,542.2242581,927.9137294,587.9502131,811.9988681,521.9049336,534.7422909,535.7180275,583.5054707,569.514505,684.5998214
AT1G02110,913.0106383,870.3523615,968.289754,1133.955056,685.86997,819.1149265,521.1531715,340.2063514,400.2052509,588.1286505,489.7473349,502.8244169
AT1G02120,601.9372022,538.9724087,560.2196263,753.6924459,606.625156,737.4508303,705.2995946,738.9164952,922.8194398,713.0404269,904.6445728,757.8749146
AT1G02130,429.0537143,437.1293615,409.7126963,235.8820728,445.8742501,437.5917965,530.1870318,587.981184,522.3654594,480.4478108,482.5054021,463.8248329
AT1G02140,1026.088708,1169.561658,1109.601939,890.4866331,983.8393824,1192.606887,948.4347321,1075.279537,1102.84522,1091.723019,1038.128796,1101.565586
AT1G02150,1411.843565,1394.342589,1320.791996,2066.775354,1207.32342,1478.107287,978.4067008,689.8062199,740.5787831,959.4525279,615.0263344,888.3883411
AT1G02160,141.4258883,137.3059587,101.2889762,110.147137,115.6094901,140.8733991,114.3159889,118.5416232,131.3562375,132.6475412,121.5936548,122.7524875
AT1G02170,593.2717681,499.7190363,583.0712232,809.0688394,570.6638555,659.45935,677.3064297,627.6283012,813.8432801,608.20456,1273.058179,564.7920546
AT1G02180,89.29209496,100.652236,88.56260526,83.06727665,67.08075698,92.36112976,56.37878085,88.62209332,76.10806656,83.98264609,68.94365901,90.16523292
AT1G02205,2983.945602,2681.411294,2832.431533,1475.119915,2344.61282,1930.037045,5322.310467,4070.717274,3286.079763,3164.53817,2506.298828,4641.97137
AT1G02220,26.3725422,76.96716993,47.03684986,24.36086842,59.82962065,35.72649868,96.61498943,111.7483998,149.0975131,45.36497318,524.6107236,44.53048241
AT1G02260,88.40964515,192.753063,182.0625153,85.02508163,179.8774073,149.8574649,173.4673572,211.79879,218.1812115,187.5343855,218.4915961,176.7287655
AT1G02270,186.5001934,294.526474,249.5772576,174.4905128,224.2987746,203.5617378,196.3321984,267.5974277,240.8385508,181.528679,255.965247,218.1659076
AT1G02280,1752.485088,1939.712625,1706.147774,1908.024124,1383.589099,1789.0909,845.7102042,693.8041922,722.666758,797.8173436,572.0137575,678.3235063
AT1G02305,1115.8443,1155.943547,1079.780591,1533.042379,1278.872642,1501.450841,1070.819318,1537.592894,1407.69887,1253.35507,1124.707563,1403.304532
AT1G02310,11.56146528,17.1334121,11.436643,10.44218425,14.33654398,8.581317101,32.31298112,49.51346721,53.64259731,46.81219817,73.88344987,55.62161537
AT1G02330,315.2160443,333.8248,298.2580858,397.587019,280.5528771,356.007857,289.0323002,285.0438313,272.7951135,250.3141606,259.9093282,280.2423547
AT1G02340,528.6941613,1203.664609,924.5328409,658.419762,1076.380188,928.2156421,631.8218985,935.8219848,772.966585,1170.40122,725.3148608,1288.254906
AT1G02360,251.5936428,318.3043542,579.6079608,785.7837902,789.4296351,877.8344035,652.3447007,1102.026752,2743.155596,440.9986256,1760.417474,416.8155059
AT1G02370,63.87634155,67.25683346,79.26071394,75.46454329,57.87567546,65.22746921,93.69562988,41.07753352,74.63314153,73.93336635,72.99082592,80.3675855
AT1G02390,17.62759811,26.71730278,33.95361789,20.28375147,23.64242114,33.46557691,23.04593862,49.58753693,36.36655067,23.52452464,173.5402439,24.9788761
AT1G02400,379.7096889,612.2064036,526.9836908,225.3022077,578.6265863,383.5866823,462.7720901,524.609203,954.8757204,539.1586467,1272.118382,754.3557646
AT1G02410,196.6682407,175.3617516,165.1652421,125.3729678,134.3875071,174.4211213,163.2903024,156.3774196,147.2423367,126.9747458,204.8517065,132.443125
AT1G02420,41.18520965,45.00098551,52.74775878,40.60835869,37.40644628,30.05425276,53.65485589,43.83642265,45.86381308,42.00387819,54.95357065,46.70330562
AT1G02450,1.612897476,6.231336935,3.331788694,6.541002455,4.424878329,6.791442462,1.510125975,2.791588269,1.890403529,3.357632557,1.179867903,3.25965075
AT1G02460,94.19936653,65.4987653,87.30718304,57.6054832,61.59392556,49.34762914,92.18505833,48.17133847,59.33549948,43.68843008,113.7001072,43.44150116
AT1G02475,149.1648351,221.2701724,200.8537155,49.62161119,137.6054551,112.2289205,111.5127737,104.321649,83.86991486,115.9109322,150.0848247,104.2798416
AT1G02500,8217.2521,8048.447693,7492.01393,10767.19602,8429.063225,8854.299811,9325.780474,8965.28742,9740.673344,8758.256421,11493.76986,8515.795985
AT1G02520,118.4419542,123.8539183,199.5101604,377.5852565,296.3087729,319.8598351,2479.779016,387.7845942,1433.897538,198.9223324,875.7605648,188.6663911
AT1G02560,1978.967771,2000.835185,1816.891348,837.4348593,1296.418143,1098.365915,1423.813676,1058.926361,964.8860366,987.9202827,814.5860323,976.4328809
AT1G02575,10.91920163,19.18518537,19.61443361,25.22389001,36.92228764,21.5373679,12.21374489,5.636280456,9.526839429,10.07892823,8.33419025,15.20773485
AT1G02640,4091.40209,5078.128913,4873.138493,3127.30862,3936.793903,3243.884485,5474.43088,3649.959637,4035.132101,2268.578629,1554.145534,2136.121219
AT1G02660,204.2684901,311.0926392,257.1999513,223.7741689,459.1251441,297.8418833,327.7607551,395.8136134,511.6139239,559.5851528,637.5289032,953.4860851
AT1G02670,24.18244547,15.19982092,9.666106898,9.261661457,8.634661632,8.99249706,35.91258477,25.64154774,23.78191193,10.18044474,18.98571539,18.32309725
AT1G02680,128.4432161,106.8345248,105.0136078,121.358478,115.3833056,137.1202287,95.96964481,101.2580449,95.11605242,90.69993019,121.2178758,110.8063244
AT1G02690,210.9102212,174.5793417,197.0981969,254.9596387,234.3651701,268.2291106,236.4959358,202.3350375,184.1228131,229.1197407,179.5170205,216.4426701
AT1G02700,361.8904665,21.67752718,29.26713682,191.7628515,34.94655476,93.55306677,457.8836097,122.9129549,133.668474,349.4550407,126.5221187,253.0757397
AT1G02710,18.54659705,16.52954813,27.0540546,15.93529301,19.81192757,12.94437896,15.80560865,10.69159794,7.296704455,23.54839225,11.35288649,21.8223515
AT1G02720,235.3288068,259.9778434,256.8393869,192.6637994,243.4418791,204.4623437,159.423731,190.6605626,184.9573891,165.7996002,130.8689058,164.2628424
AT1G02730,707.2207701,535.1473103,594.7008645,554.289382,632.4351441,569.6614929,397.4470626,550.9781677,558.0446394,799.9246426,514.5683265,605.9479834
AT1G02740,75.25837076,82.17498292,77.87076372,76.33502999,82.27516188,79.95809659,115.0035344,131.5377727,120.4141699,107.5311733,88.42188109,123.8169967
AT1G02750,153.6878193,161.5415752,184.7828403,185.7577976,139.7018795,218.7544876,205.6820526,167.2988685,178.7000814,112.3895235,134.2439642,121.3231947
AT1G02780,8415.873315,5916.178168,6322.924375,6891.859585,5279.257697,5756.137584,5893.105453,4323.098732,4767.974773,5531.866173,5052.557353,4640.422476
AT1G02810,355.3867123,465.2603575,433.1941012,468.1149539,569.8229075,484.4092944,949.6442592,1577.101051,1343.801963,509.141496,406.9755451,617.9520556
AT1G02816,452.2180491,482.5037858,391.6625569,261.4661253,332.783664,345.9257908,495.3735605,430.0416918,462.6047102,391.4840059,451.7375467,432.2706019
AT1G02840,1482.599205,1276.973408,1267.570896,2456.630618,1351.252448,1787.799601,1348.972253,1166.410499,1327.464632,1325.368746,1223.226283,1221.293263
AT1G02850,708.9979991,414.9348793,562.3989321,522.9769039,497.6247781,569.317388,1586.763045,528.4787259,637.0248167,671.6502552,1460.993234,763.3732714
AT1G02860,91.97871284,170.7897118,122.176794,297.182537,276.7823338,310.3916021,247.6036779,400.39979,339.1424002,281.4631288,256.0819193,296.7142686
AT1G02870,295.01544,192.2216504,222.809947,237.1467328,201.522539,279.8582544,258.646709,162.9639763,174.858197,223.3761011,151.9614225,179.2517317
AT1G02890,1749.668293,1535.291685,1582.015368,2764.916929,1640.933145,2183.475019,2089.721418,1912.734588,2023.016912,1587.757843,2320.853298,1781.831462
AT1G02900,378.2239139,517.7065708,434.8145786,589.9736451,591.2995458,640.1745457,585.8495623,1048.167694,1252.656901,542.4893571,838.2698597,535.5802384
AT1G02910,319.5134456,379.5561361,358.7667854,295.6901396,270.5846797,287.6068608,325.1082031,286.0544118,263.9993328,238.8060593,212.5783994,204.2240528
AT1G02950,6.823722224,20.26489123,26.18342731,30.8916517,60.06863759,34.42943012,76.08733325,146.808702,131.525906,68.75440371,120.1528999,60.73443489
AT1G02960,158.1560839,159.8684702,126.7819758,119.2354748,129.2977725,153.0410291,187.9834783,118.0194624,145.9292259,147.8695935,146.6028624,204.0838141
AT1G02970,42.93357446,39.68577481,32.36752768,18.66575148,26.14443261,35.16488168,50.67301392,46.7316247,38.26540765,31.92535805,35.8884871,39.09815693
AT1G03000,410.5183414,327.0826322,352.0029902,389.8838352,314.8263353,364.8093789,304.8490866,315.1001842,299.0398334,307.5269967,246.9762929,291.0350596
AT1G03010,6.49648979,8.847501565,16.07517174,38.28070586,42.51018768,47.08142815,11.05375865,44.51973467,20.44303354,22.44292867,23.72279392,32.79044064
AT1G03030,259.9703067,197.311319,192.6424714,195.6539863,189.8117439,207.5260903,190.0257528,181.1614512,173.5925389,168.1894715,176.8986375,198.5236541
AT1G03040,569.9908101,616.7616174,615.3856034,716.6002903,637.1445876,691.8757138,642.6420769,484.8583088,597.3241311,624.2372841,795.5022894,637.4243464
AT1G03060,2328.402666,1867.052858,1891.279781,2184.229365,2151.712034,2146.338484,2135.342027,2041.320499,1853.037967,2255.681359,3176.896279,2030.482886
AT1G03070,4.844039383,18.98164277,14.66085868,16.91546132,13.36262493,15.109333,6.26721516,20.24210795,19.54827198,30.96610029,32.12559568,58.91578576
AT1G03080,1584.746918,1584.713593,1668.843732,2347.412843,2275.349165,2094.527343,2155.38623,2672.451354,2320.101201,2446.031578,3444.671758,2686.15215
AT1G03090,391.2058297,357.5028794,386.651014,957.1487318,1211.296524,1103.920324,1043.308023,1291.282659,1149.97839,1040.499672,1181.08825,1035.193361
AT1G03100,48.58026887,52.42521741,44.3475827,74.59262784,101.8931644,69.21248324,53.85544305,39.72198357,32.57382207,87.38253172,111.4443811,92.30800654
AT1G03110,132.3996019,146.1693209,108.6838452,84.45357277,110.9409248,91.8673925,116.5436223,127.3009488,63.07669235,105.8512789,81.25640044,99.92228965
AT1G03130,347.1123339,1184.634388,1183.724078,391.6155156,1236.247276,816.0126495,837.0331965,768.4506919,831.8341753,960.7911071,661.2311459,702.8425372
AT1G03150,106.3531164,116.9352477,107.050329,68.48228098,111.8403445,111.0237727,118.5663228,130.5502402,112.0644805,104.1250976,104.3955421,86.91196944
AT1G03160,953.6789073,847.6265131,858.2339299,646.6845571,562.6894898,548.6138852,702.2705322,499.5030577,526.8790498,424.9723874,408.101568,504.7615564
AT1G03180,36.85884485,47.34987601,34.68092374,13.35106603,37.94210902,26.53330354,35.24938811,29.69347711,39.0911015,21.77265691,39.17376543,28.91005102
AT1G03190,217.2259444,160.1140849,166.7507243,167.7107642,170.308803,188.5230403,297.1559386,176.0278038,238.9223711,185.0237206,242.2251576,188.8775001
AT1G03200,22.62547653,17.4089267,16.24983934,19.75504464,25.64279995,23.7191054,63.9487019,27.54648382,35.5219301,25.16708096,39.61354872,50.00859094
AT1G03210,167.5958206,164.7734575,144.9404195,244.3025656,196.3050602,256.8112074,149.7547461,306.8155621,319.2498423,218.6172114,212.7232758,179.2968878
AT1G03220,6810.275536,11083.11106,14739.88842,21861.04755,14750.72208,17938.01512,10536.69713,12971.33364,24039.88492,9713.701269,47905.52475,9191.331927
AT1G03250,293.9379299,247.2987241,260.0976285,207.2299355,241.8325811,248.8810385,227.1172167,300.7150805,275.9769329,263.922092,358.2953906,237.3418834
AT1G03260,181.6456494,177.559821,202.2247023,186.8374326,133.4729369,161.0363715,214.5206344,165.3813344,173.8428639,134.4095308,151.6619683,134.6814121
AT1G03270,107.2590359,54.40200948,78.5577247,94.97313301,56.04922971,47.63991498,84.41342999,59.45131348,76.50380564,95.7739591,47.83186715,93.40279838
AT1G03280,363.1528947,295.9787866,330.2630581,443.7688059,376.9568545,375.2915065,437.012197,403.7544046,416.5647257,412.1338029,401.2154749,344.6563632
AT1G03290,223.7367699,301.7884959,326.9635217,476.166237,464.2772925,488.1368318,396.2613324,468.7145642,493.1842556,412.1665035,574.4432185,517.3077232
AT1G03300,49.56505815,38.79604667,37.19870987,47.87354832,49.78172057,47.64488614,39.93915468,26.91479443,40.18946373,47.04867846,40.68619528,53.21621366
AT1G03310,323.428427,240.8368307,247.0667602,97.74029229,157.4362147,135.2449739,161.5538061,154.593782,156.8733487,179.6269047,136.7326738,214.7755034
AT1G03330,222.1919004,224.5806812,196.292427,122.3372797,177.961604,177.2775617,164.0212106,197.7769624,155.6497255,171.2944846,187.2979491,172.7390754
AT1G03350,658.087216,599.0089086,657.336312,892.8089017,712.28473,719.1574265,832.0628279,954.256928,881.8634679,675.465998,743.9381655,678.7933917
AT1G03360,103.5981962,72.00057697,69.94395387,99.95471129,64.29046716,57.83114939,64.30314722,31.07519143,53.45846692,60.48193527,70.40916452,72.77341201
AT1G03370,330.1460258,443.6192297,427.8164166,485.3314124,550.4581392,519.8084069,545.5231127,667.1976419,798.8405467,457.8848013,1086.304894,561.6811955
AT1G03380,941.9065197,964.4946381,1040.211606,1895.289997,1453.930073,1584.190876,1180.225137,1567.969984,1428.850892,1404.919856,1547.528001,1405.181439
AT1G03410,67.32523039,330.1789788,353.3244501,142.7157667,327.5029986,192.3140572,243.0560648,269.4819422,220.3116048,401.6191423,174.9184355,336.6560368
AT1G03430,169.1553219,203.731372,167.2588012,170.6111058,205.0357873,181.288343,161.9215248,231.796721,214.1930056,188.5633989,208.2396342,210.6694715
AT1G03440,210.48896,277.4125648,275.576691,247.4392988,307.917029,240.504118,185.940978,232.3930389,260.3451149,324.3052143,220.2528136,232.4104508
AT1G03445,8.514378351,12.90020489,13.21898259,4.190160704,19.77014936,15.8619145,3.222613384,34.19020196,20.06764585,19.36566696,3.465672629,13.65328581
AT1G03457,203.5546905,248.4796826,280.1255328,227.3846294,259.515587,283.3216523,304.7186786,286.2762515,288.703733,200.6506756,126.0851298,219.8508595
AT1G03470,131.9645369,119.4057151,105.5473986,195.3259897,135.3833229,169.1468796,104.6232915,117.9786467,116.4733336,153.3361644,104.0401309,172.7451461
AT1G03475,2374.246831,2544.36766,2643.836524,1450.631961,1643.624514,1556.787415,1456.38409,1150.717976,1241.194063,1322.347355,1083.311199,1094.771183
AT1G03510,46.65723225,42.42788486,43.84330305,34.11554837,37.41653865,37.42471293,30.65094294,14.13720471,21.01650021,26.88211653,23.88708139,34.75629585
AT1G03520,164.5013709,172.289332,153.1321463,98.66788339,192.0862255,179.2632328,235.0397281,309.7438686,242.966984,145.5354124,147.9341894,226.2404569
AT1G03530,236.3260385,207.9254409,225.7126745,515.6274901,270.8500055,293.8744933,230.8429504,134.788104,159.0536101,304.1603207,201.3432666,263.8908187
AT1G03550,72.56770393,69.83063714,72.33253545,73.69932131,86.63530759,64.7618025,111.9818394,87.86411151,94.05750061,130.3631116,125.6854713,157.0886915
AT1G03560,139.4982429,96.40936602,118.7036094,94.89952119,91.40339926,97.56832264,116.8429029,103.4841754,107.2361048,107.5437722,89.81090151,112.945218
AT1G03590,482.2659247,376.3608786,361.9344197,397.4923365,373.1698736,405.0086963,544.0920429,615.0883863,574.3658517,399.9236141,462.1217618,339.9251428
AT1G03600,982.704549,1691.824749,1715.483127,1245.008113,1442.581571,1338.608197,753.2069271,636.9986503,805.6505343,851.7841016,652.7346007,752.717963
AT1G03610,825.0973125,1269.471382,1344.004855,4160.827206,1034.576264,2658.849622,502.4863097,547.6336863,628.3725896,669.0349399,842.8982189,814.7846733
AT1G03630,633.0999887,567.9614892,582.8876726,161.7820643,321.9967586,220.8060829,388.1014157,342.1286396,317.335697,381.7588649,197.1407786,370.1408788
