Sample.Name,Atha_Col.0_HypocotylCC_WT_FLT_Rep1,Atha_Col.0_HypocotylCC_WT_FLT_Rep2,Atha_Col.0_HypocotylCC_WT_FLT_Rep3,Atha_Col.0_HypocotylCC_WT_FLT_Rep4,Atha_Col.0_HypocotylCC_WT_FLT_Rep5,Atha_Col.0_HypocotylCC_WT_GC_Rep1,Atha_Col.0_HypocotylCC_WT_GC_Rep2,Atha_Col.0_HypocotylCC_WT_GC_Rep3,Atha_Col.0_HypocotylCC_WT_GC_Rep4,Atha_Col.0_HypocotylCC_WT_GC_Rep5,Atha_Col.0_HypocotylCC_HSFA2.KO_FLT_Rep1,Atha_Col.0_HypocotylCC_HSFA2.KO_FLT_Rep2,Atha_Col.0_HypocotylCC_HSFA2.KO_FLT_Rep3,Atha_Col.0_HypocotylCC_HSFA2.KO_GC_Rep1,Atha_Col.0_HypocotylCC_HSFA2.KO_GC_Rep2,Atha_Col.0_HypocotylCC_HSFA2.KO_GC_Rep3
AT1G01010,4.39305002,3.605857161,4.723259409,4.745721785,4.098427177,4.843059848,4.175066328,4.896958696,5.554525577,4.672484266,3.611033826,3.555606876,3.672920445,2.834605655,3.711354568,4.41242154
AT1G01040,1.796234065,1.863873529,1.980901356,1.790211829,1.873046685,2.009365011,2.175913963,1.81949231,1.960245864,1.941948139,1.979488563,2.081891526,2.213735701,1.905390634,2.151897995,1.920519796
AT1G01050,6.612159512,6.451005117,6.428733405,6.138290755,6.478644626,6.689374519,6.583114812,6.70384891,6.851621637,6.598718726,6.110435899,6.476728398,6.311535622,6.99412236,6.636476728,6.779842826
AT1G01070,1.789261723,1.77337317,1.915331669,1.969654169,1.832840304,1.953875309,2.154838701,1.847429993,1.924070847,1.714517732,1.994857591,1.926558023,2.232162913,1.768598094,1.981672691,1.806071952
AT1G01080,1.934269728,1.877479874,1.923639448,1.950311435,1.758319019,1.971611155,1.97735311,1.902313926,1.682554191,1.614467727,1.87768436,1.991300514,1.913632704,2.028259109,1.702203258,1.977913231
AT1G01090,6.730760242,6.607733981,6.642153452,6.495345899,6.975773905,6.748518511,6.384112941,6.622049497,6.57540367,6.465923254,6.440462287,6.001327337,6.415601382,6.2300047,6.517422263,6.378139231
AT1G01100,12.04919525,12.01044796,12.09034701,12.09964171,12.06769599,12.06083534,12.15834081,12.05861918,12.09527827,12.11096406,11.99011932,11.9229312,12.01873246,12.17607687,12.06167811,12.12923608
AT1G01110,2.175293546,2.241726084,2.228173299,2.250563729,2.433210839,2.175922936,2.170230516,2.304351011,2.46930414,2.150537073,2.273797452,2.305725837,2.232162913,2.188782113,2.655377328,2.216556523
AT1G01120,1.963311783,1.697051384,1.77823164,1.786652512,1.958691533,2.012088252,1.955760134,1.842794708,1.737732261,1.849788764,1.546123372,1.809011821,2.08782651,1.777575089,1.693349672,1.947591234
AT1G01140,2.054397366,1.747600472,1.969369397,1.683365713,1.957068991,2.113577555,1.930041194,2.087383724,1.913834518,1.882658537,1.980249457,1.998843846,1.770958963,1.723668753,1.889306533,1.962721401
AT1G01160,6.388782787,5.879579917,6.324100312,6.131063124,5.735066861,6.563909655,6.075012187,6.591223734,6.000500088,5.991966566,5.921644298,5.922803708,5.785377265,6.018139585,6.099673183,5.451463043
AT1G01170,6.749062237,6.760929439,6.236600008,6.444521943,6.968865546,6.725624816,7.0089496,6.936286954,6.167243254,6.618138595,6.273250835,6.494953479,6.032346286,5.64542976,6.198859553,6.08317409
AT1G01200,2.351434871,2.053364176,2.255997757,2.354135902,2.16798223,2.258033044,2.205284528,2.084359444,2.296980299,1.955730059,1.955057176,1.93849782,2.143426329,2.485582491,2.195769458,2.17025877
AT1G01210,8.027167061,8.435507061,8.08594933,8.072074311,8.135939592,8.378234756,8.404784856,8.19734418,8.238966361,8.42320092,7.910731456,7.584757535,7.732133015,8.395906567,8.113259666,8.039925503
AT1G01220,1.918234069,1.843451006,1.887048288,1.855124916,1.847599323,2.065367701,2.254810257,1.930542011,1.947233159,1.990558342,1.928166172,1.788043908,2.068320059,1.921375588,1.874104502,1.812827023
AT1G01225,1.877262969,1.855611322,1.788443271,1.927727182,1.97802572,1.963434526,1.905124886,1.908502135,1.880827575,2.031214367,1.923295062,1.853034101,2.023626854,2.090019647,2.032467893,1.943421754
AT1G01230,7.396359393,7.579574076,7.130066523,7.550860653,7.741712986,7.389728885,7.510364938,7.484015085,7.371252166,7.476198279,6.82238618,6.939269579,6.53797501,7.140917153,6.785524836,6.608381261
AT1G01240,6.307830986,6.155572088,6.485474824,6.708636212,7.006071332,6.523522346,6.403715346,7.155228352,6.34968549,6.642355738,6.115248984,5.561381631,5.947565303,5.875373739,5.888124649,6.25140047
AT1G01260,1.955354333,2.008784818,1.859822229,1.706828084,1.779377303,1.89438832,1.680120045,1.8093018,1.880410019,1.99802165,1.807235671,1.953394531,1.763785339,1.837547678,1.863909026,1.932565102
AT1G01290,2.750646321,2.653592695,2.777442862,2.90807943,2.898827533,3.001857881,2.577487849,3.027156454,2.778397384,2.908553695,2.391565711,2.193097117,2.452687131,2.592683187,2.547558947,2.760220219
AT1G01300,2.232504973,2.249660755,2.319782499,2.032956825,2.16798223,2.339059846,1.931064332,1.974634452,2.486629914,2.225715023,2.085520711,2.062154698,2.285096123,2.33890265,2.097047414,2.089317454
AT1G01310,1.957692224,1.761829481,1.868035439,1.637471905,1.973052263,1.784546691,1.924402791,1.904009879,1.895514914,2.407704295,1.862080343,1.782463666,2.1702022,1.887873988,1.703852221,1.875165862
AT1G01320,2.452661544,2.205976743,2.367846964,2.50876476,2.109080882,2.199747309,2.001123362,2.464402819,2.176411599,2.003854648,2.784514341,2.132447851,2.476568707,2.282587236,2.112757827,2.235516362
AT1G01340,2.27367959,2.267767792,2.154550528,2.279080942,2.34090766,2.491721109,2.323250912,2.340833163,2.223124106,2.470421389,2.262869631,2.102938784,2.336556183,2.486629914,2.107714641,2.144936984
AT1G01360,8.25668444,8.344361606,8.278094555,8.13620234,8.293143123,8.340757776,8.421985965,8.412284742,8.149856124,8.143779573,7.784225092,7.879035065,7.952949703,7.577423043,7.50193442,7.61831061
AT1G01370,1.713117964,1.828208153,1.911796572,1.99773363,1.945746836,1.910908273,1.706776099,2.224549099,1.815598089,2.030032646,1.800430569,1.912618623,1.901233061,1.754362162,1.813688773,1.632002146
AT1G01380,1.511307478,1.610009758,1.428156458,1.672055141,1.803515851,1.620464325,1.667036815,1.505880577,1.795567785,1.849224215,1.66245926,1.811860147,1.700956211,1.840808891,1.540188603,1.592488769
AT1G01430,2.208905706,2.231271656,2.224113852,2.288352037,2.222753078,2.304607298,2.433628048,2.224559479,2.338763751,2.307577947,1.948778848,2.185319168,2.156511745,2.278362837,2.270795617,2.447353415
AT1G01440,1.911722981,1.750836232,1.983157765,1.937187126,1.853149767,1.675576219,1.81789206,1.932559659,1.8048535,2.171140552,2.165891505,2.063863817,2.058546296,2.061659606,1.799157939,1.866835291
AT1G01450,2.058814072,1.930635058,1.813039333,1.861829613,1.898897355,1.772207242,1.740219665,1.771645268,1.891277085,2.010695981,1.754791706,1.65234638,1.886477445,1.947792853,1.824128661,2.14468721
AT1G01470,4.343697634,4.707970874,5.120095336,5.985616475,4.816563696,5.38769677,5.109895493,5.017749779,5.862980705,6.019159497,5.120399685,4.957269609,4.896464313,4.40250234,5.089840217,4.973624035
AT1G01480,3.415715677,3.117844341,3.047344135,4.835028001,2.589645091,3.354203564,2.962508107,3.225757709,3.196940714,3.715646663,3.401406928,3.478544087,3.754903857,3.425649599,3.05768731,2.923794828
AT1G01490,8.000329918,8.275051376,7.725571421,8.310500849,7.8375636,7.694570952,7.71503398,7.997874994,8.062612093,7.645627554,7.696484921,8.311479175,7.631195437,7.093944244,7.471402597,7.75901948
AT1G01500,3.205536326,3.028488345,3.515990668,3.438988375,3.116186524,3.339078763,2.96325539,2.897134437,3.014022215,3.103558793,3.055110996,3.458799919,2.922552131,3.203688748,2.852580634,3.389627018
AT1G01510,6.225813435,5.885518463,6.362941858,5.68471888,5.930676193,6.12955347,5.77239154,6.125820013,6.070813175,5.772733521,5.616708141,5.558068733,5.977935524,6.315106539,5.93059728,5.884517109
AT1G01540,2.863362114,2.696849623,3.03354264,2.747016071,2.804226777,2.78120966,2.512567973,3.127380954,3.040964813,2.847154983,2.751867264,2.479265511,2.764361713,3.163025734,2.690749299,3.54236138
AT1G01550,8.237112371,7.941270365,8.236981196,7.904104021,7.198284512,8.201537108,7.801928375,8.184683462,7.917534989,8.025499842,8.475983395,7.804322431,8.064048926,8.136936332,8.11774665,7.952662301
AT1G01570,2.044204637,2.01911252,2.063566961,2.153467472,2.250762824,2.023417283,2.150892707,2.124324985,2.217011544,2.375705632,1.935951603,2.069033435,2.224249416,2.054412739,1.793478956,2.058080305
AT1G01610,2.232120796,2.306867494,2.534600966,2.208099854,2.073557932,2.234538907,1.931834082,2.80331359,2.541650882,2.212790999,2.072202685,2.232120796,2.158320306,2.095440933,2.40459873,2.392311892
AT1G01620,5.688937993,5.780345865,5.485038842,5.069235545,5.579344657,5.919565371,5.806882076,5.667200417,5.206538386,5.171846444,5.267957808,4.803037851,5.126895813,6.729057133,5.941577764,5.422413564
AT1G01630,1.83200131,1.639114685,2.099890981,2.050390133,2.150039246,1.984485422,2.01725995,2.301547248,1.715800757,1.713633836,2.347332572,1.951632074,2.167775698,1.951898842,2.471096072,1.983368775
AT1G01640,6.761797929,6.748173227,5.977933649,6.443706933,6.628406359,6.518507795,7.100001565,6.871464997,6.369473894,6.828477483,6.535580692,6.555610487,6.590155019,7.069833274,6.326481095,6.738245522
AT1G01650,6.826206453,6.820719223,7.115143457,6.789513087,6.649032717,6.625108632,6.736607201,6.723411249,7.066223661,7.016186096,7.352795795,6.214519198,7.525891512,6.35994855,6.721291022,7.966682654
AT1G01660,1.99083406,2.200730102,1.824470263,2.015591078,1.962457125,1.967029042,1.861814421,1.630446989,1.946231796,1.775665922,1.977700793,2.122043453,1.770276472,2.023471593,1.928317766,1.926558023
AT1G01670,1.86119794,2.212303019,2.095023926,2.009346957,2.049203626,1.832942757,2.102359659,2.010508448,1.880410019,2.020619133,1.975825152,1.91731971,2.054941347,2.075218283,2.140737711,1.949305627
AT1G01700,1.723844876,1.749625571,1.611615976,1.533804462,1.868818013,1.451771707,1.580726352,1.605950654,1.624066153,1.722453282,1.398039933,1.538882206,1.829717908,1.693317717,1.733648462,1.605106103
AT1G01710,5.363050523,4.675959418,5.297847423,5.058376637,4.674257024,5.155804789,4.710400612,5.343404191,5.100557847,4.7657553,4.723005799,5.070285936,4.48906984,4.594418675,4.86483258,4.380614434
AT1G01720,8.257899519,8.206032487,8.994826634,9.436667792,8.786338407,8.807889711,8.699731362,8.618220935,8.353145233,9.054828633,10.17306591,8.995077521,9.542949179,9.699912586,10.09172718,9.667873799
AT1G01725,4.166958926,4.549677563,3.915032938,4.534126866,4.44276553,3.87736984,5.01559284,4.16363203,3.979584746,4.179389954,4.12969805,4.231745913,4.25445619,3.996619972,4.549823402,4.070974275
AT1G01730,5.031411382,4.430721376,4.974566846,5.466999589,4.893370176,4.718187676,4.167725698,4.618019285,4.224502949,4.843079953,6.993299741,4.9311457,4.918289998,5.422324716,6.785896117,4.484133711
AT1G01740,2.229367481,2.141859687,2.233090752,2.03427699,2.341798488,2.271688664,2.293668525,2.233987723,2.18984173,2.442966861,2.234066198,2.305036536,2.090639656,2.06879381,2.0828304,2.425403382
AT1G01750,1.752956209,2.003466864,1.842882203,1.845579372,1.808439977,1.845247355,1.55078926,1.737504037,1.574778084,1.787398434,2.070828385,1.75360989,1.983569384,1.732251244,1.783742627,1.852178103
AT1G01760,2.463658244,2.456970181,2.293193553,2.136970629,2.396224868,2.395866308,2.864019772,2.245620993,2.228249199,2.474883051,2.327964145,2.074825577,2.518473317,2.60420563,2.384342545,2.273089364
AT1G01770,6.873934086,6.895939579,6.968843236,7.222431583,6.066715245,6.470865435,6.239178506,6.739588252,7.00484321,6.881875222,7.143810778,6.815058023,7.486767544,6.18599572,6.755749286,7.516294895
AT1G01780,6.186377476,6.33413295,6.086254236,6.778858978,5.904640414,5.430280857,5.682537686,5.734076304,6.031664606,5.863084717,6.332107693,5.692773972,6.509792122,4.855385871,6.119119683,6.532111215
AT1G01790,3.18677938,3.287509478,3.330748001,3.604697271,3.281453039,3.121724182,2.203959588,2.919310505,2.700831257,3.141185921,3.273477989,2.691618426,3.622160071,2.672208423,3.149160077,3.573131838
AT1G01800,8.344831383,8.300048417,8.088569512,8.03493402,8.333654336,8.405933582,8.424385918,7.952772833,8.296403409,8.407097708,8.238061548,8.276769601,8.339405726,8.145150077,8.190262912,8.370396017
AT1G01820,9.428862856,9.324905109,9.313500679,9.634903605,9.538496368,9.202324906,9.248383094,9.807937136,9.314816109,9.112641413,8.981258136,9.339562985,8.939493223,8.704231905,8.894066819,8.686293695
AT1G01830,1.917472601,1.925304497,1.871082724,1.987329666,2.056612066,2.059290394,1.663128826,1.980762874,1.894457429,1.776312521,1.917756862,2.183229184,1.88541186,2.131898132,1.806905848,2.126793365
AT1G01840,2.32198725,2.273752461,2.226059559,2.110092294,2.728604587,2.342268484,2.281023542,2.136560308,2.442170305,2.460783458,2.287300927,2.333631165,2.122107543,2.370469089,1.94221801,2.312813516
AT1G01860,2.489801494,2.329056021,2.380640488,2.173293008,2.243697915,2.172602819,2.339034388,2.639851297,2.15033724,2.112999416,2.039671553,1.908332955,2.232162913,1.978743569,2.161696045,2.281722578
AT1G01900,1.813539582,1.954778847,1.648877191,1.6619806,1.845440177,1.823596256,1.618344918,1.916762333,1.735025803,1.5342046,1.692409835,1.662797803,1.771644743,1.834398571,1.843719275,1.85103525
AT1G01910,6.818906727,6.648228259,6.822217944,6.859294658,6.801366394,6.819142295,6.753208505,6.805645633,6.973673528,6.838533444,6.60555637,6.261178377,6.791288467,6.887473699,6.770025277,6.689635943
AT1G01920,4.535523217,4.66394611,4.687370874,4.309654405,4.919314617,4.738427665,4.641106423,4.72793575,4.201876002,4.602449509,4.67103494,4.25875113,4.580379438,4.907015323,4.56780397,4.763915129
AT1G01930,2.429749563,2.310048405,2.8512082,3.524274162,2.847169534,2.941204042,2.406463469,2.743400693,2.466685484,2.394785863,2.840688789,2.619621491,2.575392555,2.2383965,2.52642253,2.348680593
AT1G01940,6.235344795,6.201042919,6.265083716,6.775249241,6.519312824,6.410613448,6.487607362,6.206358853,5.866613187,6.411973589,6.513561475,6.434249918,6.206801854,6.472113346,6.149088921,6.063716401
AT1G01950,2.169183012,2.273516462,2.229788666,2.032762299,1.763443272,2.827053425,1.811142272,2.133936904,2.076144605,2.078383401,2.008535725,2.077271188,2.3871593,2.194447236,2.493727692,2.070628237
AT1G01960,5.060458003,4.000476772,4.823658461,3.811272365,3.865601803,5.042261351,4.461248129,4.804062204,4.178205165,4.165114013,4.892206418,3.781085649,4.679770517,4.637272312,4.626248506,4.951907387
AT1G01970,2.375048189,2.261610317,2.215915404,2.39760131,1.872451207,2.476371522,2.214029073,2.279822408,2.213286715,2.303987916,2.09025929,2.283578328,2.19899981,1.914924302,2.221855974,1.913671154
AT1G01990,5.212330718,5.600476005,5.152965168,5.976720798,5.871316748,5.234510574,5.084743472,5.371664101,5.184127626,5.327742869,4.668629327,4.616737183,3.848271522,3.930666918,4.301245521,3.990406827
AT1G02000,2.281379889,2.295621411,2.401011544,2.717771024,2.669425627,2.383188602,2.35418657,2.576276274,2.516391609,2.2862697,2.853189514,2.398502328,2.390177491,2.137806313,2.320207907,2.317532369
AT1G02020,1.888699219,2.040989625,1.92946041,2.051772008,1.950833381,1.846409101,2.179126821,1.882114107,1.870391539,1.969124955,1.963488181,2.114597515,1.896186112,1.784372399,2.009189065,1.906705639
AT1G02050,2.405751378,2.275001038,2.433316662,2.275632586,2.075781853,2.421588126,2.117890345,2.327947584,2.323335488,2.230902086,2.335099926,1.975966665,2.219415495,1.996026346,2.565073863,2.18106482
AT1G02060,1.929724143,2.238720775,2.068614326,2.126370459,2.060439212,1.763371152,1.985917621,2.006000097,2.03090791,2.167491646,1.81776834,2.084280415,2.020760757,1.825893081,1.890951546,1.926343521
AT1G02080,6.266525099,6.406819434,6.527923239,6.421331614,5.655649905,6.259856879,6.562451164,6.322082499,6.85427982,6.425254524,7.320917401,6.770787655,7.264501261,6.717179802,7.214577844,8.004707405
AT1G02090,4.684820321,4.278311224,5.331206245,5.677804505,4.958103514,4.966629794,4.593162885,4.67226455,4.969261291,4.688528634,5.083966109,5.279838985,5.145571804,4.747649014,4.986549443,4.546631422
AT1G02100,5.603155487,5.54078708,5.64294104,5.902471566,5.853197313,5.668903352,5.633778487,5.761098815,6.250996806,5.790153416,5.505440905,5.705203443,5.409133597,5.676291014,5.43786491,5.224108486
AT1G02110,4.566524858,4.336260197,4.818188502,3.862674988,3.969894236,4.47206645,4.327103213,4.55657469,4.160858858,4.041467256,4.863176003,4.054445337,4.591443217,4.202410377,4.592562934,4.482805139
AT1G02120,6.032336801,5.360512231,5.743171228,5.808444215,5.141968823,5.938565936,5.578358543,6.072911675,5.382383995,5.577439864,5.784928386,5.60453672,5.97722689,5.154212082,5.704251985,5.73993247
AT1G02130,4.110299896,4.360304537,4.409586881,4.340423475,3.784704597,4.481264225,4.505203371,4.296095623,3.692947058,4.058906389,4.470282008,3.533200489,4.551529392,4.405565331,4.447661155,4.039525283
AT1G02140,10.08092062,10.14938708,10.10057651,10.29409975,10.22994751,10.24568493,10.33541152,10.19448669,10.31673119,10.47460991,10.15725595,10.30279161,10.11538714,10.40320072,10.08691281,9.950559478
AT1G02150,4.608104064,4.187012767,4.442866868,3.982557817,3.356421354,4.414025564,3.6014778,4.258611558,4.194618865,3.897641015,3.982174156,3.877985179,4.235798068,3.89585062,4.171228551,3.445443396
AT1G02160,7.243806293,7.375309798,7.299060498,7.181914595,7.119401389,7.279023475,7.22041924,7.22610519,6.695540427,7.026277189,7.158162256,7.132587627,6.995836214,7.039773329,7.148560854,7.000281112
AT1G02170,5.388632555,4.993106577,5.082246665,5.035616134,4.734851093,5.262121293,5.146816386,5.133583809,5.250474372,5.145784586,5.670775984,5.314889321,5.494531944,5.240587841,5.683030968,5.38087655
AT1G02180,1.907828179,2.042682582,1.925915468,1.887219834,2.004624411,1.918292285,1.737221871,1.793101875,1.677188973,1.968889848,2.040902125,1.968774531,1.979828282,1.831274012,1.972345701,1.723446541
AT1G02205,2.010338094,2.013751179,1.925329756,2.004931106,1.781229417,2.084186276,2.341726719,2.010338094,2.091163575,2.007933194,2.012742994,2.037898887,1.865073532,1.945847134,1.987528635,1.841145956
AT1G02220,6.5768023,6.839384717,6.529337893,7.466190496,6.240436303,5.705029651,5.94649376,5.921685185,6.76751153,6.59201748,7.422220287,7.32261655,8.038603566,5.460227832,6.887683102,7.455896924
AT1G02260,1.767304253,2.081018622,2.055419561,2.171487523,2.189817654,2.121377806,1.84712408,2.167969741,1.899094858,1.975313816,2.089082943,2.030917446,2.084469304,2.013190764,1.844104055,2.067489112
AT1G02270,2.201119719,2.388128752,2.201918359,2.175861851,1.781229417,2.204668639,2.120783279,2.163501301,2.155508254,2.248364908,2.083032322,1.862278669,2.185937833,2.208534335,2.351543899,2.258036552
AT1G02280,4.574068684,5.02556139,4.806412116,4.906748446,5.208037498,4.946569366,5.084520986,4.877249662,5.033740677,4.948974356,4.967767409,5.039241391,4.981243665,5.247688944,5.284620292,4.888023416
AT1G02305,6.04294678,5.831569469,6.007978863,6.200262558,6.041321752,6.348306413,5.80850743,6.460811184,6.222521295,6.207303508,5.918339457,5.881987832,5.790070117,5.376982572,5.718130129,5.468118245
AT1G02310,1.941158771,2.127873548,2.396656513,2.38630172,2.163183108,2.151921069,2.321020298,2.139782719,2.037161075,2.3614689,1.959153342,1.94673462,2.436568318,2.194740244,2.04595549,2.265754021
AT1G02330,4.488949781,4.182745286,4.589824167,4.784906595,4.205846948,4.495726915,4.345516129,4.419858439,4.11046713,4.473000898,4.774275802,5.131724003,4.604630199,4.339810541,4.599230913,4.503962861
AT1G02340,1.798810328,1.987438964,1.810806595,1.740756209,1.856679053,1.722053458,1.856303393,1.56362675,1.909247165,1.871782235,1.666722744,1.802097501,2.17752774,1.658962456,1.99675159,1.890766426
AT1G02360,2.570608208,2.751223461,2.647724227,3.493687775,2.563281803,2.318342769,3.145434176,2.352607246,2.459405045,2.568917376,3.543869397,3.523391272,3.370638562,2.900815592,2.756370706,3.059384961
AT1G02370,2.906087887,2.863673781,3.142727435,3.314496441,2.784760542,2.786335001,2.698333867,2.946895149,2.131179146,2.865317869,3.141716286,3.086476718,2.961983063,2.809119275,2.537794829,3.080380725
AT1G02390,2.005713434,2.038901732,2.052321917,2.160334727,2.263132125,2.267407442,2.161007441,2.276114441,1.961225304,1.81750405,2.005713434,2.034966291,2.043953125,2.461045691,2.252399224,2.070330518
AT1G02400,2.179685781,2.63468797,2.349650102,2.578501563,2.070437341,2.269276005,2.278851585,2.225662451,2.399292645,2.858675041,2.551235517,2.384280114,2.750755077,2.592683187,2.454753136,2.481880146
AT1G02410,3.739712238,4.037304873,4.03944969,3.681965714,2.876674071,3.900988307,3.529279946,3.615838998,3.632028835,3.418018522,4.911708998,3.908451938,4.112586898,3.731120491,4.129972915,4.087015727
AT1G02420,2.297484068,2.468585466,2.438243552,2.601570301,2.336987163,2.554159677,2.388652081,2.530761629,2.341001704,2.740916124,2.483790363,2.21174323,2.493067274,2.402318273,2.559041088,2.432408341
AT1G02450,2.122938646,2.368181934,1.895045235,2.230345593,1.577266053,2.078300688,1.717404527,2.110618786,1.729774651,2.409840621,4.41327628,2.530627093,4.485571701,3.104239722,2.551770126,2.629307229
AT1G02460,2.451640936,2.540353263,2.306721406,2.236141153,2.237595878,2.152097926,2.277508049,2.291212428,2.370770602,2.353917729,2.390723257,2.429487369,2.40688767,2.559593888,2.44523311,2.350836409
AT1G02475,2.045306304,2.249660755,1.887848018,2.419858524,2.07730502,2.219855156,2.19066803,2.001483907,1.866178571,2.003948205,2.028432476,2.18577052,2.283319691,2.311277107,1.973066685,1.988439256
AT1G02500,8.135720694,7.546549046,8.061886109,7.731351632,7.732776605,8.117903962,7.625154893,8.181582509,8.08984868,7.830855912,8.063237798,7.844072878,8.059925818,7.807731958,7.863024221,7.822127352
AT1G02520,3.715191185,3.108006141,4.479825678,3.731481065,2.565897164,3.868579039,3.010576181,3.34274063,3.246212332,3.560077098,4.409294088,4.016719306,4.318242663,3.398205249,3.860485748,3.813233362
AT1G02560,3.582764876,3.129695571,3.692854363,3.618608053,2.652669016,3.647631375,3.323974875,3.612336373,3.310408717,3.437583303,3.490835258,3.123254454,3.531927268,3.529384141,3.409625411,3.164955974
AT1G02575,2.279249743,2.489801494,2.070272817,2.098416776,2.382627381,2.27259276,1.890426256,2.218186203,2.707534476,2.177323966,2.172798115,1.983168389,2.230705015,2.207836219,2.041796169,2.185187489
AT1G02640,2.063256056,2.086429981,1.944068143,2.319423494,1.904646968,2.338404186,2.084836923,2.067026104,2.031873278,2.248364908,2.386988424,1.85607146,1.898142128,2.179119566,2.263435319,1.75263187
AT1G02660,1.804645963,2.040989625,2.13696151,2.24170963,2.458128348,1.961888534,2.06786123,1.9439563,2.096782822,2.301078604,2.372558985,2.305725837,2.076925418,2.247426437,2.255303269,2.006866284
AT1G02670,1.846873083,1.727187406,1.719482521,1.522120947,1.762114617,1.787669081,1.989948843,1.764719623,1.881131471,1.756292671,1.785341405,1.768169992,1.881944553,1.777353498,1.720844026,1.749617149
AT1G02680,5.104052784,4.80347848,5.002007621,5.2970193,4.759633414,5.280743554,5.513905098,5.372468984,5.083243487,5.290763021,4.783872107,5.470133983,4.956432668,4.634913918,4.890196347,4.80987162
AT1G02690,3.051251517,2.489801494,2.893288977,2.638368328,2.532866553,3.235311555,2.597811782,2.956228806,2.839384669,2.519905268,2.575776126,2.510262403,2.487348018,2.754366255,2.558443358,2.339019443
AT1G02700,2.05546516,1.810139621,1.878229994,1.935619262,1.880062616,1.867606889,1.774687948,1.863295327,1.968334181,1.749672801,1.95930722,1.822973435,1.861462705,1.76233854,1.870801886,1.799553663
AT1G02710,2.111986289,2.379113096,2.16388997,2.227916305,2.236884309,2.152011677,1.99972589,2.168624836,2.197430495,2.332586355,1.887798957,2.148982465,2.09749364,2.076669449,1.947491042,2.115323212
AT1G02720,2.027502962,1.966953048,2.345659247,2.117607589,2.24937108,1.968285549,2.182180224,2.258763077,2.473033352,2.029694378,2.116816019,2.149171494,2.236101784,2.459112664,2.075130218,2.108722933
AT1G02730,2.064290014,1.961014912,1.995311622,1.806932655,2.237170558,1.859367196,1.819514036,1.971882762,1.881815176,1.906006351,1.975885586,2.007000706,2.182461574,2.019000363,1.671104269,1.973388353
AT1G02740,2.517564125,2.830441272,2.707207847,2.829701659,2.654657906,2.661506129,2.629208774,2.726264307,2.903375533,2.979552315,2.834919874,3.104805641,2.973250036,2.653198936,2.883514958,2.650186069
AT1G02750,7.609235435,7.608538754,7.592120333,7.972523138,7.716406933,7.525811201,7.996681037,7.599753076,7.813128568,7.966531377,7.531550031,8.152257151,7.663069368,7.491193442,7.608549053,7.324932522
AT1G02780,11.86992208,11.77042122,11.73533258,11.69383095,11.7673512,11.75703733,11.84057536,11.70861606,11.79147478,11.72592096,11.78061633,11.70844503,11.75947764,11.9009127,11.83823852,11.81548457
AT1G02810,1.721841829,1.609412196,1.772608822,1.705243541,1.704201403,1.892508696,1.845987859,1.522469784,1.779789281,2.001137304,1.801228592,1.722424852,1.591301311,1.781503773,1.838153348,1.775729498
AT1G02816,3.04387263,3.200320011,3.298924322,3.290578858,2.996982282,3.097006506,3.672944876,2.543555,3.483657709,3.456978306,3.397293999,2.863339787,3.437195441,4.053972316,3.397321045,3.661320872
AT1G02840,8.630798945,8.362076738,8.478979579,8.576167537,8.668109148,8.620847587,8.265248423,8.717460452,8.871406473,8.533653672,8.104929724,8.26284551,8.195352753,8.199060191,8.172009555,8.356312583
AT1G02850,8.502135054,8.154109523,8.415309334,7.748265253,7.985158523,8.368228527,8.39620665,7.961470864,8.114130914,7.949275615,8.616538705,8.247328228,8.864139399,8.591161276,8.84882571,9.107211684
AT1G02860,3.134537297,3.108715123,3.120714321,3.825586949,3.19567968,3.417807088,2.925307077,3.20505114,3.195618794,3.904514393,4.198938146,3.491858744,3.339881613,3.379353168,3.536658404,4.223624053
AT1G02870,7.471105137,7.611436437,7.536399781,7.572488339,7.723264567,7.788128044,7.72648013,7.478156963,7.698056396,7.735555275,7.348377306,7.155584312,7.04007546,7.524900191,7.381173638,7.34794137
AT1G02890,7.089876027,7.019224284,7.063845822,6.982771991,6.433780294,6.614947187,6.479920077,7.043337452,6.781835872,6.485862145,6.937536799,6.634125423,6.67150554,5.484109134,6.724340101,6.956268331
AT1G02900,1.662744754,2.106302681,1.889306533,1.767360618,1.845433865,1.818237349,2.003555332,1.88445283,1.837095425,2.07514238,1.862556859,1.876403371,1.966443458,2.110119105,1.955176828,1.900129547
AT1G02910,3.036491623,3.042564626,3.354175748,3.142449127,2.907227126,2.987996386,2.990716087,3.21713239,3.157361316,3.059514572,2.818690027,3.023779407,2.725666369,2.867469567,2.734425205,2.744543951
AT1G02950,1.592224588,1.716589903,1.647251052,1.712431506,1.62405026,1.933723652,1.837990757,1.635353718,1.776615428,1.927949599,1.843650914,1.963445465,1.790156873,1.956835654,2.200907257,1.627249063
AT1G02960,3.688619101,3.363494114,3.722611025,3.797858582,3.857116688,4.222199445,3.687804721,4.398453844,3.85740585,3.493550083,3.112322123,2.796674707,3.030852386,2.828006352,2.943680732,2.918452084
AT1G02970,2.313398293,2.377159499,2.373228324,2.107732911,2.298671395,2.182992428,2.182479357,2.194373944,1.868303581,2.151625017,2.201112032,2.066736303,2.215037336,1.943282485,2.112757827,2.030961431
