Sample.Name,Atha_Col.0_HypocotylCC_WT_FLT_Rep1,Atha_Col.0_HypocotylCC_WT_FLT_Rep2,Atha_Col.0_HypocotylCC_WT_FLT_Rep3,Atha_Col.0_HypocotylCC_WT_FLT_Rep4,Atha_Col.0_HypocotylCC_WT_FLT_Rep5,Atha_Col.0_HypocotylCC_WT_GC_Rep1,Atha_Col.0_HypocotylCC_WT_GC_Rep2,Atha_Col.0_HypocotylCC_WT_GC_Rep3,Atha_Col.0_HypocotylCC_WT_GC_Rep4,Atha_Col.0_HypocotylCC_WT_GC_Rep5,Atha_Col.0_HypocotylCC_HSFA2.KO_FLT_Rep1,Atha_Col.0_HypocotylCC_HSFA2.KO_FLT_Rep2,Atha_Col.0_HypocotylCC_HSFA2.KO_FLT_Rep3,Atha_Col.0_HypocotylCC_HSFA2.KO_GC_Rep1,Atha_Col.0_HypocotylCC_HSFA2.KO_GC_Rep2,Atha_Col.0_HypocotylCC_HSFA2.KO_GC_Rep3
AT2G01890,2.021386307,2.141281381,1.956651475,2.115949765,2.15482911,1.832082018,2.161482352,1.834125224,1.94438031,2.206024438,2.062056199,2.327563925,1.918389029,1.774924519,1.982151335,1.983083872
AT2G01900,1.720561678,1.565620453,1.49700041,1.571872634,1.656378383,1.655062227,1.527143243,1.615870441,1.702640792,1.667135729,1.668848004,1.676527762,1.661887228,1.767824585,1.689479412,1.723446541
AT2G01910,2.162776401,2.35606559,2.118741443,1.933744042,1.940339603,1.879441451,1.648680831,2.179598617,2.10782004,1.849224215,2.066302907,1.904056704,2.166664599,2.153477396,1.763535494,2.08406819
AT2G01930,1.980270758,1.977268413,1.841394923,2.118850058,1.818834568,2.164099804,1.740263193,1.937627164,1.737210734,1.832407563,1.937957005,1.682249593,2.093685189,2.088597119,2.19384188,1.73154006
AT2G01940,1.698086752,1.94836387,1.772925627,1.841898367,1.794284679,1.929805244,1.871652942,1.891340228,1.889054509,1.90930295,1.96491618,1.846102073,1.756350926,1.847045907,1.813296612,1.952290669
AT2G01950,1.933436099,2.189641494,1.895666729,2.177481251,1.89523373,1.951842415,1.795432948,1.96115071,1.818942205,1.985963763,1.659203529,1.949964087,1.807653064,1.820582854,1.956387177,1.893724671
AT2G01970,2.991783409,2.606954853,3.336410205,2.765927373,2.448952087,3.106191757,2.604606114,3.222920967,2.58598185,2.866814406,2.678916437,2.637986586,2.912959738,2.700162539,2.974344663,2.704500445
AT2G01980,2.572111994,2.542135721,2.796189378,2.53678271,2.324196015,2.544637958,2.460959869,2.417265484,2.79851727,2.909947141,2.613935842,2.42679012,2.707206517,2.303486251,2.427161069,2.325978265
AT2G02010,2.119129138,2.001438318,1.857599458,1.904242519,1.936794536,1.87375308,1.811022925,2.037492232,1.8927567,1.867759815,1.892270235,1.830163483,1.864203574,1.957848721,2.084282499,1.723446541
AT2G02020,2.172129073,2.171685629,2.084508234,2.195837699,2.117697739,2.198177026,2.495965763,2.325978364,2.146917448,2.341798488,2.096972587,2.305725837,2.236752436,2.28407535,2.193944962,2.262829264
AT2G02040,6.226041852,6.401420048,6.340242047,5.940677852,5.893555085,6.082513787,6.095441445,6.257782633,5.915164217,5.74240014,6.070214672,5.858969723,6.097006074,6.070694731,6.221813986,6.28683352
AT2G02050,8.266098161,8.215141207,8.161143458,8.312490106,8.279993929,8.192763998,8.535396505,8.311010365,7.992772913,8.349436027,8.331599364,8.459830775,8.373537508,8.494064676,8.406418879,8.198671191
AT2G02070,1.751108881,1.724173824,1.806958306,1.887614922,1.897586624,1.84347427,1.472965225,1.498316408,1.911015139,1.755200186,1.711636294,2.014601202,1.682383123,2.18407474,1.817345049,1.889306533
AT2G02080,2.264316893,1.883419712,1.917270788,1.867179972,1.867556303,1.978310052,2.074798984,1.954018503,2.11716926,2.19923887,1.885384539,2.000899808,2.050599181,1.974179312,2.205193131,1.943539004
AT2G02090,3.097058333,2.205378932,2.897136223,2.281223525,2.265727364,2.846966174,2.374008442,2.550640601,2.487893853,2.331985928,3.08553452,3.583149085,2.798840624,2.799884896,2.766882392,2.921794692
AT2G02100,8.41566168,7.761075875,8.397881327,7.988216389,8.102273527,8.589342513,8.34603883,8.901809565,8.059084132,8.347784627,6.700322045,7.465041623,6.57986073,7.496550808,7.604972856,7.052859054
AT2G02120,1.882276564,1.861763016,1.62587911,1.786455311,1.985699445,2.037206436,2.022728727,1.821198085,1.796673167,1.925304497,1.625487321,1.73914847,1.751296744,1.830445293,1.739838216,1.755753624
AT2G02130,1.766277666,1.572659295,1.715901259,1.694855199,1.580349717,1.595806748,1.66735586,1.806818525,1.743380734,1.926138027,1.610286563,1.68648668,1.704097683,1.757034431,1.683441628,1.773362985
AT2G02148,2.353574664,1.986026035,2.065143227,2.406699878,2.18229983,2.031901039,2.213048673,2.1204403,2.163736154,2.098425827,2.08130135,2.09734415,2.162370105,2.504885437,2.322972698,2.434445877
AT2G02160,6.76453958,6.437898307,6.896213908,6.624142311,6.409647181,6.324563224,6.375339585,6.60958249,6.180624382,6.428145663,6.485220459,6.508859377,6.564279854,6.06441137,6.175732636,6.390704988
AT2G02180,5.282606837,5.280977456,5.166650577,5.525517566,5.194576558,5.470759654,5.358471079,5.769446429,6.024633573,5.691914886,4.976661149,5.163522764,4.943650199,4.9250088,4.876169834,4.444787016
AT2G02220,5.208995493,4.428029105,5.334279591,4.587617021,3.850595877,4.438319486,3.609249253,4.780171853,4.359783813,4.082889056,5.678898781,4.589723336,4.678949467,4.441002865,4.99781411,4.463725281
AT2G02230,2.318760119,2.408849803,2.772243461,3.789582172,2.778280233,2.882661482,2.682729988,2.823370826,3.174621203,2.832386499,3.162039183,2.547944473,2.565682896,2.769046452,2.759634794,2.826448902
AT2G02250,2.124349123,1.805961029,1.91573832,2.262451254,2.000803802,1.925841614,2.004607703,2.132661947,2.30724244,2.096420264,1.883999657,2.243482129,1.792121332,1.933436099,1.863237588,2.019492336
AT2G02300,1.969524115,1.875787496,1.673612851,1.690663191,1.847801569,1.768055434,1.865841354,1.713466722,1.806948282,1.780254696,1.817479709,1.729574605,1.778422075,1.823720513,1.791974858,1.637203821
AT2G02350,2.153362363,2.26365039,2.173265764,2.182804076,2.152885465,2.132321831,2.086328755,2.301547248,2.435420416,2.034029006,2.268730609,1.813013898,2.281482406,2.228797152,2.107587334,1.797251595
AT2G02360,2.242858057,2.02495706,2.567036678,2.716124603,1.943731604,2.529641221,1.829691311,2.626803921,2.363441426,2.560343413,2.155358899,1.883175515,2.042496569,2.08461597,2.269159808,1.96218381
AT2G02370,3.534646342,3.645022548,3.945975471,4.184857249,3.581234039,3.630700673,3.098278439,4.011072879,4.758164735,3.792750971,3.635043938,4.107478814,4.264757931,3.430387639,3.729978982,3.899396576
AT2G02390,9.418592661,9.321957289,9.410882683,9.602397764,9.305202794,9.205482348,9.422550571,9.434527277,9.505152363,9.428164571,9.649223923,9.6961479,9.752843406,9.23309465,9.475191225,9.460238517
AT2G02400,2.722052922,2.763527736,2.628233561,2.767394989,2.95254263,2.817453147,2.718953667,2.565107377,2.673863516,2.70713057,3.029513756,2.392265235,2.804825858,2.456336215,2.571315874,2.535156744
AT2G02410,1.74378208,1.601091479,1.680746048,1.721408641,1.602664034,1.753731838,1.924114022,1.785475745,1.564713178,1.595576825,1.598668625,1.810652277,1.673597783,1.912381092,1.684382632,1.645758596
AT2G02470,6.854748514,7.017633409,6.917144571,6.910090292,7.046979118,6.854864709,7.251773443,7.045157136,6.893067119,6.908609847,6.650906078,6.963695042,6.736940358,6.807062488,6.775479483,6.886390962
AT2G02480,1.840038344,1.873697929,1.811569868,1.748359566,1.863817167,1.814944246,2.191247448,1.843498482,1.768244903,2.11482565,1.739106111,1.811998248,1.655889085,2.152343186,1.699292897,1.77194684
AT2G02500,2.42841534,2.424199354,2.189465244,2.419872481,2.073765196,2.307454273,2.403868505,2.462236092,2.819623431,2.221399767,2.167963007,2.480053537,2.382239285,2.076553686,2.372212506,2.364556492
AT2G02510,8.726248444,8.95603791,8.421283226,8.818482972,8.865923079,8.482625403,9.028074367,8.729288146,8.66971534,8.939700588,8.755766071,9.011790309,8.802867478,9.136073796,8.802164297,8.80534857
AT2G02540,1.856448764,1.737763984,1.53811655,1.715888462,1.858561556,1.766320055,1.936290505,1.741517029,1.96095181,1.798304387,1.881770383,1.933792974,1.844603826,1.968679968,2.242188765,1.856760355
AT2G02560,5.091756983,4.228087756,4.932285153,4.250726856,3.736230431,4.776465638,3.890440145,4.674856273,4.105788629,4.329147724,4.684883959,4.540616448,4.264599876,4.381775435,4.633802189,4.344361137
AT2G02570,3.455986028,3.469761083,3.780693461,3.73573678,3.063150431,3.657909731,3.254510403,4.132104751,3.421115603,3.534609465,3.503834287,3.024100064,3.243993538,3.344161373,2.74836429,3.096379721
AT2G02590,2.611861732,2.14958655,2.58371537,2.66610203,2.625076447,2.409354238,2.697441924,2.710840355,2.378790331,2.659679448,2.331388245,2.147082114,2.658033475,2.322450567,2.511216472,2.446733291
AT2G02610,1.468013686,1.783236709,1.493183392,1.471395834,1.765855272,1.725118282,1.723446541,1.610879254,1.917622709,1.649465695,1.530185303,1.510385225,1.539396657,1.919920286,1.814526648,1.715780531
AT2G02630,1.761999745,1.846359309,1.822042509,1.741483797,1.781229417,1.888161473,1.690940683,1.870058536,1.85630137,1.812005986,1.888100567,2.135610239,1.583769098,1.743538129,2.142493985,1.70123805
AT2G02680,1.833890077,2.053209354,2.037064837,1.918086733,2.248049554,1.824396413,1.816184918,2.02193775,2.292370129,2.074707198,2.132033128,2.087098087,2.172843816,2.004705438,1.752896518,2.067489112
AT2G02700,2.162971237,1.994859855,1.953834642,2.440796932,2.100578347,2.059982535,1.893975337,2.036394425,2.141226319,2.305058066,2.167781037,1.9346141,2.102383341,2.066562943,1.966422928,2.008522151
AT2G02710,9.24211269,9.452636407,9.526773142,9.699951858,9.366506502,8.943807215,8.849997069,9.161587591,9.126165725,9.355857244,9.487377076,9.073482766,9.699267357,8.815509497,9.122846122,9.473398155
AT2G02730,2.945218776,2.505373296,3.123940266,3.340629624,2.861722672,3.046009513,3.385250874,3.154232352,2.969429343,3.048690631,3.519826807,3.155334064,3.12406295,3.318099094,3.075914952,3.248176201
AT2G02740,1.666562912,1.800645347,1.801228592,1.681105117,1.706138709,1.636367441,1.973408189,1.875498519,1.849491417,1.587022049,2.105580085,1.604254217,1.641426837,1.770352116,1.892950895,1.713538392
AT2G02750,2.103281183,2.028648587,2.056182741,2.216231185,2.185810344,2.07779435,2.004567131,2.156768122,2.076442926,2.237645781,2.054744017,2.127748662,2.065789482,2.066677682,1.846404863,2.115121414
AT2G02760,11.21754385,11.11789212,11.36394275,11.52014251,11.31945388,11.3481716,11.36631411,11.35146477,11.31770939,11.57510157,11.23161427,11.43514613,11.32035715,11.28755959,11.32695605,11.14348986
AT2G02780,1.742035584,1.707033021,1.72795422,1.692392731,1.871019355,1.788842239,1.725962455,1.688380014,1.533803509,1.635530886,1.839516735,1.64797859,1.652614054,1.85747664,1.936795892,1.578558327
AT2G02800,6.524773629,5.793328698,6.319165943,5.980342246,5.641571819,6.360922958,6.093974556,6.653813097,6.182252638,6.14585222,6.202128861,6.114518714,6.182141517,5.895348034,6.320880851,6.109879659
AT2G02810,2.175516681,2.235723924,2.306721406,2.093129697,2.398125272,2.038649321,2.206078337,2.291828685,2.221973896,2.024259451,2.354778353,2.186436955,2.505698212,2.834605655,2.409198515,2.255180183
AT2G02820,1.630751489,1.571471307,1.683323736,1.778710902,1.804772589,1.59008808,1.854341463,1.694219732,1.714517732,1.768922006,1.768338572,1.561900349,1.661137723,1.771119262,1.814425579,1.498043549
AT2G02860,2.188541485,2.244744602,2.225178643,2.610472942,2.20738909,2.118131849,2.3219375,2.370618879,2.616336435,2.654763295,2.248754152,2.131439403,2.456009186,2.373149164,2.05046722,2.281397773
AT2G02870,4.90388341,4.844332015,4.986014265,4.858876772,4.097299184,4.631321243,4.743570423,4.558372709,4.244965839,4.576020817,5.18978611,4.896058203,5.357602019,4.653745415,5.039042036,5.274098785
AT2G02880,2.112649121,2.086946917,2.107393135,2.301385263,1.981951404,2.194337649,1.843081351,2.154269717,2.105172405,2.04311843,2.022078578,2.254174292,2.019261456,2.44983384,1.959543577,2.111928726
AT2G02950,1.837810279,1.932062876,1.747839615,1.808669962,1.779264049,1.660169348,1.728401097,1.811694129,1.673437114,1.894093592,1.80774493,1.9921377,1.73864227,1.863992978,1.967283659,1.891538776
AT2G02960,2.072335691,2.380342689,2.327481244,2.649770619,2.459597137,2.627821239,2.376291344,2.418953841,2.586837677,2.240305192,2.712629933,2.355109948,2.489816623,2.50639899,2.12529085,2.468891292
AT2G02970,2.674549088,2.630134993,2.731799658,2.623933397,2.595477895,2.489176377,2.456503711,2.356230948,2.86280558,2.292616913,2.823643484,3.201388453,3.034342929,2.970732909,3.214413816,2.788419047
AT2G02980,1.60935787,1.53278938,1.378233814,1.406712553,1.579061775,1.537247271,1.668745458,1.597325593,1.613819681,1.634227756,1.634493763,1.823446921,1.512885207,1.638657969,1.889306533,1.610962583
AT2G02990,2.303393523,2.777751699,2.811938132,2.351444737,2.084282499,2.862893263,2.542917441,2.429674324,2.691484314,2.860943339,2.376817694,2.381613255,2.957888965,2.228476391,2.230737782,2.681293521
AT2G03050,2.700396014,2.710515053,2.561059006,2.7132724,2.679972941,2.678715921,2.815950874,2.668370752,3.082168628,3.00825068,2.879347882,2.435541901,2.532410587,3.055319213,2.799653911,2.462784902
AT2G03060,1.887555257,2.019466895,1.927896032,1.936923342,2.211986241,2.047517563,2.077754687,1.958651799,2.103124266,1.840874113,1.726191747,1.926897208,1.943870683,1.86894088,1.803938401,1.919640847
AT2G03070,1.975768276,2.199621975,2.357187341,2.113363327,1.722794568,1.880993754,2.167976303,2.324108246,2.339509093,2.114986904,1.996239998,2.192248433,1.938786209,2.044985145,2.140784743,2.532592518
AT2G03090,2.380297966,2.189392573,2.296082162,2.393134717,2.465604882,2.436868267,2.218372317,2.441676614,2.358173831,2.374609611,2.348144508,2.31025618,2.350799301,2.277004296,2.102445901,2.007653228
AT2G03110,1.820613687,2.098361149,1.739336872,1.8687898,2.11824554,1.744552214,1.841976692,1.999903038,2.226157892,1.956638657,1.741309897,1.919239991,1.866081496,1.801917467,1.79342577,1.788811923
AT2G03120,5.888056549,5.409829031,5.722009835,5.832275422,5.779710833,6.11809699,5.961942235,5.91264484,6.220996038,6.254743877,5.248660615,6.063846094,5.908622322,6.25700487,5.515743416,5.92867052
AT2G03140,2.448608176,2.249660755,2.283515718,2.643699218,2.34027749,2.740299371,2.230554707,2.508163156,2.446526023,2.17994317,2.377728935,2.740210198,2.153110781,2.191856722,2.311003968,2.274830392
AT2G03150,4.510665797,4.827576126,4.569585027,4.751274884,3.903581296,4.041282629,4.572735923,4.307790784,4.506563174,4.125720319,4.692877651,4.674250456,4.774599426,3.63503406,4.487735393,5.174631578
AT2G03200,2.073353146,1.911755924,2.063354178,2.122249802,2.041914265,1.9971003,1.902857744,2.268073486,2.183920469,2.287307977,2.177135529,2.110143932,2.131463647,2.301705057,2.039967278,2.121114868
AT2G03210,2.057785948,1.969064993,2.336439037,2.554159677,2.43481641,2.033079094,2.450140081,2.087859615,2.453642748,2.243945975,2.000440988,2.434436255,2.140609917,2.105177155,2.395874248,2.340366298
AT2G03220,2.265188194,1.978315368,2.048974634,2.081129647,1.969447602,1.990059563,1.973408189,1.711512434,1.89677683,1.849224215,2.153528284,2.073195741,2.155222759,2.008169823,1.998494564,2.115182873
AT2G03240,6.109065986,4.859110313,6.092103953,5.072063739,3.911263343,4.89817463,4.887432729,5.433419197,5.291592882,5.083326947,6.164452504,5.484191767,6.27518587,5.125610731,5.818159888,6.883617034
AT2G03260,2.041759057,1.796574677,1.84474423,1.937789722,2.158137106,1.901443856,2.401832798,1.911972223,2.011886497,1.799157687,1.991925455,1.869372586,2.116184277,1.85747664,1.78682449,2.076655764
AT2G03270,4.729987275,4.387144753,4.939532592,4.994409036,4.181616339,4.847621705,3.89049332,4.818814962,3.963595326,4.215274556,4.64275862,4.706630359,4.990691734,3.738345963,4.549967969,4.437594132
AT2G03280,1.873258573,1.761165025,1.849104857,1.585250238,1.720995371,1.83826035,2.023862648,2.199348892,1.866993105,1.775983363,1.847431727,1.81547367,2.001184768,1.778049669,1.718277087,1.79039962
AT2G03340,2.243158787,1.966212788,2.023616952,2.107692406,2.218159413,2.180710537,2.053421011,2.024261288,2.143579423,1.942943492,2.109587308,2.03802869,1.922114267,2.16775004,2.091210239,1.781154296
AT2G03350,2.421872048,2.316758368,2.545355381,2.011568875,2.030074888,2.377234237,2.25967536,2.410822069,2.06784076,2.321784591,2.236417128,2.136225525,2.575759592,2.431436313,2.71430701,2.381984127
AT2G03370,2.164690622,2.268868412,2.294360776,2.222259198,2.518457106,2.47722477,2.38138058,2.353687424,2.560070985,2.312790403,2.382280591,2.398125272,2.118412043,1.978669235,2.275769637,2.286640147
AT2G03380,1.697246516,1.942179798,1.981140116,1.845867702,2.286422826,1.762494795,1.971583141,1.930542011,2.047937912,2.005035333,1.999775774,2.09244201,1.979434571,2.210827425,1.900601892,2.023166318
AT2G03390,4.774895666,4.958256656,4.953488912,5.032969956,4.819466547,4.799994566,5.039325201,5.157688974,4.38970352,4.690099798,5.01572236,5.075279307,4.968528511,4.893967936,4.888871019,4.816651826
AT2G03410,1.680685194,1.763745646,1.760104275,1.653207781,1.972324188,1.791358099,1.860856147,1.847477617,1.936881021,2.034440619,1.899697864,2.079267991,1.644334866,1.924213493,1.767942615,1.731269442
AT2G03420,1.990382521,2.195100466,1.940232955,1.833566469,1.892388018,2.143541736,1.875298495,1.884795902,1.613733071,1.806326236,1.7869954,1.802097501,2.025731024,1.963599091,1.679206312,1.723446541
AT2G03430,4.551129049,5.243279396,4.651311797,4.724031658,4.885116723,4.747112588,5.053854858,4.663913702,4.533870105,4.841638433,4.931153469,5.069158491,4.653256735,5.02337441,4.7061886,4.835093394
AT2G03450,2.065249114,2.200199136,2.084293685,1.995448572,1.995111919,2.000178804,1.816900095,2.00318109,2.200841821,1.985101987,1.688188588,2.141033105,1.892311413,1.983997045,2.012700759,2.032295079
AT2G03470,6.864827129,6.98475102,7.161208761,7.108817952,6.537864614,6.457747095,6.775062179,6.189500726,6.161243927,6.871996503,7.729988417,6.912775915,7.602161795,7.190594407,7.564000243,7.071306081
AT2G03500,2.15509217,2.305883728,1.871028017,2.078984074,1.958134417,2.196045526,2.698333867,2.094100233,2.190531032,2.11726689,2.160700606,2.060697958,2.034350998,1.933899008,1.810025384,2.068354771
AT2G03510,3.426979978,3.155697672,3.249853106,3.351698032,2.82237568,3.458555759,3.365321014,3.313866723,3.084753809,3.561434483,3.630257182,3.355032475,3.224209,3.231657132,3.28579899,3.290184342
AT2G03600,2.190324254,2.058616279,2.239507609,2.121667154,2.051275897,1.890548444,2.050537502,2.08162821,2.290156496,1.849224215,2.049512007,2.084372739,2.325584728,2.400170629,1.96761157,1.752564039
AT2G03670,1.853415156,2.026833053,2.006227636,2.240812159,2.300536476,2.34970069,1.973408189,2.223478254,2.143529927,2.079702829,1.970457736,2.006645615,2.268125442,1.886576121,1.933908984,2.495725304
AT2G03680,6.079658399,5.799962196,5.619772284,5.049674638,5.45564335,6.056960999,5.852814202,5.667243666,5.468466722,5.737751218,5.673890413,5.678336819,5.913860152,6.043273971,5.920483846,5.752215319
AT2G03690,6.166914273,5.963810754,6.315491645,6.676224218,6.350144621,6.242912804,6.106012419,6.478604626,6.031624541,6.278864879,6.452752507,6.034166997,6.105428404,6.217772212,6.307941271,6.287034792
AT2G03710,1.838577527,1.643465478,1.638075186,1.827147098,1.87346647,1.620595001,1.723446541,1.619964628,1.766954829,1.670761993,1.728634484,1.716394131,1.776173207,1.731357621,1.756679965,1.959518246
AT2G03720,1.662144528,1.707105621,1.640437293,1.836967975,1.65999067,1.622191858,1.562617271,1.71029796,1.756470998,1.810376121,1.668848004,1.918004801,1.738859578,1.649515615,1.820871057,1.737217228
AT2G03730,2.734605158,2.73242984,3.015805247,2.753316774,2.280410939,2.668082037,2.703247477,2.636525148,2.297874741,2.860210955,3.521958987,2.889696639,3.499892481,2.941269161,3.0271785,3.452818841
AT2G03760,7.831320115,7.293822277,7.917894252,7.320095063,6.904818055,7.024489575,6.413694445,6.635207337,6.779525162,6.673777786,8.042805664,8.029565125,8.502368588,7.237204898,7.659172279,7.073692769
AT2G03770,1.839538066,1.925304497,1.760104275,1.91736472,1.893028639,1.859209374,1.774277799,1.916288936,2.161496718,1.873258692,1.847558478,1.778871714,1.858320962,1.817790197,1.895162387,1.66559252
AT2G03780,2.720266815,2.612798183,3.035072604,2.786761337,2.541760484,2.351642506,2.535801286,2.987462718,2.949857648,3.182451039,2.441335932,1.981267731,2.604207666,2.483002391,2.686492392,2.495481079
AT2G03800,2.746838402,2.529115408,2.866262165,3.12439326,2.92540766,2.642460232,2.630000667,2.931572255,2.730262133,2.795991284,2.46636777,2.592556533,2.753691143,2.273477243,2.652488929,2.530569651
AT2G03810,2.04358594,1.808998221,2.124174097,1.842444292,1.991884085,1.914774317,2.046166866,1.92230511,1.879085917,2.044227692,1.75301733,2.002170473,2.023905839,2.067272972,1.782965494,2.020377168
AT2G03820,7.952636717,7.240276629,8.060614804,7.875619966,7.552554545,7.836975102,7.029319257,7.94327251,7.714942786,7.602754624,7.389024316,6.75205101,7.372306105,6.929031784,7.526761741,7.227132114
AT2G03830,4.650867892,6.149941132,4.563073943,3.91950115,3.084591077,3.140194795,5.075362979,3.643203762,3.010790701,3.760864318,5.574088761,4.201854361,6.015229714,5.956794332,6.053182523,5.584951083
AT2G03850,4.058756436,3.213832065,3.544074917,3.428471078,3.115788949,2.930959899,2.387525558,2.902278692,2.661755758,3.179706563,3.33496195,2.938547643,4.17899305,2.240871141,2.962288212,3.232496904
AT2G03870,7.308672394,7.267667956,7.335501249,7.01765277,6.670982957,7.298045425,7.630916912,7.21576174,6.631779669,7.199917355,7.29072745,7.214631376,7.375502112,7.346232066,7.696305827,7.560894186
AT2G03880,2.074503039,1.864784797,1.862316146,1.808640064,1.59696084,1.79650993,1.874533165,1.835643599,1.905584132,1.831240358,1.83167352,2.025375841,1.780216354,1.865482292,2.319180986,1.919082441
AT2G03890,3.775767687,3.388509473,3.760640256,3.741979586,3.195843916,3.657909731,3.310360218,4.046230245,3.654951687,3.542256293,3.331490445,3.249234258,3.239774086,3.022059042,3.598220334,3.066676795
AT2G03980,2.186913543,2.036522143,2.016210835,2.07177257,2.219465664,2.153647425,2.597811782,2.321961638,2.163063419,2.039003302,2.237155469,2.03554099,2.005317036,2.293403517,2.47983369,2.347466467
AT2G04025,3.930782206,5.198066806,4.39895747,4.679127009,3.71495874,4.287229161,5.390689155,3.900583438,3.688250445,4.644413428,6.322917887,5.861695879,5.731639214,6.147028834,6.351670448,5.966319791
AT2G04030,5.945001919,5.51593795,6.181198287,6.43184942,6.027437056,5.852740662,5.502734435,6.096576051,5.988363102,5.988607664,6.245168181,5.470785116,5.879607285,5.71025502,6.032206638,6.414917242
AT2G04039,1.903791878,1.877101396,1.827329634,1.902772928,1.841354956,1.902857744,1.864964954,1.97770806,1.859792612,2.144408278,1.957143779,1.781480094,1.92474502,1.890667892,2.00932557,1.904810828
AT2G04040,3.321568304,2.173845757,3.159490634,2.59244629,2.185155065,2.978741287,2.229122251,2.445069087,2.385181805,2.039416083,2.921204241,2.499503105,3.49181946,2.136121897,3.052094402,2.867353572
AT2G04090,2.489574223,2.037124159,2.208801701,2.127774232,1.794296452,1.855943514,2.197374777,2.300555283,1.940589029,2.065971409,2.284889776,2.421994477,2.386386209,2.224867718,2.076920381,2.236804354
AT2G04160,2.385599449,2.141317615,1.983067751,2.225656953,2.127416311,2.231812047,2.111641666,2.13068815,2.609839733,2.131790809,2.004533987,1.930930247,1.949114694,2.172109743,1.975457756,2.048547941
AT2G04230,1.803761679,1.599151078,1.701452186,1.611067428,1.791568996,1.789151339,1.760151989,1.711060849,1.596562703,1.925304497,1.780151165,1.617887812,1.651167862,1.571123498,1.766247603,1.806448061
AT2G04240,2.99932601,3.051366465,2.83944704,2.807994553,2.621219222,3.298054538,3.092118681,2.804607945,2.658528692,2.776051069,2.67850612,2.61531662,2.736907567,2.984265773,2.792902231,2.711068374
AT2G04270,2.370139832,2.076886955,2.253294717,2.348801537,2.123068224,2.349995806,2.34368446,2.186537132,2.294833484,2.554159677,2.323335488,2.455499491,2.329978643,2.123207029,2.554132213,2.116219103
AT2G04280,3.884538415,4.066618912,4.071932918,3.480735624,3.18188009,4.213698847,3.789266392,4.165340921,3.835918392,3.735875903,3.591827884,3.246105993,3.863105607,3.968819144,3.514442207,3.841990694
AT2G04305,2.144495516,2.229753091,1.995111919,2.116121731,2.16798223,1.961010046,1.855462175,1.952864797,2.02400225,1.751937856,1.851885713,2.358151453,2.050324724,2.036106822,1.812071297,1.964633342
AT2G04340,4.42553939,4.112191965,4.316151645,4.592010631,4.587135009,4.238115162,4.30968718,4.331235991,3.676121455,4.288566911,4.574954839,4.504977778,4.331436054,4.437373195,4.232899108,4.463734234
AT2G04350,2.58753273,2.172978457,2.805528596,2.412165016,2.569889491,2.25557437,2.590779397,2.504526528,2.259079094,2.431779615,2.3086151,2.693895556,2.49551758,2.664726558,2.146359874,2.641726182
AT2G04360,3.162643535,3.128464556,3.698011843,3.44736011,3.431794519,3.462600299,3.34893672,3.672148955,3.279477985,3.384107023,3.667434124,3.118255872,3.278740483,3.215948411,3.629617181,3.520060872
AT2G04400,5.101766062,4.486138817,4.956824369,4.997427276,4.670755648,5.261135157,5.398708689,4.643222872,5.257508286,4.972504028,4.963729743,4.815648852,5.282168417,4.76148524,4.756475748,5.023907189
AT2G04410,6.037609911,5.547129279,5.45894392,5.45628164,5.268963962,5.565134712,5.46187591,5.494449895,5.398374338,5.147646651,5.572930995,5.53637555,5.51593795,5.283077331,5.573182993,5.447875671
AT2G04430,1.971610062,2.265428969,1.76793747,1.941441545,1.852593985,1.874214382,1.882557101,1.88582008,2.398637049,1.76928026,1.930027724,2.012717309,1.898971786,1.908211555,1.937951178,2.157564927
AT2G04450,3.802510099,3.876505111,3.634040537,4.423279607,3.726132994,3.954341619,3.715618965,3.796309344,3.309914947,3.970905425,4.130274935,3.931154556,4.296514035,4.224956117,3.954533152,3.93213751
AT2G04480,2.037044944,2.735783389,1.99046219,2.109681846,2.22749481,2.120234786,2.209569174,2.18985534,2.221804663,2.080586877,2.154970637,2.17778757,2.38173452,2.677384484,2.281954524,2.115156794
AT2G04500,1.850028646,2.031190173,1.684745893,2.162537407,2.256754871,1.968158591,1.843005772,1.853149767,2.166530202,1.947696954,1.929317792,2.005164016,2.035888229,1.901369565,1.886217487,1.944849369
AT2G04520,9.310972195,9.330680095,9.367723284,9.943985602,9.616480779,9.439855468,9.574257158,9.581641563,9.391703003,9.613656187,9.408773668,9.454322988,9.315374643,9.146029186,9.48154553,9.000262275
AT2G04530,2.831912488,2.708499828,2.804565268,2.788477883,3.029711905,2.976138605,3.082359738,3.071314157,2.551178284,3.053441556,2.57084398,3.011871261,2.698962011,2.661948729,2.891768076,2.701600108
AT2G04540,5.532510541,5.689658528,5.501416327,5.162687865,5.15394129,5.77430864,5.901211482,5.529970197,5.209948821,5.082145873,5.218135483,5.737065619,5.439782203,6.211441899,5.681149808,5.931839917
AT2G04550,6.200709684,5.952147077,5.701657561,6.389634777,5.740289947,5.831866572,5.585538952,6.190125788,5.842937541,6.047540743,5.474982289,5.82756637,5.614594578,5.02030609,5.546677452,5.20948108
AT2G04560,2.051781841,2.017976986,2.124103932,2.276037066,2.262917761,2.095023926,2.153928718,2.087222751,1.993065073,2.052537858,2.021183731,2.007746959,2.210401084,2.297435756,2.02892094,2.026900778
