"","Col0_GC_Alight_Rep1","Col0_GC_Alight_Rep2","Col0_GC_Alight_Rep3","Col0_GC_dark_Rep1","Col0_GC_dark_Rep2","Col0_GC_dark_Rep3","Ws_GC_Alight_Rep1","Ws_GC_Alight_Rep2","Ws_GC_Alight_Rep3","Ws_GC_dark_Rep1","Ws_GC_dark_Rep2","Ws_GC_dark_Rep3","Col0PhyD_GC_Alight_Rep1","Col0PhyD_GC_Alight_Rep2","Col0PhyD_GC_Alight_Rep3","Col0PhyD_GC_dark_Rep1","Col0PhyD_GC_dark_Rep2","Col0PhyD_GC_dark_Rep3","Col0_FLT_Alight_Rep1","Col0_FLT_Alight_Rep2","Col0_FLT_Alight_Rep3","Col0_FLT_dark_Rep1","Col0_FLT_dark_Rep2","Col0_FLT_dark_Rep3","Ws_FLT_Alight_Rep1","Ws_FLT_Alight_Rep2","Ws_FLT_Alight_Rep3","Ws_FLT_dark_Rep1","Ws_FLT_dark_Rep2","Ws_FLT_dark_Rep3","Col0PhyD_FLT_Alight_Rep1","Col0PhyD_FLT_Alight_Rep2","Col0PhyD_FLT_Alight_Rep3","Col0PhyD_FLT_dark_Rep1","Col0PhyD_FLT_dark_Rep2","Col0PhyD_FLT_dark_Rep3"
"AT1G49720",7.28749039779607,6.8212663525109,7.28922451623559,6.25474873898953,7.24453451347335,6.35038106732808,6.23355810412399,6.69060473724649,7.77724816804758,6.09731570372263,6.73319975114327,6.33573141241354,7.21388446898599,7.37090934388963,7.44022019421427,7.06260215723844,6.67072480687934,6.34024752617256,8.43166050543632,8.65245492916356,8.71204936078045,8.66199820567596,7.03837875253998,7.99723299842782,8.17542471541666,8.40815680756311,8.25216619530334,6.45629542509271,6.56353588901983,7.20387967105216,8.43962233971181,9.01314387978378,8.70542836035506,6.61613956869762,7.38728769892746,7.11716380120618
"AT3G22120",7.48114982125674,4.56407273509195,5.75886479944192,6.6271765912745,6.26373272820448,6.29731695218164,7.54310063880948,7.31587704251454,7.84638430033052,5.61267227861201,6.05329142791583,7.39544497062838,6.20498015190617,7.32733621149604,7.32067744654252,5.56149426234026,5.39825247127362,6.15527688354152,7.34881348465601,7.49429679578473,7.65771364682024,7.84372231238782,6.38217667908284,8.72176961868993,8.52429071564162,8.84000209802072,8.61982692438481,6.84668800944096,7.38755572385659,6.85789091965567,7.76011367832758,8.53654533966192,8.06363301034177,6.85474854925175,7.09500708463222,4.68096292656912
"AT2G46680",6.09599382986532,6.87056447479859,6.51593716482601,5.43007162428168,6.48595654472398,6.78237046392777,6.34167784169628,6.7445089024109,6.67097106965151,5.39552701036224,5.35948327969691,6.46993227753604,6.61967906811542,7.08723073021895,6.48900326504685,6.49906464831901,5.46371186808811,5.25262053468247,6.2796086253802,6.32150974370572,9.24683839666868,7.25915229703501,4.92934335054628,7.07873207425619,6.32475381711589,7.70192910208747,6.99884679015857,4.14104940996578,6.28255608752515,6.53006036137849,8.21524512660636,8.17405448592727,7.05877933351747,6.72708450635276,7.6516887313547,7.78472326014499
"AT5G15120",6.58083740113176,4.06830488468951,4.56476251620042,5.72497812949813,5.86135356171052,6.97489886098679,4.49465143228564,5.93121007845036,6.29281666224762,5.74992658421053,5.66693313845057,6.51720485134588,7.80180290436494,7.7728798257299,5.11188236722391,5.59119770867343,6.34562833571902,6.94187939603733,6.51193269795475,6.37328261715527,7.33944238639269,7.43904920099027,6.86721583432638,7.72868082808207,5.39500871223243,8.7427082616583,7.24314819057075,5.94243967152554,7.31804097068691,6.46737347076734,8.25283220853272,7.41757148194778,8.18515963840188,8.11618742326878,6.90540282101274,4.97985456976891
"AT3G53160",7.89006953873989,4.50285515045054,4.3726985230048,6.46097630943461,5.47104880034233,7.7947235926482,6.78636361733085,5.9542683269985,6.64298004362481,4.22120910788648,5.98829614427397,6.2820029721712,6.92982255563577,7.1079801425329,5.15246160480357,5.88299210842642,5.294133379701,6.21329982525217,7.46420783571155,7.50980091625423,7.9241082324195,7.6693255161633,6.77981357368187,7.81966899905816,6.90914913207943,6.53386117899389,6.41979450809268,4.05907735982696,6.50217615004355,6.97517943203739,7.44806948668663,7.79466836670118,7.93091996698681,8.00498522357818,7.05258391975012,8.84133909227204
"AT2G18690",2,4.93235595967275,5.06606576830676,4.06280600237964,3.15727518638845,5.90653305984143,3.15054619499409,5.10752896568434,2.98475144279221,2.31520608834356,3.67538302066586,4.3035985563051,5.33483600223902,7.86718201053781,5.83968432035097,4.37161201000343,6.62853224198679,6.40806961001321,6.6850464578681,5.89533925497472,8.29936070619726,7.38989769519917,5.64611524783484,8.32021269025198,7.35003995315372,5.38730940942535,6.45255917080225,5.05466036380611,4.83872111603483,5.06487329776829,6.80558649596478,7.49815720977643,7.69210359909543,8.03224981531752,5.86966839869349,4.30352048101543
"AT2G15960",4.87632015594851,3.78946799160195,4.43960144239796,4.2224649841461,4.56594594006955,3.56773555968808,4.36399228681479,5.18754642821511,6.39704533590048,2.57374169311965,3.56084163131846,5.02424673795774,6.38539307423703,6.24600001338208,5.26776987464861,5.06488000540517,3.56442540016955,2.98182789067923,6.06656528478244,5.42500483686014,7.0835168703642,4.54689235610993,3.97862454875822,5.91216518949554,6.73496467189533,7.98890425785,6.99884679015857,3.29970377664866,5.4391137692399,5.95329234339166,5.92773319431416,7.94022916938061,8.7121844163278,6.65874994384234,7.90517163317079,7.14752372624481
"AT3G17790",4.06052272787914,4.88515891489546,5.1078038215356,4.06280600237964,4.56594594006955,4.14980679796139,3.78239116425812,5.26335806213055,5.18213954180463,3.56243292922456,3.43641594580392,5.56394034042702,5.14755273862796,6.08787093581939,5.11188236722391,4.73309123487921,4.43418593996334,4.21912913275452,5.79148231956643,5.55024534948459,7.11430046771241,5.88797976639158,3.88599361144167,6.91150917354423,5.2170978193407,8.88629422719021,7.77706488686601,3.14935872121469,4.98044925640656,4.73308476264146,7.51146724982598,7.63275598361016,7.28407245080405,4.83311630174802,5.44678006820017,4.56578278244452
"AT4G13195",7.06374440542801,4.22814478280349,5.1078038215356,6.03571063071184,6.48595654472398,6.22338512883351,5.94446073242045,5.46947040946826,6.0796597447947,3.88208859485096,5.52138276112162,5.40546642554922,6.64822830118624,7.27324952594711,6.72254556838289,4.93190712863869,5.32968123271952,5.69413745806984,7.83270585008463,7.96830728756865,6.73305255100595,7.64857979585349,6.08162475544811,8.65979094585406,6.81220360384071,6.60940004187272,6.3344715891537,4.14104940996578,5.15006178249741,5.85876664272256,7.62331427213955,7.76891362625765,7.47094410155215,7.10123320768242,8.18102500564554,6.70575039847116
"AT5G02810",7.49682299604273,6.08488750283394,6.31678421695437,5.92397493948835,3.4449325555676,5.78330357142545,6.72113028495791,5.78453988927093,6.36313228617407,3.30166737891328,4.5547478697632,5.62275702353954,5.85917169749677,8.03909279049248,7.13064338134106,6.60477990458912,4.063880769013,5.39313052818086,7.39109315531099,7.82693044665723,7.95277930655676,6.61424729321232,6.54249853689631,7.7420357785936,7.58826019036339,7.69501019849108,7.40255989215838,5.66610512433927,6.02339405554604,6.27946100388888,7.84869725310408,8.44192726522434,8.06890635576323,5.99527891444517,6.84454050711768,6.37037681066817
"AT4G13390",3.15040324429965,4.83636546984739,5.37037277841025,2,3.68465901646997,5.5909249848129,2,2.79686972153975,2.79429462254448,3.43793378745513,3.78149560279614,4.73536186320503,4.1503683180488,6.98997820359111,3.1590351755859,6.53006764966532,4.14593644696984,2.31468669532409,5.54414913163484,7.46277956863864,5.92009118326194,7.75592824994604,3.30485314545602,7.58044113241202,5.55336884308226,6.59460537360607,5.78482835326077,6.21267825034361,7.60014394498771,8.60398939736171,5.46608563517638,7.57447873736726,5.4649437967798,7.18135852503347,5.3449934305955,3.1571668956597
"AT2G44080",5.45969734338245,5.50065809731122,5.86002757881536,5.18065441207926,7.0863417597393,6.85761112896041,5.01361941620149,7.18553829418129,5.92553415273805,5.32696968669285,4.72399419500562,6.40439171922058,6.60518975968088,7.37090934388963,5.33982075508198,5.80908211634123,6.72512811163939,6.47284597673069,7.02285855391806,6.84602967805981,7.313147487207,6.71080399251357,6.34785786475199,8.17514568995767,7.48982039100258,8.2706597900402,7.64863121175339,5.79830140372147,6.83639255640329,6.7032674900041,7.43994523342103,7.7624024554569,7.16108092007236,7.51863525503989,7.5409636563847,8.47705611531997
"AT1G12040",3.97358273839206,6.26159603618806,6.10640702391989,3.43894252968014,4.62468648143953,5.62002869516747,2.31498167372888,5.88395762780679,3.15297216836127,3.56243292922456,4.21931900110919,3.15722090315833,4.88508188844317,6.97875629973508,4.50733935040734,6.6336141003119,5.294133379701,3.88015919448414,6.02420822584561,7.24847187323728,6.96466711178587,7.20334553376181,4.06566508135944,5.86411536615663,6.92082178714216,7.41244607390994,6.53135611376553,6.75854138298019,7.56306654063516,8.05690226485774,5.40061526467083,6.75633806810285,7.34619725909501,7.9315874009417,3.79742377361309,2
"AT1G22770",6.05423368183566,6.3684185588162,6.29887740703411,5.87673943019549,6.14835385449554,5.43588898147123,6.93184839814438,4.97851107224958,6.10039267361057,5.64118768151543,5.77364655025218,6.83582988800842,5.56188548363244,7.02312949921786,5.91237358221527,7.26965842097182,6.3104760537499,5.42621926027683,7.73103223746547,7.77654893231087,7.89485579709242,7.72983064856736,6.65904916277874,7.34692303948399,6.49057884117719,7.03902600971326,7.15631018718754,6.73233475707032,6.66501012952175,7.1349660540299,8.03820960310664,7.78827265656084,7.87782661637204,6.74037142327633,6.85692010968415,6.79795463185501
"AT4G33070",6.44200846259057,5.40351428735368,5.1078038215356,4.49690758132609,4.15218403965692,6.27918614252786,5.80030770163607,5.50113142701034,5.97127545141281,2.98313589108561,5.01251307654257,5.6512899362241,5.73157549045778,6.18871334699969,6.06896557313185,5.59119770867343,4.83136857718848,7.72565786613211,7.25119228363418,6.8822176064366,7.0835168703642,7.12541100508907,6.49624447045908,6.9465403725945,7.12634727024133,7.97183178024917,7.27097025447808,4.14104940996578,5.06774667796035,5.02189656212488,7.83637062630226,7.40925969505501,6.49529825025605,6.06029483302526,5.37972638148276,6.50152521770792
"AT3G52770",5.695285773943,5.93072492663245,5.78482825524069,4.92607961934406,4.93431499312854,4.50218487239275,4.87654486705915,5.10752896568434,5.14270401645836,2.79291207435723,3.67538302066586,4.78770717626444,4.37195684867146,6.1290575381756,5.53661136156675,4.50242978539407,3.43983439240725,4.29274182562561,5.20810414312214,4.55343620373278,5.09701279921913,5.20701205692552,5.40037500846203,6.02572259410734,5.13929896264376,6.38704534759998,6.02160291842288,5.21465930140875,5.73419068458585,4.8847057477565,4.83361229447475,5.64850512834861,5.52756678456679,3.88576635896012,7.79368189691719,8.41185032431669
"AT4G33980",4.82757445401155,5.59167136315508,5.22622786093002,5.21903577121032,5.22749976693079,5.62002869516747,3.6762505520513,6.08537610450415,5.85408240340557,5.36165554342364,5.01251307654257,4.93422946246129,4.88508188844317,6.57888975265863,5.93581163680388,5.75761769529842,5.43135339896016,5.32458546141687,5.95824550241969,6.09356156649852,7.70567033004821,6.73724490008183,5.18399803951613,7.51970485217376,6.52157347044362,7.96033684572643,7.05326669171634,5.52056226061206,6.3006891797945,6.10513144033098,7.14241265358187,7.36696691832294,7.84131349940001,6.99438208439333,5.44678006820017,6.12800889311192
"AT2G43570",3.3008331255878,5.4689980973546,5.30009982683739,2.98392599256067,3.15727518638845,5.10635059925233,2.31498167372888,4.93280714768455,3.67928314708287,2.31520608834356,3.67538302066586,4.50463077664155,4.22807471189941,5.76103200631933,5.70975244762433,3.44318022328115,4.22357516723579,2.7917928844058,4.76922711354231,4.61207488399485,7.0835168703642,5.68562249887429,3.30485314545602,6.63911974265506,4.14316296119249,6.3522863705467,4.62349354811233,2.98150359123071,5.26534667374845,3.30660576041587,6.51208160318226,6.54498434169946,6.16189848803261,8.35948247517091,3.45058719629811,5.47087019252989
"AT2G36470",4.43058862718866,6.06384745424751,5.73242551610395,5.14122398502916,5.02433304735358,6.12530157172511,3.15054619499409,5.56244226330072,5.1021601693823,2.31520608834356,4.059760524213,5.33685848201311,5.29927397167448,6.74706095588765,6.3032562878709,6.26110646502261,5.69936068450224,5.35926504412237,5.31738100480814,6.30383084799056,7.1444409174038,6.67021119831854,5.14455614150364,7.03600000116581,5.46045301438454,7.103149039901,5.90806761314414,4.66899775730148,6.1488112038567,6.59013647657938,7.11205588976179,7.85711280358438,7.8657579656223,7.18135852503347,6.51024726961426,5.76000183884511
"AT1G06460",6.30628361863634,4.50285515045054,5.53239656688098,4.77968883465065,4.83830419913394,5.88271486550764,4.67081965616822,4.50328275622857,5.6721614453482,3.43793378745513,4.5547478697632,5.18900341802138,5.26281314524452,6.37143528957431,5.78910695859797,4.06791155257691,3.67910686079062,4.87524527392184,6.62961826785972,6.32150974370572,6.75925968188942,6.52600767912079,5.10400555847014,7.26603103740742,5.80083778414546,5.94901794009789,4.88587679043095,3.56024754712417,3.89052324071078,4.93190050889972,6.54275253817053,7.4258356563904,7.90166520083989,5.18372077189936,6.49448663521737,6.43744075951918
"AT1G48930",4.61423610258583,5.93072492663245,5.14836824163382,2,2,4.50218487239275,2.31498167372888,5.67776075223939,3.15297216836127,2.31520608834356,3.97283546722713,4.22984067118715,3.68304513209138,6.33669552239669,4.79051887182268,5.75761769529842,4.55924511791428,3.56068179766225,4.76922711354231,6.21203300305491,6.67916535370789,6.27844705090229,4.14775175227843,6.19065075946097,6.47482819007635,7.47840353790635,6.87136632709566,6.54930017602824,6.94413991429767,7.17474739064136,5.80658845777603,5.90648057104323,6.54155093202698,7.21981193426155,4.23694699305412,2
