Analysis.Id,50kPa_notsuppO2_Rep1,50kPa_notsuppO2_Rep2,50kPa_notsuppO2_Rep3,50kPa_suppO2_Rep1,50kPa_suppO2_Rep2,50kPa_suppO2_Rep3,97kPa_CTRL_Rep1,97kPa_CTRL_Rep2,97kPa_CTRL_Rep3
AT1G01010,2.620909558,2.620909558,2.829521596,2.608186496,2.620909558,2.547544107,3.035799227,2.620909558,2.543722872
AT1G01040,5.782096685,5.933136718,6.200030486,5.933136718,5.862964272,5.718251559,6.095674603,6.018978931,5.933136718
AT1G01050,8.50049593,8.546600325,8.44187899,8.489446384,8.604273839,8.521644431,8.555572751,8.605217956,8.552932786
AT1G01070,6.596820634,6.937719234,6.954116806,6.433478364,6.517705838,6.793497127,7.034254744,7.117572475,6.846084031
AT1G01080,4.304562773,4.699463307,4.534733448,4.193152054,4.621274081,4.288762889,4.359641006,4.46348955,4.744478766
AT1G01090,7.65336362,7.950062563,7.46451824,7.627828768,7.66444515,7.6027857,7.605089645,7.643917491,7.656425106
AT1G01100,11.61887403,11.51364083,11.43662561,11.57978027,11.61681754,11.46415999,11.49401111,11.50262548,11.29934193
AT1G01110,3.241465094,3.069883975,3.014207441,3.489875739,3.32159869,3.379969375,3.214137812,3.17856851,3.253959223
AT1G01120,4.869597133,4.900606894,5.027280525,5.245673867,5.101654209,5.192756524,4.743120137,4.695507783,4.558644519
AT1G01140,4.012273872,4.40985541,4.0378289,3.95052752,4.187067399,3.86642042,3.610502248,3.917055302,4.012273872
AT1G01160,5.7150079,5.884771106,5.750166593,5.600950454,5.644676224,5.651543606,5.812120615,5.760651601,5.745995704
AT1G01170,7.653418901,7.964735891,8.02982621,7.410958374,7.763804515,7.076780631,7.708907948,7.743947109,7.743947109
AT1G01200,4.014197529,3.976174204,4.214664553,3.958335582,4.044906444,4.035838609,3.857904533,4.118705672,4.204733503
AT1G01210,9.376916672,9.057610598,9.230509742,9.467223727,9.305050457,9.457389839,9.241538797,9.144598364,9.157928314
AT1G01220,4.596720584,4.481740502,4.397421309,4.502472866,4.440746251,4.347571421,4.27685312,4.397421309,4.288075517
AT1G01225,3.893504685,3.615681724,4.150474473,4.03935369,3.714803225,3.837534381,3.983085291,3.884138228,3.688956575
AT1G01230,6.542532165,6.300287326,6.472789485,6.405431155,6.446673236,6.517124861,6.433453174,6.399788142,6.413212445
AT1G01240,4.967693442,4.883565138,5.550880925,5.225961521,5.225961521,4.902543789,5.498673129,5.477745079,5.191401182
AT1G01260,4.640629722,4.664743169,4.429348893,4.769797796,4.662182759,4.656825487,4.850449143,4.658551557,4.664743169
AT1G01290,4.946243827,4.900482721,4.684026883,4.978484574,4.946243827,5.081886349,4.946243827,4.946243827,5.054770974
AT1G01300,7.749172069,7.9519342,7.979764166,7.779792413,7.82726423,7.499990201,8.08864803,8.051147575,7.779121872
AT1G01310,2.036003997,2.068750209,2.126949327,1.987081908,1.850382136,2.150356771,2.084187387,2.094613792,2.068750209
AT1G01320,5.602165521,6.183614784,5.450987606,4.946319621,5.774679037,4.878432149,4.833188181,5.290117049,5.091643611
AT1G01340,4.445842613,4.240976426,4.558482224,4.113386561,4.129139694,4.853325409,4.317942244,4.317942244,4.443973629
AT1G01360,4.334781588,4.033626657,4.319358175,4.397125717,4.266243232,4.265498275,4.319358175,4.319358175,4.377082207
AT1G01370,3.770600358,3.869627002,3.694180385,3.841371767,3.923981065,3.725317669,3.858772116,3.770600358,3.770600358
AT1G01380,4.201971616,3.53026707,3.969376179,3.640139974,3.979138233,3.228710733,3.472043073,3.559213202,3.353219067
AT1G01430,5.642388343,5.631968918,5.479808122,5.631968918,5.806506204,5.94767311,5.536447224,5.570915514,5.658996017
AT1G01440,2.923510955,2.926542816,3.104681266,2.923510955,2.695408321,2.975913895,2.878685356,2.923510955,3.058498349
AT1G01450,2.051485925,1.985302052,2.085060554,1.933820844,2.223813017,2.246439363,2.072280788,2.104610476,2.179267719
AT1G01470,7.341150085,7.557372387,7.578488464,7.382032172,7.251733623,7.050582328,7.805206104,7.635755384,7.54180851
AT1G01480,2.723888276,2.699472532,2.941334043,3.014298767,2.779818807,3.32159869,2.941334043,2.882108901,3.107696871
AT1G01490,8.391809851,8.3520344,8.734838373,8.740768579,8.582444141,8.626955072,8.750358552,8.611191244,8.501361564
AT1G01500,5.039991239,4.912043257,4.961383367,5.039991239,5.161499861,5.124954518,4.951318874,4.870489042,5.350729775
AT1G01510,6.11148274,6.116471051,6.100092391,6.16728168,6.192925794,6.00560181,6.116471051,6.135784724,6.025432414
AT1G01540,6.154546061,6.269136069,6.107795763,6.216182818,6.231477885,6.046295865,6.138909705,6.040783764,6.067991042
AT1G01550,7.702837449,7.564963439,7.702837449,7.63668594,7.77716862,7.764040627,7.780227112,7.655828751,7.428635918
AT1G01570,2.641563095,2.607197029,2.77535991,2.7946634,2.72293434,2.959522067,2.871237624,2.602550054,2.72293434
AT1G01610,5.393734796,5.662027171,5.193770047,4.985554692,5.20002885,5.499541281,5.04641101,5.130870714,4.563819667
AT1G01620,9.048975509,8.922925855,9.144519624,8.905306838,9.09358575,9.092179025,9.195034155,9.122393124,9.134579464
AT1G01630,7.551997702,7.551997702,7.556369358,7.549558188,7.789721557,7.772204859,7.240444978,7.408135777,7.499582291
AT1G01640,6.645951506,6.593476305,7.087728167,6.620570744,6.795110375,6.838327811,7.046163746,7.040840223,6.732397808
AT1G01650,4.900552604,4.869347199,4.819790802,4.828750022,4.985416175,5.147793304,4.900552604,4.907587007,4.862190527
AT1G01660,3.073269377,3.233012629,3.205532441,3.053441225,3.108411863,3.543505041,3.184231725,3.011421869,3.233012629
AT1G01670,4.657466932,4.778515208,4.983529425,4.954768614,5.289554404,4.954768614,5.149226941,4.783518682,5.083328986
AT1G01700,1.904376203,1.928845374,1.887710855,2.077724719,1.981693665,1.989736167,1.99485037,1.995869697,1.981693665
AT1G01710,5.504257397,5.800328962,5.701419479,5.639046774,5.646938687,5.681407513,5.74330382,5.570915514,5.903731048
AT1G01720,3.81719727,3.752489387,3.754514183,4.01208182,3.812874354,3.982345861,3.739377926,3.862214529,3.126362791
AT1G01725,6.078272551,6.104677557,6.620588849,6.256348927,6.542620077,6.255967853,6.420590581,6.29104738,6.203055101
AT1G01730,5.933050305,5.913070221,6.086853604,5.933050305,5.933050305,5.670267194,5.998081438,6.016771973,5.921292851
AT1G01740,4.641978666,4.494542929,4.645184004,4.641978666,4.658884953,4.641978666,4.641978666,4.777549577,5.044103222
AT1G01750,7.031824811,6.468716919,6.554453239,6.680684142,6.695147437,7.457805309,6.770130865,6.725432148,6.714284998
AT1G01760,3.25460362,3.400669706,3.574244179,3.497897328,3.493557663,3.400669706,3.237809136,3.203536088,3.353310855
AT1G01770,3.218044817,3.812721052,3.544362611,3.525047513,3.393205338,3.103772551,3.710201846,3.965774319,3.544362611
AT1G01780,5.676230161,5.585654288,5.958676011,5.677569298,5.930510837,6.090556635,6.06633172,5.930510837,5.953296209
AT1G01790,5.343960375,5.782128432,5.631922204,5.417350324,5.491905555,5.36242378,5.491905555,5.553699801,5.630442922
AT1G01800,8.235649319,8.276485347,8.248696496,8.127583106,8.248696496,8.41508244,8.248696496,8.16699732,8.248696496
AT1G01820,5.588130242,5.531951148,5.580676223,5.531951148,5.457664451,5.42018531,5.569294166,5.538252566,5.331500976
AT1G01830,3.090129137,3.081343671,2.505303874,3.081343671,3.081343671,2.985044524,3.139933795,3.08386608,3.081343671
AT1G01840,3.749145992,3.712537962,3.844267241,3.81719727,3.818544164,3.925029044,3.968511277,3.69145163,3.784767409
AT1G01860,3.233012629,3.587675947,3.233012629,3.183037999,3.115505669,3.233012629,3.178864532,3.09747913,3.401776422
AT1G01900,3.62363794,3.698666891,4.099504485,3.692637269,3.568066205,3.327544557,4.368255545,3.999293452,3.756040964
AT1G01910,6.374653542,6.29541335,5.984216468,6.062768883,6.388926623,6.272799185,6.021753354,6.154668994,6.191205652
AT1G01920,4.613247731,4.717765841,4.668759668,4.717765841,4.609337404,4.818427236,4.742242819,4.682785335,4.760519688
AT1G01930,3.040326616,3.071196044,3.091879171,3.375451888,3.167357765,3.091879171,3.155811696,3.066125703,3.298879722
AT1G01940,7.205020798,7.086387966,7.014041611,7.150088028,7.17962694,7.155453026,7.063050362,7.076894234,7.180780162
AT1G01950,4.255463185,4.402928858,4.391859764,4.402928858,4.402928858,4.411562705,4.489537594,4.402928858,4.511936343
AT1G01960,6.261382672,6.515262731,6.437375375,6.489465119,6.476118484,6.515262731,6.610026005,6.519048772,6.574563643
AT1G01970,4.451135533,4.520373195,4.354082832,4.250833007,4.332360302,4.158126526,4.000644326,4.040583627,4.245377676
AT1G01990,4.893146077,4.875104643,4.918052835,5.003025331,4.857294057,4.8473146,4.851845054,4.875104643,4.728210072
AT1G02000,2.517800519,2.612909272,2.503112216,2.612909272,2.669591843,2.900947706,2.474222002,2.567651775,2.88097017
AT1G02020,3.175081623,3.284744874,3.276819739,3.274880553,3.554446369,3.03084918,3.392744572,3.228717301,3.454933664
AT1G02050,2.869120732,2.869120732,2.869120732,2.769746328,2.582327015,2.886507417,2.999681822,2.869120732,2.818048112
AT1G02060,1.975582244,2.035811825,1.958937538,1.817636802,2.175419212,2.422997786,2.37172274,2.044506745,2.044506745
AT1G02080,7.077678613,7.358054138,7.192248488,7.369059456,7.145447533,7.346645997,7.635023811,7.530934507,7.334964271
AT1G02090,5.353709753,4.911381285,4.978163155,5.108396913,5.108396913,5.2383396,4.977322274,5.126925622,5.160468933
AT1G02100,3.394091319,3.613040636,3.60003543,3.613040636,3.680280663,3.449319059,3.553169805,3.850704744,3.85796116
AT1G02110,4.368852491,4.818973834,4.566196941,4.855654148,4.62762767,4.480079117,4.671038693,4.613201422,4.865096783
AT1G02120,5.194796024,5.204203741,5.271598264,5.204203741,5.065029364,5.204203741,5.529955984,5.256534748,5.104134357
AT1G02130,6.802787487,6.741049137,6.761637741,6.891450811,6.8036487,6.797731518,6.802787487,6.854603292,6.782731868
AT1G02140,9.309750836,9.213682348,9.296747346,9.435154551,9.318183858,9.255713477,9.250885427,9.180987961,9.207289275
AT1G02150,5.247376621,5.656837064,5.247376621,5.153336346,5.565848259,5.247376621,5.10227229,5.201601123,5.356842053
AT1G02160,7.292591396,7.181998107,7.487102158,7.41560222,7.292591396,7.244240447,7.292591396,7.240299985,7.261470484
AT1G02170,5.902028204,5.876691057,5.910069065,5.910069065,5.853362223,6.086985184,6.074415291,5.910069065,5.78727712
AT1G02180,3.608036304,3.608036304,3.811736232,3.474646308,3.819304007,3.45486966,3.608036304,3.608036304,3.444314728
AT1G02205,4.684083461,4.992094616,4.417645709,4.192239935,4.193787521,3.933426549,3.800531544,3.810061066,3.535244538
AT1G02220,2.523127514,2.336643802,2.387712349,2.259602039,2.387712349,2.465980636,2.476055834,2.387712349,2.299126289
AT1G02260,3.679161492,3.679161492,3.624739699,3.320997344,3.969696987,4.222522918,3.545713718,3.450907718,3.692357589
AT1G02270,2.938246104,3.144884028,3.31016505,3.001070464,3.245458824,3.32159869,3.132184803,3.105542289,3.067660701
AT1G02280,6.303828207,6.438909766,6.085372282,6.038469337,6.453086245,5.94067984,5.984931479,6.094383697,5.971257749
AT1G02305,5.368273219,5.083457631,5.084734014,4.768338341,5.260682794,5.054802394,4.791674514,4.745298923,4.639457046
AT1G02310,3.459553793,3.192594784,3.458692763,3.920028332,3.616119586,3.546632101,3.409787861,2.958917344,3.281886403
AT1G02330,5.392412975,5.326796204,5.415705282,5.726829743,5.491905555,5.407184785,5.430848474,5.426358144,5.347031598
AT1G02340,2.582829179,2.556346751,2.71880902,2.65654892,2.694234249,2.556965596,2.48607152,2.427534741,2.581165047
AT1G02360,4.737596068,4.385553608,4.48165048,3.986646551,4.62649423,4.665916405,4.281379333,4.296586088,4.213157274
AT1G02370,3.55959891,3.60003543,3.461617661,3.707867204,3.894583868,3.606942453,3.411180276,3.400669706,3.60003543
AT1G02390,3.233012629,2.877854228,3.244592347,3.107696871,3.107696871,3.45486966,2.921902021,3.025593676,2.841775427
AT1G02400,4.922185786,4.290167969,5.030605804,4.876804409,4.875471453,5.060664029,4.876804409,4.813898562,4.876804409
AT1G02410,5.273532324,5.273532324,5.330196072,5.303838592,5.30224867,5.273532324,5.18696427,5.273532324,5.188152647
AT1G02420,2.679893272,2.764713397,2.671712936,2.764713397,2.799890012,2.764713397,2.395620805,2.878504529,2.938207686
AT1G02450,2.373035311,2.411064479,2.344643821,2.411064479,2.355513913,2.411064479,2.711591468,2.626994577,2.317886087
AT1G02460,3.233012629,3.339292359,3.280566786,3.194651607,3.206978586,3.325148022,3.333935111,3.233012629,3.238279932
AT1G02475,5.723927131,6.25257423,6.370229806,5.664072485,6.031734897,5.593864676,5.997833613,6.082344584,6.101542408
AT1G02500,8.526685299,8.581988903,8.550137198,8.433433989,8.568213783,8.594130046,8.655198285,8.629278683,8.632625221
AT1G02520,2.326199104,2.19309672,2.442428528,2.326199104,2.135265406,2.522485497,2.210638062,2.094613792,2.422876517
AT1G02560,7.890610714,8.093806091,7.659650139,7.506802104,7.962955239,7.590672821,7.621900995,7.543978096,7.722191338
AT1G02575,2.729423665,2.72293434,2.718632444,2.848080228,2.871631437,2.72293434,2.604021088,2.68494698,2.79294269
AT1G02640,4.164933636,4.513960085,4.798567509,4.685549936,4.667264392,4.574850877,5.070409668,5.008259063,5.095682223
AT1G02660,2.932081636,2.882933843,3.446191814,3.085970367,2.69109953,3.126244228,2.782526209,2.887403057,2.926626432
AT1G02670,2.60254221,2.48942369,2.541341425,2.60254221,2.756405356,2.919590621,2.916096535,2.447474724,2.583808202
AT1G02680,4.859039416,4.783367574,4.918637231,5.004376522,4.679391538,4.821016091,4.79396913,4.791322864,4.440545106
AT1G02690,5.465479424,5.627781799,5.399454516,5.531951148,5.200458357,5.507494121,5.589794944,5.656419872,5.637391192
AT1G02700,2.427520215,2.382030807,2.427520215,2.109033054,2.53894526,2.291246657,2.427520215,2.545430964,2.525437039
AT1G02710,3.454013293,3.243064723,3.55787683,3.407856249,3.407856249,3.400669706,3.23917322,3.407856249,3.727345619
AT1G02720,3.649887393,3.812874354,3.649324151,3.555133096,3.830594744,3.925422393,3.921268031,3.812874354,3.955068177
AT1G02730,6.746562685,6.878555883,6.737461703,6.589857334,6.669632335,6.371198365,6.906697847,6.863929938,6.751612127
AT1G02740,3.858772116,3.789886457,4.055323984,3.880220631,3.886051409,3.897276565,4.039084966,3.886051409,3.980037326
AT1G02750,4.829015345,4.505512667,4.817218416,4.667640389,4.972372011,4.643489677,4.592277627,4.434682782,4.821858888
AT1G02780,11.3702281,11.3234518,11.07912279,11.19825276,11.30083471,11.26214076,11.20144995,11.23410647,11.18933135
AT1G02810,7.613783393,7.041710376,7.472061086,7.283725154,7.283725154,7.609477397,7.283725154,7.186542171,7.205020798
AT1G02816,5.052097808,4.832674941,4.298972478,4.980013276,4.709484779,5.143441753,4.36743427,4.563819667,4.555693546
AT1G02840,7.910056741,7.967244217,7.770531017,8.075695331,7.963579326,7.954120007,8.000874066,7.844330998,7.900267684
AT1G02850,3.556296575,4.224166262,3.981644367,3.602127118,4.882538082,4.007903005,3.863238299,3.836738956,3.981644367
AT1G02860,6.126741758,6.056242567,6.201610131,6.127379085,5.920384457,6.053788154,6.454881704,6.328282369,6.490452137
AT1G02870,7.165369112,7.131294272,6.869123925,7.395902675,7.260128123,7.32276939,7.08924603,7.165369112,7.061792772
AT1G02890,4.84418638,4.935654207,5.124954518,4.83549137,4.931621054,4.979290316,4.935654207,5.217603733,4.846166705
AT1G02900,8.49495059,8.11720944,8.49002239,8.603178679,8.284276096,8.561940393,8.338568858,8.295004946,8.038963555
AT1G02910,3.759213966,3.947601844,3.558427902,3.195492799,3.61772329,3.429368862,3.564034375,3.702884293,3.538088801
AT1G02950,2.467442552,2.72418781,2.467442552,2.333683591,2.625827607,2.304842088,2.232880774,2.467442552,2.426154318
AT1G02960,4.18012492,4.327992263,4.434682782,4.412490615,4.304784285,4.218945112,4.540288116,4.442434441,4.353024373
AT1G02970,4.316357995,4.186204782,4.107797462,4.316357995,4.38536246,4.371361565,4.383334807,4.194816405,4.483271931
AT1G03000,5.778834921,6.001271727,6.075836521,5.91703423,5.964541991,5.958732904,5.976768827,5.96787004,5.937919654
AT1G03010,2.436802119,2.338903106,2.635731401,2.568272528,2.701461478,2.649582761,2.800657269,2.715654567,2.635731401
AT1G03030,4.375560391,4.407293957,4.25675209,4.485014282,4.344426963,4.375560391,4.390586055,4.619639977,4.375560391
AT1G03040,4.468454777,4.902697579,4.834634053,4.868062772,4.459743389,4.731832699,5.163872092,5.370556787,5.401279988
AT1G03060,3.382100133,3.443312702,3.381309052,3.400669706,3.400669706,3.400669706,3.467727181,3.400669706,3.551923924
AT1G03070,3.326270765,3.493927842,3.321968869,3.6047447,3.379282282,3.529390185,3.493927842,3.51723563,3.693293566
AT1G03080,4.59663325,4.363611477,4.686892743,4.592202967,4.499314764,4.770917214,4.730381647,4.675049296,4.434852234
AT1G03090,4.069699294,4.171697792,4.281644134,4.094656029,4.335194763,4.149561056,4.356317312,4.171697792,4.042309196
AT1G03100,3.302972434,3.105542289,3.057279433,3.105542289,3.06156809,3.355022157,3.105542289,2.951365073,3.008628789
AT1G03110,5.894473348,5.869075273,5.638415778,5.968294515,5.863811328,5.823353249,5.863811328,5.687847539,6.020674586
AT1G03130,5.900724,6.541888743,6.031422139,4.988403013,6.163484899,5.396387307,5.51784516,5.812509473,6.092538955
AT1G03150,5.611549923,5.571589805,5.317803101,5.786222486,5.578895418,5.550977976,5.553954992,5.553954992,5.131401199
AT1G03160,2.322761821,2.745047538,2.87674615,2.745047538,2.923708182,2.944356829,2.737274668,2.712567313,2.745047538
AT1G03180,4.59663325,4.643484146,4.590441638,4.59663325,4.690823494,4.588715568,4.634883882,4.59663325,4.59663325
AT1G03190,4.237699188,4.218154273,4.393335277,4.25789354,4.285372506,4.364976574,4.285372506,4.375076914,4.328526328
AT1G03200,2.613505358,3.071578624,2.927057016,2.709038599,3.00848595,2.650306506,2.808600163,2.727691293,2.48673965
AT1G03210,6.929894533,6.474708793,6.760682265,6.664054732,6.984151086,7.034322334,6.562444302,6.6409917,6.760682265
AT1G03220,7.786896757,7.367183619,7.485170803,7.427756192,7.229688122,7.48352361,7.339914947,7.238207074,7.054595718
AT1G03250,3.127697796,3.102546032,3.102546032,2.965352262,3.184909251,2.873735489,3.102546032,3.040016168,3.142497798
AT1G03260,4.020785225,3.971487192,3.965530989,4.279228056,4.167636097,4.247894898,4.007544992,3.899286205,3.887994999
AT1G03270,3.628049335,3.808849355,3.976277865,3.661613994,3.527561068,3.886570717,3.890672685,3.681464364,3.754860777
AT1G03280,5.035110658,5.035110658,5.098265884,5.035110658,4.969169573,5.035110658,5.1354649,5.035110658,5.01916162
AT1G03290,5.043932321,4.958799767,5.205263957,5.445206928,5.110933805,4.997248238,5.148068528,4.828107005,5.106009561
AT1G03300,2.504304652,2.65292599,2.538018566,2.724655049,2.339628669,2.65292599,2.711709183,2.65292599,2.708469456
AT1G03310,5.158133398,5.831762614,5.718251559,5.148888533,5.456524032,5.252456234,5.399787249,5.705722377,5.456524032
AT1G03330,9.049293085,8.910081548,9.028186611,8.964501728,8.964501728,8.940201693,8.928714711,8.969074874,8.615757457
AT1G03350,6.627005052,6.749852767,6.623700642,6.667825863,6.706467277,6.92314187,6.907676897,6.749852767,6.928834151
AT1G03360,5.970892997,5.838659818,5.802542545,5.926665166,6.022422954,5.894316074,5.740613976,5.925508457,5.676457831
AT1G03370,2.947950541,3.017220009,2.933391014,3.021294458,3.06156809,3.414011137,2.973788958,3.06156809,3.452626685
AT1G03380,3.886362951,3.882118284,3.985920926,3.8599964,3.841604694,3.965755156,3.882118284,3.866661699,3.839762486
AT1G03410,2.988199305,2.6788051,2.611709638,2.703364219,2.567290036,3.140391902,2.499126962,2.625653586,2.565349753
AT1G03430,4.848852,4.715943613,4.909643551,4.841819713,4.841819713,4.927268549,4.809803175,4.796562216,4.946243827
AT1G03440,2.580281412,2.711177246,2.82231638,2.567415845,2.72293434,3.060127522,2.575954756,2.545430964,2.794904073
AT1G03445,3.345915735,3.285445658,3.421016568,3.489875739,3.379282282,3.352962224,3.05934345,3.404034844,3.352962224
AT1G03457,3.538635436,3.288274769,3.609585238,3.538635436,3.784179836,3.326391648,3.459832541,3.538635436,3.756774667
AT1G03470,3.010009048,3.064940641,2.930004714,3.058112165,3.181316485,2.873735489,2.98007585,2.995582301,2.995582301
AT1G03475,4.157991277,4.610644994,4.012273872,3.753003619,4.172965345,3.994398015,4.012273872,3.731104489,4.084643879
AT1G03510,2.050152969,2.119700994,2.100030097,2.014690626,2.160282204,2.160282204,2.158297933,2.229163839,2.153807604
AT1G03520,4.275101125,3.913249603,3.912456604,4.592202967,4.364482617,4.344245959,4.145110998,4.139844306,4.62381367
AT1G03530,5.061584083,5.334392367,4.978682073,5.511498684,5.08779805,5.399571202,5.207868359,5.132718124,5.207868359
AT1G03550,4.971342484,4.971342484,4.878393416,4.925729851,4.971342484,5.230378001,4.971342484,4.971342484,5.28591142
AT1G03560,2.552098447,2.333683591,2.277049334,2.333683591,2.255849637,2.333683591,2.377801108,2.578145083,2.333683591
AT1G03590,4.441860419,4.717212747,4.551235892,4.534697335,4.419379313,4.551235892,4.445534977,4.800694077,4.551235892
AT1G03600,7.40849076,8.007131953,7.403783465,6.996632055,7.782431368,6.952397464,6.912915034,7.347659569,7.619538393
AT1G03610,3.95644942,3.946856429,4.133046184,3.782959761,3.78214057,3.95644942,3.95644942,4.039006762,4.443236733
AT1G03630,6.189992752,6.519048772,5.739091032,5.302641724,6.221060516,4.954208565,5.260668815,5.433226113,5.488647361
AT1G03660,5.458155747,5.166351642,5.447278347,5.26761205,5.383749148,5.461454268,5.08685789,5.204344121,4.984477246
AT1G03680,7.307952498,7.561572844,7.161847871,6.647560462,7.251199667,6.730811738,6.67205848,6.955968686,7.216832934
AT1G03687,4.697683374,4.717765841,4.688853285,4.688853285,4.365765039,4.825206909,4.62225107,4.465231364,4.688853285
AT1G03710,2.488183818,2.644457608,2.632155109,2.692655655,2.847098193,2.873735489,2.341724407,2.783789296,2.644457608
AT1G03730,5.383963697,5.276334055,5.498554061,5.046303381,5.506615376,5.276334055,5.117648423,5.184354922,5.380119991
AT1G03740,3.153719519,2.999424814,3.083355844,3.195607705,3.072259886,3.178438466,3.276112491,3.153719519,3.180423551
AT1G03750,3.214132123,3.155144505,3.285704562,3.29294689,2.964519639,3.34401702,3.196182667,3.191320344,2.900246425
AT1G03760,3.529124365,3.218349193,3.616918138,3.391512364,3.396732236,3.391512364,3.233012629,3.345875255,3.544362611
AT1G03770,2.203726379,2.411064479,2.2987877,2.359040845,2.096440437,2.452287629,2.338173921,2.502912901,2.114551028
AT1G03780,4.659306459,4.896014723,4.653784535,4.923839087,4.758617875,4.794917526,4.894984491,4.868145812,4.965308586
AT1G03820,6.972072016,6.877639505,7.39332484,7.053562523,6.981285048,6.191021533,7.624623565,7.366790487,7.088777333
AT1G03830,4.006686425,3.971487192,4.152632954,4.368144661,4.086274761,4.152632954,4.313035208,4.103949242,4.289217099
AT1G03840,5.185164622,5.309798609,5.137379205,5.531383534,5.148514626,5.786693461,5.309798609,5.206543432,5.211592874
AT1G03850,5.976016978,5.273660871,5.731750638,5.740941986,5.491063619,5.836018974,5.408064038,5.392763721,5.493685497
AT1G03860,6.908279163,6.868052657,6.692898143,6.908952837,7.014285362,6.825771373,6.812091802,6.769979861,6.830257109
AT1G03870,8.667408973,8.126041231,7.83330213,8.318939731,8.255455525,8.820734157,7.580904018,7.878854925,7.904636721
AT1G03900,8.093970134,8.035186414,7.89714562,8.20630584,8.11001274,8.170266607,8.13205887,8.171301057,8.185117723
AT1G03905,5.021061767,4.362936685,4.474841514,4.713035677,4.952702095,5.088191948,4.696949378,4.819244488,4.713035677
AT1G03910,6.338689471,6.471247884,6.281896016,6.461339996,6.116202577,6.338689471,6.330910121,6.338689471,6.338689471
AT1G03920,5.381007853,5.172936477,5.38055589,5.381007853,5.421095764,5.823052463,5.381007853,5.381007853,5.231221903
AT1G03940,3.514664335,4.31574584,3.228710733,3.228710733,4.210151231,3.228710733,2.960798785,2.840414499,2.908191198
AT1G03950,3.253147519,3.34815623,3.402285205,2.89209484,2.86623969,3.389862191,3.281920944,3.178864532,2.86304022
AT1G03960,2.686636303,2.67193878,2.67193878,2.784065909,2.853636955,2.67193878,2.935801675,2.67193878,2.547544107
AT1G03970,4.284975974,4.362367359,4.629571491,4.297604061,4.280109465,4.168763819,4.491751447,4.388139792,4.37371137
AT1G03990,2.454297324,2.427520215,2.542830961,2.541154435,2.427520215,2.454297324,2.454297324,2.56336234,2.382277678
AT1G04000,4.325533815,4.802244569,4.701847753,4.525956116,4.577237708,4.723173552,4.723173552,4.807690098,4.82094469
AT1G04010,2.74409972,2.74409972,2.926908402,2.74409972,2.620909558,2.839752654,2.630462553,2.669365796,3.16432655
AT1G04020,6.827838518,6.935868166,6.682083772,7.016451078,6.841013549,6.960859516,6.695072915,6.860968058,6.718626091
AT1G04030,3.781840733,3.974515054,4.026703952,4.083500015,4.179358248,4.219684347,4.046007442,4.104111574,4.046007442
AT1G04040,9.27122158,9.075053971,8.947570011,8.98040238,9.044627083,9.227610158,9.031711402,9.008416661,9.337526218
AT1G04050,2.502280085,2.907523985,2.72293434,2.755512964,2.724285895,2.72293434,2.713087177,2.646148534,2.72293434
AT1G04070,5.882193856,5.66806205,5.657427272,5.90565227,5.780816996,5.663006105,5.95968293,5.803520906,5.788546348
AT1G04080,7.370823551,7.608820587,7.577638095,7.677847887,7.675209888,7.608820587,7.669388202,7.642066497,7.62377183
AT1G04090,2.230028957,2.380808261,2.457786403,2.387712349,2.469254502,2.53696287,2.324557123,2.390631014,2.415881749
AT1G04100,3.202901654,3.268929901,3.402285205,3.152746743,3.466278751,3.391590684,3.236094443,3.391590684,3.668466971
AT1G04120,5.39063013,5.513164982,5.35063296,5.521172058,4.937172589,5.814171982,5.717087544,5.534028391,5.521172058
AT1G04130,3.936142473,3.882759779,4.023180947,4.008234821,3.936142473,3.868080865,3.850761419,3.973328479,4.020279532
AT1G04140,6.776728364,6.908244243,6.722046794,6.779063022,6.908244243,6.908244243,7.13814487,6.951607676,7.142875455
AT1G04150,3.215143652,2.923115253,3.171592305,3.31054256,3.138956715,3.22699309,3.22699309,3.153385174,3.32159869
AT1G04160,3.341482373,3.632531704,3.512347364,3.838862693,3.411673273,3.82929762,3.484272299,3.538635436,3.832068255
AT1G04170,7.424796524,7.490107212,7.332022812,7.520844215,7.483910909,7.466509087,7.350930235,7.424796524,7.514660421
AT1G04180,2.633249618,2.556346751,2.708507855,2.947919945,2.681431083,2.708507855,3.178864532,2.803751741,2.668768588
AT1G04190,8.17272227,8.076866781,8.00642073,8.33389599,8.382667345,8.243472234,8.153587955,8.076460821,8.087540767
AT1G04200,4.62225107,4.694757365,4.62225107,4.75658206,4.432330433,4.571564456,4.62225107,4.663575833,4.425972044
AT1G04220,3.775306476,3.277562012,3.659661952,4.146164894,3.914751222,4.371440903,3.17600009,3.287284052,3.194930899
AT1G04230,3.95644942,4.021844965,3.966308122,3.749145992,4.178296042,4.104763001,4.187634775,3.959985235,4.057148009
AT1G04240,2.719913077,2.850479675,2.744386144,2.630367678,2.620909558,2.589295791,3.254368975,3.208687691,3.171469957
AT1G04250,7.141727058,7.051195421,7.030245484,7.011473308,6.789897311,7.026796194,7.371072392,7.374086797,7.311147108
AT1G04260,5.916778673,5.679302114,5.9843151,6.127181641,5.948532881,6.079816783,5.904744487,6.055377101,5.828256425
AT1G04270,10.19451422,9.965985732,10.04724721,10.17124691,10.08073527,10.12062868,9.953164297,9.982694774,9.856795909
