Analysis.Id,50kPa_notsuppO2_Rep1,50kPa_notsuppO2_Rep2,50kPa_notsuppO2_Rep3,50kPa_suppO2_Rep1,50kPa_suppO2_Rep2,50kPa_suppO2_Rep3,97kPa_CTRL_Rep1,97kPa_CTRL_Rep2,97kPa_CTRL_Rep3
AT2G41310,3.018049966,2.662518502,3.049099388,3.018049966,2.902179489,3.290825258,3.249502101,3.19976314,2.474237453
AT2G41330,2.404310957,2.308161544,2.25694412,2.148647969,2.36893491,2.42484407,2.483875532,2.312513331,2.709809463
AT2G41340,2.408342645,2.808941059,2.399557179,2.297507752,2.721278991,1.951150055,2.159353007,2.037913021,2.046750114
AT2G41350,5.399798953,5.161634666,5.416027149,5.399798953,5.307584148,5.484019378,5.399798953,5.285363512,5.41644589
AT2G41370,4.050744746,4.517168534,4.417259547,4.248860475,4.286363713,4.085881788,5.130188518,4.8402635,4.886683412
AT2G41380,3.082994296,2.813353805,3.15860337,2.807100407,2.958917344,3.046622164,2.958917344,2.958917344,2.842300572
AT2G41410,7.573460624,7.565346787,7.748069842,7.447927682,7.547839876,7.474078889,7.731322944,7.772154434,7.67553254
AT2G41420,7.449872668,7.743987139,7.779067232,7.792691844,7.691212126,7.541210111,7.691212126,7.691212126,7.691212126
AT2G41430,8.719741147,8.959362464,8.903942652,8.573212341,8.632465612,8.409746705,8.559302939,8.603660857,8.61644585
AT2G41460,6.463303008,6.778555138,6.725714352,6.604760253,6.685216898,6.691093711,6.66366251,6.658755262,6.625580395
AT2G41480,5.948532881,5.557499955,6.198573034,5.774392548,6.053193402,6.1624347,5.948532881,5.948532881,5.735460337
AT2G41490,4.891475362,4.712615644,4.919584827,5.107322477,4.801131889,5.028258252,5.191305245,5.068846901,5.005642751
AT2G41500,4.52896613,4.534947286,4.450829029,4.610644994,4.610644994,4.632999736,4.658551901,4.610644994,4.777232583
AT2G41510,3.466020498,3.761401241,3.999561164,3.772470334,3.584288211,3.218526986,4.399327988,4.109864015,4.034985329
AT2G41520,2.91797641,2.965012558,3.008919614,2.88764619,3.045146153,3.008919614,3.133709804,3.314903764,2.984300012
AT2G41530,8.088590281,8.239679075,8.088590281,8.088590281,8.217275839,8.056171578,8.068735786,8.141413657,7.839878298
AT2G41540,6.439469822,6.206304546,6.388632211,6.56485289,6.536619604,6.611268009,5.960469961,6.009988072,6.041510255
AT2G41550,4.306061509,4.281907631,4.468704197,4.436930637,4.046247144,4.25675209,4.49673634,4.561881134,4.509055341
AT2G41560,5.669317599,5.904534352,5.750733454,5.858295526,5.952159876,5.898421277,5.518250016,5.415161249,5.522968617
AT2G41600,6.316410723,6.356032842,6.112064323,6.270765249,6.369630195,6.309200146,6.230380489,6.166543432,6.356032842
AT2G41610,3.502709108,3.370577241,3.615139088,3.384210568,3.719762691,3.330750134,3.502709108,3.502709108,3.777636173
AT2G41620,5.223451248,5.058333668,4.998573656,5.083447028,4.939345416,4.997118816,5.02923876,5.113507447,5.28591142
AT2G41630,6.904811176,6.91157683,6.721261161,6.936002256,7.011387907,7.025306102,7.003059731,6.900334324,6.91157683
AT2G41640,2.407240676,2.51089531,2.276945461,2.276945461,2.469254502,2.246439363,2.276945461,2.235644878,2.051757932
AT2G41650,7.275856568,7.336744587,7.293727035,7.261346752,7.198443243,7.056262959,7.266548081,7.172201079,7.135795594
AT2G41660,4.626698635,4.276536666,3.75657563,4.254631381,4.220621377,4.70039189,4.280950865,4.19766495,4.038731736
AT2G41680,4.947960792,5.249112925,4.902697579,4.428417033,4.914026875,4.577667554,4.645095334,4.673865506,4.749685515
AT2G41690,2.409039827,2.226932041,2.398125972,2.401200158,2.262833562,2.596462898,2.211203223,2.624558639,2.409039827
AT2G41700,4.271607009,4.452142009,4.573499283,4.266005675,4.361689836,4.425118869,4.911787584,4.79933037,4.563819667
AT2G41705,3.910612094,3.856755377,3.571366056,3.887944982,4.035565429,3.996710989,3.856755377,3.731633154,4.012273872
AT2G41710,4.991827211,5.041541183,5.414060088,5.152210515,5.12862393,5.064570185,5.356413123,5.170975317,5.259017607
AT2G41720,5.75307472,5.655396064,5.646259274,5.469355054,5.520066851,5.436301076,5.49107918,5.520066851,5.431125432
AT2G41730,5.189858464,4.762166168,4.62529189,4.712347876,4.835363206,4.723173552,4.365303243,4.366555831,4.108533112
AT2G41740,4.953411518,5.046590553,5.066680862,5.159397596,4.887992326,5.173344793,5.213564751,5.066680862,5.659524731
AT2G41760,6.112732133,6.154511683,6.157314071,6.154511683,6.154511683,6.03834305,6.219843587,6.14557458,6.185779448
AT2G41770,6.36887273,6.336003719,6.36887273,6.36887273,6.36887273,6.36887273,6.486227177,6.308725474,6.36887273
AT2G41780,6.172977289,6.062830513,6.320753051,6.520097098,6.480339843,6.301679199,6.55540225,6.305025706,6.065976803
AT2G41790,5.76419843,5.871771971,5.864625259,5.859481624,5.780816996,5.809043395,6.112578074,5.897598326,5.871771971
AT2G41800,6.741764602,6.144490359,6.088267466,6.898335312,6.891742462,7.260282119,6.51350547,6.413972345,6.692733763
AT2G41820,5.730104095,5.655396064,6.001518405,5.47031915,5.709950666,5.576985841,6.00440838,5.906857847,5.816480702
AT2G41830,3.531081372,3.564199409,3.689020194,3.735053768,3.498302585,3.94927439,3.679161492,3.791924237,3.80531649
AT2G41840,10.66330145,10.68124952,10.60097675,10.69631633,10.75840542,10.68124952,10.69844556,10.61110389,10.50233058
AT2G41870,3.457146533,3.449681918,3.600355995,3.45486966,3.382569058,3.45486966,3.238734352,3.45486966,3.591813679
AT2G41880,4.388139792,4.394863183,4.496069656,4.661914797,4.496069656,4.579248563,4.273420477,4.42541376,4.599578793
AT2G41890,5.402997801,5.196114908,5.196114908,5.170116824,5.054410177,5.031489792,5.146845525,5.254304931,4.987275554
AT2G41900,5.739444649,5.924431327,5.763259693,5.829347985,5.483690461,5.752254507,6.006797311,6.036115686,5.829347985
AT2G41950,6.640254358,6.843141751,6.596249845,6.574932064,6.932867964,6.356984104,6.499524505,6.447808445,6.574932064
AT2G41960,5.639846629,5.740286812,5.761612725,5.933141525,5.61404487,5.867934386,5.588282814,5.773735144,5.945372913
AT2G41970,4.646695768,4.201884996,4.689691274,4.391410884,4.652488727,5.321209041,4.529439083,4.633153345,4.678497026
AT2G41980,3.125920494,3.367404633,3.236361808,2.837358305,3.117302399,3.04022525,3.167678184,3.234735659,3.084450479
AT2G41990,4.020843428,3.97663798,3.786996959,3.611492079,3.799808419,3.314458199,3.480601638,3.515983393,3.58593782
AT2G42010,3.428759132,3.485320266,3.485320266,3.335612207,3.397482995,3.507177778,3.631716496,3.603514452,3.510979437
AT2G42030,5.06429328,5.28097243,5.137632988,5.241095613,5.115355516,5.207102149,5.207102149,5.309648171,5.027617758
AT2G42040,3.79416215,3.485320266,3.589742583,3.676160712,3.387972899,3.676160712,3.676160712,3.676160712,3.852074992
AT2G42060,3.128642146,2.74248317,3.116944559,3.127104113,2.878962799,3.161758556,2.878962799,2.760959642,2.800731252
AT2G42070,5.994817038,5.802873866,5.802873866,5.825047869,5.823278569,5.802873866,5.641376143,5.748906657,5.714287806
AT2G42080,5.114174504,5.097233416,5.110732641,5.114174504,5.231107924,5.151123958,5.114174504,4.997615883,5.132561431
AT2G42110,6.878707682,6.626623784,6.950685531,7.105205911,7.118378065,6.996570803,6.741011703,6.639548899,6.275577839
AT2G42120,5.464215102,5.542220393,5.585683479,5.538072216,5.649647327,5.403141913,5.510180163,5.349146124,5.334911924
AT2G42140,2.88754311,2.802738623,2.984086197,2.82366128,2.88754311,3.108834162,2.898005427,2.660887677,2.905460971
AT2G42150,2.82366128,2.802738623,2.758811218,2.82366128,2.953688098,2.82366128,2.605648808,2.823918944,2.943996416
AT2G42160,3.016040779,2.964519639,3.234293354,3.11767687,2.875896129,2.873735489,3.091320397,3.091320397,2.901442721
AT2G42190,5.600876651,5.681555064,6.133088116,5.670861151,5.921638081,5.658307595,5.855130934,5.814665367,5.585664163
AT2G42200,3.61772329,3.686815276,3.801530441,3.483274885,3.599370387,3.179069264,3.61772329,3.310619347,3.818668194
AT2G42210,9.50889333,9.438067104,9.451752322,9.375448783,9.514981786,9.35960916,9.429610533,9.392591233,9.427445982
AT2G42220,6.846777179,7.413670644,6.939140122,6.086949914,7.013604776,6.238646366,6.542453791,6.977679108,7.01931065
AT2G42240,2.54648805,2.769185675,2.556346751,2.586597198,2.788002105,2.556346751,2.540088563,2.566411344,2.556346751
AT2G42250,4.506978626,4.41655869,5.681766417,4.030333496,3.843490465,4.269577025,5.450512328,5.54642918,5.848853881
AT2G42270,2.99812836,2.79828246,3.075424754,3.288886119,2.488445225,2.764713397,2.933231473,2.79828246,2.438416786
AT2G42280,2.780602591,2.749893768,2.780602591,2.904677281,2.448893773,2.76735297,3.267105341,2.967690884,2.983021034
AT2G42290,3.377265735,3.431988407,3.824641793,3.587619191,3.779343733,3.241405949,3.79336352,3.47536733,3.286697125
AT2G42300,3.351482161,3.582546675,3.404518851,3.17289315,3.411673273,3.348249627,3.452121514,3.451534663,3.506646835
AT2G42310,9.193020109,8.936963431,9.118269765,9.135404398,9.390733576,9.118269765,9.057171082,9.153018455,9.101833834
AT2G42320,5.839102473,5.733024113,5.900298106,5.900298106,5.912389482,5.630255202,6.059477103,5.995653789,5.927402294
AT2G42330,2.72406741,2.764713397,2.84213579,2.650925218,2.769661428,2.80017574,2.730177778,2.764713397,2.973137734
AT2G42350,5.449509601,5.080718127,5.416258651,4.933312069,5.515882197,5.491192966,5.274360925,4.822028176,4.989582242
AT2G42360,3.11108428,2.829865044,3.137589441,3.07770653,3.007084944,3.103664183,2.90856053,2.795843227,3.007084944
AT2G42370,2.137623998,2.159587972,2.309707715,2.290992743,1.903630069,2.181597406,2.123545439,2.123545439,2.24145963
AT2G42380,2.557116518,2.56746681,2.6383067,2.567415845,2.628536834,2.536051787,2.436192751,2.576459192,2.576459192
AT2G42390,6.218032407,6.056812623,6.147713344,6.341451177,6.163484899,6.268770755,6.149024187,6.174127539,6.070509119
AT2G42400,3.726483991,3.970407501,3.845154342,3.858624344,3.85175607,3.992032721,3.91400616,3.858624344,3.858624344
AT2G42430,3.824528032,3.752681668,4.025826751,3.615421242,3.760573581,3.879086067,3.68533539,3.556094312,3.756753051
AT2G42440,2.469254502,2.469254502,2.469254502,2.469254502,2.588535486,2.661954433,2.375209708,2.43402205,2.497654729
AT2G42450,4.991310702,5.124570129,4.89380899,5.170116824,5.101406971,5.055996651,5.101406971,5.101406971,5.124570129
AT2G42490,7.098181629,6.865945373,6.943020798,6.855363483,6.725615586,7.208096967,6.943020798,7.024602646,6.923986065
AT2G42520,3.895293131,3.953974333,3.93032386,4.007544992,4.096131053,3.875043743,4.007544992,4.036227722,4.302086209
AT2G42530,2.3865732,2.505936503,2.369211219,2.179080259,2.175419212,2.175419212,2.17750203,2.016495537,2.392784519
AT2G42570,8.430720116,8.085934377,7.981323358,8.586011502,8.284381395,8.677947858,8.204873542,8.240050626,8.265907549
AT2G42580,5.300987722,5.429967269,5.400448291,5.339352909,5.440535286,5.462607912,5.277670436,5.352925506,5.169930983
AT2G42590,7.609290861,7.77510123,7.671144612,7.517520379,7.574708033,7.422358056,7.620264099,7.726571866,7.623724678
AT2G42600,6.850314508,7.315181868,7.021077722,6.593583238,6.980875599,6.804427738,7.042952908,7.15087274,7.102837928
AT2G42610,5.320520344,5.828346728,5.742131091,5.082571972,4.988071318,4.344245959,5.624211284,5.423317939,5.331300215
AT2G42620,4.523700506,4.417381754,4.801468569,4.681253049,4.569463208,4.737443785,4.982481962,5.058333668,5.011019202
AT2G42640,3.651297134,3.654314812,3.932018517,3.748296844,3.748296844,3.748296844,3.998476392,3.777176814,3.435249989
AT2G42660,3.511269059,3.373596713,3.244493808,3.544451072,3.566345347,3.775968638,3.531081372,3.431483673,3.526652413
AT2G42670,5.186734201,5.143922275,5.301434164,5.489207122,5.271839159,5.353492033,5.324114748,5.201154692,5.292395795
AT2G42680,9.262544166,9.362861882,9.298524374,9.362861882,9.362861882,9.314079606,9.450329854,9.393992598,9.381081879
AT2G42690,4.545976068,5.13636987,5.113100919,4.584608169,4.992094616,4.643757303,4.992094616,5.148311677,5.113100919
AT2G42700,4.671038693,4.888505982,4.7729249,4.807136705,4.89894433,4.85017878,4.857837904,4.943291718,4.768221377
AT2G42710,3.465597046,3.512542432,3.304744722,3.381865987,3.371458551,3.286701843,3.608036304,3.465597046,3.582369013
AT2G42720,3.56484871,3.609545718,3.507367107,3.962752737,3.881504807,4.051214295,3.531081372,3.667023422,3.667023422
AT2G42740,8.254221341,8.114550364,8.090570309,8.378084712,8.262458368,8.261356434,8.031626964,7.995367565,8.06921855
AT2G42750,4.433448821,4.503815312,4.502130876,4.316357995,4.512128434,4.487137069,4.518840676,4.487137069,4.224246501
AT2G42760,6.704214222,6.266368765,7.048866505,6.607188609,6.545461994,6.90922184,6.607188609,6.525718389,6.323406416
AT2G42770,6.778608414,6.908244243,6.761719373,6.693501058,6.887197159,6.601409529,6.533361231,6.582030086,6.611678219
AT2G42780,6.556922346,6.453338954,6.492390072,6.490774574,6.455078418,6.485907626,6.561516398,6.290766678,6.401890846
AT2G42790,5.464215102,5.383194429,5.383194429,5.383194429,5.29180746,5.383194429,5.256281953,5.383194429,5.429194297
AT2G42810,5.841489287,5.728151935,5.643189844,5.754334752,5.731695016,5.754334752,5.754334752,5.699987369,6.020674586
AT2G42850,3.12568754,3.220289568,3.043370182,3.201580949,3.266932761,3.62921174,3.085924855,3.233012629,3.448761826
AT2G42860,2.604376666,2.644457608,2.565132217,2.547217445,2.491225062,2.608566623,2.715739161,2.545430964,2.565132217
AT2G42870,5.306013985,4.902697579,5.08490818,5.55181636,5.385113532,5.404921803,5.088081747,5.165689871,5.061115973
AT2G42880,6.085844357,6.240092616,6.235033404,6.199782664,5.929855731,6.165496204,6.342670454,6.300832154,6.020674586
AT2G42890,4.562507472,4.45146917,4.776723069,4.501629606,4.629026234,4.641945526,4.562507472,4.508359375,4.462230595
AT2G42900,3.051572322,3.051572322,2.965952348,3.142568959,3.299753989,3.228710733,2.674886857,2.603173963,3.012506875
AT2G42910,7.878008112,7.906966612,7.69710263,7.846614367,7.66822616,7.681441517,7.849416946,7.869587963,7.94379898
AT2G42920,3.512347364,3.512347364,3.689020194,3.434231419,3.692245347,3.512347364,3.508804358,3.468684774,3.512347364
AT2G42940,1.986898391,2.144899288,2.121417005,2.022811205,2.217189216,2.050152969,2.155767874,2.12330797,2.67076336
AT2G42950,3.622945776,3.561016009,3.46003941,3.582393162,3.705561606,3.509407882,3.505132261,3.681464364,3.850886152
AT2G42960,3.11108428,3.143530319,3.107696871,2.918643473,3.161498302,3.107696871,3.027901889,3.107696871,3.212747
AT2G42980,2.288178295,2.185140364,2.115181255,2.185140364,2.095745967,2.246439363,2.192326906,2.12321478,2.527101075
AT2G43020,5.490786834,5.627781799,5.627781799,5.460422263,5.586136671,5.565848259,5.708682878,5.719249626,5.800011082
AT2G43030,9.275737773,9.36593901,8.984043,8.578428052,9.372166655,8.551779455,8.425815037,8.586114341,8.571926967
AT2G43040,4.563040587,4.415443548,4.354480054,4.693238096,4.550204699,4.649713251,4.602955215,4.307096747,4.478036846
AT2G43050,3.175936413,3.051572322,3.019838756,3.095134237,3.482729636,3.445965858,3.049375151,2.959012763,2.936436483
AT2G43060,2.78998866,2.592807221,2.728319838,2.708409276,2.947834786,2.788082213,2.820461819,2.774037889,2.88097017
AT2G43070,4.808824447,4.808824447,4.354053567,4.908509266,4.808824447,4.785433828,4.6019649,4.808824447,4.900552604
AT2G43080,5.750836096,5.507870565,5.734056125,5.789456909,5.794646069,5.772043485,5.647017651,5.744993465,5.556502819
AT2G43090,6.642916231,6.710570586,6.172491167,6.534211815,6.652285904,6.462470643,6.500828857,6.363439096,6.425232253
AT2G43100,6.553569744,7.178853886,6.984004942,6.537761526,6.707073501,6.7099744,7.539641841,7.394638803,7.445485321
AT2G43130,4.367590767,4.367590767,4.367590767,4.565155704,4.307691186,4.722009012,4.4100932,4.130373781,4.334159885
AT2G43140,3.729735424,3.58279471,3.405410574,3.522291469,3.512035269,3.558186416,3.405732849,3.752046831,3.586019831
AT2G43150,2.338173921,2.254357045,2.290370339,2.452409923,2.577545095,2.222934773,2.338173921,2.461799775,2.318744377
AT2G43160,6.771580427,6.953142871,6.967939828,6.836560717,6.767667212,6.924863795,6.730425417,6.813933699,6.896163802
AT2G43180,2.467355499,2.330348689,2.332983615,2.332983615,2.394446371,2.282545386,2.336503919,2.301559675,2.258196533
AT2G43190,4.986972775,5.085402019,5.005577264,5.045526536,4.949450335,5.028258252,4.917421443,4.72650212,5.104490017
AT2G43200,3.189620384,3.159786604,3.177509524,3.313312783,3.228004055,3.228004055,3.020615545,3.491521635,3.294023484
AT2G43210,5.607087789,5.464113,5.695541886,5.64838206,5.64838206,5.888192978,5.624484846,5.742407011,5.147406439
AT2G43230,2.452274405,2.406099276,2.406099276,2.334855378,2.406099276,2.561510671,2.40316952,2.406099276,2.406099276
AT2G43235,2.770835863,3.031577114,2.808702246,3.03055177,3.111814803,3.031577114,3.125804944,3.031577114,3.011622606
AT2G43250,3.432285132,3.689020194,3.507113093,3.631813245,3.411673273,3.503257241,3.430922264,3.421219233,3.831406208
AT2G43260,5.261615167,5.192626479,5.651072389,5.582603179,5.572357378,5.424272889,5.424272889,5.669007534,5.18821557
AT2G43280,3.828290329,3.927631672,3.880220631,4.315936934,4.069074365,4.088882637,4.16409252,4.048286883,3.832430157
AT2G43290,5.557731214,5.228097108,5.32669428,5.490480285,5.349392459,5.377385937,5.467072583,5.474257024,5.540185889
AT2G43310,2.436067261,2.390251721,2.390251721,2.639200681,2.340158192,2.404312768,2.590963925,2.552372395,2.113030986
AT2G43320,3.513960706,3.365091623,3.634534515,3.470919944,3.411673273,3.520994153,3.678835778,3.450478315,3.801571817
AT2G43330,3.568936483,3.582546675,3.698965486,3.454555608,3.741785849,3.809254401,3.593264571,3.461527108,3.620920184
AT2G43350,5.199946599,5.062128096,5.205263957,5.212656183,5.291836513,5.134616894,5.199946599,5.110410214,4.99042785
AT2G43360,7.06845856,7.076713791,6.930974265,7.266089275,7.076713791,7.199939323,6.998012188,7.076713791,7.015888046
AT2G43370,2.669595582,2.867833429,2.727077827,2.772377287,2.551561843,2.732631484,2.548520799,2.517411456,2.406099276
AT2G43400,3.379818778,3.305002333,3.425639507,3.530016671,3.400669706,3.441322626,3.400669706,3.400669706,3.516226264
AT2G43420,6.795879213,6.762310149,6.575940573,6.681048863,6.762310149,6.730102575,6.810355432,6.755304155,6.762310149
AT2G43430,5.246782345,5.29152929,5.422289424,4.961925482,5.107088511,5.276142994,5.253843083,5.087498192,5.246782345
AT2G43460,11.32920868,11.11629525,11.24353526,11.37247329,11.37019957,11.27525497,11.15726445,11.15057936,11.20045685
AT2G43480,3.080672383,2.737315388,2.833110752,3.080672383,3.228710733,3.356693832,2.801213102,3.18166173,3.080672383
AT2G43500,3.277408108,3.293313661,3.597355694,3.274660967,3.277408108,3.277408108,2.93957712,3.47248471,3.326436917
AT2G43535,8.503693455,7.971940993,8.280599983,8.117317118,7.827250357,8.035792763,8.033003111,7.899213098,7.765692248
AT2G43540,5.994261883,5.627781799,6.068691407,6.084724787,5.86469601,5.702606835,6.00589508,5.879377807,5.823901667
AT2G43560,5.835494767,6.292646279,6.026347456,5.531951148,5.995731247,5.23003245,5.235009022,5.554788098,5.956396718
AT2G43570,3.756523807,3.389212622,3.759230269,3.682114593,3.662687183,3.859596753,3.577169025,3.538635436,3.662687183
AT2G43590,3.028708455,2.945158985,2.945158985,2.733050285,3.284686249,3.16297655,3.054501513,2.876064575,2.884585484
AT2G43600,3.035460413,2.688404168,2.833110752,2.868308357,2.984060227,2.833110752,2.556720373,2.75319826,2.882215043
AT2G43610,4.499942142,4.293756314,3.714214449,4.908509266,4.211064327,4.648156058,4.055638029,4.15962068,4.293756314
AT2G43630,7.158065954,7.016902032,6.925149043,6.914894736,7.182634837,6.843516717,6.627110379,6.736806205,7.086245539
AT2G43640,8.407956354,7.941356899,8.120620757,8.366822729,8.142712471,8.380223016,8.132646184,8.132036287,8.142712471
AT2G43650,3.061533694,3.070138612,2.968216547,2.824580295,2.894419635,2.65292599,3.07161368,2.867672284,2.730442825
AT2G43680,6.609817027,6.599690776,6.797514461,6.592467797,6.563856098,6.545270489,6.839768757,6.789010179,6.787712099
AT2G43690,2.403774977,2.344417955,2.431753726,2.454297324,2.359792965,2.39960465,2.256507495,2.346777946,2.312967638
AT2G43710,6.277806701,6.744116338,6.325526446,6.216182818,6.459224287,6.414875589,6.385556176,6.414875589,6.533403065
AT2G43750,7.951657615,8.290446673,8.178003619,7.840014665,7.893007409,7.865929348,8.029474005,8.066922376,7.918753256
AT2G43760,6.74916013,6.817500774,6.668197643,6.817500774,6.890456184,6.852779007,6.897935023,6.856477342,6.793693687
AT2G43770,6.231009357,6.33174067,6.036169922,6.173707488,6.393149954,6.287689428,6.287689428,6.147134029,6.20013229
AT2G43780,7.794064764,7.625311437,7.743770621,7.744320948,7.702405202,7.654674394,7.658302773,7.660778367,7.412283387
AT2G43790,4.81981568,5.022361915,4.812507537,5.08992857,4.994183483,4.882775149,4.876588013,4.820586303,4.946309104
AT2G43800,5.96710151,6.552199595,6.675377939,6.232169827,6.09552433,5.860035596,6.70854448,6.730107236,6.372394174
AT2G43810,7.238390209,7.214921287,7.091851118,7.375702604,7.305702516,7.161903146,7.039206645,7.144723074,7.11414509
AT2G43820,3.090129137,2.766954702,3.399859284,2.853350477,3.45486966,3.45486966,2.966644767,3.073107422,3.329874784
AT2G43840,2.505809821,2.603129731,2.547544107,2.547544107,2.587351974,2.547544107,2.565931035,2.324765194,2.460586866
AT2G43850,3.897398694,3.97173914,4.120492325,4.109357445,4.109357445,4.139871757,4.098091181,4.209214158,4.109357445
AT2G43870,2.189587514,2.113358725,2.038243147,2.113358725,2.109678554,2.267334487,2.024346719,2.113358725,2.113358725
AT2G43880,3.466718649,2.941072251,2.999288947,3.749145992,3.511831402,3.558186416,3.06258127,3.381880067,3.411673273
AT2G43890,2.271965612,2.227077019,2.014690626,2.114856839,2.267396405,2.067053536,2.141670397,1.934214712,2.116788819
AT2G43900,2.568036297,2.407515207,2.715534544,2.633778768,2.424041617,2.547544107,2.406099276,2.47228056,2.517865258
AT2G43940,4.579105041,4.545105977,4.359037568,4.735623335,4.958899554,4.563819667,4.577237708,4.563819667,4.563819667
AT2G43950,4.238003483,4.448008517,4.25675209,4.224350167,4.538170739,4.321117156,4.246589776,4.30750278,4.321117156
AT2G43970,7.62516569,7.529672219,7.619829179,7.513521896,7.590723279,7.78943046,7.845553341,7.789847621,7.673009698
AT2G43980,3.855817314,3.685812794,3.823307256,3.749145992,3.846365723,3.823307256,4.059025941,3.870469619,3.804573248
AT2G43990,3.038083673,3.004545844,2.950637906,3.063975117,3.017220009,3.091998447,3.021001581,3.021001581,3.021001581
AT2G44000,1.923506387,1.879145433,1.905996531,1.897378436,2.116404977,2.038455018,1.947448973,1.708960962,1.814681809
AT2G44010,7.689564867,6.98592264,7.494957349,7.100866102,7.136355004,7.501272296,7.026609177,6.934574396,6.521315199
AT2G44020,4.93690277,4.817260594,4.560613788,5.140756682,4.93690277,4.93690277,4.861111699,4.985573216,4.87534263
AT2G44040,5.82976494,5.604836047,5.371784893,6.123575139,5.935365727,5.604836047,5.448010108,5.54642918,5.604836047
AT2G44050,6.54613156,6.680936477,6.309692794,6.470065285,6.718335397,6.537023885,6.364988323,6.405215087,6.506514268
AT2G44060,8.026694178,7.893807439,7.689282075,7.646109693,7.762350696,7.871401371,7.974986499,8.00285247,7.991322859
AT2G44065,6.379224334,6.30583642,6.128976526,6.259301396,6.24406901,6.312359439,6.191369367,6.297167563,6.050483868
AT2G44080,5.925508457,6.610551635,6.62283412,6.367320879,5.966970012,5.985531544,6.377574597,6.462713754,6.08534011
AT2G44090,4.504589747,4.504589747,4.504589747,4.504589747,4.480220911,4.506346073,4.457595445,4.504589747,4.707731208
AT2G44100,7.76023472,7.770779664,7.740439187,7.719709534,7.731036109,7.770779664,7.998317011,7.91958421,7.899545217
AT2G44110,3.502709108,3.104056276,3.512347364,3.159222871,3.689716729,4.221451145,3.502709108,3.260024282,3.331252202
AT2G44120,10.60786087,10.46795235,10.44198951,10.57790265,10.55568418,10.65196967,10.46161973,10.48596553,10.3103343
AT2G44130,3.360557278,3.973318127,3.962475291,3.938974187,3.948360889,3.948360889,4.342528251,4.316841186,3.781218247
AT2G44150,3.885499617,4.170853625,4.21283901,4.36612429,4.415195691,4.106140208,4.140882675,4.170853625,4.297141125
AT2G44160,8.522133711,8.576911793,8.564143848,8.538302685,8.471505577,8.538302685,8.657206168,8.636819891,8.379446274
AT2G44180,5.70865233,5.483322418,5.717556419,5.53745478,5.67379487,5.60332444,5.578650543,5.464791378,5.646075354
AT2G44190,4.43202058,4.666333153,4.52112754,4.581633465,4.577237708,4.260635814,4.577237708,4.660032402,4.669513036
AT2G44200,3.706547786,3.433921443,4.106617473,3.922021875,3.804208894,3.664139427,3.836118167,3.960756571,3.804208894
AT2G44210,3.304342591,4.087493375,3.50973129,2.901176973,3.376229277,3.064635628,3.324302909,3.179510935,3.139873873
AT2G44230,2.798910212,2.76344787,2.721809285,2.768395901,2.78880501,2.873735489,2.67705553,2.681357427,2.768395901
AT2G44260,2.081017864,2.109672617,2.038243147,2.07475589,2.261327673,2.109672617,2.130793815,2.109672617,2.109672617
AT2G44270,5.542640688,5.449507349,5.56579262,5.524657152,5.482255303,5.578705949,5.524657152,5.392172574,5.659142791
AT2G44300,6.5959641,6.609195177,6.823661398,6.231037973,6.62292235,6.439613553,6.769612522,6.766880111,6.858604688
AT2G44310,7.994428675,8.000404605,8.138709295,7.925217361,8.009869315,7.916903108,7.919180317,7.996745834,8.073538348
AT2G44350,8.542897762,8.547571808,8.409062687,8.166445706,8.483408898,8.567375235,8.514925321,8.508703223,8.634934671
AT2G44360,6.8409725,6.552554361,6.932915111,6.985322466,7.010462868,6.801670136,6.61211297,6.684204196,6.660736399
AT2G44370,2.821325062,2.721556789,2.749721963,2.420409823,2.558421631,2.65292599,2.646765117,2.65292599,2.634270338
AT2G44380,4.831744533,4.470348194,4.643095475,4.512102683,4.745834936,4.948179474,4.546418929,4.862698576,4.437727864
AT2G44420,4.554741924,4.75096316,4.502338033,4.586798166,4.584617834,4.326569743,4.512832991,4.512832991,4.404189165
AT2G44430,2.920022903,2.663230543,2.61493863,2.644457608,2.663230543,2.663230543,2.613657369,2.250665632,2.581273738
AT2G44440,3.139281847,3.393205338,3.42692764,3.393205338,3.393205338,3.545661837,3.4987073,3.225548261,3.370684513
AT2G44450,7.173399726,7.310095132,7.066738106,7.409497829,7.168065412,7.432010645,7.3740049,7.238207074,7.022324878
AT2G44480,2.243055854,2.050152969,1.945076339,2.333683591,1.980152423,1.975160068,2.259172454,2.094613792,2.050152969
AT2G44490,6.726246992,6.711697803,6.781821303,6.439404487,6.486122299,6.663461351,6.379485047,6.475039701,6.434202234
AT2G44500,3.842214483,3.483182569,3.648940064,3.722522203,3.761602344,4.187217866,3.744358425,3.722522203,3.410150341
AT2G44510,3.888995046,3.62571914,3.391365481,3.670021198,3.672442341,3.679656141,3.530086381,3.62571914,3.512347364
AT2G44520,6.255110033,6.371198365,6.225052453,6.459262089,6.387373826,6.280261244,6.32695636,6.32695636,6.158263195
AT2G44525,7.217857143,7.271571585,7.177711662,7.175893566,7.080997718,7.22922503,7.259872157,7.177711662,7.164140206
AT2G44530,4.303344459,4.303344459,4.418032253,4.28307106,4.258168428,4.002927165,4.103246763,4.405546975,4.39085353
AT2G44610,7.089721407,6.832090658,6.570047641,6.830151447,6.778898599,6.842386542,6.803700712,6.824253721,6.897896758
