Analysis.Id,ZoneI_Rep1,ZoneI_Rep2,ZoneI_Rep3,ZoneII_Rep1,ZoneII_Rep2,ZoneII_Rep3
Tissue,Meristem_zone1,Meristem_zone1,Meristem_zone1,Elongation_zone2,Elongation_zone2,Elongation_zone2
