Sample.Name,Atha_Col-0_Root_Zone-I_Rep1_Array,Atha_Col-0_Root_Zone-I_Rep2_Array,Atha_Col-0_Root_Zone-I_Rep3_Array,Atha_Col-0_Root_Zone-II_Rep1_Array,Atha_Col-0_Root_Zone-II_Rep2_Array,Atha_Col-0_Root_Zone-II_Rep3_Array
AT3G45260,3.984688944,4.058519473,3.216030063,4.361833539,4.906847332,4.481323792
AT3G45280,2.012678967,1.950295962,1.972776629,2.844092373,2.93118068,2.78802981
AT3G45290,1.760956711,1.764029417,1.748592136,2.114508587,2.025767644,2.177073403
AT3G45300,6.246658144,5.472189547,6.275232618,6.108136208,5.571264301,5.446268139
AT3G45310,6.821769961,5.949365515,5.939114562,7.883975835,7.494340498,7.324948851
AT3G45390,1.759815282,1.425433646,1.43262631,2.011508164,1.866732193,3.073513572
AT3G45420,2.114530032,2.610953662,2.434026045,1.951062527,1.961202318,1.92595783
AT3G45430,3.848288257,3.998314248,3.40468269,3.331121885,3.145683797,3.702538035
AT3G45440,2.832837805,2.836779073,2.207228677,2.520288048,2.756501729,2.669575173
AT3G45530,3.109892626,3.309276158,2.877482421,4.759482238,5.213032754,5.396672917
AT3G45590,4.328485742,4.482504023,4.673185637,4.081756553,3.659595274,3.474756278
AT3G45600,5.29221991,5.372485972,5.360418567,6.197247642,5.400636665,5.670462497
AT3G45610,4.04998209,4.316565985,3.333753583,3.537867644,4.251365773,3.965848705
AT3G45620,5.735966267,5.09088787,5.767916151,5.016506032,4.963933836,5.203048286
AT3G45630,4.920606151,5.272947705,4.724403928,4.672756355,4.691344124,4.950924525
AT3G45640,6.194766154,6.345663197,6.642339826,7.795799863,7.684788379,7.887678095
AT3G45660,1.751227276,2.051520128,1.840160137,3.80307479,2.818743397,3.208874827
AT3G45680,2.071692418,2.105273142,1.956592626,3.210326957,2.694175452,2.262992921
AT3G45700,4.956839769,2.366736433,1.919286938,8.905229365,8.747147973,8.537025645
AT3G45710,2.557284907,2.084417076,2.401808063,6.707539566,5.976545826,6.21289882
AT3G45730,2.977731526,2.487740078,2.696144398,3.175841617,2.539092232,2.302804133
AT3G45740,5.460133281,5.578374173,5.291421935,4.669582359,4.968343466,5.029520121
AT3G45750,4.274627129,3.810731784,4.252097487,2.480216792,2.262992921,2.060791769
AT3G45770,5.801794682,5.644628225,5.222680016,5.222173076,4.933226796,5.210222059
AT3G45780,6.270126229,5.792092871,6.078407179,2.807307594,3.500909717,4.774691596
AT3G45830,4.481134894,4.787469487,4.809417895,4.542579085,4.494175717,4.37605915
AT3G45840,2.719801212,2.26510725,2.270013191,3.966939901,4.219041768,5.16646306
AT3G45850,4.849865446,4.746092388,4.78515262,2.832187476,3.32781007,3.896435146
AT3G45870,2.183850788,2.208831166,2.607059769,2.436118646,2.279491721,3.208874827
AT3G45880,1.837154673,2.34053179,1.786157885,1.825483835,1.825483835,1.821651447
AT3G45900,5.617117855,5.820032003,5.387289118,5.63811041,5.5919582,5.436527346
AT3G45930,9.716645514,9.805466752,9.854862779,5.770610586,7.045811379,7.055785698
AT3G45960,1.678513401,1.982725025,2.183225038,4.7100951,3.202309994,2.891086378
AT3G45970,4.625890214,3.787342584,3.567939881,8.636019019,8.347639994,7.496139915
AT3G45980,9.231804022,9.289602089,9.499683697,7.740100684,8.159998564,8.337580889
AT3G46000,8.115671022,7.758426333,7.697382133,9.145345988,8.78112254,8.669640047
AT3G46010,7.560073403,7.51335544,7.272016001,7.848204944,7.662347696,8.104253301
AT3G46020,2.20432536,1.919916228,2.277265949,1.56532818,1.569760102,1.623265159
AT3G46030,8.977908906,9.082259995,9.104808391,7.76890476,7.620096659,7.796508804
AT3G46040,9.166182006,9.182544732,9.245604965,6.783067342,6.773515808,7.052125881
AT3G46060,9.123908678,8.893005841,8.994427595,8.899967511,8.808627375,8.93762328
AT3G46100,5.776795926,5.711378957,5.989738563,4.910313094,4.845020737,4.473288829
AT3G46180,3.605527197,3.353438554,3.531611393,2.327118504,2.49605897,2.625280325
AT3G46200,6.449235178,6.348325247,6.277739395,7.124289929,7.19546429,6.536256089
AT3G46210,5.749875016,6.362740202,5.89394986,2.906449308,3.664041962,2.58193179
AT3G46220,5.055398731,4.369920688,5.221994961,4.361314013,3.822737096,4.728353594
AT3G46230,2.92548458,3.019818904,2.554702508,3.880178191,3.564883354,3.046543951
AT3G46270,3.176944292,3.50793899,3.12058483,4.406624456,5.573927918,5.440611311
AT3G46280,5.785650559,5.391990746,6.314333299,6.907076842,7.534728795,8.347088631
AT3G46290,4.552524547,5.113357046,4.817440398,5.346955539,5.721551939,5.858098329
AT3G46430,10.48992068,10.02831997,10.13321298,10.02805324,9.949608153,9.966090114
AT3G46440,7.412187994,7.38363423,7.412902859,7.480996935,7.477976213,7.426311531
AT3G46450,4.829642836,5.089772613,4.84782522,6.133166851,6.006858273,6.117957729
AT3G46460,6.277031073,6.111757034,6.656808938,6.488225381,6.389543137,6.725393528
AT3G46490,2.019341823,1.962469746,1.741907038,3.348406985,2.7429126,2.528257353
AT3G46500,2.325576645,2.299645232,2.083395066,2.471276341,1.711946165,2.023628467
AT3G46510,5.617919509,5.749656043,5.584086991,6.094814977,6.094023893,6.040079789
AT3G46530,2.517009279,2.255034916,2.158930656,2.18490853,2.245163859,2.146180788
AT3G46540,4.447852832,4.064620867,4.817253662,2.990657436,2.299654367,2.277632944
AT3G46560,11.23087527,11.27737421,11.32556579,9.228529483,9.500083061,9.964636226
AT3G46580,3.50161212,3.033515089,3.249992451,3.077468028,2.811360646,3.077468028
AT3G46590,5.759748648,5.332262688,5.965104147,6.382276922,6.054902316,6.158968181
AT3G46600,5.445585551,5.140647282,5.094151543,6.863000038,6.731805062,6.309486737
AT3G46620,7.006731898,6.844575969,6.79032598,7.589206612,7.312909143,7.332937173
AT3G46630,3.60623371,3.205805527,3.658669173,4.769340466,4.170098606,4.114900991
AT3G46660,2.378657973,2.652661456,2.656204139,2.258117314,2.7429126,2.500263572
AT3G46690,3.155712341,3.620957322,3.47234217,4.452150775,3.902667777,3.982354439
AT3G46700,2.642976116,2.849035362,2.496494083,4.250815902,3.012915163,2.997012131
AT3G46720,5.144450234,4.320915395,4.980363157,4.070437258,3.550429491,4.480405358
AT3G46740,7.271254537,7.617439096,7.633552155,6.415410915,6.300057871,6.308078512
AT3G46760,2.624662502,2.407484301,2.187143423,5.800353857,4.615334991,4.760054441
AT3G46790,4.986415063,5.283067358,5.397783767,5.395406829,3.898618432,4.118486928
AT3G46800,1.640278511,1.569497896,2.152612401,1.801333355,2.004416209,2.014074696
AT3G46810,1.920299711,2.278942895,1.995069485,2.242389722,1.967606668,1.946616604
AT3G46820,5.613930545,5.410830616,5.293262687,5.670162231,5.280583097,5.790116245
AT3G46830,8.367389114,8.227949875,8.048115631,8.695827027,8.909707545,9.214513075
AT3G46900,2.742563947,3.009465611,2.797030513,6.517747556,6.532622315,4.935842383
AT3G46920,5.712427117,5.366733127,5.125709815,3.948812226,3.037336294,2.622271238
AT3G46930,4.408703694,4.841130122,4.456378897,5.575961622,5.445585551,5.502045817
AT3G46940,6.348782112,6.167990599,6.098936508,5.624842746,5.103936585,4.772418865
AT3G46960,6.564244289,6.807322619,6.379854321,6.482765987,5.622221952,5.18650983
AT3G46970,5.992234148,6.264954434,6.037566692,4.247568594,3.432877942,3.423880593
AT3G46980,2.636376534,2.850622713,2.848488104,2.76118274,2.539121145,2.629813277
AT3G47000,5.030443671,5.201123139,5.573133053,6.376643685,6.444592122,6.253117662
AT3G47010,2.743995248,3.009591561,3.128125661,2.436301553,2.617654565,2.837432825
AT3G47040,2.337718147,3.195222985,3.079482642,5.231357282,4.128808864,3.74938176
AT3G47060,3.736348006,3.706946522,3.91562771,3.766641122,3.469759508,3.461021158
AT3G47070,4.710558917,3.885240432,3.939283698,4.770660006,3.652601147,3.106267522
AT3G47080,3.909832322,4.202924194,3.819817702,3.337881272,3.388750271,3.430399265
AT3G47110,2.079238098,1.940367795,2.479741574,2.719231487,2.726167966,2.294965048
AT3G47120,7.973179753,7.836688624,7.730942413,6.790938371,6.629743143,6.730439101
AT3G47160,2.822193559,2.547357431,1.960073761,5.030413856,4.457468694,4.349841656
AT3G47180,1.825697389,2.425679759,1.760553855,2.153813452,2.450608966,2.001735499
AT3G47210,4.360493254,4.348263612,3.814079237,6.170144488,6.816357922,6.302812876
AT3G47290,3.900875466,3.683973061,3.335157489,3.926429937,5.187396355,5.334789716
AT3G47370,11.04552971,11.35041239,11.26471045,9.647129553,9.720665636,9.851769441
AT3G47380,2.463078453,2.580002175,2.465377783,2.625213034,2.327224168,2.345937925
AT3G47390,3.986180754,4.030021196,3.924470664,3.056996725,3.149764552,2.821145378
AT3G47400,3.969074678,4.093500432,4.364711705,4.057109429,5.646382473,5.753842964
AT3G47420,1.661770949,1.610897687,1.634405977,3.430281887,1.908849008,2.241900074
AT3G47450,3.189075547,3.556850057,3.444802745,2.772586559,2.259541122,2.538784779
AT3G47460,2.31969844,2.56505688,2.714195769,1.87136048,2.083353202,1.59882039
AT3G47470,4.970989476,4.321975809,3.912036572,7.050536462,6.422966735,5.221342605
AT3G47490,5.222310553,5.14617136,5.407179895,5.111753364,3.965173575,4.720394642
AT3G47500,2.561561124,3.145087692,2.619269871,3.128249559,4.264684689,3.7741341
AT3G47510,2.848147795,2.901565959,2.503824438,4.355066957,4.030017909,4.312281499
AT3G47520,7.689317975,7.64787259,8.186617258,6.704684299,6.920124335,7.267377277
AT3G47530,4.583061291,4.801258056,4.26877641,4.2392856,4.192198318,3.786172436
AT3G47540,3.069549237,3.428922697,3.616241162,6.481614939,6.138627272,6.110553989
AT3G47550,4.688100343,4.447063159,5.011998045,6.341054624,6.136533702,5.74499525
AT3G47560,3.978716241,3.622740437,3.912144258,5.454497129,4.900703503,4.528151859
AT3G47570,2.714814306,3.078943021,3.228940487,3.243736236,2.915014619,2.892277268
AT3G47590,6.918002922,6.902163993,6.709725114,6.05340745,5.954019605,6.281557533
AT3G47610,6.75037965,6.209414434,6.354973941,6.225181359,5.512724138,5.738082772
AT3G47620,5.749788536,5.172397753,5.538047347,7.058347092,7.201587991,7.120703788
AT3G47630,3.944138816,3.63988152,3.60684101,3.182023298,2.864461483,2.671099698
AT3G47640,4.581669087,4.041185945,4.714641394,3.671072334,3.259999586,4.286155507
AT3G47650,5.8182784,5.700442287,5.596007267,5.293642623,4.866371507,4.838094103
AT3G47670,2.874539597,2.236643402,2.592414011,3.912162439,3.963039011,4.146320336
AT3G47700,7.389593161,7.229914703,7.289201908,6.851190549,6.943113818,7.294322693
AT3G47730,5.343268626,5.222096236,6.031238736,7.743175163,6.869042896,6.982523265
AT3G47740,1.456214246,1.630091811,1.664618566,3.928513149,3.46119606,4.147226543
AT3G47770,2.272638542,2.567713265,2.759149806,4.432933564,3.732655514,4.235756455
AT3G47780,4.951691048,5.151631743,5.367944226,6.934407555,6.460157565,6.111834939
AT3G47800,4.435816363,4.278121885,4.881299919,3.032950185,2.645516546,2.746083247
AT3G47810,8.198843502,8.07673128,8.174916643,8.617675631,8.502731226,8.546169793
AT3G47833,7.944251734,7.578471254,7.571480406,7.690322109,7.498222166,7.867426173
AT3G47836,9.199651493,9.102318835,9.316207383,7.972314978,8.048345445,8.355045955
AT3G47840,3.85795302,4.009204551,3.613395362,2.838416316,2.7088331,2.70515992
AT3G47850,4.519434738,4.426985768,4.262443419,4.490231352,4.337806077,4.110132351
AT3G47860,4.79150986,4.000062904,4.582902146,5.604261263,5.813151798,4.93771578
AT3G47890,6.339785929,6.504674137,6.271745278,5.460486148,5.669375346,5.293262687
AT3G47910,2.165308039,2.549651603,2.128668842,1.793315189,2.094131672,1.752731239
AT3G47930,8.31146379,8.433332179,8.40974986,6.920666878,7.219719417,7.465614367
AT3G47940,4.370743472,3.915844349,4.644204245,3.112259568,3.511246491,3.736448261
AT3G47950,2.36137671,2.234340962,2.122049942,2.206326466,2.170507963,2.389848232
AT3G47960,5.089572519,4.71425545,3.753410571,7.13516861,6.469474075,6.771197172
AT3G47980,2.740419971,2.998242294,3.111765719,2.933722447,2.69180107,3.376029029
AT3G47990,7.430151871,7.435154076,7.492605148,7.60572833,8.027043681,7.739496677
AT3G48000,8.91026626,8.837342065,8.808728138,6.479453793,6.017253263,6.072332635
AT3G48010,1.595308435,1.542960652,1.308464418,1.549582018,1.447787157,1.683241534
AT3G48020,2.475372061,2.351772517,2.555243158,3.458207456,2.494258569,2.981445767
AT3G48030,2.129082368,2.111962576,2.124192415,2.86353024,2.383222792,2.403308039
AT3G48040,5.381218247,5.059459639,4.876631214,3.899455759,3.93186774,4.145704709
AT3G48060,4.596805452,4.719599673,4.618359454,4.69843312,4.875301005,4.939473488
AT3G48070,3.948887379,3.783757768,3.195244049,3.577603653,3.962730754,3.517866157
AT3G48090,6.96512664,6.385232061,6.564592864,6.725434373,6.813477831,7.1122453
AT3G48100,6.212627979,6.010461928,5.142820522,6.470016637,4.503173942,5.228389934
AT3G48110,5.591958339,5.852425627,5.77914451,4.135754049,4.081651762,4.607092745
AT3G48120,6.17917402,6.61254128,5.971460844,5.687286497,4.902595229,5.589058634
AT3G48140,10.77767703,10.59673725,10.75754094,11.22855602,11.24475017,11.35805843
AT3G48150,5.385109794,6.224383381,5.882465119,4.080384002,4.227532932,4.236125067
AT3G48170,7.460597464,7.104022283,7.304030832,7.192842143,6.899167528,6.560624177
AT3G48185,4.616006921,4.552539514,4.720401319,5.244623361,5.648557056,5.594989158
AT3G48190,4.638913917,5.403535764,4.966600701,4.167550744,3.836035601,3.411956045
AT3G48210,6.953841014,7.104520836,7.067126736,4.569223567,4.45839339,5.196255688
AT3G48250,4.396147179,4.87611232,4.312304026,2.461381723,2.341515003,1.809258094
AT3G48350,2.168971929,2.04503215,1.876312015,2.680872998,2.851588466,2.556933219
AT3G48360,1.602244841,1.827309683,1.984223984,2.561014672,2.23641114,2.141610637
AT3G48410,3.009743456,3.015168207,2.661871532,2.60350692,2.356981454,1.766713601
AT3G48420,3.138569916,3.36995691,2.629390991,2.754797952,2.558278063,2.751495632
AT3G48425,4.638913917,4.600504522,4.678037907,4.163151625,3.914254364,4.300887911
AT3G48440,2.581410864,3.268273801,3.121964358,3.277598282,2.25307318,2.173103264
AT3G48460,3.093981342,3.253507082,3.179616269,2.151094006,2.151174069,2.278736122
AT3G48480,2.006365079,2.035892188,2.065835996,2.104201255,1.817116796,1.831795756
AT3G48490,4.801938528,4.046257788,3.797736501,3.423563085,2.042761817,3.046835043
AT3G48500,5.460541684,5.350123206,5.536095694,3.285168893,2.836396874,4.514567711
AT3G48520,2.904618865,2.99332034,3.17579385,5.370852553,5.297314269,4.4170555
AT3G48530,6.38818001,5.337344914,6.135479095,8.109414569,7.622968452,7.221057853
AT3G48540,5.097239425,4.875441345,5.05234621,4.477415015,4.205418773,4.367514619
AT3G48550,6.153394697,6.366504378,6.568830365,5.703731297,5.783367393,5.881003415
AT3G48560,8.766815929,8.801427291,8.782460441,7.563920862,7.595354339,7.491043892
AT3G48570,6.620036147,6.832786503,6.447691062,6.778530276,6.769980302,7.334918174
AT3G48600,3.825097193,4.042771367,3.719859745,2.876414943,3.26703012,2.443844543
AT3G48610,1.930861632,2.06323674,2.542708151,1.58066587,1.499876545,1.936251527
AT3G48680,6.817499094,6.356315278,6.326873455,6.655680139,6.4526525,6.559161869
AT3G48690,5.329784615,4.217092833,4.578935016,5.010289269,4.316647276,4.347302535
AT3G48700,4.003562612,4.422120386,3.919602403,3.741871019,3.548153501,3.731781214
AT3G48710,4.019918634,3.539991818,4.230726423,2.358674485,2.235070099,2.262992921
AT3G48730,4.802694287,4.827319925,5.120666736,4.303459169,4.194067711,4.060715466
AT3G48740,1.944205663,2.271846175,2.053619654,2.223998536,3.663068876,2.055521776
AT3G48750,6.597213295,6.731785806,6.83445867,6.414122812,6.157372097,6.61520179
AT3G48760,7.115992269,6.952762329,6.809239553,7.73860842,7.83005054,8.09172749
AT3G48810,4.661599404,5.54322791,4.686347063,4.488695354,4.091128408,4.330103456
AT3G48860,6.685612505,6.842325918,6.602220859,6.40323046,6.221938836,6.617911685
AT3G48880,5.696876623,5.808809296,5.840479074,6.598659778,6.586466097,6.498251594
AT3G48890,5.999541434,5.596503921,5.702426804,6.270792443,6.117784804,6.484436397
AT3G48900,3.320724249,3.185595564,3.456984708,2.572434718,1.948475674,1.805800201
AT3G48920,1.892523883,1.935585786,2.136085799,6.560405238,4.839451419,5.121785881
AT3G48930,11.05868825,11.04829537,11.13558343,8.907189163,9.390807923,9.358559366
AT3G48940,2.692141466,1.933997387,2.225706974,7.121682889,7.932254808,7.403296751
AT3G48970,3.476306801,3.611575469,3.241602613,5.349701806,5.145176626,4.78620221
AT3G48990,7.553688436,7.036408853,6.937838836,9.903371769,9.351419162,9.634723393
AT3G49000,5.951681647,5.900310434,6.128354164,5.313795607,5.511620467,5.335547982
AT3G49010,11.13527055,11.25149842,11.22669644,9.35874849,9.754398978,9.801121395
AT3G49050,5.718427323,5.747122081,5.974079609,4.970229452,5.326353142,4.952173092
AT3G49060,5.291421935,5.217152373,5.417099032,5.654890338,5.652962376,6.102512633
AT3G49070,2.188037199,1.984343849,2.056232253,4.411066486,4.237482235,3.038343764
AT3G49080,7.994340904,8.18909596,8.178848996,5.725728137,6.218164084,6.253472707
AT3G49100,6.782874475,6.465248617,6.394123259,4.495147654,5.394158801,5.088346759
AT3G49120,1.750078498,1.966781769,1.424134418,7.071611681,5.018655137,3.794739337
AT3G49140,4.411276927,3.974273966,4.215716764,3.861846588,4.004244996,3.67449715
AT3G49160,2.595505752,1.753162071,1.890068719,2.258117314,2.356070326,1.634581065
AT3G49180,5.817036089,5.753900516,5.571502199,3.724782176,3.634354731,3.746281938
AT3G49190,3.698601273,4.43500875,4.494090473,1.561519048,1.940555498,2.077169378
AT3G49210,2.895828311,2.424901171,1.841151789,6.544703041,6.405396985,6.462177641
AT3G49220,7.491580162,7.431331393,7.425536446,8.482457329,9.349318476,9.361130942
AT3G49240,7.401228548,7.538150683,7.532342316,4.737583151,4.717821833,4.186812179
AT3G49250,5.028721237,5.081107695,5.085732066,2.755940035,2.997349025,2.746945886
AT3G49310,6.528209497,6.519669956,6.510612025,5.254771322,5.532805303,5.878907661
AT3G49320,5.092737007,4.217246607,5.248043631,3.975186162,2.646967313,3.149980092
AT3G49350,4.919023826,4.161344201,4.779600657,6.032288579,5.80862912,5.084361956
AT3G49360,2.533806924,1.708971254,2.798264606,3.405109791,3.277641182,3.004792425
AT3G49370,4.1604902,4.098754149,3.889564072,5.25426576,5.741880182,5.269771465
AT3G49380,3.449228615,3.226578761,2.935430285,3.74386715,3.904007432,3.959457557
AT3G49390,5.570196309,5.025234675,5.481719729,5.608397872,5.722113957,5.800263599
AT3G49400,3.202950032,3.06695666,3.618977468,2.914022734,2.978488783,2.757602107
AT3G49430,7.101844822,7.77812104,7.587809493,6.118952716,6.157493405,5.839295572
AT3G49470,8.494893025,8.366945871,8.490024918,6.972574792,6.943718223,6.830764939
AT3G49490,5.639936334,5.272224846,6.22398526,6.435546701,6.573333674,6.069242124
AT3G49500,5.292074089,5.269771465,5.513586677,4.097186981,4.367593135,4.099538477
AT3G49530,6.575142712,6.644044742,6.89123773,7.425767894,7.41615677,7.509279887
AT3G49560,5.561564562,5.182134369,5.330358037,5.291254318,4.831792818,4.684440264
AT3G49590,4.986960118,4.618443417,4.654711606,6.841429505,6.099375871,5.623824873
AT3G49600,4.42577577,4.844750056,4.761848727,4.002289055,5.18640334,4.033322097
AT3G49630,2.781703654,2.952216804,3.73364821,2.271677214,2.600690456,3.091449301
AT3G49640,5.287860464,5.18550478,5.681052555,3.655855307,3.579022476,3.879272907
AT3G49650,2.676400294,3.094392464,3.358508236,5.40175572,3.696087521,4.320239368
AT3G49660,3.432221672,3.708363547,3.853008549,1.924063092,2.009628715,1.951637394
AT3G49670,4.938116579,4.924235003,4.478790545,4.008434901,4.127636119,3.64755172
AT3G49680,7.09681329,7.45543464,7.406669403,6.035731151,6.001871422,5.826190903
AT3G49690,1.798296314,1.869759623,1.823904333,2.704404453,2.08950499,1.842405863
AT3G49710,3.829707171,4.302670418,4.533881242,2.643401013,3.221283491,2.744891054
AT3G49720,9.082373507,9.13331668,9.36250704,6.951860734,7.892655287,8.673798393
AT3G49725,5.166550444,5.291421935,5.466536593,3.619849902,3.369405422,3.398226483
AT3G49740,2.670733326,2.476778263,2.617029648,2.189217165,2.116475681,2.097243995
AT3G49750,3.845833301,3.798780992,3.442927494,4.589761768,5.174621174,5.094365851
AT3G49760,2.179426117,2.212906454,1.995069485,5.151032951,3.524586316,4.371654168
AT3G49780,1.693303306,2.08026265,1.576790724,5.142292109,5.661373674,5.60137125
AT3G49790,2.475474082,2.438341557,2.470751833,3.463848344,2.915014619,2.886323734
AT3G49810,6.649186424,7.204039038,6.864532152,5.077223554,5.136398093,4.026705717
AT3G49820,2.617091965,2.407801793,2.658314888,4.763471982,5.109071076,4.190390028
AT3G49845,5.969198722,5.854511624,4.888336154,7.228963029,8.141106577,8.333412169
AT3G49850,3.896055335,3.876448,3.622597328,3.880178191,3.319248848,3.489390001
AT3G49860,2.906148496,3.084363274,2.542596505,5.626130037,6.571318877,5.894730535
AT3G49880,4.090402907,4.003465459,3.880119037,4.607863855,4.703310659,4.488926223
AT3G49890,6.705332536,7.663743275,7.505753605,5.281628734,5.854698964,5.397314299
AT3G49900,3.423324375,3.76001277,3.536584142,2.756367074,2.594926095,2.59496
AT3G49910,10.84507985,10.82166464,10.69209915,8.947933359,8.692371008,8.933406481
AT3G49920,3.51588736,3.232533546,3.121055709,2.713540804,3.161969743,2.865774504
AT3G49930,4.597960793,4.210194884,3.782137094,5.165285658,4.914587524,5.087597729
AT3G49940,6.015628678,5.092050514,6.030029989,7.347488554,7.121947339,7.282314918
AT3G49960,4.392133944,3.116192233,2.431766087,9.782992318,9.505914842,9.805624167
AT3G49990,7.317251357,7.373268246,7.454314443,5.41022291,6.045069144,5.653935428
AT3G50000,7.992019319,7.579947266,7.786173475,7.657683931,7.567993596,7.605890642
AT3G50010,4.237279191,4.10358165,3.811010832,3.166974609,3.365995938,3.561997508
AT3G50050,5.422283468,4.736403693,5.383579979,3.552056058,4.435118257,4.399665633
AT3G50060,3.029425023,3.659595274,2.637663814,3.422273522,3.072445745,2.838100848
AT3G50070,3.847878202,4.378646882,4.231433314,3.422553015,2.836246945,2.61848509
AT3G50080,6.579615071,5.963633182,6.310574455,5.431904876,5.358521154,5.067145515
AT3G50110,6.276818577,6.269908494,6.70075025,6.207802394,6.135720998,6.691844273
AT3G50120,1.937688319,2.137472856,2.179226891,2.42027372,3.069549237,3.038343764
AT3G50130,2.302866883,1.962659209,1.461937936,2.838416316,3.214966649,4.3894996
AT3G50140,2.816463413,2.617862372,2.185251527,3.589438173,4.345089242,4.737934261
AT3G50150,2.236622341,2.125596839,2.137826679,2.099525416,3.203648556,3.00347206
AT3G50190,2.511687551,1.995069485,2.659231212,3.442603743,3.482248553,3.5164396
AT3G50210,6.579770716,6.781308981,6.609026519,6.273463429,5.832694709,6.32568889
AT3G50220,2.414432657,2.482225697,2.390087864,2.848252879,2.690399491,2.752735796
AT3G50230,3.204659295,2.41392017,3.492392802,2.099525416,2.095982733,2.407484301
AT3G50240,3.634385832,4.281942835,4.789722167,3.250496409,2.500587237,2.456198436
AT3G50260,3.389889947,3.669856056,3.735889739,5.79935848,5.228435399,5.770730164
AT3G50280,2.418417609,2.313640315,2.180999923,3.269823821,3.658386625,3.164680907
AT3G50300,6.733303853,6.861429208,6.276677861,8.56799961,7.815525921,8.029454103
AT3G50340,5.673457166,6.207139096,6.067193581,6.443979453,6.058539567,6.370814282
AT3G50350,2.484994712,3.221457072,2.85232659,5.650044666,5.852672001,5.481010493
AT3G50360,7.881260548,7.644045005,7.61121707,7.148864031,6.990935116,7.433106286
AT3G50370,8.845726197,9.12060745,8.776689846,8.429876756,8.688954846,8.738258566
AT3G50380,5.23891286,5.074739651,4.552779622,4.485506816,4.63756833,3.823997092
AT3G50420,2.295706624,2.151272819,2.417072686,1.686182262,1.497887212,1.755203648
AT3G50430,3.327798992,2.921110764,3.070967622,2.490916541,2.726121985,2.971197231
AT3G50440,3.378332089,3.474963713,3.383952146,3.296891129,3.474963713,3.47294018
AT3G50500,6.697433608,6.524653596,6.167099323,7.25760533,7.286520246,7.185031147
AT3G50520,7.000522918,7.089890553,7.009926497,6.432705021,6.465096547,6.298529446
AT3G50530,5.421190078,5.216792502,5.20690816,5.07520761,5.539736606,5.260696475
AT3G50550,8.655562369,8.488716571,8.450314726,7.32516138,7.48679649,7.707473945
AT3G50590,7.338622919,7.655477358,7.492471967,7.29982737,7.615673037,7.718634476
AT3G50620,5.00588542,4.930901398,5.019472506,4.956903285,4.633693681,5.184787173
AT3G50630,5.588756664,5.307622767,4.82111911,6.278929352,5.794888862,6.931319939
AT3G50640,4.501892897,3.816421328,3.756235757,2.023390964,2.533840305,3.608323457
AT3G50650,3.25763978,3.129668472,3.012439209,3.667305883,4.011272808,4.079041669
AT3G50660,4.927637046,4.957037752,4.66292872,6.660454779,7.412764503,7.132960596
AT3G50670,8.953054721,9.15088051,9.077699388,7.577169672,7.988389312,7.847819169
AT3G50685,4.630557698,5.062379008,4.673899821,4.891410604,5.255665007,4.730672796
AT3G50690,8.902288095,9.03580974,8.755211672,8.685948045,8.337628853,8.315818813
AT3G50700,1.891706211,1.891118268,2.00877613,2.123013737,2.23975431,1.684226114
AT3G50740,2.221929419,2.173371378,2.701157939,2.622129565,2.459994984,2.778007328
AT3G50750,2.049939602,2.156568539,2.240302766,2.281035942,2.191677006,1.814830194
AT3G50760,3.83215113,3.66866698,3.607390917,3.377612704,4.19349699,4.84364434
AT3G50770,1.798464071,1.483496791,1.826672752,1.757082958,1.709435371,2.196363151
AT3G50780,6.021085873,5.455457664,6.017693468,6.385982662,7.018466416,6.892701432
AT3G50790,3.516889066,3.497006605,3.97488332,3.213627037,2.897667509,3.465601183
AT3G50810,1.931511642,2.133771255,1.96543129,4.514804009,4.442934649,4.611074161
AT3G50820,2.933781347,3.332948058,3.356975327,3.714593705,3.4394563,4.005056606
AT3G50830,2.095982733,1.670018635,1.718385232,4.964761831,4.631012043,4.846683434
AT3G50850,3.293862163,3.449322848,3.629960818,3.91526935,3.699863161,4.584547034
AT3G50860,5.415160242,5.020126789,5.274180166,5.052308541,5.020126789,4.887354168
AT3G50870,3.381905859,4.50221565,3.908534198,2.331009918,2.095982733,2.554702508
AT3G50880,3.446328893,3.913303559,3.685565926,3.291668273,2.980812469,3.607565745
AT3G50900,6.300032957,5.542531244,6.144846922,3.586597212,3.663161531,3.34306095
AT3G50910,5.878123884,6.008297106,5.597069413,6.00315981,5.907107018,5.68937786
AT3G50920,4.302323665,4.46297264,4.457183595,3.313410649,3.48873666,3.291914324
AT3G50930,3.620214688,3.061397763,3.063067557,4.723631116,4.631686048,4.316634935
AT3G50950,3.20532058,3.556850057,3.426423963,5.045293294,3.492826674,3.099036245
AT3G50960,7.571688894,6.937125342,7.062097275,6.849657658,6.870320361,6.599342182
AT3G50970,6.223187681,5.704956859,5.701406914,8.808172771,8.219635135,7.459003648
AT3G51000,6.062059539,5.833377195,6.492243903,5.638207797,5.002347941,4.598401228
AT3G51010,8.400948748,8.541659026,8.227036987,6.986011132,6.658862434,6.528344897
AT3G51030,6.188854346,5.878531153,5.996282817,6.193314839,6.43174112,6.305436393
AT3G51040,6.486423809,5.906851522,6.334490736,6.340926068,6.144054601,6.510120444
AT3G51050,7.265425646,7.144637616,7.20553824,5.980260343,6.807951701,6.805335579
AT3G51090,2.363465999,2.320184616,2.182439648,2.218246562,2.035019694,2.068773152
