Sample.Name,Atha_Col-0_Root_Zone-I_Rep1_Array,Atha_Col-0_Root_Zone-I_Rep2_Array,Atha_Col-0_Root_Zone-I_Rep3_Array,Atha_Col-0_Root_Zone-II_Rep1_Array,Atha_Col-0_Root_Zone-II_Rep2_Array,Atha_Col-0_Root_Zone-II_Rep3_Array
AT1G01010,2.478917679,2.27513698,2.288082974,4.526576002,4.114460264,4.112661429
AT1G01040,7.306583878,7.43823725,7.387299698,8.152776716,8.578633322,8.22822274
AT1G01050,7.891127572,7.561273964,7.881097096,7.101089561,6.944240773,7.257550555
AT1G01070,2.259474736,1.950450176,1.754140788,5.208821995,5.790675244,4.978553968
AT1G01080,1.941317017,1.19501057,2.017682189,2.439063925,1.98470693,1.802163863
AT1G01090,9.529085455,9.544893102,9.591858423,7.708250628,7.89661335,8.126676209
AT1G01100,10.56950783,10.41595498,10.50556432,8.594816437,8.603537,8.899302404
AT1G01110,4.964815107,5.157207813,4.536788088,2.820870763,3.384814249,3.455067449
AT1G01120,2.182802867,1.60093146,1.935292886,6.217868787,5.182163342,5.112062163
AT1G01140,1.920269572,1.841565854,1.796862338,4.473018165,4.725652914,4.826672413
AT1G01160,7.4549312,7.502652845,7.591082876,6.886984548,6.144916061,6.23122455
AT1G01170,3.428286996,2.990405869,2.812333285,3.139530997,2.884914535,2.681215218
AT1G01200,4.117421454,3.896373837,3.8938648,5.099491416,5.214949558,5.172292358
AT1G01210,9.169044231,9.618717057,9.358238943,7.380575902,7.607057043,7.703071594
AT1G01220,4.546761764,4.933858217,4.699169156,4.431539758,4.49701908,4.365240019
AT1G01225,2.215835536,2.728840585,2.482297204,2.334918981,3.470688903,1.919286938
AT1G01230,6.335236671,6.316602904,6.213517889,6.521394618,6.653947038,7.028467262
AT1G01240,2.834331855,2.572248282,2.04982648,3.631872043,3.088071402,2.053339743
AT1G01260,4.531775999,4.694049598,4.76393317,4.107217695,3.516338971,3.951912013
AT1G01290,5.428473921,5.330179427,5.135842003,4.332424009,3.931148738,4.712254703
AT1G01300,5.566607965,5.636819869,5.587213157,4.510980263,5.712543751,5.695521212
AT1G01310,2.252624271,2.648497009,2.230123937,2.310060192,2.058229155,2.385600782
AT1G01320,3.969890534,4.689019018,4.388086521,2.833120082,3.679009842,2.786488305
AT1G01340,2.2267763,2.370640588,2.301140156,5.276474014,4.806531804,4.53977205
AT1G01360,6.057080201,6.236542561,5.772607035,6.748128829,7.331987779,6.880908977
AT1G01370,5.668132049,5.658215927,5.471330543,2.427796499,2.504051032,4.089193282
AT1G01380,3.466288289,3.790726351,3.614333162,3.332079926,3.747772078,2.886323734
AT1G01430,6.352759652,6.189094525,6.052581548,6.11179741,6.805464827,7.301875412
AT1G01440,4.359042456,4.567984079,4.376062611,5.691294475,5.422010503,5.152510638
AT1G01450,3.583210197,4.202924194,3.931664728,3.738355659,3.903788568,4.771722381
AT1G01470,3.771388027,3.893696989,3.693861326,6.061243716,5.638248365,5.751846152
AT1G01480,2.064152031,1.944905361,1.93318402,4.552920895,4.433448974,3.45962608
AT1G01490,8.826145347,8.355922484,8.466095774,7.988049579,7.361167901,7.193538305
AT1G01500,5.205351225,5.008081439,4.940189332,5.843726049,5.953491121,5.515738799
AT1G01510,6.798543855,7.058137781,7.111991429,5.454860128,5.83279896,5.993435185
AT1G01540,6.887570236,6.656205808,7.052172265,6.393672901,7.127713177,7.425051644
AT1G01550,6.384924533,6.335551727,6.223789625,8.247714765,8.252731086,7.845304279
AT1G01570,1.845250314,2.430226427,2.186988659,2.026625218,2.53349417,2.337483063
AT1G01610,1.77818754,1.739291609,1.529069375,2.278287836,1.928588416,1.711549163
AT1G01620,9.83995845,9.167702263,8.460175739,11.28657068,11.49437763,11.18810298
AT1G01630,8.071169131,7.764368153,7.705796695,8.569830871,8.436543119,8.35854685
AT1G01640,2.218728507,2.919935493,2.757736674,4.667765997,4.727732252,4.17072954
AT1G01650,4.854305806,5.370852553,5.300947218,5.543800305,5.370852553,5.449568986
AT1G01660,2.002382225,2.064821853,1.760453283,3.068742664,3.021521723,2.491978724
AT1G01670,2.716339394,2.407484301,2.297087795,2.392302607,2.693841362,1.855099167
AT1G01700,1.647113917,1.617275256,1.49194605,1.599835581,1.781246979,1.639654251
AT1G01710,4.655739761,4.393381766,4.020656718,4.972650967,4.709295602,4.599726801
AT1G01720,6.632476531,6.570180574,6.641386984,7.204928046,6.765464143,6.68034371
AT1G01725,3.202097067,3.204550568,3.451004999,3.629451606,3.656168367,3.37491541
AT1G01730,4.266326705,4.112140165,4.27978111,3.58489638,2.852245226,3.197748098
AT1G01740,3.275114696,3.289888089,3.078780714,1.861182213,2.05185405,2.051159207
AT1G01750,7.31088472,6.653083624,6.50651049,10.3094268,10.03938014,10.50920699
AT1G01760,4.011279547,4.484697348,4.767514982,3.53792548,3.0089864,3.259957004
AT1G01770,4.251168267,3.468908808,3.922968366,5.519056591,4.850062728,4.558114188
AT1G01780,4.369086751,4.114383958,3.266192502,7.688207215,7.294393488,7.379886361
AT1G01790,3.71415083,3.310900496,3.174346404,3.869237139,4.111205197,4.512396456
AT1G01800,7.600852079,7.132768516,7.52623035,7.457455268,7.359849887,7.62267719
AT1G01820,6.462752662,6.355497956,6.33633188,6.542458253,6.252912709,6.297033151
AT1G01830,4.130940527,4.272862862,4.361334406,3.615736681,4.563674344,4.447362726
AT1G01840,4.463951074,5.141449343,4.337153116,4.206964208,3.986740414,4.179957983
AT1G01860,2.87592525,2.651491195,2.601562133,2.717835782,2.258379964,2.891050361
AT1G01900,1.785220287,1.778391672,1.634744576,3.683866859,4.367593135,3.707797821
AT1G01910,8.336481601,8.247624986,8.071006436,7.431465939,7.422392673,7.738025681
AT1G01920,5.055163038,4.980746762,5.342700655,3.897287263,3.591645643,3.786762343
AT1G01930,5.863311031,5.505511544,5.38878783,5.145903862,5.116671324,4.85877394
AT1G01940,7.775510355,8.035170825,8.006818634,6.465862621,6.164340155,6.326100375
AT1G01950,4.937741364,5.606236997,5.346717797,5.485283984,5.347255785,5.142811127
AT1G01960,8.002027335,8.006072876,8.040549327,6.373888265,6.717376142,7.117457421
AT1G01970,4.638913917,4.219564623,4.421277418,4.268206924,4.102616684,3.655855307
AT1G01990,4.564732328,4.673300194,4.947529936,4.770660006,4.342860603,4.253835294
AT1G02000,3.857436148,4.607439103,4.40271174,5.023413402,5.528954289,4.958645947
AT1G02020,2.730345711,3.402689229,2.711271912,2.97431974,2.711005501,3.010313902
AT1G02050,2.99585767,2.911768933,3.248714053,2.334700446,2.524831391,2.606507309
AT1G02060,3.518104642,3.278612024,3.594035851,2.229621485,2.018127428,2.150554711
AT1G02080,7.447350128,7.544858192,7.526666673,7.154444173,6.845240617,7.184849302
AT1G02090,5.514361413,5.370852553,5.25621032,4.292295114,4.037338004,4.34915509
AT1G02100,6.11603471,5.995266632,6.091271129,6.012183029,5.968007867,5.960854658
AT1G02110,5.421629247,5.466187044,5.671968862,3.827171342,3.354804538,3.676520253
AT1G02120,6.941994889,6.813980426,6.724097808,7.377815383,7.113357429,7.40723719
AT1G02130,6.805391269,7.10245248,6.732705671,6.272055741,6.664295935,6.303880143
AT1G02140,8.519576429,8.450799126,8.601503889,7.589142969,7.652200754,7.49671398
AT1G02150,4.542877543,4.843965888,4.949458091,3.674172792,3.722988503,3.709187233
AT1G02160,7.158233551,7.214190038,7.141271222,5.641345717,5.611355296,5.589793282
AT1G02170,5.030998443,5.234864782,4.743108223,5.935041921,5.986507276,6.096527445
AT1G02180,3.089971777,2.880590801,3.36379285,2.503500002,3.249966513,2.766345914
AT1G02205,3.618076111,3.636483959,2.250424345,4.042055897,5.200562541,5.559589177
AT1G02220,4.673157879,4.43856077,4.182325845,6.251827692,4.898683374,5.830341557
AT1G02260,3.951229315,3.821470489,3.856983666,3.43475251,3.853961067,3.115734908
AT1G02270,4.718735341,4.016156639,4.50801002,4.381586703,4.858696419,5.406161711
AT1G02280,4.840321922,4.755401812,4.904573655,4.343328307,3.542370767,4.030333623
AT1G02305,6.794585735,5.721694843,5.990314992,8.696616265,8.235472582,7.944446985
AT1G02310,2.665651193,2.715694056,3.205403652,3.821536791,3.935535151,3.904809775
AT1G02330,7.718722378,7.751307246,7.643899175,6.219421605,6.350098045,6.323328883
AT1G02340,2.671434833,2.541573031,3.03653659,2.214336854,2.568532717,2.669513946
AT1G02360,3.189072593,3.313317601,3.467850804,6.609732618,5.131370146,5.236211835
AT1G02370,6.166135915,6.281144452,6.26087767,4.189757325,3.749139899,4.40804342
AT1G02390,2.140293072,2.514101677,3.111976217,1.828501365,2.109892658,2.30613366
AT1G02400,1.900921893,1.876634115,1.781078908,3.274715566,2.738447566,2.578606629
AT1G02410,5.781293229,5.812002353,5.770113076,5.757480184,5.161366712,4.885590768
AT1G02420,5.651544981,5.665486291,5.571041745,5.310978238,5.263430409,5.766297013
AT1G02450,2.913124853,3.753101973,3.514751158,4.770660006,5.344464103,4.84364434
AT1G02460,3.64795232,3.608266774,3.748103656,6.22874949,6.578129659,5.749385017
AT1G02475,3.468147625,2.849703345,3.240544817,2.717135586,2.797409985,1.619620721
AT1G02500,11.03036053,10.562989,10.53721983,12.11624204,12.05628744,11.82914215
AT1G02520,3.299014177,3.152215344,3.551632545,5.15477564,3.94177074,4.084669769
AT1G02560,7.238740728,7.484900877,7.418599992,6.101455706,6.23045109,5.944500495
AT1G02575,3.602723346,3.357714129,3.800443756,4.831028349,4.335061103,4.625673961
AT1G02640,2.756340801,2.374180484,2.693183362,3.655855307,4.334484763,3.472595834
AT1G02660,1.73780562,2.022465454,1.868389819,2.278643025,1.829364254,2.838314374
AT1G02670,2.383222792,2.807125038,2.475451065,1.98585892,2.517697275,2.382869316
AT1G02680,5.481203732,4.93852156,5.152516929,4.843867926,4.915021296,4.26067615
AT1G02690,6.402291013,6.958059205,6.798262382,4.996246854,3.827176652,4.476362415
AT1G02700,2.432124275,2.332592861,2.791751066,2.96464705,3.051187138,2.74333202
AT1G02710,4.733195748,4.783132811,4.640084851,6.413977869,6.844835098,6.546324518
AT1G02720,3.761482894,3.30381708,3.414982026,3.819427417,3.798931211,3.856936098
AT1G02730,2.514074555,3.496390013,2.970649441,1.924203875,1.49087528,1.616363265
AT1G02740,1.91713326,2.773713981,2.242443944,1.993654595,2.126212978,2.012277918
AT1G02750,3.727298012,3.534482283,3.18175754,5.745567009,5.154484017,5.035466138
AT1G02780,11.75104035,11.68489741,11.71355336,10.43955496,10.54267135,10.61639863
AT1G02810,5.796380259,6.770308053,6.828398846,6.371882511,6.171212706,6.943070532
AT1G02816,6.880021435,6.491575374,7.061463298,6.673241125,6.671171081,7.154513735
AT1G02840,8.008565226,8.073239784,8.066962272,6.741285629,6.331897595,6.969830113
AT1G02850,4.719761213,4.449204371,3.343798503,5.603475516,4.898261627,3.351719786
AT1G02860,2.349135142,3.187893808,3.127945311,3.968296561,3.771788455,3.930071999
AT1G02870,7.633937793,7.822738254,7.759544603,4.963535564,4.839451419,5.051021455
AT1G02890,6.051492794,6.315808093,6.112040691,7.51459591,7.473118539,6.767695444
AT1G02900,2.990035125,1.778391672,2.199481143,9.36113172,9.120394717,8.829698785
AT1G02910,2.619825822,3.087789248,2.074420719,3.753101973,3.485186003,2.78549539
AT1G02950,3.480511029,3.307802275,2.373123768,5.458357594,5.803444067,4.404778274
AT1G02960,4.881801482,4.822484152,5.016819202,4.311975352,3.519829906,4.349865534
AT1G02970,4.151988349,4.554330042,4.387750917,2.577310803,2.262992921,2.285930374
AT1G03000,6.338960497,5.829065898,6.096207508,6.38854815,5.644290688,5.898297003
AT1G03010,1.828276464,1.670018635,1.392993922,1.81988638,2.649701198,2.461803904
AT1G03030,5.196255688,4.736583673,4.666112714,4.576843189,4.128199471,4.826674318
AT1G03040,4.419599529,4.573280235,4.424244171,5.266870857,5.302743817,5.202176734
AT1G03060,6.326082763,6.184572468,6.393249306,6.451005842,6.767313166,6.748040891
AT1G03070,1.869451541,2.120351238,1.950367901,2.604099912,2.614047667,2.262992921
AT1G03080,4.885927714,4.517418266,4.531375989,5.716660817,5.58994619,5.552338708
AT1G03090,6.075256732,6.007787613,6.292261869,7.006450297,5.293262687,5.194101498
AT1G03100,5.04189145,5.689729321,5.420738259,3.844861265,3.827641684,3.095642803
AT1G03110,6.482639918,6.807775719,6.855409728,4.30103827,4.557036587,4.405083292
AT1G03130,2.053055645,2.028162461,2.349054876,2.178388746,2.21767918,2.288904655
AT1G03150,6.947630184,6.596462551,6.428490445,5.448341643,5.820050073,5.489684124
AT1G03160,3.134292091,3.022559655,3.62770157,2.641843616,2.29094707,2.810614141
AT1G03180,5.522265136,5.222269628,5.454735455,3.619166205,3.605036764,4.25554611
AT1G03190,4.097157,4.377994332,4.037976243,3.511636095,3.550020355,3.318431453
AT1G03200,3.08776977,2.331789973,3.667778761,5.52195603,5.485310993,5.269906141
AT1G03210,6.500205384,6.53763488,6.536774124,5.989617764,5.053069925,4.96008616
AT1G03220,8.517663128,8.571769189,8.586200793,7.537744215,6.358701103,6.093787612
AT1G03250,4.500261169,4.821154953,4.578983411,4.631095271,4.462958406,4.37138575
AT1G03260,5.477699613,5.756763211,5.177140867,5.059721073,4.525526228,4.871747961
AT1G03270,2.65367369,2.666854608,2.43779336,1.60851045,1.982246435,1.966158378
AT1G03280,6.792943823,6.711115045,6.842074376,6.72686481,6.591545531,6.528662719
AT1G03290,5.246524762,4.711472743,5.386465795,6.36912955,5.797784366,5.689259104
AT1G03300,3.589245655,4.077814555,3.708759742,3.003874833,3.088550892,3.244118843
AT1G03310,4.454414531,4.502373596,4.1935585,3.903418469,4.011747237,3.434226289
AT1G03330,8.51791761,8.359952835,8.371202546,7.277523485,7.250307042,6.915618699
AT1G03350,8.449872052,8.162340448,8.365820047,7.802958146,8.191832502,7.991516193
AT1G03360,5.907012975,6.129731897,6.062067919,3.239623761,3.293638566,3.16039458
AT1G03370,5.552860844,4.973925218,5.441379247,6.327243567,6.095947827,6.080090353
AT1G03380,4.547452535,4.086657295,4.194495978,6.082751346,6.043946074,5.63124972
AT1G03410,2.095982733,1.894822446,1.597275207,1.701750987,2.149128796,2.099525416
AT1G03430,3.163193272,3.110458889,2.933781347,2.831216889,2.877819605,2.483358346
AT1G03440,3.450675051,3.548074558,3.639044593,4.649450557,4.172392983,3.76019964
AT1G03445,2.317885439,2.361931691,2.359913361,2.907344559,3.309631681,2.505433805
AT1G03457,3.423910301,3.21549633,2.631036775,4.456510007,5.460656226,4.84364434
AT1G03470,2.995867663,3.152215344,3.394148037,2.845650531,2.983107077,2.5573987
AT1G03475,4.838659705,4.446539053,5.006087958,3.880439482,4.194452306,4.39626129
AT1G03510,2.654296404,2.362935217,2.620502358,2.282066333,2.144888922,2.209400716
AT1G03520,4.872657871,4.809757225,4.860443273,6.332869214,5.913984189,6.584823848
AT1G03530,7.242241202,7.816980329,7.311145467,4.748983174,6.148269073,6.06462492
AT1G03550,5.431725553,5.114802782,4.710374637,6.837687677,7.367862327,7.296736073
AT1G03560,4.484225681,4.446539053,4.312572053,3.04156602,3.207030674,3.176484168
AT1G03590,5.580702835,5.563867028,5.462417918,5.384679616,5.432637674,5.555121457
AT1G03600,3.588330813,3.855012026,3.480008538,4.757676395,4.188904745,3.163011386
AT1G03610,3.302408753,2.707290583,2.851833205,3.483992744,2.861601148,3.177441433
AT1G03630,1.738391106,1.717623272,1.523430045,1.648433228,1.914529249,1.834010757
AT1G03660,1.841639748,2.435448173,2.352159343,3.178100991,3.321808905,2.281864702
AT1G03680,4.415264609,4.318963341,3.811010832,4.906571818,3.853644404,3.82372677
AT1G03687,5.779677742,5.697921514,5.516506841,3.476473781,4.610096273,3.972308312
AT1G03710,3.377550909,3.162702259,3.13388202,2.838758548,2.967113024,3.071670883
AT1G03730,3.825517518,4.071292793,3.884861882,5.342117173,5.296626128,5.018473931
AT1G03740,3.216673696,2.977553438,3.347219841,5.623572299,5.021129047,5.031399976
AT1G03750,4.335078204,4.409778929,5.124945154,4.75854884,4.169740312,3.937906187
AT1G03760,5.661247088,5.399996187,5.56310516,3.932844435,4.705787499,4.27532608
AT1G03770,5.136217469,4.837275481,4.325251263,3.654754633,3.859625431,3.470519217
AT1G03780,5.822315114,6.759441881,5.596519582,4.165574163,3.344971001,3.071870488
AT1G03820,2.537790091,2.275772965,2.251326404,3.906767118,3.893736979,3.287224163
AT1G03830,6.252707807,6.205792163,6.588660714,5.179009199,5.126633638,4.329748434
AT1G03840,5.547070126,5.790127308,5.707702541,4.746091255,4.619177739,4.491767688
AT1G03850,3.940345961,4.143722969,3.423693494,5.421163538,5.684108497,5.575471011
AT1G03860,9.121507044,9.238139752,9.304243601,8.188610931,8.108731065,8.138460981
AT1G03870,8.537139681,8.090799106,8.189002991,8.8817566,9.759836882,10.25015173
AT1G03900,7.786381081,7.263680181,7.510567947,7.698726756,7.407029309,7.662287118
AT1G03905,3.346147024,2.840819422,3.179690255,4.590397531,4.287825915,4.206186897
AT1G03910,7.12141421,7.412415407,7.139513551,5.859192121,5.906464759,5.719229923
AT1G03920,3.029425023,3.006057785,1.86517997,7.743124991,7.534722799,7.474016281
AT1G03940,3.972402458,4.820304427,3.853973428,2.901577651,2.975621768,2.889785553
AT1G03950,2.228294271,2.395689011,2.664631986,4.557365741,4.653509646,4.156723639
AT1G03960,2.777654977,3.152215344,3.364352433,2.224074928,2.340920769,2.75640438
AT1G03970,5.746578578,5.655039455,5.448341643,6.175759087,5.904433214,5.659729467
AT1G03990,2.879986357,3.10411004,2.776393365,3.330845698,4.658275008,3.542450471
AT1G04000,4.745499964,4.868378272,4.541850416,5.921953647,5.020922235,5.439186589
AT1G04010,3.727663009,3.496611074,3.970996405,3.112259568,3.305319279,3.134275561
AT1G04020,6.047898188,6.650626919,6.534502364,1.60851045,2.894011964,3.25656284
AT1G04030,4.581271861,5.337344914,5.420532601,5.43277632,4.762810215,4.850634694
AT1G04040,8.620054443,8.267644326,8.283100419,8.017066742,9.354801717,10.10675187
AT1G04050,3.61597731,4.1016557,3.799947878,3.397634593,3.642841692,3.4414207
AT1G04070,7.194064756,7.700414766,7.131872718,6.22874949,5.982150973,4.772418865
AT1G04080,6.923581878,7.309397179,7.171670894,5.688969608,5.921574234,5.876837872
AT1G04090,2.257612894,2.000739587,2.396031677,2.823509461,2.321732056,2.827776111
AT1G04100,1.993610847,2.398584326,1.861491765,3.87710894,2.383222792,3.038776733
AT1G04120,8.234839409,8.119335823,8.170484738,7.847422382,8.013504286,8.179219214
AT1G04130,3.950804766,3.728756592,4.179339447,2.544754752,2.133971358,2.614217985
AT1G04140,6.151662037,6.593109552,6.396505556,6.549532959,6.836215391,7.305115984
AT1G04150,1.98906163,2.373644318,1.875003094,1.976485766,2.248240103,1.869551515
AT1G04160,3.974297676,4.338055327,3.950758206,5.547226232,5.509330396,5.244743942
AT1G04170,7.929055327,8.346488205,8.165472204,6.701533085,6.871092493,6.727324948
AT1G04180,2.383222792,3.202015805,3.370848108,3.72474411,3.198967479,4.106064606
AT1G04190,7.115959891,7.500476506,7.197260219,4.989652154,5.148549205,5.189644534
AT1G04200,6.62972129,6.080316355,6.543940999,6.17327182,6.297684249,6.621566705
AT1G04220,1.8038124,1.836238936,1.671207637,2.743852628,1.901743158,2.113141077
AT1G04230,4.897314295,5.094421907,4.939650092,4.634080344,4.978114806,4.064706023
AT1G04240,3.070455466,3.065333218,3.002098084,4.827571316,5.716051947,5.647882813
AT1G04250,5.821294488,5.688732483,5.484279412,7.290921705,7.421473577,7.888290203
AT1G04260,6.151987992,6.464409884,6.203848536,5.103113847,5.778274109,5.996479742
AT1G04270,11.33583469,11.20421021,11.32024406,9.647184334,9.887131492,10.08917591
AT1G04290,5.677239726,5.353088246,5.139877442,4.842254946,5.352295958,5.18612463
AT1G04300,6.940492701,6.992956776,6.904440782,7.282774336,7.120716505,7.312883067
AT1G04310,2.299156168,2.579371314,3.046557364,2.819643455,2.554702508,3.154727575
AT1G04330,2.814218406,2.800328344,2.916829838,3.602078733,3.359660871,3.114564144
AT1G04340,7.478674358,7.600471275,7.559951845,6.021547903,6.346447693,5.952359597
AT1G04360,4.369920688,4.301712822,4.222223828,3.961876948,3.767580258,3.778243394
AT1G04390,2.913749531,2.950981342,2.735260259,3.131391446,3.039343374,3.009881236
AT1G04400,5.478218575,4.240024402,4.889156245,6.143676856,5.758893611,5.668900754
AT1G04410,10.08265968,9.762062485,9.8163913,9.700280951,9.540863778,9.728405517
AT1G04420,4.848384867,5.682625025,5.138359868,4.542932956,5.111522451,4.937826973
AT1G04430,7.630802276,7.397708152,7.730266883,5.040370792,6.025183695,6.803662772
AT1G04440,6.834845161,6.606514127,6.625169208,8.172172456,7.599030693,7.787678867
AT1G04480,10.31770472,10.35964367,10.11757444,8.384991635,8.352198996,8.146254919
AT1G04490,1.54429754,1.347653512,1.531151372,3.121420233,2.152939517,2.255109658
AT1G04510,7.061581425,7.000850901,6.838851741,4.970277531,5.376651677,5.576312606
AT1G04520,3.588696417,3.290767453,3.421503799,1.98585892,2.050532671,2.826587499
AT1G04530,4.578772301,3.750969346,4.123041673,4.214700918,4.350194943,4.322345832
AT1G04540,4.611880549,4.730973695,4.661888421,4.674252157,4.860181097,5.004043748
AT1G04550,4.374020372,4.103314951,3.746653578,4.997548467,5.344464103,5.195524232
AT1G04590,7.14204892,7.029176818,6.918430574,4.693928952,5.010089434,4.98630024
AT1G04600,1.981495114,2.445664787,2.465736527,1.834351139,1.674067897,1.542148787
AT1G04610,4.828279298,5.294836026,5.774861567,4.706218793,5.349784048,5.799821265
AT1G04620,2.155290251,2.214953516,2.39929294,2.073322085,2.394074919,2.046431764
AT1G04640,3.780887168,4.142149399,3.625240532,3.29198553,2.952636842,2.715027301
AT1G04660,5.570542803,5.666886915,6.125769613,6.22874949,6.326364814,6.406338838
AT1G04680,8.529402644,8.559486188,8.57004841,5.783917361,6.974696798,7.408932157
AT1G04690,9.229334753,9.205565699,8.988542637,6.821932371,7.594085037,7.670508421
AT1G04700,4.659246467,5.141080099,4.077468293,7.356488936,6.486100581,7.319677084
AT1G04710,4.996076392,5.246524762,4.600134064,4.646859771,4.421044356,4.136526316
AT1G04730,2.822567174,3.335896188,3.207132803,3.140764617,2.560202936,2.668298348
AT1G04760,2.343411246,2.136144733,2.322753652,2.054964374,2.053865814,1.527484519
AT1G04770,4.763544019,4.351504929,4.660712067,5.155997874,5.101746525,4.913222825
AT1G04780,6.264679821,5.933069016,6.150689707,6.113957004,6.227466482,6.182819484
AT1G04790,3.045339082,2.95356465,2.840192395,2.315031494,2.906661558,2.520509937
AT1G04810,5.776171264,5.36254109,5.596446914,5.653302372,5.496915115,5.14162855
AT1G04820,9.172251804,8.934373222,8.74223178,8.024733824,8.552133361,8.671918661
AT1G04830,4.871338204,5.39626721,5.055175838,4.831028349,5.159066485,5.680785764
AT1G04840,1.858980934,2.066625658,1.931037963,1.993759099,1.692033184,1.93901079
AT1G04850,9.059545601,8.840667058,8.846336677,8.940521719,8.62343735,8.695259176
AT1G04860,5.239321389,5.523449128,5.687595735,4.72855048,4.880305512,4.544671525
AT1G04870,9.374577211,9.652864148,9.390631793,7.104425339,6.890916557,7.039186509
AT1G04880,2.549705691,3.292967611,2.85232659,1.921150959,3.542233537,2.743980379
AT1G04900,5.645194481,5.980877441,5.942821082,3.586356327,3.049668706,3.645113574
AT1G04910,7.170818902,7.204757921,7.248540291,5.454235058,6.181688843,6.727860168
AT1G04930,4.404206967,4.915671852,5.302641238,4.061638524,3.675770788,4.438923081
AT1G04945,4.71461172,5.23739718,4.842083058,3.063639867,3.443088877,3.31694585
AT1G04950,5.589000739,6.091486234,5.81710483,4.979175137,5.032170517,4.840362595
AT1G04960,6.171389315,6.027476318,6.228973194,7.564439738,6.972268407,7.331928848
AT1G04970,5.412559813,4.313391701,4.582927409,6.709705044,5.747077415,5.620750171
AT1G04980,6.675895774,6.290651837,6.546019002,5.415910236,5.545014676,5.610098018
AT1G04985,6.160807335,5.984307839,5.782884436,5.83279896,5.782884436,5.92181698
AT1G04990,6.362137067,6.33681423,5.753900516,7.096853662,7.230065952,7.198982601
AT1G05000,2.116582758,2.019308415,1.572814935,6.243938417,5.434811595,5.571519636
AT1G05010,1.618124331,3.70409487,2.444480543,1.984002712,1.915757515,1.858648858
AT1G05020,3.870824316,4.090312072,3.990219791,5.554106976,5.363233315,5.293262687
AT1G05030,2.697418142,2.420905222,2.51529222,2.772270314,3.222570664,3.851388377
AT1G05055,5.574433179,5.839113132,5.804803643,4.545337516,4.948102479,4.635117045
AT1G05060,2.023054375,1.885131908,1.741599349,2.121673831,1.981935295,1.884677955
AT1G05070,6.401350967,5.963335967,5.864097045,3.884958173,3.518578195,4.400588188
AT1G05090,4.747688258,4.32408061,4.486388399,4.210831549,4.642428371,4.684104001
AT1G05100,4.049426646,4.438914451,3.970302881,3.648477692,4.130259482,3.968892478
AT1G05120,5.131929672,4.748797988,5.51113524,5.308307772,5.030806723,5.138518198
AT1G05140,3.639944585,3.389340051,3.073880953,4.084088552,4.286874453,3.401392262
AT1G05150,7.239031907,6.99282986,6.963447157,7.046106849,7.555706606,7.727563365
AT1G05160,4.573843467,4.57934,4.481760655,3.612502968,3.99518151,3.864457601
AT1G05170,4.574477144,4.330086234,4.869365567,4.185557865,3.94912676,4.269654173
AT1G05180,8.364850451,8.359075383,8.357927743,8.060864366,7.877479489,7.789292799
AT1G05190,5.39852406,4.122483682,4.722499847,3.492801604,3.69817268,3.234713706
AT1G05200,1.967081943,2.21574338,2.169157957,2.474929806,2.676957738,2.89871779
AT1G05205,8.972706,8.587157426,8.62212598,8.384657091,8.153856254,8.255536394
AT1G05210,3.991462839,3.975761123,3.678186588,2.317353242,2.698403716,2.805228735
AT1G05230,2.904890853,2.952851418,2.933781347,2.950188443,3.240371696,2.36038955
AT1G05240,3.403651388,2.26183155,2.354842008,9.876738125,9.382608393,9.697689374
AT1G05260,9.982429515,9.326067512,9.023825732,10.47785187,10.92793028,10.94850144
AT1G05270,7.037542941,7.034401492,7.128990743,7.608128205,7.488680551,6.800763679
AT1G05280,5.120894569,5.820932914,6.25108223,1.974704407,2.354945898,3.811183565
AT1G05300,2.719394134,2.500540518,2.885449199,4.971231874,3.258477943,4.224393561
AT1G05310,2.66509828,3.137654588,2.63673819,5.133588779,4.544335939,4.390409123
AT1G05320,4.375821189,3.597335391,3.572638509,5.807129632,5.556501924,5.739858312
AT1G05340,2.272986352,2.02372499,1.967611242,6.873608768,5.542781384,3.518257872
AT1G05350,6.687816699,6.762413678,6.653031097,5.756893987,6.4026291,6.475918049
AT1G05360,5.489838668,5.408595006,5.219759741,4.455829755,4.411259757,4.982573536
AT1G05370,1.934169875,1.995069485,1.988237666,2.059648203,2.392568972,2.151705172
AT1G05380,5.328894307,5.4693896,5.199581282,5.199977662,5.600958895,5.248397893
AT1G05385,4.350080231,4.411487728,3.678819009,3.663715942,3.929906913,3.999254516
AT1G05400,2.179426117,2.466640456,2.261063719,2.403238534,1.890508258,2.05870938
AT1G05410,5.675411444,5.566621938,5.571264301,4.048637459,2.7429126,3.333879251
AT1G05430,5.887468171,5.590363952,6.0580143,5.703217498,5.445585551,5.387211927
AT1G05440,3.407483111,4.539062373,4.12842345,2.328055115,2.014970825,2.074420719
AT1G05460,5.379542277,5.289307769,5.492693976,5.070639644,4.752424822,5.393341899
AT1G05470,2.909814819,3.261829001,3.023481315,4.354769738,4.409031739,4.363990953
AT1G05490,1.788678511,1.702672504,1.773689771,2.247015201,2.364812193,2.111565453
AT1G05500,5.810301302,5.363113386,5.709388054,6.478948563,6.093812938,6.43094606
AT1G05520,6.153348565,6.247626258,6.102302446,5.403491662,5.611172247,5.608842517
