"","1: upregulation, -1: downregulation","Symbol","ZoneII-ZoneI","ZoneI_Rep1","ZoneI_Rep2","ZoneI_Rep3","ZoneII_Rep1","ZoneII_Rep2","ZoneII_Rep3"
"182","AT2G16750",NA,1,2.8073549220576,2.8073549220576,2.58496250072116,3.32192809488736,3.16992500144231,3.32192809488736
"183","AT2G16980",NA,1,3,2.58496250072116,2.58496250072116,3.58496250072116,3.58496250072116,3.58496250072116
"184","AT2G17080",NA,-1,3.32192809488736,3.16992500144231,3.32192809488736,2.58496250072116,2.58496250072116,2.58496250072116
"185","AT2G17710",NA,1,2.8073549220576,2.58496250072116,2.58496250072116,3.32192809488736,3.32192809488736,3.16992500144231
"186","AT2G20710",NA,-1,3.16992500144231,3.32192809488736,3.16992500144231,2.58496250072116,2.58496250072116,2.58496250072116
"187","AT2G21100",NA,1,2.8073549220576,3,2.58496250072116,3.70043971814109,3.58496250072116,3.58496250072116
"188","AT2G21560",NA,1,2.8073549220576,2.8073549220576,2.8073549220576,3.4594316186373,3.4594316186373,3.32192809488736
"189","AT2G21880",NA,1,3,2.8073549220576,2.58496250072116,3.58496250072116,3.58496250072116,3.58496250072116
"190","AT2G22290",NA,1,2.58496250072116,2.58496250072116,2.58496250072116,3.16992500144231,3,3.16992500144231
"191","AT2G22620",NA,1,2.58496250072116,2.58496250072116,2.58496250072116,3.4594316186373,3.4594316186373,3.32192809488736
"192","AT2G22840",NA,-1,3.32192809488736,3.4594316186373,3.4594316186373,2.58496250072116,2.58496250072116,2.8073549220576
"193","AT2G23050",NA,-1,3.4594316186373,3.58496250072116,3.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116
"194","AT2G23450",NA,1,2.8073549220576,2.8073549220576,2.8073549220576,3.4594316186373,3.4594316186373,3.4594316186373
"195","AT2G23560",NA,1,2.8073549220576,2.8073549220576,2.8073549220576,3.4594316186373,3.4594316186373,3.4594316186373
"196","AT2G23630",NA,-1,3,3.16992500144231,3.32192809488736,2.58496250072116,2.58496250072116,2.58496250072116
"197","AT2G23810",NA,1,2.8073549220576,2.58496250072116,2.58496250072116,3.32192809488736,3.16992500144231,3.16992500144231
"198","AT2G24240",NA,1,2.8073549220576,2.58496250072116,2.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736
"199","AT2G24980",NA,1,2.8073549220576,2.8073549220576,2.58496250072116,3.70043971814109,3.70043971814109,3.70043971814109
"200","AT2G25060",NA,-1,3.4594316186373,3.58496250072116,3.4594316186373,2.8073549220576,2.8073549220576,2.8073549220576
"201","AT2G26170",NA,1,2.58496250072116,2.58496250072116,2.58496250072116,3.32192809488736,3.4594316186373,3.4594316186373
"202","AT2G26290",NA,1,2.58496250072116,2.58496250072116,2.58496250072116,3.32192809488736,3.16992500144231,3.16992500144231
"203","AT2G26410",NA,1,2.58496250072116,2.58496250072116,2.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736
"204","AT2G27360",NA,1,3.16992500144231,2.8073549220576,2.8073549220576,3.58496250072116,3.58496250072116,3.4594316186373
"205","AT2G27370",NA,1,2.8073549220576,2.8073549220576,2.8073549220576,3.70043971814109,3.70043971814109,3.58496250072116
"206","AT2G27740",NA,1,3,2.8073549220576,2.8073549220576,3.4594316186373,3.4594316186373,3.4594316186373
"207","AT2G27920",NA,1,2.8073549220576,2.58496250072116,2.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736
"208","AT2G28210",NA,1,2.32192809488736,2.58496250072116,2.58496250072116,3,3,3
"209","AT2G28670",NA,1,2.8073549220576,2.8073549220576,2.8073549220576,3.8073549220576,3.8073549220576,3.70043971814109
"210","AT2G28790",NA,-1,3.4594316186373,3.58496250072116,3.58496250072116,2.32192809488736,2.58496250072116,2.58496250072116
"211","AT2G29620",NA,1,2.8073549220576,2.8073549220576,2.58496250072116,3.4594316186373,3.32192809488736,3.32192809488736
"212","AT2G30130",NA,-1,3.32192809488736,3.32192809488736,3.32192809488736,2.32192809488736,2.58496250072116,2.32192809488736
"213","AT2G30210",NA,1,2.8073549220576,2.8073549220576,2.8073549220576,3.8073549220576,3.70043971814109,3.70043971814109
"214","AT2G30250",NA,1,2.8073549220576,2.58496250072116,2.8073549220576,3.4594316186373,3.16992500144231,3.16992500144231
"215","AT2G30930",NA,1,3.32192809488736,3.32192809488736,2.8073549220576,3.8073549220576,3.8073549220576,3.8073549220576
"216","AT2G31110",NA,1,2.58496250072116,2.58496250072116,2.58496250072116,3.32192809488736,3.4594316186373,3.32192809488736
"217","AT2G31270",NA,-1,3.32192809488736,3.32192809488736,3.32192809488736,2.8073549220576,2.8073549220576,2.58496250072116
"218","AT2G31730",NA,1,2.58496250072116,2.58496250072116,2.58496250072116,3.32192809488736,3.16992500144231,3.16992500144231
