Sample.Name,Atha_Ler.0_sShoots_FLT_Rep1,Atha_Ler.0_sShoots_FLT_Rep2,Atha_Ler.0_sShoots_FLT_Rep3,Atha_Ler.0_sShoots_GC_Rep1,Atha_Ler.0_sShoots_GC_Rep2,Atha_Ler.0_sShoots_GC_Rep3
AT5G15700,1.635030825,1.39673592,1.289910197,1.180884217,1.312942642,1.313983226
AT5G15710,2.826737244,2.587814576,2.539330553,2.490741733,2.700845169,2.803533436
AT5G15720,1.238223102,1.229516949,1.568360857,1.408291022,1.468674164,1.644445404
AT5G15730,3.325377019,3.772836737,3.530074488,2.469465072,2.613441647,3.680863795
AT5G15740,1.905176713,1.82191265,2.114964266,1.669735709,1.217488661,1.636013443
AT5G15750,2.668063991,3.035287854,3.035122931,3.489938571,3.251228395,3.205925867
AT5G15760,2.44162616,1.682197353,1.786161531,2.171710586,2.231775849,1.544967135
AT5G15770,1.99450855,1.521639105,2.086707232,2.523969444,1.712563507,1.971600284
AT5G15790,1.3223372,1.882294366,1.295878254,1.679172158,1.095445502,1.229362458
AT5G15810,5.049127096,5.476350905,5.049165298,5.161857825,5.158283215,5.393064404
AT5G15830,4.249857105,3.927256218,3.834983747,4.185571201,3.329945209,3.288135191
AT5G15840,1.75525739,1.96183144,1.647191172,1.678763246,2.375469751,1.519843758
AT5G15850,3.109302478,3.268142396,3.632653001,2.758923719,2.328875777,2.605530127
AT5G15860,1.427010059,1.321137949,1.685263987,1.608179,1.420217007,1.432649909
AT5G15870,3.961135597,3.725736721,4.057494032,4.703165466,3.550349225,3.811227854
AT5G15880,4.569509126,4.275507116,4.548491344,4.494837911,4.244654132,4.58914303
AT5G15890,1.487816092,0.995841939,1.296590307,1.306627899,1.490474109,1.396434362
AT5G15900,1.367593722,0.866017961,1.107422132,1.10683926,1.305470509,1.210830291
AT5G15910,2.946167515,3.494548734,2.798076224,2.463459675,4.484816391,3.855312848
AT5G15920,1.470456247,1.329588608,1.183841824,1.605745793,1.641111004,1.502421695
AT5G15930,2.631310173,2.339526339,2.177016331,3.452631269,2.461681993,1.891716112
AT5G15940,1.144445828,1.328877734,1.254626257,1.469267742,1.240809513,1.062457989
AT5G15950,2.855422805,2.268856637,2.352284178,2.352284178,2.147531387,2.615123066
AT5G15970,1.229651611,1.997903459,1.843502388,3.006158183,1.691962806,2.428072311
AT5G15980,1.700087005,1.54654251,1.399762063,0.997762136,1.044362952,1.467570518
AT5G16000,3.064080415,3.032028069,2.650993249,2.094985931,1.910358359,1.533801983
AT5G16010,1.324713014,2.076337391,1.846081708,2.744938814,1.625799619,1.705590938
AT5G16030,2.31733913,2.919316578,3.444405991,1.164917298,1.706836211,1.174212999
AT5G16040,4.257031698,4.234519533,3.887411868,3.865833118,3.500643283,4.240760736
AT5G16050,4.65216794,4.346885439,4.214890709,4.404635077,4.138875935,4.865151303
AT5G16060,5.657781467,5.893304516,5.747444726,5.914668946,4.962331999,5.609672521
AT5G16070,6.085831496,5.969709577,6.458857833,5.775002199,5.377716272,5.918224391
AT5G16110,8.48289398,8.922017492,8.610655825,8.334184245,8.091403707,8.014429616
AT5G16120,6.47171554,6.078420099,6.159248673,6.856945226,5.20539034,6.441336444
AT5G16130,7.879684622,8.161073527,8.158740855,7.470973932,7.36279159,7.007838104
AT5G16140,1.543820093,1.460407897,1.717512669,1.622766503,1.529979607,1.506765255
AT5G16150,4.520761938,4.321134508,4.409127074,4.220201365,3.423608632,4.131192536
AT5G16160,2.042603114,2.525713858,2.012078696,2.098958019,1.636766841,1.810477874
AT5G16180,1.915096652,2.403405495,1.94417262,2.001864096,2.147271274,3.123887984
AT5G16190,1.864950486,1.857956484,1.720275996,1.968078964,2.736912609,1.785715563
AT5G16200,1.499486165,2.079415543,2.234289662,2.723264526,2.189903066,2.092247372
AT5G16210,3.912404596,4.151542166,3.783366447,4.095822939,3.810481457,4.092684015
AT5G16220,6.286275819,6.154468634,5.692426459,6.217382155,6.099446106,6.047554275
AT5G16230,2.822210539,2.537811134,2.717256575,2.468972098,2.390920383,2.316304828
AT5G16240,1.038378991,1.260528506,1.223195019,1.112640521,1.120818613,1.065045526
AT5G16250,3.10646287,2.795549902,2.683738741,1.833908412,2.186119379,2.285078168
AT5G16260,6.000629374,5.287182686,5.509609205,5.262001887,5.160782219,5.902687554
AT5G16270,5.055676116,4.849698251,5.157783963,5.58132773,5.408469463,5.608017825
AT5G16280,3.007665866,2.874787337,3.166948927,3.114682146,2.831805594,3.399028532
AT5G16290,2.60620791,2.442549613,2.591585966,2.25068581,2.3983248,2.471419161
AT5G16300,2.8221579,3.74037949,2.507510463,3.439220057,3.051672572,2.334556463
AT5G16310,1.676710113,1.799600391,1.663075722,1.678763246,1.851598756,1.759602565
AT5G16320,2.977886733,3.050114711,3.120275318,2.991577421,3.605354084,3.485109551
AT5G16340,5.761070877,5.572899271,5.581970547,6.15671159,5.848488,5.964511356
AT5G16380,1.752535126,1.808006089,1.629945156,1.730882943,1.908143059,1.598803907
AT5G16390,5.867438717,6.137241256,5.71616845,5.047321923,4.94904133,3.869636558
AT5G16400,2.83194119,2.735967332,3.235534707,2.686956961,2.237963219,2.155039352
AT5G16420,2.656288431,1.548737207,1.627594487,2.008729831,1.9896738,1.760100793
AT5G16440,2.44650958,2.686954232,2.466627628,2.095354234,2.275602394,1.969556119
AT5G16450,6.884515788,6.740041941,6.881480095,6.83800009,5.981148196,6.199804194
AT5G16470,8.638613578,8.848770559,8.645657372,8.927297953,8.462630262,8.731201117
AT5G16480,5.322091687,5.210138431,4.845948659,5.824563465,5.466060673,5.36509941
AT5G16490,1.38836711,1.468984261,1.893201083,1.654177907,1.51597721,1.592818324
AT5G16510,3.38786102,2.978387748,3.519309384,3.13580164,3.749033654,3.161341137
AT5G16520,2.217173898,2.524723766,2.388634002,2.157860455,2.169677123,2.170711198
AT5G16540,1.626326871,1.461502097,1.460899472,1.534199805,1.840373722,1.057088125
AT5G16550,2.268538779,2.277179222,2.259036877,2.383478248,2.757199549,2.838723247
AT5G16560,1.588385694,1.873940989,1.753862411,1.894465894,1.617493582,1.720871811
AT5G16570,2.760256772,2.482157322,2.366777343,2.803549479,2.106108588,1.677118307
AT5G16590,3.013265404,3.974859655,3.449319786,1.302524856,1.247700325,1.031476555
AT5G16600,3.075241525,2.431467116,2.87085109,2.042992368,1.903119709,1.896712513
AT5G16610,2.733480955,1.972927758,2.495648788,1.67010098,2.05669532,2.655614891
AT5G16620,6.501331685,6.052048685,6.66790788,6.648196895,6.651570004,6.715680807
AT5G16630,3.841662045,3.138308826,3.747718259,4.483884685,3.348634989,4.438575126
AT5G16640,1.356145115,1.622056014,1.395730898,1.371920861,1.44091205,1.083922019
AT5G16650,3.770632694,4.979462102,4.824444533,4.362782915,5.402029402,5.162238717
AT5G16660,3.34899996,3.287277004,3.651761171,3.877418686,3.186471977,3.290165034
AT5G16680,5.930456278,5.909696985,5.938115652,6.011962214,5.941832565,6.451103883
AT5G16690,1.538392854,1.453232476,1.277518237,1.219723772,1.39502398,1.399762063
AT5G16710,2.638078716,2.433838147,2.618673497,2.610747919,2.531855129,2.797161766
AT5G16715,1.89586988,2.187981923,1.361699958,1.474148731,1.32980975,1.494048067
AT5G16720,5.751974332,5.726893451,5.455848466,3.490241313,3.33932941,3.540682674
AT5G16730,7.30685717,6.860626704,6.795387545,6.759316136,6.742623565,6.603663146
AT5G16750,3.678984143,3.365927111,2.914821559,2.549995912,1.892251829,3.299588045
AT5G16760,5.022173498,4.486736711,4.746997889,5.05251071,5.201552371,7.039279541
AT5G16770,1.362701861,1.620981344,1.449404199,1.188253945,1.37815318,1.517948091
AT5G16780,6.376956837,6.105041691,6.497508251,5.755135368,5.797837641,6.630126688
AT5G16790,2.626463667,2.388265503,2.551985868,2.104824819,2.537193177,2.587270586
AT5G16800,4.195844049,4.207664404,4.148265395,4.480056767,4.618745649,4.147210264
AT5G16810,1.571171255,1.34040039,1.869198239,1.577909007,1.928614635,1.912837823
AT5G16820,2.72349193,2.548746036,2.571888645,2.824282563,2.835353738,3.57948467
AT5G16830,3.49345267,3.173507283,3.002873395,3.483861579,3.742434571,3.967036268
AT5G16840,5.398358429,5.473836855,5.293764424,5.548173038,6.233880304,6.009169878
AT5G16850,1.557678467,1.888243412,1.608662231,2.058210623,1.639514054,1.073749191
AT5G16860,1.22990247,1.410255628,1.437698796,1.184238714,1.58932611,1.22629978
AT5G16870,2.1660039,2.995075634,2.928272546,1.773440897,2.055294505,1.867538613
AT5G16880,6.849296158,6.836382151,6.72780005,7.434833794,7.11981725,7.167979786
AT5G16900,1.217038432,1.316660968,1.133903299,1.501098169,1.14121632,1.222096986
AT5G16910,2.344536887,2.758139093,2.730680028,2.954622982,2.969688841,2.59703769
AT5G16930,2.176410732,2.453917546,2.190695881,2.187981923,2.310642166,2.460824531
AT5G16940,2.029142005,1.980225479,2.023955498,1.985761646,2.029142005,1.518544226
AT5G16950,6.558713775,6.199066628,5.998704813,6.208616736,6.520643846,5.964791328
AT5G16970,4.496659755,4.424823735,4.661639997,2.902584742,5.533166353,6.562395582
AT5G16990,1.696968008,2.07370878,2.27435264,1.717359276,1.629905861,1.42755831
AT5G17000,1.408292714,0.946956625,1.174575905,1.087288736,1.188348222,1.110124558
AT5G17010,1.669200829,1.973462854,1.726880611,1.645864963,1.666372496,1.671110578
AT5G17020,3.612633069,2.74593101,3.058405729,2.695315395,3.903798335,3.566411869
AT5G17040,1.796700983,1.557843193,1.837686942,2.030733148,2.189903066,1.732282909
AT5G17050,2.354171049,2.253233262,2.463755529,2.129089263,2.567266665,2.130109026
AT5G17060,2.219433909,2.225790071,2.138325273,2.414368348,2.189903066,2.302495545
AT5G17070,2.793540425,3.477202236,2.685358002,2.728984316,2.690132266,2.733774776
AT5G17160,3.260324177,3.795524193,3.725510521,2.609716102,1.876023575,2.010732952
AT5G17190,5.053768978,5.214984577,5.083235398,4.949875405,5.558800702,6.007951232
AT5G17210,2.351242841,1.870502929,1.839273601,2.250978209,2.026093559,2.558454235
AT5G17230,2.34662406,2.442752818,2.622994108,3.332992348,2.838694876,3.039524661
AT5G17240,1.383128224,1.383128224,1.640766655,1.575485897,1.39502398,1.034141186
AT5G17250,2.075337626,2.30725346,2.169240396,2.232410451,1.534751304,3.096100979
AT5G17260,1.13084804,0.927878275,0.923396228,1.532522475,1.021768502,1.284668053
AT5G17270,5.532583592,5.496312438,5.401463199,5.670016028,5.883111644,6.097335495
AT5G17280,7.072882733,6.831106787,6.827638856,6.628366481,6.35407269,6.619482943
AT5G17290,2.807294945,2.146132089,2.114885643,2.707697862,3.092080285,2.982235716
AT5G17300,4.18192724,5.503546509,4.375719681,5.055615594,3.839854279,5.4678107
AT5G17330,7.284270504,6.992932757,6.743143763,5.922334069,5.637257187,5.329838832
AT5G17340,0.95847506,1.462607182,1.094881603,1.274310525,1.238594996,1.196144982
AT5G17350,1.62365334,2.052827935,1.797974589,2.894422809,1.929643219,1.849932674
AT5G17360,1.213053789,1.072307217,1.347563854,1.583474971,1.454538893,1.685263987
AT5G17370,1.572239469,1.771126787,1.604955023,1.950993482,1.760416774,2.304955476
AT5G17380,6.165472174,5.549655968,5.765689447,5.8431049,5.448587011,6.167635193
AT5G17400,3.729606387,3.335519356,3.701593721,3.46771257,3.561581484,3.714462746
AT5G17410,1.437381469,2.003279133,1.579651552,1.288585806,1.768023449,1.964586687
AT5G17420,1.279843154,1.447609671,1.809465605,1.911908446,1.324022302,1.370951781
AT5G17430,1.37841254,1.053064414,1.268684472,1.237179299,1.81527092,1.475727069
AT5G17440,5.041823875,5.005225361,5.361721254,5.665811473,5.437896502,6.088580022
AT5G17450,1.046560007,1.661162401,1.579193823,1.179134195,1.449611047,1.490171248
AT5G17460,2.251203765,2.340343496,2.548746036,5.045421125,3.215912949,4.238058044
AT5G17490,3.028266009,2.335627205,2.668482926,2.790919651,2.961785177,3.736028081
AT5G17510,4.55102508,4.062018533,3.990208637,3.907909439,3.696016528,3.881390701
AT5G17520,1.653363343,1.294491201,1.384159118,1.151787581,1.419582943,1.60787033
AT5G17530,3.904368798,3.873202944,3.722060729,3.212849779,3.815875153,3.798334622
AT5G17540,1.280513243,1.059260421,1.506313513,1.494301985,1.604442726,2.984132536
AT5G17560,4.820197408,5.083694099,4.699078531,5.069769439,4.974046487,5.140765178
AT5G17570,1.979835112,2.178634414,1.829248777,1.653851587,2.653942188,2.753247922
AT5G17580,1.610618571,1.959248639,1.779551992,1.294678601,2.335262711,1.946860265
AT5G17600,4.612592548,4.053391538,3.314544995,4.220272554,3.831929983,3.525286538
AT5G17610,5.569314769,5.390206123,5.674152458,5.979345537,5.088625193,4.398910801
AT5G17620,2.34711253,2.563167626,3.055817702,1.820794601,2.018628924,1.933281165
AT5G17630,1.991786682,1.527121841,1.646078625,1.490274518,1.167139084,1.699134916
AT5G17640,3.417559438,3.936193013,3.848691754,3.080905724,3.132974114,3.368647682
AT5G17650,3.172564041,3.083490669,3.369099006,4.137548867,3.912957275,2.85119375
AT5G17660,1.43028648,1.384302304,1.49553604,1.49553604,1.561895759,1.770856095
AT5G17670,3.761468457,4.207934444,3.917658728,3.936836436,3.334039449,3.029334952
AT5G17680,1.217682167,1.245928357,1.18435498,1.274174548,1.327474084,1.245928357
AT5G17690,4.175438347,4.25359154,4.42175007,4.779749675,4.460203754,4.318318653
AT5G17700,3.245594158,2.30662703,1.981244146,2.932544792,3.149522115,2.905304783
AT5G17710,6.719586645,6.689560999,6.741517518,7.146562533,5.440784708,6.590170582
AT5G17760,3.725731473,3.187830175,3.774668777,3.763607718,3.632061211,2.992366428
AT5G17770,7.976379541,7.951784845,8.052880433,7.005109564,6.834897909,6.540942904
AT5G17780,1.295508057,1.346022151,1.231842552,1.23276578,1.247700325,1.641989182
AT5G17790,2.663623827,2.234403698,2.36338385,2.215182631,2.166633804,2.224867339
AT5G17800,1.623434494,1.253013312,1.454511835,1.562270068,1.422037274,1.709377425
AT5G17820,1.391335061,1.288098785,1.472133115,1.861298596,1.663018887,1.10858687
AT5G17840,2.507678942,2.583429997,2.317218818,2.548746036,2.908730759,2.198657102
AT5G17850,3.275291734,3.210148263,3.492606471,5.011228579,3.564676124,5.452049472
AT5G17860,1.235641099,1.402984033,1.51822644,1.341746823,1.358692772,1.117573141
AT5G17870,3.514023784,4.515073125,4.935911449,2.632351937,1.839875473,2.430739463
AT5G17910,5.381604686,4.993778115,4.670000227,4.702025429,5.468310747,4.911490002
AT5G17930,3.04716248,2.933611978,2.869503616,2.45482716,3.219687093,3.804304437
AT5G17980,2.076827271,2.135804766,2.033867249,2.824282563,2.183303952,2.038897633
AT5G17990,3.164758407,3.137828936,3.013083609,3.116071699,2.000696454,3.049874234
AT5G18040,5.242003672,4.719906214,5.108825927,5.606893659,5.233489476,5.874618277
AT5G18070,1.924015829,2.706020653,2.349909765,2.185452498,1.579651552,2.007942078
AT5G18090,1.436735269,1.513933541,1.647191172,1.282746735,1.649033772,1.507924772
AT5G18100,5.974497896,6.054269827,6.076675088,5.839363895,6.342934797,5.874879648
AT5G18110,3.831894787,3.286659469,3.669059308,3.899860913,3.444310518,3.882213874
AT5G18120,4.147117596,3.749387887,3.935246363,4.377607215,3.505477981,3.973144778
AT5G18130,5.303559584,4.832649109,4.817145493,5.440755429,4.672249511,5.886933927
AT5G18140,5.185099892,4.581564398,4.716339637,3.624325767,3.829546663,4.375646282
AT5G18150,6.125804218,6.370303374,5.973989045,7.06601559,6.634427382,6.011256427
AT5G18170,7.276612798,6.841885127,7.164848086,7.878988181,7.179555795,7.175444531
AT5G18180,1.415351266,1.376636522,1.484763496,1.536303294,1.481197259,2.029142005
AT5G18190,2.882888072,2.763527842,3.275492702,2.872034289,2.952796712,3.215336409
AT5G18200,3.579128043,3.141456637,2.817610745,2.941939157,2.601602858,2.57679211
AT5G18210,1.316924558,1.591813637,1.363733994,1.54027636,2.151936948,1.148286815
AT5G18220,1.373941404,1.706308849,1.642470722,1.664512897,1.690896621,1.331225691
AT5G18230,6.794476796,7.215302394,6.551781656,6.005507982,6.386552099,5.817496017
AT5G18240,3.462836461,3.021497769,2.873386881,2.372757684,2.946056293,2.2894499
AT5G18250,3.401768118,3.797251715,3.34798618,3.212297436,2.952081951,3.002392203
AT5G18270,4.089889419,4.315254164,4.091769355,5.225855605,4.553230858,4.749176391
AT5G18280,6.597431733,6.515033974,6.511116316,6.59856562,6.202335712,6.183903506
AT5G18290,1.889762511,1.493989489,1.784981462,2.18210914,1.520373213,1.944658324
AT5G18310,8.323227596,7.956295524,8.085698812,8.275114278,8.209627912,7.886478842
AT5G18360,1.632193127,1.320781309,1.75447406,1.538828968,1.262446738,1.311963247
AT5G18370,1.24313819,1.134552054,1.121307593,1.134552054,1.496969328,1.229651611
AT5G18380,8.907098411,8.975264817,9.162828113,8.61882038,8.477453263,8.677341201
AT5G18390,2.280040777,2.499258789,2.823732246,2.357779338,2.099448367,2.743950991
AT5G18400,3.585077201,3.593010522,3.216817116,4.028638613,3.918402021,4.111761997
AT5G18410,1.907188585,1.5564195,2.070311414,1.504251314,1.286386047,1.685263987
AT5G18420,4.170448777,4.502699601,4.721368912,3.914457986,4.666734925,4.369853066
AT5G18440,2.430944415,2.88099712,3.091151317,2.397907304,2.387678155,3.018370153
AT5G18460,3.033529094,3.006459921,3.168538568,2.616833024,2.17484528,2.042961963
AT5G18470,1.7710275,1.672409246,1.240281473,3.708862231,2.631114107,2.273288817
AT5G18475,3.092529354,3.842520134,2.490598021,3.735419473,4.1656327,3.909172361
AT5G18490,4.08789656,3.678879554,4.233163814,4.899960215,3.743661742,3.982145957
AT5G18500,4.128539596,3.634197887,3.499475487,2.841886612,3.057547065,2.37510311
AT5G18520,3.024871072,3.041986953,3.085401234,2.68674066,2.743278182,2.548746036
AT5G18525,2.311031387,2.215808114,2.321420884,1.805570712,2.028260501,2.885384582
AT5G18540,2.656288431,2.048859305,1.998802378,2.767414024,2.189249313,2.822675814
AT5G18550,1.496942305,1.799372376,1.581644747,1.208068249,2.001635631,1.450751954
AT5G18560,1.21972493,1.292598174,1.21647569,1.358713575,1.433891513,1.399552321
AT5G18570,2.495332846,2.866787446,2.913124648,3.050001844,2.64382233,2.927582382
AT5G18590,5.488788051,4.975836296,5.801713681,5.01056018,4.96832999,5.819059426
AT5G18610,5.671269381,5.167103788,5.246207578,6.005250889,5.20713993,5.958249124
AT5G18620,5.65384136,5.372430426,5.82717322,5.180290161,4.175091759,4.837812266
AT5G18630,4.266973996,3.303598623,4.102259716,4.521237871,4.920889251,4.874447993
AT5G18640,2.484818478,1.797056057,2.268080064,2.117846955,2.065151061,2.445964976
AT5G18650,6.910225182,7.038127899,6.683611296,6.653425392,6.578216473,5.865338592
AT5G18660,2.893650254,3.57675548,3.283184944,2.479204273,2.62056718,2.018379823
AT5G18670,6.816016205,6.902663324,6.834522887,7.555974074,7.122165366,7.730740368
AT5G18680,4.758014702,5.050316911,4.828139757,4.968203666,4.803861412,4.359106509
AT5G18690,6.88685811,7.433776751,6.351436658,5.596578209,5.828059404,3.83233674
AT5G18750,2.209755707,1.87392722,1.716452219,1.81729935,2.521854741,2.060096957
AT5G18760,3.233934122,3.76351953,3.278216413,2.950570521,3.100024044,3.335737375
AT5G18770,2.069150925,1.942362179,2.192858233,2.064972705,2.638879846,2.462733856
AT5G18780,3.302259682,3.32571628,3.346842614,4.28590205,3.400257341,4.10406145
AT5G18790,1.69193276,2.052301121,2.189969196,1.380627544,1.81972909,1.619226038
AT5G18800,8.074071754,7.939138289,8.078445173,8.136298108,8.226386382,7.551494758
AT5G18810,2.20949029,2.53507131,2.770052297,2.783323228,2.595731275,2.660374355
AT5G18820,1.758122314,1.514043387,1.759427196,1.993033489,1.761119788,1.782105047
AT5G18830,2.233714322,2.20676795,2.171859019,1.768717187,1.835510764,2.012829965
AT5G18840,1.188593429,1.796330651,1.692103753,1.399781853,1.313574518,2.036291219
AT5G18850,6.105086672,5.895392474,6.215867016,6.983887894,7.105355449,6.377976538
AT5G18860,2.526459095,2.453098911,2.373512989,1.79883933,2.716363937,2.299007632
AT5G18900,5.425147661,5.105651176,5.135351424,5.425121634,4.82128906,5.144803534
AT5G18910,1.433833293,1.580724043,1.546176486,1.742403275,1.495076933,1.615830609
AT5G18920,1.340970155,1.357438713,1.493876403,1.303876067,1.426441462,1.471583357
AT5G18930,1.229651611,1.589582993,1.538373237,1.327706249,1.817479702,1.343559017
AT5G18940,4.470312766,3.852327813,3.059834858,3.466448193,3.235846494,3.131414355
AT5G18950,2.429030748,2.3535223,2.249601826,2.491824359,2.668274763,2.559744356
AT5G18960,2.110182115,2.045172902,2.030255704,1.866817876,1.807436377,2.532217492
AT5G18970,1.538616839,2.497410866,2.843665507,1.828240759,1.3977492,1.174515397
AT5G19000,5.488851795,4.939781642,5.11243225,5.454950913,5.024462006,5.321917625
AT5G19010,6.420724091,6.246605056,5.942956576,5.215154651,5.154498333,5.797265569
AT5G19020,1.988894551,1.84636539,2.121442354,1.368640257,2.108082003,2.236428237
AT5G19030,3.038033998,3.125756627,3.581537524,4.150961696,3.637958573,4.156493553
AT5G19040,1.280093755,1.390107524,1.096586586,2.354888079,1.416770853,1.301297422
AT5G19050,2.029142005,1.528697554,1.356792128,2.2392716,1.601071536,1.986796464
AT5G19070,1.385601458,1.472460087,1.418314144,1.466962661,1.557427599,1.498084467
AT5G19090,8.231233091,8.549401841,7.804792384,6.507305427,6.473981146,5.933159282
AT5G19100,1.796157184,1.148333482,1.402747117,1.288384844,1.04042681,1.324713014
AT5G19110,2.150131997,1.615107988,1.849669801,2.455807719,2.276201187,1.504219472
AT5G19120,7.250278404,7.274920259,7.312893575,6.534343325,6.089282334,6.349656858
AT5G19130,2.212013631,1.726260393,2.024823362,1.19696464,2.615607147,2.142243933
AT5G19140,4.702412759,5.305218019,5.096836082,3.460615703,3.895897407,3.103024103
AT5G19150,3.214396324,3.602561017,3.335816183,4.192241764,4.557205486,4.444484797
AT5G19180,4.70535966,4.599475685,4.506317604,5.221443854,4.34978103,4.593894013
AT5G19200,1.903929222,1.840685277,1.724271992,1.583705298,1.855573366,1.840685277
AT5G19210,1.70721096,2.021736482,1.822361555,2.064029035,1.937397774,1.892915219
AT5G19220,1.679810757,2.194235583,1.547484811,2.039689354,1.754472865,1.267593738
AT5G19240,5.259548987,5.139867621,3.959646665,4.916284721,4.666651423,4.124806498
AT5G19250,4.695892205,5.959624803,4.642654423,4.689384051,4.959445166,4.264919968
AT5G19260,1.098120706,1.351446559,1.12103072,1.296547266,1.149326645,1.088833332
AT5G19280,2.547525933,3.119686966,3.177043493,3.275900251,2.84405825,3.569989183
AT5G19290,4.059160436,4.160697277,4.335523537,3.247911079,3.177344491,3.016410049
AT5G19300,4.164687696,3.587724014,4.030694729,4.150764463,4.155827866,3.818502198
AT5G19310,2.922060143,2.514359505,2.139799705,2.349215338,2.73813518,3.327902421
AT5G19320,2.629675041,2.400898533,2.599693606,2.891799722,1.642168656,3.050358481
AT5G19330,4.674008548,4.67909803,4.798130886,4.536931159,4.587835103,4.997170036
AT5G19340,2.568325518,2.911736964,2.599931864,2.23108305,2.083327128,1.861839876
AT5G19350,5.905688013,5.583453253,5.703099758,5.946096843,5.849542125,6.025718096
AT5G19370,5.361898378,5.015013325,5.972233671,5.376573213,4.848096808,5.767475588
AT5G19380,2.033586442,2.463625258,1.921169037,1.991037696,2.159923446,1.813619647
AT5G19400,2.846976512,2.792044239,2.674935649,2.877554618,2.36493861,3.248168005
AT5G19420,1.494080596,2.376982361,2.618833968,1.654258874,2.064827012,2.777729033
AT5G19430,5.474636313,4.880670851,5.605672546,5.538185761,5.63378974,6.503466411
AT5G19440,6.590862194,6.322862293,6.54908656,6.842512126,6.798184602,6.686783331
AT5G19450,7.965062831,8.114340339,7.985758735,7.984059889,7.699428107,8.14889939
AT5G19460,1.894958186,1.302524856,1.685263987,1.747362498,2.130849053,2.111648048
AT5G19480,1.843922884,2.014512778,2.085246924,1.407487835,1.774074428,1.32300887
AT5G19490,1.492629312,1.200923896,1.492629312,1.662277883,1.733748943,1.70607166
AT5G19500,1.449251488,1.336288294,1.150381942,1.36547411,1.360325163,1.320798971
AT5G19510,8.845236451,9.033619057,8.758616284,8.808926068,8.398968011,8.471909933
AT5G19520,1.159516956,1.283880892,0.96293098,1.111606396,1.310237644,2.837215178
AT5G19530,3.873284961,3.49345267,3.521944449,2.085580993,2.61036382,1.287054134
AT5G19540,4.372697706,3.560321792,4.016921123,3.728131423,3.973055353,4.277481608
AT5G19550,5.996957031,5.901770556,5.649390444,5.310217332,5.188017147,4.964699789
AT5G19560,1.314221905,1.761879626,1.497185457,1.569647298,1.906897389,1.650049209
AT5G19570,3.027045812,3.560752393,3.438486856,2.855582576,2.906726209,2.557559439
AT5G19590,7.042854508,6.756905241,6.319011647,6.031265674,6.3394031,5.486708857
AT5G19620,3.75212499,3.601920889,3.480133306,3.968605223,3.621098626,4.34226004
AT5G19630,1.545250543,1.605370916,1.834913726,1.760342711,1.689247864,1.537947981
AT5G19660,2.910008019,2.465323172,3.000415756,3.131788482,2.906067592,4.046954416
AT5G19670,1.350599221,1.459390446,1.556082281,1.841643187,1.758845693,1.373880067
AT5G19680,3.194035782,2.990283678,3.362398905,3.645055601,3.618282831,3.26908483
AT5G19690,5.726523398,5.422526136,5.709032171,5.474869955,5.319652905,5.115142634
AT5G19730,1.262640244,2.035540549,2.011452229,1.647119136,1.529025581,1.601394232
AT5G19750,3.989115592,3.366515553,4.013434631,4.813226827,3.75894791,3.600200556
AT5G19760,4.336267089,4.397867993,4.619424075,3.891871176,3.940836414,3.794737659
AT5G19770,8.473857774,8.550467763,8.387884411,7.616659619,7.927761068,7.502630853
AT5G19790,1.350152848,1.34452618,1.294405043,1.585806228,1.58017956,1.642245399
AT5G19800,1.329969046,1.073015048,1.196719279,1.554256742,1.24104272,1.132315085
AT5G19810,1.426889924,1.399128466,1.429244446,1.818904184,1.363623368,0.927318262
AT5G19820,7.022619553,6.502098523,6.183601919,6.653477791,6.422667932,6.279842326
AT5G19830,2.681318054,1.949622405,2.24351212,2.732321456,2.017643785,2.501157556
AT5G19840,1.218729155,1.379445871,1.356365947,1.320988542,1.439421772,1.696740826
AT5G19850,1.72020256,1.792430538,2.146958399,2.803432249,1.838987042,2.127150618
AT5G19855,4.777791204,4.729676007,4.291441436,5.394157237,4.270310775,4.813666117
AT5G19860,4.414996709,4.559777372,4.386344358,4.629847781,4.138178887,3.613079857
AT5G19870,1.009984113,0.847124811,1.392957689,1.413938861,1.439156573,1.164782729
AT5G19875,4.392106626,4.71401805,4.080985336,4.876259887,4.677242391,4.559845513
AT5G19900,6.908122204,6.614743458,7.189522637,7.797919692,7.014735033,7.618227551
AT5G19910,3.897096463,4.398883026,3.497826923,3.424887312,3.008187339,3.567782646
AT5G19920,1.519068363,2.051312125,1.2508783,1.796625519,1.737835722,1.701482612
AT5G19930,2.505636688,2.758696836,2.227945958,2.942550552,2.297298989,2.141938434
AT5G19940,3.046585906,3.018488902,2.956834897,3.340066529,3.592652406,2.973220761
AT5G19950,5.118185803,4.62621165,4.670807358,4.613729979,4.618251597,5.269035208
AT5G19960,5.35971124,5.287940615,5.298599399,5.536196543,5.07350849,5.571689239
AT5G19970,4.580843298,5.103127008,4.521411505,3.898094605,4.120654778,3.934764021
AT5G19980,1.972090696,1.429810627,1.633888308,2.230669283,2.429089791,2.170774381
AT5G20000,6.483337339,5.896544489,5.966437275,5.840413246,5.240431453,6.056634202
AT5G20020,6.998359038,7.105109942,6.971677793,6.646919487,5.954339844,6.00755856
AT5G20030,1.814432118,1.537080414,1.642052108,1.444053271,1.502998384,1.857706923
AT5G20040,1.842373784,1.827708823,1.649289298,2.171627935,2.493903612,2.234757199
