Sample.Name,Atha_Ler.0_sShoots_FLT_Rep1,Atha_Ler.0_sShoots_FLT_Rep2,Atha_Ler.0_sShoots_FLT_Rep3,Atha_Ler.0_sShoots_GC_Rep1,Atha_Ler.0_sShoots_GC_Rep2,Atha_Ler.0_sShoots_GC_Rep3
AT1G01010,4.616020583,4.533133091,4.662623025,5.759522003,5.638435568,4.741367459
AT1G01040,6.994641679,6.732584816,6.885434078,5.796964669,6.478171026,7.194986337
AT1G01050,5.939485698,6.581721786,5.96599813,5.921966292,5.2353855,4.924974761
AT1G01070,1.4096278,1.52960949,1.685263987,1.714404371,1.332009431,2.189903066
AT1G01080,1.413912835,1.338084787,1.850825154,1.513291833,1.443020722,1.334293087
AT1G01090,7.741093728,7.661795981,7.782068726,7.210753442,6.912460042,6.61438488
AT1G01100,8.522924453,8.723980978,8.802276541,8.348366623,7.895279236,8.038506018
AT1G01110,2.33888209,2.774116992,2.661104961,1.739029237,2.130391359,1.765949928
AT1G01120,3.736314419,3.690098864,3.029434548,4.192863121,3.836997128,2.893316323
AT1G01140,5.425966153,5.154631995,5.503781901,5.806559914,4.842621265,5.119739802
AT1G01160,6.888858078,6.661018997,7.111740501,7.34415556,7.746150211,7.667541032
AT1G01170,6.506573935,6.977104441,7.121559219,7.233323893,7.939104001,7.664168597
AT1G01200,1.229651611,1.468594724,1.479272057,2.010368121,1.451893203,1.521157078
AT1G01210,8.89470208,8.510356624,8.50647232,9.248366696,9.079540117,8.940844842
AT1G01220,2.360278814,2.006942617,1.978612461,2.27438378,1.824206606,2.494462633
AT1G01225,1.079041474,1.194758938,1.299224096,1.371571123,1.232915189,1.098059348
AT1G01230,4.876588582,5.261899003,4.613454547,4.857873695,4.690979935,4.899812228
AT1G01240,5.063694422,4.757899084,4.922934964,5.545468894,5.866467255,6.486370869
AT1G01260,3.955759173,2.216267426,2.537646076,2.733248115,3.523069809,3.408979333
AT1G01290,3.40706156,3.093438393,3.382175064,3.423133107,3.318135234,3.531939902
AT1G01300,4.134251943,4.418336727,4.035669786,3.811421201,3.139266209,2.254816141
AT1G01310,1.894958186,1.674719612,1.916626075,1.678763246,2.126938081,1.620562494
AT1G01320,5.589768848,5.17030914,5.775434753,5.526170512,5.271089681,5.462544328
AT1G01340,1.570960078,1.948421192,1.773648042,1.338421745,1.29768387,2.225626782
AT1G01360,6.134292341,5.576608808,6.07955759,7.179841324,6.700347235,7.073275558
AT1G01370,2.198680198,2.279246597,1.85668868,1.876629063,1.682075462,1.618207073
AT1G01380,1.554177114,1.487900104,1.389401199,1.513291833,1.309258758,1.760235349
AT1G01430,3.345885633,4.058745926,2.960642662,3.485904032,3.001427598,2.646432631
AT1G01440,2.908076189,2.94177871,2.404964569,3.075527606,2.886173346,3.667549059
AT1G01450,2.994422659,3.014000943,2.994378431,3.406243636,3.788049395,3.374765056
AT1G01470,4.313060354,4.291920675,4.435651836,8.100542225,7.206664074,7.572857044
AT1G01480,1.638794751,1.272565142,1.487294427,1.933910304,3.13803513,4.361545864
AT1G01490,9.252766551,8.996267593,9.02544292,9.172692114,8.801238288,8.618069394
AT1G01500,7.036027379,6.267478095,6.757496209,7.914850626,7.898770128,7.547594991
AT1G01510,4.443530772,4.592448316,4.487346986,3.52384728,3.35170802,4.162056251
AT1G01540,6.005049392,6.086420741,6.064015681,4.593398411,5.251963806,5.472170618
AT1G01550,7.114927753,6.967850767,7.113017079,7.349977672,6.82156556,7.184729291
AT1G01570,1.357475446,1.505423821,1.479189794,1.749823778,1.704128271,1.60943377
AT1G01610,3.137514613,3.467585602,3.329690423,2.042884805,1.663087559,1.663087559
AT1G01620,9.817893653,9.713109523,9.935129579,9.263793579,8.472633228,8.78535159
AT1G01630,5.316837215,5.685533801,5.220821109,4.398857112,4.501274275,3.896230198
AT1G01640,6.264699968,6.176433203,5.826167056,6.252386786,5.066822396,5.05807169
AT1G01650,2.852512531,2.98358143,3.24310763,3.353969583,3.897401862,3.456359033
AT1G01660,1.362507079,1.005922131,0.750437898,0.974762469,1.575810537,1.096447924
AT1G01670,2.298479095,1.534498243,1.209124749,1.339250296,1.216042372,1.263971038
AT1G01700,1.58337371,1.463377142,1.379777128,1.398488251,1.100284052,1.560002868
AT1G01710,3.023290754,2.516650287,2.434715304,3.176625676,3.313114137,2.7294982
AT1G01720,7.022444557,6.747470917,7.410838617,9.3474141,8.836012722,9.732905696
AT1G01725,5.869754685,5.59837153,6.270498139,7.08497083,7.275335059,7.446962025
AT1G01730,4.047968177,4.09515467,4.187447569,4.464597299,4.890873751,4.437611147
AT1G01740,2.776871664,2.107072576,2.629761683,3.080905724,2.772894629,2.866026596
AT1G01750,1.691167395,2.083381779,2.361352071,1.478071778,1.518736609,2.107862428
AT1G01760,1.564592011,1.732928209,1.669090082,1.83742628,1.7440171,1.463444814
AT1G01770,5.216584963,4.939972,5.156356308,5.836010085,5.230133814,5.708040097
AT1G01780,3.88545693,4.396227414,4.672785134,5.324255545,4.920889251,5.083996868
AT1G01790,2.294531638,1.869898706,1.664045136,1.678763246,1.384267803,1.710622532
AT1G01800,6.306258851,5.993749338,6.394979111,6.322719814,6.044083996,6.049537525
AT1G01820,6.868777128,6.567754166,6.841643603,7.243875899,7.111155051,7.358877241
AT1G01830,3.161341137,2.966812696,2.949900338,3.407837572,3.909904297,3.552486518
AT1G01840,2.779324582,3.352494213,3.545497414,3.744989865,4.181089492,3.936284151
AT1G01860,1.433198548,1.738256342,1.426224344,1.614404325,1.448917858,2.29899099
AT1G01900,2.926480332,1.729134569,2.271002334,2.189903066,1.859180244,1.265437411
AT1G01910,4.157811728,4.05078022,4.50756267,3.632952224,3.803007279,4.037598705
AT1G01920,3.28146622,3.362933862,3.387589253,3.277423483,3.368524892,3.569610885
AT1G01930,5.676262857,5.949441614,5.220265878,5.583512682,4.861020272,6.168452221
AT1G01940,6.889715744,6.784909492,6.505454003,6.60289353,6.546948456,7.069342143
AT1G01950,3.75332599,3.759137755,3.679394183,3.779375757,4.10267543,4.094925161
AT1G01960,6.012134352,5.91502317,5.394670509,5.422752233,4.903456403,5.350837992
AT1G01970,3.136247508,3.879336725,4.189505172,4.044654989,3.187558563,3.756685976
AT1G01990,4.053388291,4.073868362,3.965161549,3.968546694,3.401505629,3.943377109
AT1G02000,2.363620856,2.581407614,2.265764028,2.297821237,2.341008029,2.069913859
AT1G02020,1.524493593,1.906897389,1.912126326,2.641914947,2.130849053,2.433852092
AT1G02050,3.39309722,3.026421247,3.013351411,2.555949677,2.745664893,3.675628008
AT1G02060,1.803383041,2.699053266,2.186546949,1.488618676,2.377014131,2.428767616
AT1G02080,6.298186882,6.275820854,6.128888556,5.862927129,6.717500529,6.469900322
AT1G02090,2.691908458,3.086327247,3.2345533,2.072768319,3.208814837,3.302418025
AT1G02100,6.524444936,6.420607965,6.626246508,7.13508144,6.993375033,6.28092936
AT1G02110,4.336106562,4.213224581,4.339061448,3.496026947,3.61166421,3.161244884
AT1G02120,7.050782614,6.76792088,6.709616763,6.285004473,6.728157346,6.922275577
AT1G02130,5.671045005,5.59566573,5.494612472,5.363489918,6.06302123,5.920908131
AT1G02140,7.374373621,7.765797792,7.59778787,7.872239546,7.153096944,7.602699401
AT1G02150,3.814707656,3.683801051,3.89730129,3.766392593,4.068072711,5.172930172
AT1G02160,7.181488026,6.477751733,6.714292838,6.290016817,5.72362038,6.644063305
AT1G02170,4.242827879,3.902427339,4.068136707,3.941014643,3.11256103,3.910995072
AT1G02180,2.565049238,1.959618216,2.119632882,1.628518451,1.965954492,2.106013897
AT1G02205,5.338114975,5.227254689,5.050824772,6.044768765,5.400314213,5.453711494
AT1G02220,2.308404841,1.66879478,2.053309967,1.474021428,1.483471074,2.752009524
AT1G02260,1.925722738,1.71072585,1.824784951,2.088531109,1.858912457,2.372421444
AT1G02270,1.785583131,2.417152253,1.809838454,1.724716317,1.900513356,2.358317006
AT1G02280,4.688702501,5.187254888,5.075189849,5.41952203,5.347783144,5.518999288
AT1G02305,7.224936169,7.095680255,7.41364892,7.531000103,7.373974449,7.124275803
AT1G02310,1.598920926,2.01516467,1.598464386,1.741131841,1.827622312,1.938396096
AT1G02330,5.495664141,5.088775756,5.056982041,4.673829517,4.352687706,5.360001821
AT1G02340,7.340327681,7.786754364,7.924560025,7.511181614,6.682919768,7.112166476
AT1G02360,2.617539177,3.153885611,2.696517826,2.340539223,2.577637947,2.594123265
AT1G02370,4.080169756,3.202610771,3.548457281,3.595569486,4.331977395,4.876224354
AT1G02390,1.049129269,1.113442237,1.545844018,1.4031795,1.259943469,1.403761665
AT1G02400,2.00388497,1.631004026,2.019323737,2.521541754,2.301906064,2.874976554
AT1G02410,2.439178825,3.56940225,3.326544373,3.503694698,2.866393639,3.291595638
AT1G02420,1.79993405,2.041010148,2.374483166,2.298903037,2.549860252,2.327732853
AT1G02450,1.730323197,1.806763861,1.360816729,1.515397226,1.859698516,1.82084899
AT1G02460,1.465972002,1.425932311,1.596832882,1.554518504,1.749599824,1.943497904
AT1G02475,2.662153978,2.593285421,2.338330399,2.521169244,2.310642166,2.383927562
AT1G02500,10.46863071,10.59893165,10.24220497,9.660902388,9.279040551,9.269902874
AT1G02520,1.35302575,1.288828866,1.075889096,1.314958158,2.350235818,2.095228924
AT1G02560,5.049076275,5.460559473,5.10396331,5.152586002,4.645050065,4.684720677
AT1G02575,1.631324405,1.560859685,1.607690913,1.74361495,1.595581935,1.356457001
AT1G02640,2.164336357,2.510184669,3.873005079,1.979418482,1.84655811,1.148286815
AT1G02660,1.415662978,1.34252822,2.139737783,3.476410757,2.302273782,3.575722385
AT1G02670,1.675843128,1.474707732,1.317100459,1.535264879,1.640580628,1.393852992
AT1G02680,4.193008752,4.201603859,4.504840182,4.186438748,4.102490021,5.057771001
AT1G02690,2.689534162,2.364743427,2.238493702,1.906193375,2.05034315,2.668620844
AT1G02700,1.64522172,1.925165811,3.310732022,2.678927844,7.842039759,8.613685098
AT1G02710,3.377719996,3.559095966,3.89182011,4.287351342,4.332920159,3.939238846
AT1G02720,2.066844046,2.038686094,1.713255088,1.51733028,1.688226861,1.385552775
AT1G02730,1.80456528,1.64964358,1.639960118,1.374445836,1.400406944,1.231946571
AT1G02740,1.894958186,1.638055841,1.553911977,1.427120635,1.443818194,1.686303973
AT1G02750,2.673584825,1.910396898,2.117291118,2.201877471,2.189903066,3.010162421
AT1G02780,9.675520501,9.738245131,9.772963753,9.399746065,9.178297548,9.016411232
AT1G02810,3.179638615,2.770121419,2.865981443,2.911428499,2.59392746,2.263791466
AT1G02816,3.018064815,3.300397317,3.380168711,4.183118359,3.96239807,4.252153432
AT1G02840,7.904083362,7.690902471,7.887174154,7.256069681,7.635385393,7.861413522
AT1G02850,4.588643609,3.769955463,4.779749675,5.945024718,6.491721894,6.067577358
AT1G02860,3.874607122,3.696570034,3.183223601,4.376482796,3.451855905,3.958529309
AT1G02870,4.793471151,4.993778115,4.405751227,4.253826271,3.95168219,4.092810901
AT1G02890,5.579076049,5.521912844,5.121120206,5.21982889,5.402477142,5.708622993
AT1G02900,3.952853898,4.596103407,4.486111919,4.583097249,4.160069054,3.139127758
AT1G02910,1.961521567,1.669803622,1.611127243,1.748273979,2.262651119,2.363323604
AT1G02950,2.280076522,2.876124187,2.948632885,1.676529686,2.051527299,1.552768536
AT1G02960,1.948425938,2.386786764,2.329143943,1.709061048,2.029142005,1.960908048
AT1G02970,1.110717934,1.402984033,1.270356607,1.033976509,1.148790345,0.742776081
AT1G03000,4.711145186,4.506653428,4.480688332,3.788349414,4.491978748,4.634482918
AT1G03010,1.24960861,0.946841484,1.218943681,1.44521065,1.444593427,1.275722797
AT1G03030,2.040087153,1.834360225,1.627474285,2.163844489,3.054992339,2.780804523
AT1G03040,3.548964122,3.876428218,3.058011274,4.137264713,3.956741345,4.054810336
AT1G03060,4.767116945,4.745850504,4.550995705,4.330364976,4.820362351,4.264084061
AT1G03070,1.373694423,1.500934696,1.039421612,1.726509643,1.343081905,1.896242623
AT1G03080,4.971643306,4.684586797,4.091769355,4.805650105,4.246993809,4.800667786
AT1G03090,7.421749171,7.439621938,7.695550291,8.199511084,7.652004988,7.999959314
AT1G03100,5.083747262,5.192564257,4.996602367,6.323704229,6.193075156,6.142333517
AT1G03110,2.802529335,2.733247014,3.016410049,3.147423344,2.5671587,2.404412337
AT1G03130,3.055271453,2.895796216,3.198561802,2.929375569,2.772908827,3.314607588
AT1G03150,4.138562971,4.046297812,4.242553903,4.460744229,3.277847091,3.943362918
AT1G03160,1.72973514,1.945277231,1.629259078,1.408202744,1.894759191,2.442065502
AT1G03180,1.505151548,1.737789984,1.486182987,2.50149944,1.398509033,1.663596531
AT1G03190,2.002170312,1.887500248,2.192858233,2.073583055,2.719034803,2.58563081
AT1G03200,2.406803178,1.95710182,3.240253564,1.53050751,4.023428421,3.197043587
AT1G03210,2.953951656,3.375057576,3.456010861,3.299588045,3.133947918,3.092716
AT1G03220,7.531137133,7.139890967,7.107494205,8.214316066,7.409674741,7.921817651
AT1G03250,2.319894374,2.27380942,2.707671143,2.97427994,2.21642884,2.281370949
AT1G03260,2.666633348,3.112207805,2.859469767,2.850111743,3.521058338,3.197413066
AT1G03270,1.563322116,1.720196567,1.951541073,1.632895881,3.772525387,2.959696466
AT1G03280,6.133064928,5.973557266,5.957040972,5.876496405,4.841403411,5.860635498
AT1G03290,5.270806143,5.240796005,5.11236385,5.692124788,4.878711602,4.846169178
AT1G03300,2.620922515,2.849725329,2.764567273,2.452217811,2.83231025,2.383335297
AT1G03310,2.228518668,2.074297794,2.064000975,1.641617574,2.044530939,1.800153063
AT1G03330,6.119250895,5.573654321,5.982289675,5.899043366,5.22203391,5.807620386
AT1G03350,7.065068478,6.943656297,6.811904693,6.912940536,6.996423015,7.374093229
AT1G03360,2.215446101,2.9322973,2.536271537,1.848770128,1.241602099,2.99296259
AT1G03370,3.252002053,3.024574564,2.711272217,3.816391521,3.311754429,3.48587462
AT1G03380,4.680248323,5.226315856,4.966241322,4.958953452,5.354811019,5.487345782
AT1G03410,1.295300736,1.42753317,2.029142005,1.945576637,1.337105783,1.392034189
AT1G03430,2.405075297,2.376982361,2.230324629,2.144728456,2.221346436,2.316700611
AT1G03440,2.84035793,2.321492783,2.119626884,2.625544412,2.433394197,2.086420291
AT1G03445,1.528053658,1.497412535,1.488370557,2.03082728,1.569331973,1.538373237
AT1G03457,3.013265404,2.841306083,3.155886104,2.616186777,2.480373568,2.33196895
AT1G03470,3.03699857,3.399989498,3.48644217,3.860770867,4.075791709,5.385808431
AT1G03475,3.28107678,4.009964807,3.490087291,3.281573343,4.191649497,3.160681642
AT1G03510,1.690383617,1.775630333,1.743108138,1.756389456,1.61837633,1.920665651
AT1G03520,2.227402521,2.619448701,2.670466461,2.679665235,2.141300978,2.403887315
AT1G03530,4.202388652,5.299052269,4.467675236,4.853184542,5.157289862,5.332870308
AT1G03550,3.304169321,2.909117719,3.406297398,3.49871324,2.826471436,2.892437231
AT1G03560,2.433940725,2.437105426,2.567742751,1.863458837,2.52518953,2.295329551
AT1G03590,3.961090686,3.42615371,3.732512074,2.488435953,3.211134007,3.529081596
AT1G03600,4.923667775,5.638189293,5.783071974,5.302001247,5.350389914,6.530193668
AT1G03610,5.231023735,5.323102799,4.785828029,5.335042272,5.121036486,6.108574699
AT1G03630,1.160267363,1.304486898,1.519533749,1.416872511,1.489221465,1.337252764
AT1G03660,0.963696067,0.964615889,1.212963442,1.14231446,1.784795356,1.355305523
AT1G03680,4.076152726,4.353204273,3.876281223,3.757822725,3.9286193,4.115698595
AT1G03687,2.059375883,2.069813463,2.615124177,2.069813463,2.109294053,1.981065024
AT1G03710,2.298551702,2.022766905,1.981691752,2.172144909,1.840854618,2.039065071
AT1G03730,2.372155451,2.486181997,2.431479091,2.733849194,2.67719838,2.794498227
AT1G03740,3.49345267,3.520058681,3.175480417,3.258076468,3.735212165,4.117641895
AT1G03750,2.813846619,2.280506478,2.664566862,2.557051467,2.5671587,2.866848539
AT1G03760,5.998064042,5.286282492,5.748259592,6.069326903,5.927587279,7.055711054
AT1G03770,4.061133764,3.520343675,3.737182205,3.53076198,3.622193498,4.250211848
AT1G03780,1.969220472,2.165666519,2.265260166,2.042345175,1.538373237,1.794680137
AT1G03820,3.78730945,4.054939042,4.925402208,1.514994015,2.135993728,1.550368145
AT1G03830,3.819468149,3.856344917,3.578755601,2.706785907,3.211364947,3.502166382
AT1G03840,1.345237854,1.347996475,1.568333364,1.654232792,1.618418708,1.39951972
AT1G03850,6.657697922,6.351471557,6.052261054,7.27606834,6.840198782,6.97806803
AT1G03860,6.185068514,6.902587548,6.559909238,5.943522796,6.536384499,5.895435759
AT1G03870,7.5386392,8.212852648,7.671773786,4.445378674,5.634168305,3.605354084
AT1G03900,6.931541913,6.79080377,6.900009386,7.542187365,6.671901173,6.620013745
AT1G03905,1.229651611,1.183845376,1.345544218,1.333712435,1.7797099,1.821241737
AT1G03910,4.655932653,4.684344905,4.467675236,4.856986956,4.666922,5.483955175
AT1G03920,1.932825298,2.003909155,2.029142005,1.99170816,1.663492225,1.76552317
AT1G03940,2.723710339,2.479836363,2.043129394,2.331991434,2.494510141,2.262551625
AT1G03950,4.390470645,3.732512074,4.175177163,3.525642737,4.286409268,3.587462328
AT1G03960,1.111617398,1.265179721,1.474707732,1.359928608,1.538373237,1.337208489
AT1G03970,7.155093725,6.725275931,6.241221908,6.956595234,6.24158766,6.973077114
AT1G03990,2.784639808,2.465473035,2.628821529,3.258112638,4.249051364,4.450331173
AT1G04000,4.460466832,4.867777066,4.325763634,5.011105941,4.683104748,4.783722507
AT1G04010,0.919064439,1.364242658,1.422220423,1.279447949,1.846593796,1.122763486
AT1G04020,1.44805189,2.052163372,1.674829902,1.860518819,1.677932664,1.253369592
AT1G04030,2.571383479,2.196129875,2.410389244,2.545519487,2.028556877,3.016410049
AT1G04040,5.829997045,6.322273352,5.532403271,3.516569487,4.651961322,2.423447786
AT1G04050,2.405453604,2.349770873,2.639674044,2.38760958,2.103391752,2.181964312
AT1G04070,4.768430113,4.72252722,4.990000006,5.139757802,3.915484755,4.94892231
AT1G04080,5.693217879,5.572759473,5.784917901,5.126080927,5.88930239,5.989090433
AT1G04090,1.026397709,1.256889662,1.163795293,1.569484126,1.285958141,1.30518352
AT1G04100,2.300708255,2.094592076,1.900536267,1.668454669,1.678763246,2.129452362
AT1G04120,5.369544416,4.622088676,5.079490412,5.22471367,6.390990496,6.071369844
AT1G04130,1.765965683,1.667776607,2.056346176,1.298566682,2.314118276,2.116638945
AT1G04140,5.970989681,7.09482908,6.709805369,6.097938035,6.703476548,6.163534784
AT1G04150,1.245660499,1.648579701,1.219598576,1.399467685,1.261059072,1.308987738
AT1G04160,1.311045553,1.233580383,1.256019668,1.357284613,1.205033777,1.183048162
AT1G04170,6.069164773,5.887909733,5.88153479,5.406972368,5.852969833,5.643487277
AT1G04180,1.156896682,1.302524856,1.168369847,1.012088563,1.205972364,1.11310188
AT1G04190,4.672786623,4.927153428,4.998979258,5.055957477,4.742722238,4.810150628
AT1G04200,1.984540295,2.404318581,1.674473968,1.632419062,1.86411268,1.861839876
AT1G04220,3.448914933,3.136114897,3.540031156,2.911341143,2.868381802,1.88530764
AT1G04230,4.223389966,3.953350515,3.992749997,4.0109367,4.091769355,4.647029148
AT1G04240,5.44048069,5.647888613,5.099992659,4.713599634,5.003306547,4.138350547
AT1G04250,5.614240456,4.968164102,5.213942021,5.245574361,5.25997975,4.273854399
AT1G04260,4.032403505,4.10527675,4.29318632,4.164504339,4.300587266,4.488015882
AT1G04270,8.249327314,8.334169436,8.23227292,7.473996403,7.443876233,7.361024581
AT1G04290,1.760623666,2.031342794,1.782653444,1.682181745,1.622769279,1.582650177
AT1G04300,6.230932075,6.638440627,6.40269575,5.91872646,6.472014876,7.209761233
AT1G04310,3.4844945,3.527085873,3.553927226,3.827195061,4.510392803,4.133137169
AT1G04330,2.404539796,1.92161955,2.541240063,2.373861125,2.32114862,2.189903066
AT1G04340,2.1660039,2.268355461,2.883503905,2.548746036,2.880907872,2.288185503
AT1G04360,2.078645284,2.428030397,1.930352388,1.949882372,1.776496902,1.796625519
AT1G04390,1.208799141,1.756332991,1.647191172,1.823540836,2.254907392,2.370687721
AT1G04400,5.919274553,5.309427814,5.472513454,5.793489077,5.022885246,5.389137679
AT1G04410,9.012298631,8.432627637,9.006093816,9.077760198,8.824481637,8.700917078
AT1G04420,4.486828453,4.508314522,5.074795683,4.969762494,4.350386724,4.899327655
AT1G04430,3.408601495,3.582931744,3.865144706,2.174340302,2.587593561,1.753027298
AT1G04440,7.251015304,7.270897291,6.997456248,7.106319101,6.983591978,6.879253744
AT1G04480,8.286617001,8.395835152,8.276678119,8.363987536,8.046022956,7.646680931
AT1G04490,1.112788667,1.200323417,1.421778811,1.34792687,1.732461791,1.737104236
AT1G04510,5.003762341,4.60020005,5.052733368,3.772243173,4.862643076,5.297574771
AT1G04520,1.324713014,1.685263987,1.340479325,1.368640257,1.077577839,1.368865961
AT1G04530,3.083163318,2.681752079,2.83865111,3.23632379,3.288392179,4.874876732
AT1G04540,2.151957652,2.296711481,2.218733421,2.568196372,2.574954727,2.256806235
AT1G04550,4.294531031,4.603644385,4.112130254,3.388322436,3.167438569,3.58554528
AT1G04590,3.928393587,4.230334332,4.071886443,3.85769296,4.135610291,4.850416046
AT1G04600,1.218993111,0.930947979,1.221797827,1.148489769,1.248100999,1.616975147
AT1G04610,2.130849053,2.328662595,2.080100091,2.893765128,2.157090098,2.242554523
AT1G04620,1.782212958,1.873358988,2.044480738,1.946663979,2.048876397,2.808545002
AT1G04640,2.323291221,2.710677114,2.680738263,2.552925747,2.323981014,2.396656608
AT1G04660,5.377033716,5.477268253,6.133941947,4.580602411,5.475929188,5.352767643
AT1G04680,6.226916227,6.310298809,6.439255476,3.662764351,3.808743112,1.959957555
AT1G04690,7.479800314,7.268526226,7.412554227,7.466722789,6.862533602,7.297418154
AT1G04700,1.786594347,2.114697761,2.223753833,1.528784238,1.498114202,1.276088638
AT1G04710,2.966573885,2.267838928,2.904639025,2.745629022,2.56025465,2.432077245
AT1G04730,0.913960682,1.241765157,1.093911342,1.3773072,1.538373237,1.153284196
AT1G04760,1.264934305,1.40261117,1.240374118,1.059637934,1.273455295,0.812684634
AT1G04770,2.193821713,2.410323853,2.179344701,2.025639082,2.125612653,2.133613207
AT1G04780,6.128530559,6.246846302,6.244807429,6.149335665,5.272003694,6.258377225
AT1G04790,1.881901584,1.972188821,1.740899036,2.261821202,2.083255658,2.278026222
AT1G04810,4.68663122,4.566449827,4.682966337,4.738046174,4.324934477,4.538422534
AT1G04820,6.859754769,7.307243168,7.313805585,5.509316678,5.359655307,4.277481608
AT1G04830,4.059715678,3.504906271,3.640960099,3.706433054,4.026231996,4.188996012
AT1G04840,1.151329682,1.471365052,0.949657547,1.23276578,1.247700325,1.197306051
AT1G04850,7.286796581,6.893571304,6.940579731,7.135610079,6.642929886,7.240735506
AT1G04860,3.087409719,3.286951388,2.787530545,2.74767656,2.961308399,2.909712419
AT1G04870,7.156888333,7.09125608,7.380788997,7.406408282,7.278460161,7.381671045
AT1G04880,1.195313171,1.485408678,1.425177291,1.416285678,1.787779219,1.033405014
AT1G04900,2.270671273,2.182319759,1.919660357,1.23276578,1.602921705,1.675944172
AT1G04910,4.108756163,4.173433545,3.675007635,3.384503596,3.740873128,3.435107088
AT1G04930,1.96725038,1.879046319,1.716269518,2.314327447,1.920062508,1.796625519
AT1G04945,3.328636155,2.73335804,2.735351431,2.824282563,3.533859722,3.238583334
AT1G04950,5.175726001,5.396454258,5.20251804,4.643352395,5.26696359,5.667316324
AT1G04960,5.774690157,5.87371022,5.534873389,5.607334319,4.955511615,5.609871358
AT1G04970,3.937757999,4.674040462,4.318152659,4.231037486,4.133634719,3.914315836
AT1G04980,3.766633051,3.822883083,3.976057163,2.920109786,3.934172967,3.421067009
AT1G04985,5.456886103,5.360226259,5.511840664,5.837183022,6.095991545,6.038319403
AT1G04990,3.377806874,3.816452472,3.699451491,3.598877979,2.991855584,2.793224335
AT1G05000,2.752463295,2.262485356,2.149300246,1.596027539,1.528286001,1.725508183
AT1G05010,5.196323491,5.417116146,5.112329126,5.958705273,5.1988249,4.688811377
AT1G05020,1.607714061,1.339133539,1.837859937,2.201877471,1.913951651,2.50667402
AT1G05030,1.121497644,1.792041288,1.547850866,1.655345909,1.607619148,1.675462042
AT1G05055,2.757459477,2.545324394,3.524937008,2.28322796,2.029142005,2.027617262
AT1G05060,2.517499284,2.720070067,2.171386636,2.242350329,2.298551702,2.263997561
AT1G05070,3.168932621,3.026240394,2.916106921,3.10998813,2.823448139,2.966140367
AT1G05090,2.257586923,2.820173513,2.372536901,2.548746036,2.026789764,1.971003313
AT1G05100,2.487606219,2.884881345,2.642970824,7.900874116,5.467705468,6.116608119
AT1G05120,3.444258214,2.628485774,2.970892587,3.027533091,3.651796426,3.740611571
AT1G05140,2.945800563,3.750518663,3.645300544,2.766370107,2.838582215,3.050718399
AT1G05150,4.141992922,3.325311486,3.723179735,3.216623388,3.131026902,3.538135815
AT1G05160,1.805743838,1.692989124,1.712925875,1.260427668,1.480246563,2.056803892
AT1G05170,2.38038524,1.798958359,1.059758446,2.506661202,1.862303157,2.074380435
AT1G05180,6.095775259,6.308882345,6.04332139,6.196798936,6.262248074,6.200430214
AT1G05190,5.221393423,5.77985895,5.713312854,4.951262419,4.561985648,4.501664253
AT1G05200,1.46149916,1.517705219,1.223308057,1.272516319,1.009055645,1.157197907
AT1G05205,5.470985432,5.364237382,5.474746382,4.689384051,5.414132046,4.154364349
AT1G05210,1.641989182,1.415788256,1.317100459,1.602536034,1.278927357,1.363896852
AT1G05230,1.62379958,1.648069986,1.229242382,1.018344381,1.43414943,1.478080028
AT1G05240,1.142945215,1.385175696,1.579991101,1.36343644,1.538373237,1.148286815
AT1G05260,3.612381758,3.804584818,3.495769906,1.543897928,2.340274152,2.688114508
AT1G05270,5.613830072,5.472962433,5.66627442,6.146764997,6.138320764,5.901817787
AT1G05280,0.875674146,0.983775356,0.917981889,0.951006819,1.108646376,1.031997651
AT1G05300,1.533004295,1.167515493,1.538373237,1.723457452,1.533004295,1.726491361
AT1G05310,1.270772037,1.167567875,1.440882489,1.867627388,1.31234054,1.399762063
AT1G05320,2.037037911,1.767357129,2.269703034,2.194623514,1.71964843,2.337410914
AT1G05340,5.690903711,5.662051008,5.898882123,9.283154183,8.485684321,9.006200551
AT1G05350,4.126886423,3.940738044,3.751157347,3.940738044,3.131230283,3.426452178
AT1G05360,1.153217171,1.57997301,1.0519546,1.192344608,0.927915447,1.383247148
AT1G05370,1.524007978,1.474618113,1.68538509,1.894488762,1.544191678,1.185046833
AT1G05380,3.657849274,2.4747118,3.346707243,2.511700642,2.743923023,3.80541439
AT1G05385,4.294625544,4.253396474,4.543111572,5.042482897,4.5828149,4.68278592
AT1G05400,1.624455525,1.793122956,1.551236264,2.289106368,1.840854618,1.544835777
AT1G05410,2.839733787,2.675078656,2.893610384,2.06313662,2.207135465,3.180234446
AT1G05430,2.973096683,3.259881831,3.302794889,2.396881654,3.100853605,2.796508976
AT1G05440,1.267740008,1.522662148,1.106848164,1.320537664,1.316852383,1.48216325
AT1G05460,4.372736154,4.537465053,4.868466619,4.162676234,4.674599785,4.628827567
AT1G05470,1.703619957,1.378301673,1.719734327,1.62249712,1.699583236,1.399762063
AT1G05490,2.111608308,1.776849339,1.871891727,1.50309952,1.208396241,1.230753118
AT1G05500,3.146484506,2.692394997,2.938299073,3.623306393,3.090086423,3.010800187
AT1G05520,2.495137679,2.115853015,1.765695325,1.721975792,1.847784216,2.583053047
AT1G05530,1.069457337,1.270848576,1.455075647,1.993365012,1.736736389,1.399762063
