"User_ID sorted by SD","Ensembl_gene_id","symbol","sl_FLT_BA_Rep1","sl_FLT_BA_Rep2","sl_FLT_BA_Rep3","sl_FLT_BA_Rep4","sl_FLT_BA_Rep5","sl_FLT_BG_Rep1","sl_GC_BA_Rep1","sl_GC_BA_Rep2","sl_GC_BA_Rep3","sl_GC_BA_Rep4","sl_GC_BA_Rep5","sl_GC_BG_Rep1","UdCC_FLT_BB_Rep1","UdCC_FLT_BB_Rep2","UdCC_FLT_BB__Rep3","UdCC_FLT_BB_Rep4","UdCC_FLT_BG_Rep1","UdCC_FLT_BG_Rep2","UdCC_GC_BB_Rep1","UdCC_GC_BB_Rep2","UdCC_GC_BB_Rep3","UdCC_GC_BB_Rep4","UdCC_GC_BG_Rep1","UdCC_GC_BG_Rep2"
" AT2G21610","AT2G21610","",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,1
" AT2G21830","AT2G21830","",1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1
" AT2G21850","AT2G21850","",1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1
" AT2G22000","AT2G22000","",2,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1
" AT2G22010","AT2G22010","",2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,2,2,2
" AT2G22590","AT2G22590","",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,1,1
" AT2G23140","AT2G23140","",1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1
" AT2G23560","AT2G23560","",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1
" AT2G24060","AT2G24060","",2,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
" AT2G24120","AT2G24120","",1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1
" AT2G25100","AT2G25100","",1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,2
" AT2G25640","AT2G25640","",1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1
" AT2G27450","AT2G27450","",2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,1,2,2
" AT2G27740","AT2G27740","",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,1
" AT2G28470","AT2G28470","",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1
" AT2G28710","AT2G28710","",1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2
" AT2G28790","AT2G28790","",2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1
" AT2G29750","AT2G29750","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2
" AT2G29990","AT2G29990","",2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1
" AT2G30350","AT2G30350","",1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1
" AT2G31180","AT2G31180","",1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,2
" AT2G32000","AT2G32000","",1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2
" AT2G32900","AT2G32900","",1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1
" AT2G34180","AT2G34180","",1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,2
" AT2G34190","AT2G34190","",1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,2
" AT2G35860","AT2G35860","",1,1,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1
" AT2G36290","AT2G36290","",2,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1
" AT2G37070","AT2G37070","",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,1,1
" AT2G37090","AT2G37090","",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,2,1
" AT2G39370","AT2G39370","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2
" AT2G40300","AT2G40300","",1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2
" AT2G40810","AT2G40810","",1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1
" AT2G40935","AT2G40935","",1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1
" AT2G41370","AT2G41370","",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,1,1
" AT2G41460","AT2G41460","",1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1
" AT2G42120","AT2G42120","",1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1
" AT2G42150","AT2G42150","",1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,1
" AT2G42240","AT2G42240","",1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,1,1
" AT2G42250","AT2G42250","",1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1
" AT2G42600","AT2G42600","",2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,1,1,2,2
" AT2G43320","AT2G43320","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2
" AT2G43570","AT2G43570","",1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,1,1,1,2
" AT2G43950","AT2G43950","",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2
" AT2G45050","AT2G45050","",1,2,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1
" AT2G45690","AT2G45690","",1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,1
" AT2G46530","AT2G46530","",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1
" AT2G46850","AT2G46850","",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,1
" AT3G01140","AT3G01140","",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,1
" AT3G01380","AT3G01380","",1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2
" AT3G02460","AT3G02460","",1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2
" AT3G02890","AT3G02890","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2
" AT3G03300","AT3G03300","",2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2
" AT3G03570","AT3G03570","",1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2
" AT3G04130","AT3G04130","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2
" AT3G04980","AT3G04980","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2
" AT3G05130","AT3G05130","",2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
" AT3G06410","AT3G06410","",1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1
" AT3G06450","AT3G06450","",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1,2
" AT3G07580","AT3G07580","",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,1,2
" AT3G07600","AT3G07600","",1,1,2,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1
" AT3G07610","AT3G07610","",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2
" AT3G07890","AT3G07890","",1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
" AT3G08020","AT3G08020","",2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2
" AT3G10140","AT3G10140","",1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1
" AT3G11440","AT3G11440","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2
" AT3G12860","AT3G12860","",2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,2,1
" AT3G13440","AT3G13440","",1,2,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
" AT3G13620","AT3G13620","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2
" AT3G13760","AT3G13760","",1,1,2,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1
" AT3G15460","AT3G15460","",1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1
" AT3G16690","AT3G16690","",1,2,1,1,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1
" AT3G16870","AT3G16870","",2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
" AT3G17340","AT3G17340","",1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1
" AT3G17470","AT3G17470","",1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2
" AT3G17910","AT3G17910","",1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,2,1,2
" AT3G20670","AT3G20670","",2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,1,1,2,2
" AT3G21600","AT3G21600","",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2
" AT3G21690","AT3G21690","",1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1
" AT3G23250","AT3G23250","",1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1
" AT3G23660","AT3G23660","",1,2,1,2,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1
" AT3G24460","AT3G24460","",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1
" AT3G26430","AT3G26430","",1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2
" AT3G26910","AT3G26910","",2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1
" AT3G27510","AT3G27510","",1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,1
" AT3G28130","AT3G28130","",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,2
" AT3G28700","AT3G28700","",2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2
" AT3G29320","AT3G29320","",2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2
" AT3G42170","AT3G42170","",1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1
" AT3G44050","AT3G44050","",2,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2
" AT3G44820","AT3G44820","",1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,1,1
" AT3G45210","AT3G45210","",2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
" AT3G45260","AT3G45260","",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1
" AT3G45430","AT3G45430","",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,1
" AT3G45840","AT3G45840","",1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2
" AT3G47080","AT3G47080","",1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2
" AT3G47530","AT3G47530","",1,2,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1
" AT3G47950","AT3G47950","",1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2
" AT3G48110","AT3G48110","",2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
" AT3G49370","AT3G49370","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2
" AT3G50870","AT3G50870","",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1
" AT3G51050","AT3G51050","",2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1
" AT3G51480","AT3G51480","",1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2
" AT3G51820","AT3G51820","",1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1
" AT3G51960","AT3G51960","",1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1
" AT3G52070","AT3G52070","",2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1
" AT3G52750","AT3G52750","",1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1
" AT3G53320","AT3G53320","",1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2
" AT3G56000","AT3G56000","",1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,1
" AT3G56040","AT3G56040","",1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2
" AT3G56750","AT3G56750","",1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1
" AT3G57050","AT3G57050","",2,1,1,1,2,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1
" AT3G57630","AT3G57630","",1,1,2,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1
" AT3G57830","AT3G57830","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
" AT3G58090","AT3G58090","",1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2
" AT3G58190","AT3G58190","",1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,2
" AT3G58560","AT3G58560","",2,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
" AT3G60110","AT3G60110","",2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
" AT3G60350","AT3G60350","",1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,2,1,1
" AT3G60810","AT3G60810","",1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1
" AT3G61790","AT3G61790","",1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1
" AT3G62220","AT3G62220","",2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
" AT3G62300","AT3G62300","",2,1,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
" AT3G62890","AT3G62890","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,1
" AT3G63090","AT3G63090","",1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2
" AT4G00030","AT4G00030","",1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1
" AT4G00200","AT4G00200","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1
" AT4G01150","AT4G01150","",1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1
" AT4G01440","AT4G01440","",1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,2
" AT4G01550","AT4G01550","",2,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2
" AT4G02070","AT4G02070","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,2
" AT4G03410","AT4G03410","",1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,1,1
" AT4G09500","AT4G09500","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1
" AT4G09560","AT4G09560","",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2
" AT4G10070","AT4G10070","",2,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
" AT4G10120","AT4G10120","",1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1
" AT4G12640","AT4G12640","",1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2
" AT4G13070","AT4G13070","",1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2
" AT4G13600","AT4G13600","",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1
" AT4G14560","AT4G14560","",2,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1
" AT4G14590","AT4G14590","",2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1
" AT4G15030","AT4G15030","",2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1
" AT4G15110","AT4G15110","",2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1
" AT4G15790","AT4G15790","",2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1
" AT4G15840","AT4G15840","",1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1
" AT4G16310","AT4G16310","",1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1
" AT4G16650","AT4G16650","",1,1,1,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1
" AT4G16960","AT4G16960","",2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1
" AT4G17250","AT4G17250","",1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2
" AT4G17310","AT4G17310","",1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2
" AT4G17740","AT4G17740","",2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2
" AT4G18140","AT4G18140","",1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2
" AT4G18570","AT4G18570","",2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1
" AT4G19010","AT4G19010","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1
" AT4G19100","AT4G19100","",1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2
" AT4G21180","AT4G21180","",2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2
" AT4G23270","AT4G23270","",1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1
" AT4G25760","AT4G25760","",1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,2
" AT4G25830","AT4G25830","",1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1
" AT4G27270","AT4G27270","",2,1,2,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
" AT4G27430","AT4G27430","",2,1,1,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1
" AT4G27700","AT4G27700","",1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,1
" AT4G27880","AT4G27880","",1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,2
" AT4G28720","AT4G28720","",1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1
" AT4G29190","AT4G29190","",1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,2
" AT4G29360","AT4G29360","",2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
" AT4G29550","AT4G29550","",1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,1,1
" AT4G29820","AT4G29820","",2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2
" AT4G30350","AT4G30350","",1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2
" AT4G30400","AT4G30400","",2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1
" AT4G30570","AT4G30570","",1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1
" AT4G30580","AT4G30580","",2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,1,2,2,2
" AT4G30900","AT4G30900","",1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1
" AT4G31000","AT4G31000","",1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2
" AT4G31010","AT4G31010","",1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1
" AT4G31150","AT4G31150","",1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1
" AT4G32770","AT4G32770","",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,2
" AT4G32800","AT4G32800","",1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1
" AT4G32915","AT4G32915","",1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2
" AT4G33730","AT4G33730","",1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,1,1,1
" AT4G34040","AT4G34040","",2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
" AT4G38280","AT4G38280","",1,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
" AT4G38390","AT4G38390","",1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,2
" AT4G38570","AT4G38570","",1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1
" AT4G38620","AT4G38620","",1,2,1,1,1,2,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1
" AT4G38960","AT4G38960","",1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1
" AT5G01230","AT5G01230","",2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2
" AT5G03070","AT5G03070","",1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2
" AT5G03160","AT5G03160","",1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
" AT5G03570","AT5G03570","",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,1
" AT5G03780","AT5G03780","",1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,2
" AT5G04070","AT5G04070","",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2
" AT5G05310","AT5G05310","",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,1,1
" AT5G06580","AT5G06580","",1,2,2,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1
" AT5G07710","AT5G07710","",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1
" AT5G07800","AT5G07800","",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,1
" AT5G08050","AT5G08050","",2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2
" AT5G08260","AT5G08260","",1,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
" AT5G09430","AT5G09430","",1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,2
" AT5G10020","AT5G10020","",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,2,1,1
" AT5G11030","AT5G11030","",1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,2
" AT5G12260","AT5G12260","",2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1
" AT5G12400","AT5G12400","",1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,2
" AT5G13280","AT5G13280","",2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,1
" AT5G13520","AT5G13520","",2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1
" AT5G13840","AT5G13840","",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2
" AT5G14070","AT5G14070","",1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,2,1,1,1
" AT5G14310","AT5G14310","",2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1
" AT5G14330","AT5G14330","",1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2,2
" AT5G14790","AT5G14790","",1,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1
" AT5G14940","AT5G14940","",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,2
" AT5G15600","AT5G15600","",2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,1
" AT5G15860","AT5G15860","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2
