"","1: upregulation, -1: downregulation","Symbol","Microgravity-Terrestrial","Act23_FLT_Rep1","Act23_FLT_Rep2","Act23_FLT_Rep3","Act23_GC_Rep1","Act23_GC_Rep2","Act23_GC_Rep3","WT_FLT_Rep1","WT_FLT_Rep2","WT_FLT_Rep3","WT_GC_Rep1","WT_GC_Rep2","WT_GC_Rep3"
"1","AT1G05240",NA,-1,2.8073549220576,2.8073549220576,2.8073549220576,3.4594316186373,3.4594316186373,3.4594316186373,2.8073549220576,3,3,3.58496250072116,3.70043971814109,3.70043971814109
"2","AT3G62680",NA,-1,2.8073549220576,2.8073549220576,2.8073549220576,3.4594316186373,3.4594316186373,3.4594316186373,2.8073549220576,2.8073549220576,2.8073549220576,3.4594316186373,3.58496250072116,3.58496250072116
"3","AT4G25820",NA,-1,2.8073549220576,2.8073549220576,2.8073549220576,3.4594316186373,3.4594316186373,3.4594316186373,2.8073549220576,3,3,3.4594316186373,3.58496250072116,3.58496250072116
"4","AT5G05500",NA,-1,2.8073549220576,2.8073549220576,2.8073549220576,3.32192809488736,3.4594316186373,3.32192809488736,2.8073549220576,2.8073549220576,2.8073549220576,3.4594316186373,3.4594316186373,3.4594316186373
