Sample.Name,Atha_Col.0_wo_act2.3_FLT_Rep1,Atha_Col.0_wo_act2.3_FLT_Rep2,Atha_Col.0_wo_act2.3_FLT_Rep3,Atha_Col.0_wo_act2.3_GC_Rep1,Atha_Col.0_wo_act2.3_GC_Rep2,Atha_Col.0_wo_act2.3_GC_Rep3,Atha_Col.0_wo_WT_FLT_Rep1,Atha_Col.0_wo_WT_FLT_Rep2,Atha_Col.0_wo_WT_FLT_Rep3,Atha_Col.0_wo_WT_GC_Rep1,Atha_Col.0_wo_WT_GC_Rep2,Atha_Col.0_wo_WT_GC_Rep3
AT4G02630,4.891727576,4.83054091,4.969366983,4.618376363,4.873359099,4.9515457,4.717768815,4.916022867,4.949671257,5.06470105,5.023945756,5.082918914
AT4G02640,7.469765164,7.504464315,7.593721342,7.51785998,7.556252847,7.407553167,7.557432867,7.562409769,7.654769241,7.585587478,7.650584402,7.655898757
AT4G02660,2.678247946,3.094654922,2.826465839,3.010095051,3.062515618,3.159152512,3.093763337,2.798840223,2.891301622,2.8616542,3.101527976,3.115531423
AT4G02680,7.159946228,7.060507289,7.018106896,7.596382648,7.636318941,7.42117112,7.0270377,7.205317076,7.155527079,7.563536222,7.517151446,7.678446813
AT4G02700,3.638544087,3.643066401,3.753196807,3.276567802,3.22182398,3.680497728,3.462604759,3.43338294,3.663615597,3.072082316,3.382910606,2.906336844
AT4G02710,3.490675396,3.403556668,3.065319907,3.825761556,3.731934755,3.526176944,3.403504742,3.307610807,2.997543757,3.281500091,3.623229349,3.871264663
AT4G02720,8.934172312,8.819456527,9.034239871,8.565828396,8.784561009,8.508983337,8.858556104,9.164904938,8.917964339,8.856790009,8.641027339,8.768815778
AT4G02730,6.582387192,6.558326313,6.442670473,6.416449053,6.391277226,6.191966338,6.421940513,6.548239175,6.448309797,6.609987198,6.471759692,6.486447272
AT4G02750,3.35639623,3.260617405,3.345999372,3.379509414,3.308516495,3.248129835,3.220450411,3.351949392,3.572205106,3.177091877,3.085985614,3.255523461
AT4G02770,5.594478908,5.270506599,4.977151865,5.195525202,4.57408116,5.413388926,5.684659925,5.832884535,5.936711403,4.240951802,4.240922796,5.616378356
AT4G02790,4.438681694,4.464123238,4.252697301,4.219943879,4.408670514,4.667707255,4.124400244,4.040856399,4.592015079,4.433899561,4.135402582,4.348418771
AT4G02800,2.927912615,3.306061536,3.184064307,3.257481924,3.238727285,3.183442217,3.105889086,3.327227594,3.515956937,3.258678246,3.329315159,3.361275223
AT4G02810,3.034239979,2.875895512,3.139940291,3.027845558,3.068406888,3.000640344,3.103000682,3.199265159,2.975444555,3.212394438,3.018461497,3.154140798
AT4G02820,4.479111242,4.516762022,4.677460066,4.601908475,4.532443282,4.751416308,4.28046666,4.194999856,4.418238087,4.48019292,4.544731533,4.084884434
AT4G02840,8.736227881,8.72242635,8.543970106,8.170340061,8.381936282,8.473646149,8.586840166,8.765769291,8.635036396,8.412625986,8.540886174,8.429129358
AT4G02850,4.08519237,3.992021592,4.052786286,4.012924044,3.702044145,3.431164462,3.900549423,3.659667427,4.000177078,3.974919457,3.844353919,4.338762571
AT4G02860,8.905625565,8.807359638,9.032422613,8.894446238,8.988726736,9.089602868,8.938694523,8.815861045,9.074672682,8.92375023,8.955016338,8.995717818
AT4G02880,7.828392439,7.853213331,8.15663748,7.645719762,7.811710206,7.615991585,7.805591354,8.297925739,7.842294315,7.787440579,7.759544194,7.712091151
AT4G02900,2.886405026,2.749333543,2.8096963,3.130732141,2.84012045,2.611695797,2.951217831,2.473582131,2.756863835,3.085323093,2.900047638,2.69848684
AT4G02920,8.478542965,8.283689475,8.505161048,7.978745385,7.931955262,8.033097392,8.329755728,8.827738258,8.247824393,8.122309804,7.958595004,7.781295641
AT4G02930,7.582521683,7.61003765,7.598493876,7.682907622,7.750680643,7.729767005,7.57849688,7.499666791,7.665222538,7.822098149,7.826553463,7.771789391
AT4G02940,6.612688653,6.549050242,6.456352617,7.046520398,6.809300187,7.083282966,6.582879594,6.337251248,6.601426103,6.870749413,6.909502708,7.328329336
AT4G02980,7.906530012,8.019704361,8.029812189,7.679246955,7.713890534,7.833788049,7.944722071,7.990933654,8.022439353,7.713323806,7.75204968,7.761744037
AT4G02990,5.355468017,4.940264293,5.519499323,4.877367523,5.164380306,5.351237071,5.270426372,5.579122951,5.171460469,5.110028141,5.19943818,4.92663105
AT4G03000,4.987465539,4.760193495,5.220072321,4.719235301,4.913131609,4.985102016,5.19096292,5.273966097,4.968109508,4.974239246,4.919843095,4.806875866
AT4G03010,2.925084406,2.985521576,2.926116874,2.996780151,3.042555628,2.977978832,3.000996496,2.852076208,2.731067663,2.815733199,2.808259678,2.890722941
AT4G03020,8.802687514,8.817333798,8.96984742,8.88076075,8.880749484,8.935285516,8.81439905,8.752289724,8.6566291,8.860418414,8.89045181,8.711146748
AT4G03030,9.310414691,9.250375506,9.442155964,8.915529495,8.879912616,8.936819718,9.433957542,9.549949749,9.392118629,9.103943224,8.9297479,8.986196276
AT4G03070,5.303825234,5.322422746,4.784199538,4.064716706,4.126701519,3.820337625,4.743774515,4.696269904,4.808953414,4.174086387,4.213910017,3.986172347
AT4G03080,7.022385998,6.892663507,7.264104659,7.056484122,7.065084634,7.105558033,7.099975973,7.533076373,6.959536774,7.030947542,7.128751072,7.124976732
AT4G03090,2.816650853,2.977684349,2.885214925,3.131267192,3.022742643,2.813118585,2.978339364,2.974035156,3.055804367,3.025406905,3.124356588,2.978869378
AT4G03100,3.140653362,3.272366039,3.774931278,3.690280456,3.172973389,3.042371294,3.135437061,3.525039726,3.520841246,3.146027679,3.288117374,3.34058749
AT4G03110,7.498757294,6.922029848,6.909655665,7.307875185,7.164254583,7.471516838,7.41872074,6.965107502,7.00945734,7.256579324,7.220454983,7.289550572
AT4G03120,6.691715008,6.611750935,6.891053954,6.929415114,6.780922938,7.092023437,6.932815554,6.64474762,6.970198519,6.759315342,6.925969548,6.809924981
AT4G03140,4.668007206,4.530563536,4.553382151,4.858564064,4.922602889,4.866193456,4.449834465,4.663397016,4.356210572,4.652394961,5.1409841,4.696716157
AT4G03150,3.74574873,3.859820771,3.618909194,4.039779825,4.040117633,4.249370499,4.160772596,3.78268052,4.508847874,3.97836113,4.157286003,4.155164182
AT4G03180,6.611997736,6.556110724,6.660460109,6.573609562,6.57147209,6.782114236,6.675967311,6.715710104,6.749411964,6.533695325,6.764297648,6.6057617
AT4G03190,6.702152579,6.558425162,6.457188635,6.33351174,6.318285159,6.439336105,6.228357167,6.298574763,6.538204044,6.144098681,6.015198574,6.079033753
AT4G03200,6.819747268,6.574180102,7.141168626,6.366924521,6.42331603,6.632339075,6.822720092,7.411786747,6.629952201,6.674559098,6.44051619,6.347428089
AT4G03205,2.856016332,2.849735324,2.878522638,3.034430407,3.087910026,3.017297764,2.902464499,3.203022562,3.022641145,2.963485852,3.03027169,2.981734557
AT4G03210,4.404294896,4.275073136,3.730978763,4.461771397,4.21980787,4.784395341,3.780773233,3.526040817,3.785582279,3.79570469,3.960779135,4.118424547
AT4G03230,3.306200883,3.535242255,3.555468882,3.790939759,3.635528983,3.818909532,3.098041015,3.773174415,3.429594066,3.532201183,3.58999094,3.597038805
AT4G03240,6.476973538,6.403092814,6.774378926,6.444768398,6.360963318,6.100522972,6.709708053,6.504322044,6.513538855,6.487855695,6.522372999,6.375965175
AT4G03260,7.664004957,7.579770269,7.524306966,7.863428378,7.924465496,7.557931786,7.640125033,7.625403024,7.509692566,7.855165985,7.787566213,7.835659642
AT4G03270,2.639181226,2.382683927,2.747395421,2.492605113,2.401633545,2.426667085,2.439137689,2.563069675,2.422792174,2.34079596,2.193763071,2.434317333
AT4G03280,8.30833543,8.238365347,8.27670455,7.930535545,7.847429405,7.8334624,8.343250443,8.232377154,8.651646862,7.611943878,7.717082285,8.033102014
AT4G03320,9.384964206,9.495440685,9.50476528,9.012305657,9.119371418,9.181151958,9.428597707,9.842141513,9.282626137,9.262566138,9.121963091,9.13149481
AT4G03330,2.804411632,2.796034925,2.910074033,2.994008331,3.145924912,3.193576579,2.881481496,2.988123304,2.982293476,3.399598223,3.618456419,3.666437629
AT4G03340,3.88623714,4.221116437,4.151998512,4.4861061,4.378752491,3.930461866,3.989941942,4.176437667,3.885600553,4.189303579,4.168837246,4.098106896
AT4G03390,6.506790765,6.340675502,6.254397987,7.035450155,6.886543963,7.126436298,6.50976252,6.340853158,6.513267269,6.818197937,6.84442112,6.790005238
AT4G03400,2.632175907,2.795827348,2.872079105,2.866530574,2.996513435,2.978897443,2.634872024,2.625335475,2.298019425,2.568205539,2.610002418,2.705351437
AT4G03410,5.120751905,4.929728238,4.866406764,4.842594372,4.803790233,4.441915602,5.096240754,5.170221555,4.957531462,5.011216719,4.892121791,4.743862284
AT4G03430,5.931429715,6.150838469,6.082335968,6.212001635,6.27670366,6.097870507,5.975746751,6.083080262,5.590404915,6.23342786,6.09842187,6.205696415
AT4G03440,2.953704862,3.014761084,3.005162067,2.953704862,2.935108269,3.074375143,3.050441611,3.161224228,3.147974932,2.973921796,2.993737981,2.859450467
AT4G03500,2.826930733,2.834006612,3.064654932,2.964558618,2.738142608,2.885785308,2.877967425,3.097427265,3.038105699,2.887673287,2.935149815,3.211550041
AT4G03510,8.191481317,8.307364941,8.091473506,8.080251356,7.705697237,7.997843665,8.031315455,8.15519054,8.04252939,8.04516377,8.050617716,7.854579933
AT4G03520,9.968096829,10.03634092,10.25757494,10.00782043,9.916209264,9.602194396,10.03722733,10.22202504,10.08147915,9.988724421,9.980458685,9.912164723
AT4G03550,6.634514859,6.725090125,6.614499141,6.73187559,6.613765988,6.726248789,6.563764444,6.938088274,6.462981516,6.558498539,6.417839209,6.38957992
AT4G03560,9.10889959,9.019013234,8.988551636,9.11774357,9.174528926,9.132301154,9.002135536,9.106239778,8.899306717,8.984137939,8.984901549,9.110916296
AT4G03600,3.467416454,3.60581538,3.242916784,3.010915931,3.629552966,3.731429526,3.350053701,3.470853684,3.407600014,3.694565441,3.384163892,3.259461916
AT4G03610,4.328344096,4.325267191,3.981346553,4.505755382,4.338825548,4.414772907,4.49855125,4.167914981,4.206785217,4.205173235,4.332014333,4.383325264
AT4G03620,2.431664718,2.238689132,2.267719474,2.364209124,2.207302437,2.17925027,2.330462043,2.383414812,2.342811167,2.178954334,2.19565387,2.384391255
AT4G03820,5.861274359,6.001379484,4.823941299,6.252750869,6.130766152,5.60906857,5.79167507,5.253396157,5.57737921,6.032487591,6.048080429,5.961741447
