Sample.Name,Atha_Col.0_wo_act2.3_FLT_Rep1,Atha_Col.0_wo_act2.3_FLT_Rep2,Atha_Col.0_wo_act2.3_FLT_Rep3,Atha_Col.0_wo_act2.3_GC_Rep1,Atha_Col.0_wo_act2.3_GC_Rep2,Atha_Col.0_wo_act2.3_GC_Rep3,Atha_Col.0_wo_WT_FLT_Rep1,Atha_Col.0_wo_WT_FLT_Rep2,Atha_Col.0_wo_WT_FLT_Rep3,Atha_Col.0_wo_WT_GC_Rep1,Atha_Col.0_wo_WT_GC_Rep2,Atha_Col.0_wo_WT_GC_Rep3
AT1G50000,4.909387275,5.053430809,5.097819064,4.9210514,4.838336109,5.288196916,5.121732216,5.026053669,5.093921671,4.783143991,4.59935446,4.659881183
AT1G50010,9.116888938,8.850078296,8.483099756,8.941047965,8.836565242,8.723743555,8.499984908,8.343179492,8.894621995,8.472948399,8.715730534,8.772868703
AT1G50020,6.688151712,6.417223508,6.475780568,6.423844912,6.355979629,5.932491467,6.489701518,5.956503068,6.381715483,6.302820676,6.240451855,6.279282689
AT1G50030,5.877442234,5.744816488,5.943748566,6.328221576,6.192571244,6.284874446,5.885672514,5.846939928,5.854433396,6.234434013,6.528682968,6.370665468
AT1G50040,6.530662424,6.549735727,6.481740415,5.980878499,5.995057704,6.190067245,6.388596061,6.462830156,6.160921648,5.912594125,6.008269791,5.528191666
AT1G50060,2.537673407,2.577070458,2.549712173,2.710114168,2.676846316,2.760694045,2.691431208,2.437779785,2.735180221,2.704934726,2.721089638,2.729982274
AT1G50110,4.004855651,4.299960854,3.754861116,4.737058676,4.604186986,4.415831766,3.943685255,3.812721309,4.029923252,4.262353557,4.450605766,4.757999878
AT1G50120,5.324181566,5.563837068,5.462670535,5.546995092,5.734623879,5.542283544,5.52965515,5.316583835,5.470910812,5.537860813,5.421550072,5.56477755
AT1G50140,5.975662166,5.727256271,5.828610754,6.182912334,6.300934781,6.259082325,5.881065359,6.112768466,5.991477746,6.183548609,5.908366124,6.207243953
AT1G50170,7.846471785,7.865370147,7.848537229,7.524849746,7.689520387,7.76430215,7.964058485,7.979876648,7.851372136,7.744376843,7.804823231,7.622590565
AT1G50200,10.7808993,10.76984097,10.9035826,10.68564808,10.52369187,10.57881268,10.75584718,11.03313265,10.65359399,10.78135702,10.71074091,10.79478706
AT1G50240,4.938787374,4.53664714,4.748184364,4.969547738,4.810131908,4.568187242,4.793847541,4.847538365,5.04002952,4.983963073,5.008134546,5.085098222
AT1G50250,4.326531428,4.360499548,4.511650711,4.29207875,4.328386698,4.536274063,4.388538156,4.352283505,4.640926217,4.168610121,4.119000187,4.4211748
AT1G50270,3.482761583,3.76154024,3.999005023,3.391275346,3.684896662,3.635986907,3.524198485,3.672028902,3.798156487,3.385379058,3.384163892,3.316860992
AT1G50280,2.965953771,3.057371066,2.862290581,2.704636836,2.670956653,2.467223382,3.143849746,2.88067594,2.812183656,2.661227187,2.713093809,3.049395375
AT1G50290,5.187934107,5.0061506,4.746826758,3.954818677,4.758996243,4.794518021,5.046788055,5.0857248,4.803573671,4.531114503,4.334440938,4.273005589
AT1G50300,7.046395633,7.114785804,7.296392612,6.912077879,6.96693801,7.144472099,7.287993614,7.406202432,7.369255509,7.011394766,6.921236504,6.857379348
AT1G50320,7.979069738,7.927039279,8.041779471,7.679744003,7.990916369,8.027809686,7.989600505,8.133299194,7.762819687,8.052969326,7.873107379,7.89193805
AT1G50360,4.561362885,4.421096277,4.489357644,4.489875783,4.476459973,4.352348492,4.408198606,4.330000724,4.1108945,4.742929306,4.4245269,4.614659919
AT1G50370,8.873181073,8.937462136,9.087987246,9.232878835,9.234338165,8.767309419,9.096641059,9.01941931,9.195871469,9.294789096,9.304706658,9.277170733
AT1G50380,7.508435973,7.647223898,7.739988837,7.513063354,7.652986351,7.211334491,7.823048493,7.918908203,7.832726815,7.756028699,7.639322206,7.555861219
AT1G50400,4.336541733,4.598989782,4.666031463,4.202638197,4.218685618,4.656933988,4.588895866,4.440480612,4.441156733,4.548729263,4.276111011,4.438777283
AT1G50410,5.738427688,5.478762932,5.763167175,5.856032554,6.143831541,5.864449263,5.677435836,5.727052863,5.506983966,6.158686072,5.74792924,6.005500907
AT1G50420,7.242317743,7.398552164,7.188366351,7.637222914,7.676622487,7.612050012,7.112646728,7.647359651,7.281743682,7.733009957,7.602885512,7.348958542
AT1G50430,7.736405756,7.683983721,7.401111853,7.948714847,8.069499289,7.749528978,7.62217669,7.087245872,7.561439833,7.778662306,7.899806387,7.879111368
AT1G50440,6.691078642,6.44957266,6.443955702,6.629195348,6.604724571,6.778010778,6.650564655,6.37222547,6.521980581,6.655616376,6.663309677,6.543009156
AT1G50450,5.235260523,4.877231593,4.921619718,4.800959698,4.742370341,4.915793818,4.466852056,5.030682332,5.239357922,4.61783439,4.56832035,4.747145383
AT1G50460,7.067844932,7.012028006,7.052736323,6.811482016,6.712697946,6.420931805,6.973299146,7.084272956,7.075967965,6.824072201,6.805169582,6.854834287
AT1G50480,10.99416446,11.14721963,11.23738867,10.74391788,10.8491746,10.80015029,11.06033093,11.32357846,11.06582794,10.78259398,10.63677266,10.74066501
AT1G50490,5.59761934,5.737197209,5.383748977,5.828434164,5.898119161,6.044682147,5.568248419,5.582945327,5.944016797,5.906811085,5.981962013,5.921452927
AT1G50500,6.74598622,6.828624932,6.947774485,6.846526549,6.942264721,6.902868026,6.701271223,6.960492443,6.747794921,6.944550667,6.959667833,6.830409193
AT1G50510,5.609411357,5.506291211,5.390288036,5.403331465,5.381012893,5.150868136,5.438285846,5.316268375,5.458088506,5.666378113,5.376679783,5.271188653
AT1G50560,7.269678848,7.193242374,7.578469931,7.328566,7.333402634,7.295158502,7.386497966,7.152244106,6.973028597,7.113927578,7.234398061,7.250756395
AT1G50570,7.88492882,7.916432119,8.029483638,7.903073696,7.744996673,7.988250984,7.951231539,7.961589806,7.943774882,7.837952966,7.871975033,7.878573721
AT1G50575,5.520174547,5.733129099,5.50704355,5.600294092,5.258937655,5.51162507,5.590166419,5.57395395,5.877033942,5.589012378,5.531861529,5.642995561
AT1G50580,2.739889957,2.711638123,2.815788429,3.293730011,3.238727285,3.278485672,2.87615794,2.873468755,2.937044503,3.389890007,3.119352522,3.09684813
AT1G50600,7.094463509,6.997001143,6.984292286,7.692863105,7.537079502,7.455982573,6.990129065,7.18707326,7.002471356,7.57247711,7.580097187,7.304932909
AT1G50620,4.656271373,4.735485492,4.748184364,4.652225736,4.749952809,4.421823762,4.920204204,4.894708932,4.491645736,4.589068449,4.654106159,4.587608431
AT1G50630,7.520631396,7.447658546,7.685628673,7.257234903,7.463836927,7.628997759,7.276042706,7.747950592,7.046583796,7.549503238,7.542360992,7.391943003
AT1G50640,7.726299364,7.613359215,7.622224631,7.770108018,7.76007568,7.585192826,7.657909277,7.635688379,7.722813136,7.803953737,7.716533551,7.69665277
AT1G50660,5.962537067,5.885632049,6.077689034,6.175247995,6.320353931,6.028048848,6.146285143,5.97705511,6.175232956,6.261644233,6.182206643,6.337052395
AT1G50670,7.176300756,7.31016706,7.248909168,7.041299281,7.332429177,7.315597354,7.114164861,7.070516544,7.366185334,7.388506086,7.182585972,7.126571994
AT1G50700,4.221384025,4.14591625,4.019272296,3.968449483,4.169930482,4.334391465,3.921327445,3.959797905,4.045974876,4.183668201,4.277981516,4.092228044
AT1G50710,4.779584902,4.799199689,5.056235113,4.899206714,4.844613062,5.134433769,4.824408221,4.844613062,4.836154545,4.633744388,4.74781099,4.819503202
AT1G50740,9.060180539,9.136809072,8.985523611,9.081373146,9.190759385,9.492604706,9.095388685,8.923194903,9.138396289,9.117667681,9.168934914,9.164691072
AT1G50840,6.370405346,6.330289101,6.420018769,6.325366236,6.628737801,6.392796724,6.542917355,6.521980581,6.66325741,6.544261694,6.32643084,6.512427798
AT1G50890,4.010127145,3.602719294,3.673829113,3.885619639,3.679075657,3.784220724,3.679717204,3.536927393,3.788569871,3.788851429,3.976560023,3.960499266
AT1G50900,6.224840661,6.254114811,6.09717874,5.975556867,5.394289359,5.788374497,5.995313688,6.135576064,6.620776244,5.368798962,5.766715101,5.973288495
AT1G50910,3.461658299,3.105010793,3.389687675,3.371244779,3.365448125,3.447448676,3.553081374,3.377745476,3.335413564,3.347611141,3.237011221,3.4235107
AT1G50920,9.170811625,9.202019173,9.48055863,9.168899178,9.226153003,9.287674297,9.279382548,9.252007545,9.286216511,9.143856698,9.0521822,9.069895975
AT1G50930,2.500031661,2.52206827,2.503536295,2.506592347,2.603799441,2.445914234,2.478571808,2.436475727,2.490250452,2.71694889,2.648302225,2.460717423
AT1G50940,6.692694415,6.856210075,6.680460904,6.856644172,6.783428705,7.107686151,6.636008912,6.874011918,6.876305433,6.734471234,7.020259019,6.801716734
AT1G50950,3.820027428,3.46799929,3.826910678,3.305622511,3.590895498,3.724682662,3.815954437,3.57627621,3.460827441,3.642175872,3.613289258,3.354829226
AT1G50970,3.450984583,3.192551399,3.20256617,3.998705238,4.121402156,4.47869631,3.304817057,3.514679419,3.081433457,3.85257554,3.896459634,3.674185191
AT1G51060,8.217446197,8.341081844,8.110363274,8.473867531,8.448500933,8.464009309,8.073848035,7.850904736,8.19892482,8.179919898,8.715730534,8.612011085
AT1G51070,7.89208783,7.799290462,7.982428625,8.225416269,8.218971937,8.222073797,7.979544269,7.882264374,7.950001051,8.194302522,8.33175831,8.30626723
AT1G51080,2.922406528,2.840091132,3.040101234,2.819606489,2.91258632,3.018019411,2.899442014,2.778925396,3.072883334,2.57218693,2.824560115,2.919899638
AT1G51100,4.163617182,4.01426219,3.923978166,3.995531773,3.459629216,3.478557479,4.057710632,3.807810372,3.896114791,3.370507886,3.710427225,3.526152026
AT1G51140,5.958398623,5.965039536,5.821442632,6.404698134,6.549009442,6.51093091,6.051579857,5.634114526,6.095380386,6.413896607,6.588365802,6.541693274
AT1G51160,9.150133938,9.148733876,9.127998924,9.068969447,9.009783445,9.17126845,9.083977489,8.971322141,9.231919256,9.000226334,9.125161021,8.906038252
AT1G51170,4.647718134,4.605011668,4.334676569,4.286382931,4.562352744,4.601876833,4.546003798,3.943350629,4.44074816,4.596027999,4.654756379,4.411662645
AT1G51190,2.532052369,2.49462332,2.913112207,2.682073871,2.858233842,2.643125843,3.125305676,2.584009238,2.518119969,2.423303391,2.508052686,2.48038015
AT1G51200,12.95895598,13.02189921,13.13376523,13.01403843,13.10695842,12.89607915,13.07922107,13.20724882,13.11910243,13.12744718,13.18728264,13.05623563
AT1G51260,2.814865701,2.684855928,2.791584219,2.484741025,2.584636636,2.730938763,2.684021855,2.625092064,2.840681581,2.43794253,2.40098349,2.592553087
AT1G51270,3.15218948,3.431910048,3.409367561,3.284395221,3.25464121,3.400400243,3.302408475,3.358086467,3.584643021,3.342506719,3.445940789,3.162649312
AT1G51310,6.122620055,6.012886214,6.1145225,5.880859473,5.883104812,5.940906118,6.101017644,6.359950325,5.989096043,5.801806874,5.893600054,5.859387984
AT1G51340,2.821843272,2.811772937,2.894776736,3.116755175,3.252223859,2.692038621,3.015407739,2.872169479,2.920736525,3.198579881,2.930197312,3.187763504
AT1G51350,5.81856763,5.715080852,5.978282641,6.019675814,5.639456237,5.705831618,5.825660444,5.909224614,5.5437504,5.880274574,5.763737556,5.489921488
AT1G51360,6.674473857,6.542515277,6.690742451,6.292144788,6.262121286,6.835892495,6.592844938,6.885515034,6.713145456,6.520418654,6.681562952,6.466341471
AT1G51380,4.676412233,4.75909635,4.578018751,4.811258995,5.029578552,4.632376505,4.582559419,4.303005871,4.833119187,4.454119283,4.957355005,4.62610449
AT1G51390,4.461835769,4.496869028,4.693842603,4.405351598,4.551480718,4.347112158,4.538617259,4.602971852,4.306073354,4.663284454,4.584672441,4.277427613
AT1G51400,7.073906776,7.062085225,6.767622289,6.579308647,6.630959459,6.818741255,7.13705154,7.00268245,6.941195013,6.827796736,6.691023157,6.414001989
AT1G51420,6.21899168,6.436624975,6.129928691,6.560065979,6.957970996,7.119004266,6.307508341,6.356071218,5.780668812,7.180149967,6.963401209,6.521568463
AT1G51430,3.609348062,3.77542118,3.866765327,3.623839938,3.723648715,3.634899031,3.6266785,3.705214483,3.720389434,3.677281343,3.680792784,3.758867293
AT1G51450,5.548849196,5.253833736,5.162907231,5.603547537,5.659718723,5.539190093,5.390244201,5.498523456,5.417383199,5.627441683,5.699614819,5.75750531
AT1G51510,9.47546116,9.468045462,9.33181091,9.302960728,9.549272421,9.25556233,9.404552667,9.301837298,9.267548236,9.460139349,9.565375316,9.343580884
AT1G51520,2.557665289,2.717013185,2.717651528,2.774864181,2.762563976,2.473560331,2.831019586,2.594187625,2.587303174,2.601898245,2.557464446,2.540933515
AT1G51540,6.759886246,6.665172562,6.705497124,6.365100801,6.588841972,6.585658681,6.69514131,6.509354146,6.536638503,6.366143738,6.34410021,6.476446195
AT1G51550,6.485543973,6.53341359,6.402129266,5.914802568,6.004842628,6.088014121,6.332992106,6.63719667,6.406914994,5.951690789,5.996926211,6.155769934
AT1G51570,8.017245037,7.982652398,7.895472698,7.871746393,7.804179994,7.796223795,8.030340904,8.268000167,7.854104985,7.672992411,7.902772196,7.800023993
AT1G51580,6.713682128,6.755210893,6.979106239,6.475420909,6.25531214,6.01402025,6.495630117,6.683829517,6.646961461,6.191369088,5.845559169,6.0266389
AT1G51590,5.488402103,5.42336053,5.255491854,5.732971479,5.711933899,5.728664232,5.357192812,5.368353695,5.404640066,5.896968341,5.990225586,5.689744412
AT1G51600,6.128689702,6.122762328,5.947315211,6.082658626,6.054010886,6.182006325,6.151548724,6.371534292,6.055396777,6.139680905,6.230665109,5.932658009
AT1G51610,5.115314149,5.343158753,5.270601583,5.457819265,5.172877039,5.311159192,5.102610662,5.183534974,5.274369141,5.540429374,5.297263722,4.97598316
AT1G51620,2.419261231,2.31462633,2.487072437,2.476127852,2.530418476,2.518469342,2.501781439,2.352272652,2.459332001,2.760655087,2.718347531,2.892768416
AT1G51640,2.496238872,2.670173226,2.454700968,2.568184792,2.424851656,2.230125784,2.674628598,2.393931296,2.380235911,2.545982107,2.609591686,2.525542574
AT1G51650,9.408271631,9.388315265,9.43754133,9.571095073,9.615757038,9.819430015,9.350875375,9.319476846,9.563417916,9.489632088,9.630678862,9.529544644
AT1G51660,4.964899068,4.949777322,4.89464499,5.272178768,5.0655868,4.798613859,5.19091354,4.814699283,5.01568662,5.228290453,5.181303968,5.1469086
AT1G51670,2.390927462,2.29567071,2.577198075,2.314701604,2.577293282,2.778904554,2.460292065,2.642268222,2.463152348,2.45811491,2.358736047,2.49076736
AT1G51680,7.90052833,7.871820819,7.080441957,9.284777541,9.074867323,8.627302133,7.316873693,7.002556417,7.576001804,8.699034632,9.055532629,9.019464437
AT1G51690,6.875278911,6.970651603,6.859171541,7.032704519,6.844797883,6.864815992,6.922327244,7.067688986,6.866507939,6.964305947,7.013581678,6.939565764
AT1G51700,6.505519067,6.651013985,6.345681379,6.111299969,6.333090144,6.084072573,6.528184808,6.03916988,6.39527421,6.284347094,6.046654481,6.15855845
AT1G51710,7.902816784,7.935878586,7.982470185,8.231883468,8.351340652,8.063255982,7.973619257,7.879782605,8.046900879,8.194096302,8.050099444,8.160041035
AT1G51720,7.180539574,7.040966713,7.236417153,7.374850275,7.468501498,7.277706603,7.12218196,7.221396581,7.026110639,7.466290729,7.369090095,7.35247259
AT1G51730,8.38542809,8.213000168,8.445408887,8.106153616,8.163364287,8.019276078,8.246583598,8.28183379,8.474598941,8.313145751,8.217764728,8.20770804
AT1G51740,5.636873496,5.583988489,5.551755261,5.584614635,5.461886171,5.504375244,5.768087437,5.604137692,5.408262119,5.778437628,5.549364543,5.593448296
AT1G51745,5.959017692,5.973306721,6.235855065,6.100714203,5.970677287,6.00199527,6.16241058,6.126081405,6.09527903,6.136872321,5.801536636,6.13811857
AT1G51790,4.160132513,4.551152304,4.60457982,5.070078716,5.473725791,5.280443143,4.722782841,4.480922714,4.058614256,4.949528133,5.619321241,5.021666447
AT1G51800,3.198816196,3.359250914,3.931783112,3.845345501,3.967005605,3.613311279,3.40739779,3.514022896,3.369891764,3.749051699,4.242204373,3.614564083
AT1G51830,3.963549436,4.234468893,4.228788477,5.693262748,5.737661853,5.727739893,4.178137627,4.271978642,4.085226148,5.280576368,5.776120072,5.090989245
AT1G51840,2.556491527,2.50996473,2.476784171,2.488213403,2.572631614,2.416722778,2.418240656,2.445530057,2.360006386,2.465503139,2.613059165,2.452483356
AT1G51850,4.0403999,3.880728695,3.397884122,4.909783471,5.216871313,4.469755017,3.998143391,3.478697727,3.367696077,4.540000299,5.412238678,4.597172702
AT1G51860,3.46826344,3.721166453,3.455845205,5.662167583,5.816772791,5.49948573,3.59054767,3.683655518,3.413086892,5.543403964,6.136454922,5.801932178
AT1G51880,2.883525354,2.653700877,2.527556451,2.6158199,2.552359833,2.743442694,2.719695695,2.569997926,2.593137448,2.531028086,2.896628722,2.798197397
AT1G51890,3.009393808,3.179417413,3.718587966,4.271576453,4.244009816,4.36834876,3.65197397,3.334674472,3.274238509,5.007477749,5.312401677,4.326988076
AT1G51940,5.312116184,5.335976558,5.127606603,5.33871223,4.908740403,5.128055873,5.139575198,5.04096118,4.984500279,4.707484322,4.500964061,4.844955307
AT1G51950,7.961589806,7.839866132,8.009181892,7.771064334,7.707707481,7.797848475,8.14176067,7.950413641,7.996736101,7.932219003,7.866657834,7.707641262
AT1G51980,8.531540833,8.671280319,8.591121605,8.971301769,9.010732759,8.972672083,8.591538559,8.555684957,8.683936719,8.976289352,8.90240585,8.855364581
AT1G52050,3.233074406,2.770937574,3.166917108,3.545876381,3.770767398,3.254923059,3.12872064,3.293390808,3.147005661,3.618028409,3.697923144,3.478932739
AT1G52060,3.249186662,3.225578894,3.038557826,3.842526292,3.855777795,4.083156853,3.364643394,3.072089367,3.026994204,3.448491912,3.849365272,3.511508643
AT1G52070,2.694262518,3.165373363,2.949935349,4.431692369,4.339197207,4.434214531,3.082885735,2.780477136,2.589959199,4.141437718,4.295142415,3.699616773
AT1G52080,4.977299475,4.879364858,4.803886226,4.934879883,5.324518532,4.646292599,4.396893777,4.801311563,4.718340807,5.202905288,5.246753101,5.004951494
AT1G52140,6.302896534,6.634677104,6.516502359,7.615317303,7.085608413,7.336678803,6.21393482,7.302161187,7.009211083,7.24965908,7.767357321,7.664294369
AT1G52150,6.679999596,6.493708033,6.417829196,7.887124291,7.778886101,7.6601275,6.400275018,6.668821424,6.704369518,7.785025561,8.023116857,7.982681405
AT1G52160,5.253130587,5.366991697,5.411423383,5.523843733,5.391494206,4.682346249,5.269418735,5.344529267,5.294209376,5.467152076,5.397215158,5.270579478
AT1G52190,9.539703021,9.500975308,8.78430921,9.132685228,8.585987616,8.447119865,9.240391662,8.740454641,9.29924311,7.70407379,8.352362665,8.187691527
AT1G52200,9.575684549,9.783601183,9.868815506,9.624242574,9.736319098,9.585363976,9.88740859,9.880845357,9.738216152,9.70590959,10.06701313,9.768804855
AT1G52220,5.178329214,5.129935224,4.748184364,4.567063504,4.086143501,4.33856545,4.872252831,4.872252831,5.354874274,4.217935613,4.23044822,4.62457723
AT1G52230,5.452167927,5.322573399,5.479207847,5.470258537,4.931610767,5.537373285,5.355688612,5.599971071,6.027418881,4.980659183,4.96807507,5.523820259
AT1G52245,3.003396464,2.951492148,2.670709792,3.268858664,3.463247602,3.073294922,3.301859467,2.773583213,3.118006364,3.46733086,3.424683763,3.889837427
AT1G52260,4.869370764,4.851401468,4.770200397,4.989277935,5.190736824,4.925617034,4.826661652,4.508548542,5.084205126,4.895180321,4.737484318,4.747851591
AT1G52280,6.641799534,6.539324692,5.990046635,5.771579441,6.024599441,5.942507622,6.088264924,5.735374181,6.20725179,5.852190107,5.925912115,6.026044847
AT1G52290,3.757297664,3.874956804,4.315127733,3.427517335,3.65743093,3.420657858,3.61736135,3.62748572,3.767093311,3.383520478,3.047089368,3.64227144
AT1G52300,12.13323694,12.17888012,12.19922885,12.16075681,12.05032298,12.14111434,12.07091006,12.04411194,12.22651344,12.19649399,12.14624228,12.2016834
AT1G52310,5.473251954,5.415145402,5.661864916,5.901237604,5.980469305,5.830278831,5.297159349,5.645431958,5.452408285,5.7537358,5.693954992,5.707339581
AT1G52320,7.799327028,7.638680444,7.860694069,7.49222114,7.469191232,7.451837935,7.889741958,8.232392053,7.798454451,7.592202816,7.468358592,7.60444684
AT1G52340,5.723665059,5.45781742,5.63272514,6.118592231,6.081356009,6.400762541,5.667684577,5.614520217,5.462712338,6.362462516,6.205215833,6.013125032
AT1G52360,6.737337745,6.57329294,6.770613258,6.69113932,7.052061247,6.886406916,6.898544229,6.65351248,6.682104154,6.97297073,6.779319115,6.671522158
AT1G52380,8.466732458,8.455691506,8.697689686,8.358247221,8.315016662,8.612267529,8.394352104,8.678110587,8.348997748,8.443227186,8.186052297,8.389771329
AT1G52420,8.60212817,8.822692723,8.933046677,8.61169011,8.607265729,8.613840156,8.722138917,9.219739322,8.954145528,8.67734561,8.577100605,8.716647718
AT1G52450,2.732215807,2.864672158,2.726472028,2.639186639,2.793037322,2.748823575,2.730425655,2.560046969,2.837244698,2.934665443,2.749674368,2.850229336
AT1G52500,4.058862912,4.163214378,4.033611364,4.343275158,4.102760327,4.118829842,4.082286737,3.676382061,4.269710035,4.165675078,4.052266604,4.070886738
AT1G52510,2.675751525,2.879923566,2.840716428,2.853136597,2.885908402,2.846590243,2.765297143,2.802078432,2.872489503,2.918338569,2.91560417,2.972071514
AT1G52520,4.407842815,4.530430277,4.754224295,4.469688259,4.209681485,4.501526951,4.392322149,4.585844969,4.795231812,4.44788867,4.235217719,4.422367686
AT1G52530,4.388286077,4.117545848,3.940201185,3.767361734,4.078268022,3.936168395,4.023149276,3.901606361,4.163738402,3.970566729,4.033342965,3.62910402
AT1G52540,5.911691645,5.77784601,5.873761961,6.280795441,6.517202252,6.204586728,6.075446233,5.974915677,5.817706608,6.539837578,6.483683575,6.463341808
AT1G52550,5.592902125,5.685553079,5.38787685,5.344681766,5.209987715,5.466332933,5.600495376,5.943047052,5.512077125,5.301159422,5.434855725,5.017322988
AT1G52570,3.066118142,3.026491135,3.058404798,3.066118142,3.211047804,3.436135145,3.034286107,3.17197311,3.009419776,3.276509919,3.220180055,3.157025999
AT1G52590,6.034569192,5.727027923,5.763297129,5.42760713,5.676240601,6.070497546,5.929270324,6.136120514,5.919346977,5.929326525,6.155645587,5.651522514
AT1G52600,8.374607986,8.321830608,8.330952332,8.326310738,8.541476063,8.364312738,8.333263301,8.174673177,8.450788377,8.433964575,8.371072663,8.364664521
AT1G52620,2.455640321,2.691616376,2.660074033,2.67271853,2.556436851,2.681694722,2.673802431,2.5869908,2.549359239,2.663011056,2.647781987,2.484944023
AT1G52630,4.080007272,4.091142316,3.991130269,4.110877101,4.054112495,3.704597102,4.065443797,4.342329145,3.991839177,4.273552908,4.198936969,4.220778774
AT1G52640,3.070129305,2.855454392,2.872186082,2.761878094,2.798485692,2.681648847,2.773523481,2.570364562,2.54980833,2.986715613,2.601528662,2.909980562
AT1G52660,2.913486338,3.026491135,2.765533164,2.841774476,3.060399517,3.077243291,2.966934513,2.928329455,3.075231296,2.849838454,3.025681746,3.075123771
AT1G52670,5.435217621,5.161860348,4.934652378,5.556234883,5.672061904,5.264383905,4.860234944,4.977299475,5.116930148,5.417219899,5.526628639,5.457967266
AT1G52700,4.178182018,4.609031381,4.291184199,4.740567759,4.294898643,4.912801168,4.026634528,3.762099487,4.36302903,4.68816227,4.81546733,4.28594257
AT1G52710,6.932895692,6.881439872,6.918639454,7.000235456,7.033628602,7.158829772,6.85163509,6.726447981,6.904144262,7.020277979,7.078414849,7.153399819
AT1G52720,7.944918753,7.772199368,7.823609763,8.14910797,8.118636439,8.181451702,7.914131209,7.609016297,7.85440053,8.163140167,8.359043788,8.184081484
AT1G52730,7.607977051,7.530009934,7.560837822,7.553954584,7.588304564,7.718354174,7.550740698,7.50873598,7.538331823,7.602606248,7.566575534,7.549324713
AT1G52740,11.68055332,11.61694461,11.60103673,11.66315674,11.60234716,11.46331921,11.64659766,11.6680024,11.45535015,11.80793778,11.88444664,11.67814319
AT1G52760,8.861682466,8.750353937,8.60246412,9.53805207,9.536581466,9.353904914,8.548406689,8.247646894,8.840236341,9.166139261,9.577088972,9.495924675
AT1G52790,2.494977595,2.739671591,2.38699376,2.256350436,2.536163969,2.548343486,2.533594082,2.664768952,2.565168249,2.424219667,2.372677282,2.096781391
AT1G52830,4.434339614,4.629595078,4.325397952,4.104108191,4.410202755,4.150026373,4.524064568,4.355373988,4.383132833,4.269023307,4.021260272,3.893208405
AT1G52870,5.98978125,5.608843474,5.958198622,5.062179017,5.35360968,5.560730804,5.785728631,5.620091013,5.849483711,5.593306598,5.241510202,4.975491338
AT1G52880,6.108433455,6.111090143,6.04413156,5.664458751,5.857013164,5.958471969,6.248375935,6.096980673,6.298079922,6.036411044,6.153066267,5.976307396
AT1G52910,4.898608778,4.870122986,4.603334806,5.830236076,5.675693906,5.508523068,5.024477622,4.702130977,5.130164479,5.314542065,5.477194887,5.715521542
AT1G52920,3.269958256,3.567875219,3.466471537,3.032225311,2.788206666,3.104645449,3.272513308,3.315278942,3.735668606,3.030899928,3.176845682,2.906336844
AT1G52930,7.910548786,7.950391116,8.081442575,7.938197642,7.772062643,7.804369188,7.80584851,7.746281055,7.83141245,7.785159323,7.843392703,7.943168694
AT1G52980,7.914241235,7.915312916,8.066951686,8.002746953,8.144169877,8.012598232,7.930488874,7.981382536,8.011290772,7.999218435,7.858625176,8.003436513
AT1G53000,6.595910502,6.579175326,6.692376719,7.030962565,6.95473518,7.31007077,6.334169377,6.157882228,6.685378133,6.791662596,7.010660848,6.985036945
AT1G53030,7.202321421,7.097802758,7.055055172,6.276304066,6.824418398,6.445386294,7.207982736,7.140456307,7.273943605,6.640388768,7.322861102,6.821359337
AT1G53035,7.781238736,7.79305441,7.96875314,7.428601095,6.931921278,6.969531491,7.851417734,7.973467946,7.89590657,7.044592425,7.356030256,7.221740593
AT1G53050,6.464192487,6.680957176,6.467401914,6.601319938,6.635941316,6.709177834,6.458642774,5.974230274,6.635941316,6.516757683,6.395983808,6.312735781
AT1G53060,2.710753823,2.738838019,2.840795818,2.658898626,2.722327386,2.921365195,2.98691148,3.043874677,2.788060848,2.909090906,2.674868787,2.954470454
AT1G53070,4.475677866,4.140723779,3.490013449,3.826102284,3.548569107,3.330900324,4.158700416,3.567560693,3.482450018,3.504606877,3.797084539,3.922473078
AT1G53090,4.750934526,4.751343813,4.608632445,4.320167565,3.94210585,4.433185238,4.597495365,4.785107937,4.650835231,3.991286463,4.106583304,3.979491809
AT1G53110,3.125679416,3.061040265,2.907788771,3.046983741,3.200650354,3.132033685,3.244962197,3.154261006,3.081028816,3.165429191,2.943935683,2.85661274
AT1G53120,6.489701518,6.330454626,6.470911331,6.250356869,6.240372731,6.083646549,6.489010787,6.493993182,6.627429201,6.297951439,6.092665223,5.932097719
AT1G53140,4.388121232,4.548768375,4.351473338,4.504778932,4.186316015,4.246199891,4.490609873,4.342079811,4.220616241,4.260793652,4.320739372,4.298811563
AT1G53165,6.247419866,6.099948628,6.171719931,6.27383001,6.421311359,6.205066157,6.318373919,6.468879587,6.158782089,6.19120075,6.250992414,6.436810395
AT1G53170,8.570581677,8.649043889,8.296777925,8.096599871,8.548785475,8.596959739,8.724763827,8.273673811,8.302623073,8.586101836,8.012819006,8.413383891
AT1G53180,8.82686943,8.792009361,8.366266278,8.269288245,8.299783871,8.235804735,8.617397281,8.153589851,8.305131224,8.2123806,7.86989629,8.022141097
AT1G53200,5.919927759,5.886029865,6.045576307,5.643889873,5.839636262,5.645955793,5.774098443,6.023772034,5.799585525,5.724646372,5.564090331,5.832993126
