Analysis.Id,FLT_Cen_Rep1,FLT_Cen_Rep2,FLT_uG_Rep1,FLT_uG_Rep2,GC_1G_Rep1,GC_1G_Rep2
Gravity,Centrafuge,Centrafuge,Microgravity,Microgravity,Terrestrial,Terrestrial
