Analysis.Id,FLT_Cen_Rep1,FLT_Cen_Rep2,FLT_uG_Rep1,FLT_uG_Rep2,GC_1G_Rep1,GC_1G_Rep2
AT3G50140,3.014515803,2.996420708,2.938466883,2.951616239,3.276922604,3.109353461
AT3G50150,3.245834284,3.186080434,2.87224774,3.286515402,3.077942319,3.361814295
AT3G50190,3.037007922,3.167697693,3.119537138,3.173733806,2.925723524,3.269909233
AT3G50210,8.310058368,8.345313515,8.638291853,8.400077068,8.308078982,8.101323483
AT3G50220,4.621715341,4.773609939,4.663879757,4.689921528,4.737993215,4.683741387
AT3G50230,3.127080051,3.360924663,3.210001581,3.381003688,3.334121947,3.528795225
AT3G50240,4.714609718,4.992948479,4.697747602,4.832613195,4.236445908,4.731864525
AT3G50260,5.026298706,4.684714989,5.045733483,4.982979663,6.696832858,6.297945368
AT3G50280,3.867443637,3.754687345,3.841585769,3.782039052,3.753409995,3.750338637
AT3G50300,4.251086777,4.456343711,4.091363172,3.988885787,3.831067649,4.145664613
AT3G50340,5.980322557,6.364504256,5.811742939,6.030355415,5.532779606,5.975385275
AT3G50350,5.129047356,5.463160755,5.130786016,5.184431932,4.877194798,4.990375708
AT3G50360,9.225204581,9.361672347,9.293447461,9.368436933,9.387423287,9.459712171
AT3G50370,8.25821661,8.254903136,8.204990629,8.118828298,7.551363671,7.428556507
AT3G50380,7.13543693,6.923677165,7.389241597,7.15251944,6.680514706,6.77166274
AT3G50420,4.728732621,4.65257018,4.774674496,4.672992259,4.754252418,4.639145948
AT3G50430,6.245177011,6.408900388,6.557150303,6.592446751,6.261666039,6.370826164
AT3G50440,10.24210358,10.27732332,9.929231893,9.765062193,9.382657389,9.456531507
AT3G50500,10.24619249,10.18409588,9.984366937,9.810913599,9.827434114,9.889685117
AT3G50520,7.856629003,7.779543917,7.87409717,7.853184302,8.041400408,7.972828957
AT3G50530,7.214303189,7.189456216,7.130962936,7.213413913,7.449120887,7.279725848
AT3G50550,5.36297914,5.337773663,5.967208056,6.110492195,6.207954185,6.116628269
AT3G50590,10.30057083,10.4022556,10.26732023,10.31012814,10.27880577,10.11324198
AT3G50620,6.94550424,6.818109404,6.585970409,6.732478681,6.67748176,6.58195265
AT3G50630,6.397693134,6.458660519,6.407241272,6.240376432,5.818784468,5.92083249
AT3G50640,5.002608896,5.068606678,4.522306693,4.82737678,4.700491281,4.98709354
AT3G50650,7.126946463,6.761088723,6.982356076,6.977855848,6.936432751,6.914565827
AT3G50660,6.087677296,6.566918265,6.347458524,6.274999581,6.426017969,6.806168031
AT3G50670,9.271462823,9.501345698,9.407459208,9.340347379,9.45591367,9.443756468
AT3G50685,6.911524954,6.927068106,7.0798332,7.013165671,6.548543025,6.948647711
AT3G50690,7.217113207,7.262084761,7.097104746,7.210006706,7.025214605,7.265933186
AT3G50700,7.685989542,7.779867626,7.553028868,8.009491001,7.628606124,8.110400876
AT3G50740,4.407878577,4.307004775,4.51253924,4.131428634,4.087651952,3.997621653
AT3G50750,3.58868938,3.697352756,3.314396338,3.50410365,3.553990073,3.679385236
AT3G50760,5.145118764,5.383168054,5.036286158,5.494319006,5.004967915,5.190181528
AT3G50770,3.962193654,4.14122604,3.742756644,3.551105369,3.626983162,3.714727091
AT3G50780,6.874989353,6.930360085,6.949622879,6.817128186,6.628395424,6.693810548
AT3G50790,6.742806349,6.869985682,6.682273343,6.797526763,6.533075452,6.750228414
AT3G50810,7.008131003,7.08416645,7.024291328,6.96809741,6.889771296,6.839267113
AT3G50820,5.680205616,5.983623903,5.600276271,5.458073751,5.546258754,5.848164622
AT3G50830,9.708618257,9.898330215,9.798561848,9.84854161,9.531518504,9.537620967
AT3G50850,6.150589618,6.251673629,5.97502908,6.037597471,6.042273101,6.287024991
AT3G50860,6.675295877,6.076386889,7.154874963,6.98597517,6.951646764,6.603915175
AT3G50870,3.487281424,3.593120376,3.613905324,3.543380418,3.40852888,3.438442592
AT3G50880,7.700704051,7.647031742,7.49865143,7.623599208,7.232246078,7.407750217
AT3G50900,8.207404185,8.017457222,8.404443668,8.283609532,9.299414351,8.98159387
AT3G50910,7.22271152,7.147252216,7.440106276,7.619169217,8.212002333,8.131697326
AT3G50920,6.86466794,6.94412147,6.782218777,7.110910252,7.301638284,7.321688609
AT3G50930,6.756311153,6.688319587,6.773469582,6.306446453,7.383906799,6.767813651
AT3G50950,8.184526197,7.777449718,8.443854476,8.195634261,9.322492236,8.802300239
AT3G50960,6.558016148,6.451322962,7.088483799,7.197622564,6.596906715,6.820883736
AT3G50970,5.974629773,5.986161304,7.198743904,7.747753998,7.1150669,7.105414637
AT3G51000,9.236150206,9.071481777,9.120872688,9.042296942,9.711135854,9.504395385
AT3G51010,9.690951004,9.709684689,9.637939751,9.876423515,9.882703691,10.06123695
AT3G51030,6.007516371,6.351737088,6.177072092,5.979371127,6.444731675,6.099656257
AT3G51040,7.966304187,8.085136637,8.194215651,8.200190886,8.192616187,8.20321987
AT3G51050,9.279974457,9.476049033,8.961845708,9.11297384,9.075528733,9.140069004
AT3G51090,5.376529673,5.142744036,5.607202057,5.706364565,6.126903087,5.615616915
AT3G51100,8.670616467,8.73160123,8.598643741,8.681307483,8.535837656,8.678573836
AT3G51110,4.371632701,4.208522971,4.252977885,3.879503889,3.944262849,3.459260761
AT3G51120,7.284214115,7.17853245,7.299029872,7.195982857,7.013700504,6.989470781
AT3G51130,8.652787869,8.742784622,8.406071879,8.360626069,8.742405056,8.70015114
AT3G51140,7.760497534,7.896544909,7.762550922,8.003187324,7.813936896,8.0695519
AT3G51150,4.439695042,4.42345827,4.330398261,4.302784525,4.444957979,4.533665538
AT3G51160,8.83460141,8.739234491,8.977878999,9.094805747,9.103847638,8.922082266
AT3G51180,6.85486542,7.000111524,6.728046638,6.557897791,6.803608415,6.736562669
AT3G51240,4.333832981,4.421917,4.85593617,4.388218191,6.091592084,5.056780152
AT3G51250,8.049651238,8.155981086,7.991350804,8.074899364,8.634562232,8.310059034
AT3G51260,9.042028402,9.272056848,8.777452321,9.066820809,9.167223427,9.410173175
AT3G51270,7.305059514,7.26060682,7.324683306,7.176913196,6.745785774,6.984210812
AT3G51280,6.105579724,6.607025168,6.855269921,7.576152474,7.46013961,7.189463424
AT3G51290,3.702072299,3.556926411,3.930934257,3.842958907,3.54378345,3.612846195
AT3G51310,8.408366889,8.23690575,8.404152063,8.416375772,8.32530839,8.134745651
AT3G51320,6.320528689,6.406696387,6.270618951,6.594141723,6.356886122,6.501422359
AT3G51330,3.202936435,3.138931999,3.15669419,3.372738934,4.097437352,3.605295943
AT3G51350,3.85259759,4.164730618,4.1105556,4.021213113,4.010508613,4.239117773
AT3G51360,3.316388027,3.340892503,3.3150774,3.457210034,3.600988283,3.442898492
AT3G51370,9.553626297,9.525411127,9.438555328,9.31593537,9.387152645,9.196159672
AT3G51390,9.300529347,9.109891113,9.167245551,9.032213262,8.268740314,8.59936714
AT3G51400,4.723792568,4.903028953,4.445339602,4.607779964,4.555759793,4.625133551
AT3G51410,4.06314923,4.178048648,3.810756318,4.060802731,3.692002085,4.099901058
AT3G51430,7.474812142,7.119650312,7.736342727,7.372068844,7.759809379,7.61594756
AT3G51440,6.576685633,6.328347782,6.842579691,6.596996963,7.095738108,6.76903428
AT3G51450,7.598776415,7.062620249,7.966304187,7.804820065,8.372267776,7.906475224
AT3G51460,8.301527176,8.315676881,8.078806085,8.208464646,8.452745716,8.510734854
AT3G51470,5.911533314,5.948293886,6.080660439,6.303295673,6.28298638,6.008390964
AT3G51480,6.491595268,6.534219367,6.59482717,6.540900839,6.082732502,6.35316056
AT3G51490,5.885549731,5.973837823,5.634433816,5.701105294,5.749723794,5.731454565
AT3G51500,7.301245915,7.069340223,7.291446529,7.278263614,7.307442864,7.242935608
AT3G51510,5.599497552,5.569706774,5.50591983,5.70498338,5.154468347,5.269015259
AT3G51520,9.314059262,9.238132972,9.214262828,9.225218504,8.697811088,8.946210611
AT3G51530,7.047051781,7.119797271,7.057243264,7.261663182,6.980751567,7.139642373
AT3G51540,5.225894736,5.34238701,5.539421386,5.498492067,6.2109799,5.828303695
AT3G51550,10.01769146,10.20549771,9.843385872,9.782342858,9.687543437,9.518483049
AT3G51580,8.215611932,8.236949181,7.988617496,7.889549209,7.995711064,8.05130609
AT3G51600,4.534901566,4.604756831,4.22550561,4.386129058,4.301922162,4.347350097
AT3G51610,8.565150035,8.65458303,8.598574034,8.672345424,8.571415591,8.582545403
AT3G51620,7.294241555,7.134495888,7.413418315,7.190834804,6.977826495,6.989322655
AT3G51630,6.792621208,6.64053609,6.716653131,6.683424827,6.643936255,6.596359287
AT3G51650,8.01135831,8.055910291,8.008266762,7.84741303,7.901820627,7.676374494
AT3G51660,6.388635941,6.307576589,6.757869226,6.879306957,6.258126418,5.99864954
AT3G51670,11.34014409,11.50908515,11.27413542,11.50236167,11.25515819,11.17994554
AT3G51680,4.919508168,5.548567509,5.088574418,5.183666933,5.100811677,5.331085611
AT3G51710,4.450754413,4.699140263,5.012147238,4.72455234,4.100918926,4.246872006
AT3G51720,7.749340912,7.734430145,8.67412682,8.624589474,7.996720721,7.995899617
AT3G51730,10.62847414,10.40045582,10.37965192,10.25784125,11.12372548,11.12022772
AT3G51740,5.137382488,5.639016759,6.228581156,6.513233661,6.223445088,5.63521107
AT3G51750,3.17594631,3.342667953,3.339695345,3.493326944,3.123163633,3.225853014
AT3G51770,6.339718107,6.228783028,6.339137921,6.242668093,6.263161683,5.831530188
AT3G51780,8.318425765,8.43555588,8.556332169,8.485767242,8.46898826,8.536721337
AT3G51790,7.655042473,7.532008775,7.594726959,7.624359261,7.757206411,7.747084268
AT3G51800,10.7085014,10.94543741,10.64789231,10.83891188,10.88501453,11.03795193
AT3G51820,6.351061543,6.046726345,6.187651158,5.994307644,4.799733099,4.921228115
AT3G51830,6.000304721,5.816700376,6.047307872,5.849399696,5.882330028,5.733698306
AT3G51840,9.972391905,9.836788054,9.522151253,9.291242818,9.885894801,9.625064835
AT3G51850,7.537675496,7.577610741,7.783400065,7.941812928,7.283210436,7.350296956
AT3G51860,7.078834296,7.048106558,7.556932127,7.029487575,7.060679102,6.785586334
AT3G51870,6.635999823,6.769213135,6.309505601,6.352615874,6.42195393,6.644968179
AT3G51880,8.371800227,8.470840558,8.743646277,8.652061468,8.283855819,8.597350814
AT3G51890,8.103585619,7.841967852,8.296029552,7.995196431,7.98464402,7.915536922
AT3G51910,7.049393199,6.527717578,7.007970338,6.310887373,5.567845802,5.393546855
AT3G51920,8.583952385,8.448991172,8.60153241,8.219771267,9.292779578,8.744207173
AT3G51940,7.474962681,7.092289592,7.621994648,7.512241641,7.459787615,7.415807476
AT3G51950,9.757369079,9.778894078,9.66910197,9.591675122,8.606253466,9.171776677
AT3G51960,5.213999702,5.075484931,5.887905135,5.649861935,6.122536947,5.601375721
AT3G51970,3.842300575,3.941477246,3.840396644,3.956348667,4.503795919,4.225338579
AT3G51990,7.500609316,7.341719508,7.705332064,7.553043073,7.678181186,7.425678976
AT3G52030,8.776345645,8.480245901,8.845250351,8.625964118,9.073058675,8.965554472
AT3G52040,10.82001254,10.96074597,10.89886143,11.203497,10.9037639,11.1091286
AT3G52060,10.38299595,10.27512803,9.988122908,9.981591334,9.523934548,9.85178073
AT3G52070,8.208515418,7.722151866,8.203517651,7.97019538,7.800736538,8.318926804
AT3G52090,11.09164373,11.11107889,11.04230381,11.07270661,11.02875334,11.22644995
AT3G52105,7.917553771,7.77578314,7.858799381,7.857100538,7.642478539,7.837534504
AT3G52110,6.6096642,6.509023203,7.437558939,7.8200903,7.718291243,7.029847643
AT3G52120,6.851417275,6.830940854,6.686185592,6.52513357,6.968461934,6.964900414
AT3G52140,10.3210571,10.32651549,10.11135255,10.15240643,9.904571557,9.82641707
AT3G52150,8.270547441,8.076211908,8.210569166,8.338601421,7.885072307,8.33357237
AT3G52155,6.105177494,6.099035761,6.308963409,6.211209045,6.128127952,6.288638356
AT3G52170,7.78499349,7.829180996,7.909874537,8.113535919,7.624746348,7.83139806
AT3G52180,5.051142539,5.446962541,4.840846984,5.357707,4.315732352,4.77352113
AT3G52190,9.582368121,9.724073489,9.785346906,9.699847716,9.872676405,9.7298865
AT3G52200,10.44828504,10.34698286,10.32290165,10.2775472,10.38523769,10.42125014
AT3G52220,9.590282931,9.596160497,9.566103709,9.510897716,9.602082038,9.566874749
AT3G52230,9.972915795,10.02484705,9.937040428,9.959083287,9.84271963,9.857393199
AT3G52240,9.199670189,8.964858707,9.000293487,8.906964344,9.287343505,8.891473729
AT3G52260,6.559720888,6.491459067,6.597405036,6.543841903,6.169399655,6.330867011
AT3G52290,6.346675225,6.259556154,6.236528865,6.600482306,6.676962873,6.560818518
AT3G52300,11.78448179,11.75229689,11.72066782,11.75831205,11.78267563,11.84194936
AT3G52340,5.647704001,5.488102484,5.89844994,5.704708153,5.412763193,5.746741423
AT3G52360,8.367013656,8.456021317,8.948168825,8.87649431,9.579360529,9.512292699
AT3G52370,4.090721032,4.109089671,4.048775251,4.106997188,4.078788279,4.127543573
AT3G52380,9.174565961,8.788787411,9.053944272,9.172897637,8.315856261,8.50887799
AT3G52390,8.923501429,9.109751199,8.813236407,9.035418154,9.105930466,9.252500829
AT3G52400,9.11980169,9.190837438,9.195769235,8.96921412,9.827062302,9.529541384
AT3G52420,10.52850102,10.54155849,10.66080489,10.59916755,10.37669339,10.44634742
AT3G52430,5.394961743,5.102173835,5.98275846,5.130147084,6.723243637,5.811192391
AT3G52450,7.70175678,7.374895053,7.91576168,8.099669191,10.10843518,9.210857152
AT3G52460,5.41510816,5.294367616,5.38175428,5.294035559,5.146386676,5.42645657
AT3G52470,10.92972039,11.06577368,10.88729263,10.88136281,10.8042546,10.68128951
AT3G52480,5.838158942,5.33645436,6.153604927,5.281070322,4.755830486,4.802591129
AT3G52490,3.563749894,3.365331113,3.311639502,3.544575997,3.570498452,3.668390033
AT3G52500,9.123737129,9.742924295,9.058374863,9.074245861,9.450812818,9.407515933
AT3G52540,3.334076969,3.48259447,3.309562282,3.546615751,3.52983112,3.132794749
AT3G52550,3.712837752,3.896843864,3.750422262,3.430147302,3.546716412,3.922894509
AT3G52560,11.75789692,11.71872873,11.87968509,11.99295248,11.91135781,11.74305422
AT3G52570,8.784669138,8.640135534,8.898269148,8.946062239,9.028287565,8.911902124
AT3G52580,12.10652302,12.11522677,12.02197581,12.09508959,12.08723132,12.21729123
AT3G52590,12.94984584,12.983758,12.98243568,12.97837416,13.05605837,13.12863719
AT3G52610,9.576593548,9.487285548,9.599387178,9.661208874,9.477665327,9.546441132
AT3G52640,9.962061225,9.983162467,9.981546384,10.11495991,10.13239927,10.1717274
AT3G52710,7.506108219,7.696883364,7.435466985,7.545267481,7.433118135,7.314511691
AT3G52720,3.303721172,3.345693956,3.081522553,3.133645562,3.269045495,3.306290088
AT3G52730,11.2968513,11.33385135,11.39661606,11.39945624,11.42296376,11.42298882
AT3G52740,4.482263375,4.799626194,4.555428683,4.510466355,4.445522398,4.627253877
AT3G52750,6.143890082,6.231519906,6.196858338,6.29754342,5.96324578,6.0222122
AT3G52760,8.033919096,7.899936294,8.237669862,8.234269599,7.870019697,8.061407756
AT3G52770,2.406883291,2.475838532,2.714607351,2.346458926,2.354210319,2.522000779
AT3G52800,8.20683791,8.005007519,8.235994304,8.272864747,8.639526146,8.569360621
AT3G52820,4.401565869,4.515474211,4.359089259,4.403996666,4.726814973,4.672295833
AT3G52840,4.940017829,4.537745469,4.456562943,4.598129416,4.343563881,4.428275049
AT3G52850,10.2713115,10.15634522,9.908151598,9.76029499,10.04922718,9.743651715
AT3G52860,7.120078549,7.130883241,6.952684248,7.026099657,6.763078025,7.112018403
AT3G52870,7.725382187,7.693321246,7.4507899,7.448654119,8.387543946,8.473190727
AT3G52880,10.52794372,10.34786498,10.51778431,10.54388215,10.57844498,10.53620549
AT3G52890,8.618930166,8.607402652,8.509497589,8.238707992,8.190928094,8.07869801
AT3G52900,3.746432354,4.124429232,3.80924049,3.825520802,3.850258996,3.990925748
AT3G52905,7.557128281,7.71359846,7.541695508,7.695644769,7.431048621,7.652218945
AT3G52920,6.54276615,6.696828688,7.382380981,7.248777158,6.504209692,6.707195247
AT3G52930,11.87706271,12.0247768,11.82439884,11.80788063,11.902146,11.88082853
AT3G52940,7.567716448,7.618030423,7.783618929,7.990848406,7.620797405,7.921665382
AT3G52950,6.904115584,7.08014164,6.833893396,6.939267046,6.884938517,6.936117944
AT3G52960,8.510076291,8.555414707,8.612246045,8.754609738,8.483972409,8.553089205
AT3G52990,9.354672474,9.302198784,9.274224072,9.3707838,9.534444477,9.240369806
AT3G53000,7.546576387,7.479145714,7.4042681,7.309393145,7.553227541,7.240951643
AT3G53020,12.47819938,12.4373285,12.42622229,12.4106749,12.44829193,12.42123217
AT3G53030,8.021150427,7.901366642,7.867415755,7.80170977,7.80958053,7.740866736
AT3G53090,7.969631967,8.036862597,7.804362629,7.660712006,7.814440394,7.786422795
AT3G53100,4.208441206,4.741693043,4.160150939,4.221036331,4.136891665,4.015090734
AT3G53110,10.17892143,10.25824631,9.988672938,10.01511861,10.1256668,10.25292817
AT3G53130,6.736520853,6.773176225,6.618492374,6.578256573,6.02669793,6.013127178
AT3G53150,4.474124546,4.808047148,5.040405143,5.079101326,7.950832464,7.364483625
AT3G53160,4.223793639,4.059836075,4.073469364,4.078460481,5.604274679,4.749246296
AT3G53170,4.165788663,4.473202949,4.199943553,4.3449987,4.229697997,4.519988227
AT3G53180,8.259376445,7.756935031,8.364488848,8.330067939,8.937496492,8.560345454
AT3G53190,9.237055705,9.527653146,9.688114216,9.97518226,9.421580641,9.78231846
AT3G53210,6.00377403,5.588656461,6.066994877,5.780232937,4.914129313,5.223233032
AT3G53220,6.719742695,6.74158213,6.747151036,6.948205835,6.873931769,7.175492423
AT3G53230,10.47616382,10.80306709,9.93277947,9.562419783,10.35722785,10.17928555
AT3G53240,6.272666051,6.208745614,6.352119677,6.306203274,5.95267614,5.840636311
AT3G53260,9.217413406,8.881908383,9.462046173,8.888191412,10.48202417,9.344753097
AT3G53270,4.626722758,4.832216347,4.971209214,4.947922834,5.021569776,4.865453458
AT3G53320,7.183468864,6.948637543,7.360333449,7.607750304,7.438220402,7.418753085
AT3G53340,7.024125456,6.999349356,7.167745867,7.259681447,7.753546203,7.640293931
AT3G53350,5.596560848,5.635958736,5.884411944,5.397740202,5.239635772,5.402536992
AT3G53360,3.866440814,3.671449424,3.769607897,3.679520433,3.789336347,3.950576706
AT3G53370,5.096693664,5.138475119,5.450893404,5.458326683,5.971521966,5.690316187
AT3G53380,4.403380064,4.899074771,5.066027387,5.432237296,4.972681651,4.868561701
AT3G53390,7.479505356,7.339077177,7.179404995,7.179061515,7.293823604,7.258249833
AT3G53400,5.632012202,5.475031448,6.127933813,6.063001951,5.086604219,4.98998483
AT3G53410,7.844408046,7.924736813,8.07971487,7.988334715,7.905784586,8.069706606
AT3G53420,8.030131616,7.937187049,7.874297502,7.689916957,4.981837439,5.49685391
AT3G53430,11.32751386,11.34002816,11.26136787,11.43947163,11.38010768,11.4859085
AT3G53440,4.988720451,4.568167058,5.022051131,4.632782962,4.57529266,4.451993695
AT3G53450,5.189365848,5.416502399,5.02052873,5.268072716,5.212298776,5.00831269
AT3G53460,9.450073239,9.450801882,9.123706569,9.111398518,9.021547298,9.342846246
AT3G53470,6.044606513,5.792416089,6.829449162,6.6187263,6.255124288,5.970671129
AT3G53480,7.902077255,6.985843635,8.304272486,8.063696158,9.857101689,9.003889759
AT3G53500,9.6717797,9.61249764,9.638531958,9.615584985,9.473425706,9.671020962
AT3G53510,4.688921424,5.005130137,4.321381781,4.511626119,4.474335487,4.448169356
AT3G53520,8.411478674,8.498743278,8.536904483,8.598211603,8.544378472,8.491309637
AT3G53540,8.944153327,8.950076522,8.718218271,8.716666307,8.430418842,8.485760415
AT3G53560,8.282801437,8.230919982,8.417478874,8.549365972,8.220622612,8.33939746
AT3G53570,6.896073944,6.862701871,7.145576672,6.973001575,6.70025662,6.890432826
AT3G53580,9.034574892,8.878683948,9.222805106,9.106366959,9.262736119,9.387197461
AT3G53590,4.495852328,4.360049134,4.177717729,4.306532541,4.378255618,4.501448843
AT3G53600,3.946056686,3.989544738,3.915455827,4.095452478,5.517997659,4.972824209
AT3G53610,9.235657453,9.222610037,9.537429811,9.383457004,9.274019473,9.415932091
AT3G53620,9.38479756,9.595549458,9.884581916,9.851692912,9.413617875,9.558581394
AT3G53630,9.750305638,9.790656195,9.762056824,9.958153618,9.89288476,10.13637937
AT3G53670,8.154338634,8.047767366,8.222317613,8.178343088,8.820857068,8.549368182
AT3G53680,6.384616834,6.363800783,6.206691388,6.526814826,6.334107012,6.590146976
AT3G53700,6.564286559,6.388246733,6.377604885,6.261455499,6.139475542,6.116228968
AT3G53710,8.906981183,8.843545253,8.877413317,9.043327265,8.880610759,8.945099752
AT3G53730,10.57308293,10.41883573,10.67040962,10.66055946,10.68300684,10.7567101
AT3G53740,11.59784622,11.61590229,11.58403023,11.7109798,11.61125473,11.78955857
AT3G53760,6.154440365,6.452449152,6.507902049,6.456952364,6.305568874,6.32979925
AT3G53780,9.373586491,9.368220056,9.324402093,9.259884217,9.533150898,9.35897005
AT3G53800,4.922882861,4.846943083,4.471548401,4.765569086,4.752007348,4.798885333
AT3G53810,6.932181591,6.679063272,6.923452144,6.880630049,7.102809661,6.714162974
AT3G53870,11.3592423,11.37292799,11.30868455,11.35412449,11.31885104,11.43185709
AT3G53880,7.618045442,7.310730918,7.923813386,8.153603417,7.803031964,7.895582913
AT3G53890,11.8188312,11.97380341,11.83936845,12.02245632,11.96146346,12.10340224
AT3G53900,7.82160461,7.926807759,8.318621605,8.900341853,8.367517135,9.025169494
AT3G53920,6.303295673,5.883520711,6.484066474,6.447195251,5.613444693,5.765748891
AT3G53930,6.448545293,6.377182207,6.369968032,6.21211613,6.589291299,6.393088456
AT3G53940,6.77003758,6.985330185,6.707867058,7.155730095,6.747325681,7.08976364
AT3G53950,6.315362589,5.95790844,6.068964457,5.98238794,5.881779092,5.959684741
AT3G53970,8.568254712,8.791009774,8.537557442,8.575089196,8.887292026,9.053639482
AT3G53980,4.82916786,5.318477753,5.001550017,5.034828141,4.871904911,5.211064737
AT3G53990,11.10024123,11.01527746,10.91329588,10.76857929,11.49029642,11.31633298
AT3G54000,5.436161094,5.697110316,5.796614281,6.070562887,5.914206384,5.751814214
AT3G54010,9.045263131,9.036219157,9.036700721,8.817968575,8.912444956,8.679587553
AT3G54030,9.271223943,9.52547992,9.529322637,9.445317634,9.800586355,9.573227956
AT3G54040,8.935298805,8.575659714,8.953029554,8.763997703,10.28089548,9.560933967
AT3G54050,5.031380369,5.041334651,4.778819559,4.726482096,4.544254718,4.1597645
AT3G54060,5.108819982,5.302607038,4.926730587,5.43420211,5.175517025,5.208054322
AT3G54080,8.301974948,8.261702861,8.512635549,8.623245404,7.92436356,7.934845846
AT3G54090,6.538520101,6.479493919,6.368882615,6.599940181,6.534713668,6.740824896
AT3G54100,5.259017385,5.144846606,5.236955484,5.237542028,5.571050675,5.374240007
AT3G54110,10.50870791,10.64735512,10.25313927,10.38597996,10.45873085,10.55674075
AT3G54120,4.568452247,3.801185781,5.353633823,5.148168687,5.364702996,5.093339199
AT3G54130,7.246409118,7.305998325,6.786031408,6.668567335,7.848456691,7.772194294
AT3G54140,7.274417461,7.435980077,6.826613629,6.57261041,6.996303397,6.731298859
AT3G54150,8.271036459,7.760043577,8.188454688,7.604656023,8.821636322,8.212961912
AT3G54170,7.332508857,7.261842389,7.429949778,7.48092705,7.549521348,7.556824885
AT3G54180,7.632951954,7.959991482,8.001074669,8.357890345,8.637120604,8.486879021
AT3G54190,7.795804456,7.375583625,7.539922826,7.389657368,7.311175709,7.371908247
AT3G54200,7.389796492,7.606287601,7.563062512,7.760636887,8.241328775,8.3632427
AT3G54210,9.215931303,9.031853471,9.170687739,9.219610971,9.015305452,9.110701281
AT3G54220,6.863925373,6.288084862,6.984210812,7.032805713,6.633513355,6.302154316
AT3G54230,7.082967119,6.875918173,6.986332159,7.104884016,6.995718682,6.88192885
AT3G54250,6.630819981,6.630669145,6.612108343,6.690080166,6.74233104,6.968726124
AT3G54260,11.2399244,11.37765575,11.72753753,11.78148374,11.11436409,11.4913695
AT3G54270,4.26502302,4.78680387,4.476014377,4.749847077,4.453516282,4.850399775
AT3G54280,6.917702889,6.978571299,6.603731288,6.647385187,6.558623664,6.767329032
AT3G54290,7.078072492,7.060200803,7.20718453,7.124708361,6.995937936,6.85499538
AT3G54300,9.432033997,9.492007059,9.175658575,9.088559109,9.560332365,9.530842676
AT3G54320,7.490286406,7.233229427,7.604778266,7.741687056,6.849333482,6.739684174
AT3G54340,4.325317005,4.214555206,3.969605325,3.919419191,4.017805102,4.247536493
AT3G54350,7.459659104,7.271568109,7.245793618,7.220556694,7.277547308,7.236273545
AT3G54360,8.853654236,8.549014341,8.504256787,8.465901833,8.162948037,8.299438438
AT3G54380,8.701122836,8.190521217,8.765232703,8.587670747,8.566132194,8.605634726
AT3G54390,5.189925714,5.045618521,5.384874853,5.28468517,5.044532489,5.140757061
AT3G54400,7.398770898,7.818444379,7.62612558,7.876149193,5.838536876,5.963395206
AT3G54420,4.139498028,3.801156699,4.655833302,4.97264183,7.164556383,6.322350795
AT3G54430,6.079634392,5.788300081,5.878341855,5.826994794,5.38776115,5.337641104
AT3G54480,8.699025646,8.664087946,8.565127886,8.523474953,8.576764122,8.714726203
AT3G54500,6.38930452,6.2587325,6.206955386,6.135509524,6.610653559,6.250441319
AT3G54510,6.054414949,5.6154011,5.704417544,5.730381898,5.183242248,4.879853357
AT3G54540,9.814721363,9.912237216,9.454001578,9.356194357,9.438989164,9.362071731
AT3G54560,9.179173117,9.34658777,9.546998076,9.782093454,10.11384486,10.1294983
AT3G54580,4.088594146,4.127264909,3.877195144,4.171524047,3.863418118,3.975844102
AT3G54610,6.598231023,6.454515151,6.588079372,6.667438756,6.535639977,6.463726679
AT3G54620,8.856117903,8.53116357,8.419052598,8.407342406,8.796576626,8.567134165
AT3G54630,6.601157606,6.812622268,6.800064859,7.043226187,7.053365995,7.066697175
AT3G54640,11.23946281,10.75405317,11.05770444,10.98614912,11.23268081,10.65034922
AT3G54650,8.386671473,8.418446146,7.933232855,8.437102168,8.200168198,8.551452667
AT3G54660,8.359217474,8.262658753,8.086481472,8.180448514,7.972024512,7.983647775
AT3G54670,6.929464412,6.782294953,6.822065578,6.973936079,6.898137221,6.897307595
AT3G54680,5.335846097,5.192369165,5.268135164,5.235511759,5.615117323,5.148710829
AT3G54690,8.462406483,8.691837705,8.281837147,8.42359834,8.415385515,8.507887532
AT3G54720,3.11180201,3.336697847,3.517213292,3.311374941,3.264738277,3.360385426
AT3G54750,8.451524249,8.759463794,8.297446576,8.736695188,8.839506787,8.941813303
AT3G54770,4.124593443,4.125518249,3.951572334,4.245212396,3.811024237,3.864841368
AT3G54790,6.732533772,6.742747803,6.587316631,6.518369378,5.722328266,5.90032367
AT3G54810,8.217288688,8.309581384,8.009641072,8.039870097,8.113754425,8.014777774
AT3G54820,5.17592934,5.438120734,5.310475519,5.250221962,4.937144206,5.455387818
AT3G54840,9.339765331,9.255880647,9.18888566,9.104039634,9.159780314,9.22278627
AT3G54850,7.692137656,7.745501128,7.601859808,7.542731502,7.948773266,7.747219724
AT3G54860,8.489514071,8.362405493,8.375941113,8.0879407,8.371940749,8.430778432
AT3G54870,5.67463475,5.541509947,5.482039476,5.529561122,5.135816803,5.131095448
AT3G54890,6.237100121,6.312393786,6.361599706,6.442608267,5.315494785,5.581559379
AT3G54900,8.033919096,7.659925459,8.039413198,8.060562384,7.286493133,7.588244049
