Analysis.Id,ARG1.KO_FLT_Rep1,ARG1.KO_FLT_Rep2,ARG1.KO_FLT_Rep3,ARG1.KO_FLT_Rep4,ARG1.KO_GC_Rep1,ARG1.KO_GC_Rep2,ARG1.KO_GC_Rep3,ARG1.KO_GC_Rep4,WT_FLT_Rep1,WT_FLT_Rep2,WT_FLT_Rep3,WT_FLT_Rep4,WT_FLT_Rep5,WT_GC_Rep1,WT_GC_Rep2,WT_GC_Rep3,WT_GC_Rep4,WT_GC_Rep5
AT1G63670,2.308199805,2.367908394,2.458551904,2.24869249,2.296110668,2.160082156,2.246131863,2.231937718,2.114818615,2.578705571,2.128797693,2.226542136,2.307087895,2.280957987,2.163367243,2.351845716,1.982002876,2.454067585
AT1G63680,2.251357727,2.140318384,2.085037158,2.256678886,2.31008955,2.555345349,2.216870646,2.481282127,2.303446238,2.281520815,2.359250113,2.102649372,2.249347152,2.242786034,2.252391679,1.99370572,2.165892769,2.083136329
AT1G63690,4.621021514,4.702737914,4.10286558,4.209858035,4.238763083,4.470774783,4.338133735,4.677358607,4.784992114,4.116690825,4.807427921,4.387533866,4.499435598,4.624095387,4.418460108,4.608683784,3.765690309,4.330180196
AT1G63700,2.212805251,2.332721797,1.913673211,2.217142712,2.111002257,2.233302093,2.096168063,2.923589124,2.467445618,1.962303197,2.080098485,2.272563957,2.333420494,2.304062523,2.309658775,2.208228172,2.330979563,2.632062085
AT1G63720,4.588484735,4.457357721,3.888258905,4.344858057,4.405540453,4.616127677,4.627292441,4.177201246,3.929913236,4.145712648,3.719759717,3.884925887,3.704897668,3.881035835,4.834200481,3.76501768,3.841090633,4.16524681
AT1G63730,1.761053719,2.038771913,2.068534596,2.163048773,2.075789142,2.121873737,2.204662012,2.104671211,1.933946322,1.914321868,1.976411769,1.684236722,2.000107581,2.209502602,2.434204644,2.150605628,2.042894146,2.152971719
AT1G63740,2.625812515,2.770164551,2.45555113,2.1990006,2.47467767,2.173603054,2.492076487,2.486151864,2.47390989,2.440304269,2.482692137,2.588765471,2.393360875,1.940948087,2.588764309,2.408007797,2.43391915,2.514171859
AT1G63750,3.451702227,3.095893306,2.692417574,2.98957317,3.22168554,2.656063954,2.784677366,3.31035399,3.037559456,2.644974505,3.285605274,2.947017734,2.773266924,3.3983131,3.053445661,3.138948895,2.696785303,2.84422482
AT1G63770,9.110138029,9.352133101,8.767136509,9.174263157,8.958314779,8.541712227,8.818279572,9.072254905,9.344113948,9.206321235,9.210523484,9.137360544,8.855819642,8.58382448,8.576050191,8.987112408,8.925501708,8.759659556
AT1G63780,7.411324584,7.470172243,7.962812618,7.581946532,7.581415491,7.559889427,7.923248426,7.957218065,7.468815552,7.492209718,7.600858545,7.451351906,7.596557451,7.241872681,7.220049984,7.528144922,7.665714438,7.431335756
AT1G63800,5.709267703,5.800817856,6.536602238,5.912529606,6.431255816,6.378879153,6.183035056,6.102256335,6.381746883,6.935344025,5.861229356,6.265089578,6.549039092,6.21745571,6.712796209,6.330703829,6.580968949,6.513556918
AT1G63810,3.291670439,3.098442059,2.57825553,3.037925872,3.100771161,3.233656408,2.959412756,3.582759492,3.33215641,3.075292712,3.466904113,2.63790222,2.711231353,3.0066156,2.960603021,3.206831387,3.018124892,2.885678605
AT1G63820,2.369411626,2.423159407,2.480806846,2.445556356,2.150558798,2.496586231,2.4656702,2.189255543,2.34067553,2.205232046,2.581469554,2.527246304,2.870631952,2.066132276,3.056536869,2.335788239,2.141923715,2.180049655
AT1G63830,5.971733905,5.842248502,5.301255443,5.378821172,5.577996589,5.01005236,5.427936367,5.384735289,5.894918632,5.573321238,5.707983894,5.357720155,5.724581154,5.696749948,4.981509205,5.736877647,5.497996024,4.756356073
AT1G63840,6.207599226,6.632274684,5.553001959,5.859118677,5.853723797,6.531831424,6.257477052,5.904202446,6.057671475,6.142435649,6.325471211,6.132094878,5.727338748,6.353533409,6.709703326,6.324231967,6.150127251,6.571041631
AT1G63850,2.426083955,2.397371859,2.379779211,2.417029318,2.58835365,2.272006098,2.443031304,2.484059307,2.832958306,2.497165137,2.595806411,2.193509772,2.235300453,2.654064015,2.415860289,2.800641531,2.216363978,2.722936633
AT1G63900,3.502057902,3.512664961,2.94520119,3.051063218,3.46157292,3.272789664,3.078811772,3.330778289,3.095128857,2.820133955,3.320284023,3.130561797,2.624142205,3.709516041,3.093191474,3.762443384,3.341700481,3.064365379
AT1G63930,1.924914563,2.287278462,2.470759743,2.237131171,2.114711139,2.155979236,2.331715059,2.152137916,2.130068837,2.208267789,2.028869916,2.281204797,2.29709686,2.222214447,2.480901068,2.14530333,2.073744342,2.288908397
AT1G63940,6.788188558,6.738093769,7.813979195,7.131544514,7.290653981,7.168725696,7.637792642,7.692740738,7.642347624,7.530582299,7.972688424,7.069041995,7.710518433,8.010021465,7.461754181,7.658093492,8.328026585,7.884661755
AT1G63970,5.192024894,5.367799218,5.033952628,5.226599293,5.097915739,4.661488185,5.359690746,5.400122931,4.87510284,4.993696343,5.235638348,5.11074685,4.631689746,5.042218214,5.080632771,5.28288221,4.694057197,5.241519799
AT1G63980,4.166992462,4.036048685,3.958698438,3.97731652,3.904572909,3.485870335,3.907909754,4.015287073,3.94047929,3.385462689,4.365055329,4.169224503,3.760825782,4.231796354,3.577349806,3.715067425,3.696476273,3.467149048
AT1G63990,2.25281996,1.903304841,2.065166201,1.96766758,1.906259944,2.375482729,1.896279735,1.958989775,2.043149748,2.073794786,1.844252411,1.904200015,2.487336948,2.01716057,1.801759213,2.094097199,2.236417471,2.148489271
AT1G64040,9.724321828,9.357208957,9.96180802,9.715173037,9.756141462,9.588754454,9.99269918,9.902572908,9.818148644,9.818159311,9.71512053,9.901107685,9.869672439,9.73520181,9.721279489,9.869185173,9.791455221,9.723392964
AT1G64050,1.969463733,2.113462159,1.841678769,2.120049419,2.28905907,1.710428848,2.044492005,1.78933631,2.042018737,2.188297272,2.050569519,2.042934004,2.160003097,2.146655568,1.774024935,2.117414367,1.767949243,1.662795164
AT1G64060,2.251699712,2.161108061,2.173099296,2.087120384,2.198407765,2.046597232,2.213680678,2.018071703,2.09346134,2.013420049,2.175739622,2.20925212,2.184330787,2.192555934,2.493755685,2.398959686,2.117661807,2.078035551
AT1G64090,4.783486267,4.490940784,5.029352189,4.607437238,5.129189735,5.553930729,5.332227311,4.83500585,5.056499031,5.131471827,4.934106291,4.879459082,4.999873447,5.091905726,4.744771198,5.085997506,5.198255682,5.397666353
AT1G64105,4.457098604,4.803661349,4.383748978,4.457543712,4.204882572,4.715623501,4.219740576,4.263826254,4.287792089,4.270589364,4.547163812,4.330823168,4.168830818,4.269815093,4.027535967,4.16940984,4.117005333,4.307416758
AT1G64110,1.954454198,2.073021476,2.074650234,2.050068968,1.983745477,1.972078322,1.83315583,2.200580277,2.282584391,1.917784153,1.899472552,2.031516961,2.331964965,2.17792047,1.919501694,2.07118095,2.07241484,2.484920537
AT1G64140,5.720972247,5.458334251,4.73207364,5.523892881,4.618018922,3.920211834,4.733542764,4.647539426,4.759885123,4.54923007,4.875099829,5.172068355,4.612216904,4.848848667,3.63570197,4.9918239,4.235297719,4.578482072
AT1G64150,2.431671974,2.251695014,2.413635893,2.379869391,2.238374394,2.206767451,2.184452866,2.303395448,2.666061732,2.386960974,2.105123456,2.241256346,2.345166583,2.392018925,2.320259327,2.575578146,2.603765929,2.109996688
AT1G64170,2.065994258,2.245328466,2.210590347,2.384249457,2.270917428,2.371513787,2.112831559,2.192120714,2.251064973,2.469167781,2.329808403,2.331556213,1.955456515,2.199806071,2.336568614,2.017684711,2.368913337,2.290827302
AT1G64180,2.083713227,1.982418639,2.103160169,2.07789596,1.950367181,2.068534596,1.959722752,2.241492327,2.118248557,1.948385312,2.321041445,2.079706884,2.11932911,1.942738349,1.868853173,2.174297432,2.083638164,1.986008805
AT1G64185,2.502417476,2.340324029,3.5147835,2.831138725,2.85630889,2.595128871,2.800842962,2.726018042,2.86965656,2.986440729,2.997684446,2.419476573,2.534872159,2.943486778,2.734703928,2.821668758,2.398712646,2.447733734
AT1G64190,9.096473965,8.732820263,8.955961271,8.773775513,9.262860004,8.979174809,9.316988351,9.446096808,9.539665412,9.171296827,9.957968227,8.964920567,8.859034047,9.842146139,9.001922744,9.339822545,9.827593406,9.496070126
AT1G64200,2.883270805,2.87282698,2.813094223,3.128688825,2.570085376,2.528618045,3.32206089,3.447647645,2.706860524,2.629770265,2.948944093,3.177252163,2.730171911,2.91294937,2.846831889,2.820026118,2.846021209,2.513040003
AT1G64210,1.884862504,2.093542186,1.771457971,1.646713067,2.028547724,1.790219684,1.960382299,2.069221806,1.811405978,2.003298808,1.765905193,2.089383956,1.893866576,2.0757664,2.174989132,1.947258183,1.973042477,1.875933684
AT1G64220,2.055648611,1.951947162,2.173773628,1.949345219,2.282641236,2.202655578,2.237381747,2.239485174,1.917550209,2.282453552,2.491346952,2.243907235,1.999670267,2.1949709,2.181049214,2.227289345,2.111002257,1.94255258
AT1G64230,12.41994369,12.45956375,12.59656459,12.36016747,12.59116474,12.80893333,12.73736821,12.63120146,12.54961634,12.74700266,12.51868753,12.7031416,12.68665383,12.68515942,13.01763858,12.48104885,12.77231168,12.96928191
AT1G64280,7.068075577,6.888773513,6.886899782,7.349618924,7.289570872,7.073572306,7.22893799,6.897631158,6.891525429,6.987066172,6.545585394,7.047700793,6.534295481,6.337033408,6.790688306,6.58738988,6.698100664,6.870807005
AT1G64300,2.045175738,2.083709007,2.102175538,2.229842348,2.160656798,2.052550374,2.15662033,1.938721455,2.249407125,2.010411797,1.900255585,2.149017479,2.261761793,2.390014724,2.197730197,2.197730197,2.100003056,2.02235212
AT1G64320,1.665887173,1.683275111,1.708036861,1.863041036,1.70610842,1.688757623,1.688361492,1.694088717,1.547047708,1.862282582,1.549214717,1.762615174,1.68167856,1.725410797,1.748628133,1.73252723,1.762257416,1.95068873
AT1G64330,1.956324608,1.905206183,1.683758661,1.810115694,1.728649117,1.79957406,1.721171913,1.769233206,1.951977971,1.710176675,1.608039368,1.586386368,1.949938635,1.728233723,1.697589839,1.696469403,1.770204984,1.817735099
AT1G64350,3.795960852,3.161478009,4.495135915,3.61815042,3.538323351,3.381718328,3.382615788,3.737000458,3.826232703,3.768633601,3.60600248,3.671051678,3.436256468,3.836295606,3.428770049,3.597062632,3.481399104,3.766159719
AT1G64355,2.2788468,2.176917159,2.194629153,2.131644871,2.230189854,2.24192292,2.364732789,2.192812602,2.1883438,2.039859745,2.151854803,2.22391188,2.258145536,2.178816126,2.280647008,2.365282031,2.200956124,2.241327966
AT1G64370,1.987147622,2.11307422,2.287236531,2.109081676,1.945777699,2.116548392,2.021912253,2.130477645,1.628638801,1.893820557,2.082130175,2.02025382,2.145740452,1.783600833,2.14575115,2.142080906,2.07925868,2.111105105
AT1G64380,1.956324608,1.916948419,1.939868641,1.984548256,1.940112978,1.99680354,1.771234552,1.922914056,1.925533255,2.357600129,1.773849234,1.715324485,2.33872205,1.976428605,2.726103374,2.004459659,1.920302915,1.813966381
AT1G64390,2.021594801,2.411056073,2.348111746,2.30682085,2.632444822,2.194987169,2.196996442,2.144072763,2.268835272,2.177095343,2.45750809,2.305609687,2.139762716,2.431271217,2.31633614,2.189891263,2.284055039,2.54760994
AT1G64400,1.863564411,2.096774092,1.812942229,1.915951822,1.666553353,1.943399595,2.195323219,2.000219588,2.085989272,2.077395711,1.829681264,1.974831793,2.014454019,2.145384929,1.923697649,2.137139638,2.154419318,1.919716654
AT1G64405,1.883961503,1.881786642,1.761537726,1.939998377,1.979967991,1.909287905,1.820594807,1.965905905,1.829059746,1.89038273,1.669263613,1.881645472,1.876037824,1.741323218,1.825209375,1.826070508,1.958989775,1.931823523
AT1G64430,2.380871976,2.282567654,2.660658696,2.202125955,2.270917428,2.47066008,2.434741845,2.315790472,2.215954893,2.51610371,2.42840846,2.848300832,2.482552573,2.565781108,2.389679471,2.36154816,2.382647304,2.251820913
AT1G64440,2.582718012,2.458010052,2.471086834,2.343817415,2.513634744,2.410040232,2.546590626,2.506818336,2.294375797,2.204868915,2.349396238,2.247325375,2.362115946,2.60616659,2.144592137,2.349000606,1.834748313,2.356341535
AT1G64450,1.883961503,2.235292745,1.883694849,1.913338023,2.055235326,1.965781879,2.097811946,1.926807016,2.220707941,2.275427438,2.160003097,2.214244727,2.167609796,2.011964714,1.997140407,2.278944877,2.12141195,2.202073863
AT1G64460,2.428575423,2.46087424,2.261228358,2.371464837,2.277468248,2.293540344,2.138567617,2.169496614,2.326951641,2.247067006,2.064611808,2.321530203,2.079305873,2.054417483,2.188668236,2.422647276,2.306401857,2.038393064
AT1G64480,2.522028985,2.231374005,2.349512019,2.290873899,2.096769098,2.526536797,2.126307972,2.250497476,2.040089517,2.059835081,2.192542634,2.279806797,2.766228341,2.459390505,2.256561632,2.340202812,2.382647304,2.903239099
AT1G64490,2.331215107,2.70598477,2.665451312,2.507336132,2.670670795,3.230911926,2.803146749,2.78397368,2.739694021,3.229122735,2.550343167,2.468234896,2.345323329,2.408007797,3.78994495,2.437875662,2.431878885,2.27881969
AT1G64500,1.94452631,1.970277104,2.154898687,1.989354993,1.918477171,1.864707169,1.872550198,1.988421289,1.958930663,2.180519408,1.976400264,1.94452631,1.862445487,1.832601437,1.775531054,1.909424391,1.822028605,1.906115117
AT1G64510,4.835273301,4.595832977,5.30569584,4.564171539,5.051116016,4.282791776,4.95166543,5.380839199,4.833150418,4.79836518,4.549526478,4.37947889,4.853386806,5.095492066,5.344846288,4.926319951,4.686384459,4.823333671
AT1G64520,9.475437716,9.26562123,9.498289032,9.31232498,9.512025477,9.165123016,9.477639621,9.480388919,9.380529998,9.207212423,9.086223729,9.277351418,9.250307305,9.126372245,9.186860458,9.20693952,9.329981957,9.15301309
AT1G64530,2.089857085,2.043398278,2.028054873,1.870887433,1.999542891,2.008883692,2.022725377,1.862529134,1.999322303,1.908264844,1.986911193,1.9456705,2.08693836,1.849051442,2.256366993,2.099464487,2.212673782,1.867841099
AT1G64550,8.037645557,7.839968947,8.208092907,8.218864956,8.121348544,7.613563149,8.193219316,8.101444223,8.242929228,8.135030899,8.228868516,8.124853958,8.361574678,8.140552369,7.613155888,7.974740645,8.478421081,8.090962101
AT1G64570,3.026713942,2.827489201,2.612633214,2.80021378,2.644644907,2.458578665,2.554367889,2.928482994,2.587378061,2.444290888,2.714009409,2.558806137,2.017735604,2.364239899,2.644644907,2.672630616,2.490324856,2.514954271
AT1G64580,1.799324147,1.887098841,1.877575531,1.980674782,1.825463054,1.730687362,1.851966273,1.732649848,1.78581538,1.945361337,1.748741568,1.777173793,2.036017082,1.632308436,1.90267045,1.803686846,1.882986064,1.927645993
AT1G64590,2.131704647,2.072478695,2.126146796,2.067149077,2.427884453,2.452411157,2.251064973,1.78013893,2.248217419,1.867752044,1.985810744,1.983517097,2.240485458,2.135280717,2.385740851,2.187927139,1.96838875,2.138106281
AT1G64600,3.269501221,3.056838914,3.168088397,3.24142953,2.74714759,2.944075658,2.94163557,3.180073927,2.663391312,2.828511962,3.104402793,3.135653602,2.970084265,3.113483663,2.637328425,2.642742365,2.428590152,2.723921522
AT1G64610,2.079129781,2.101787153,1.969758005,1.964683226,1.620282479,2.134725256,1.881079195,2.154768376,1.675851556,1.939184742,2.05137924,2.134941521,2.274566346,1.709492589,1.613154535,2.08533863,2.229408087,1.748758689
AT1G64620,2.528470623,2.626916123,2.397410746,2.55785889,2.245534684,2.500616957,2.580676446,2.560616212,2.586144658,3.223322079,2.56662899,2.652231776,2.444551698,2.586677239,2.675076764,2.876933913,2.990704671,2.8084347
AT1G64630,2.369711284,2.265419945,2.271387731,2.284554181,2.095711115,2.078887624,2.01029477,2.108477667,2.133024703,2.00343944,1.737229488,2.159163703,2.181343049,2.016550948,2.195054764,2.135410265,2.577865618,2.43779905
AT1G64640,1.881624195,1.966115293,2.264837304,1.829795664,1.85762582,2.060397607,1.944957283,2.055116591,2.098019707,2.010411797,1.974485151,1.908101127,2.016821052,1.946073446,1.951493391,1.759912316,2.111002257,2.088573482
AT1G64650,2.46381394,2.386913343,2.260643552,2.159631726,2.398277451,2.607228115,2.54843189,2.390268444,2.38882845,2.4828631,2.449081757,2.636367634,2.181108409,2.185033832,2.495303123,2.366864091,2.637295055,2.567902238
AT1G64660,9.646685818,8.98844379,8.258127144,8.457631804,9.23590396,8.758095914,9.203516404,9.533218125,8.958755004,8.517524621,8.949804446,8.719858409,8.629636734,9.305115228,9.193101607,9.405566455,9.103285913,8.432027903
AT1G64670,2.02212005,2.189942131,2.181259186,2.141663275,1.831598386,2.308445588,2.131246413,2.064965563,2.165483342,2.510088899,2.043323512,1.911756758,2.21746442,2.329715278,2.028546581,1.990604197,2.015464452,1.910183484
AT1G64690,2.246328625,2.255137505,2.507256285,2.426322192,2.005137689,2.134725256,2.247868323,2.039932467,2.284881478,2.392802573,2.152306414,2.400155825,2.476237205,2.297867625,2.432084652,2.287954062,2.240188773,2.227798933
AT1G64700,2.264156379,2.120035312,2.158275767,2.027417246,2.13366687,2.139161401,2.072831957,1.973108905,2.120976503,1.995530128,2.16352349,2.062045986,1.845937996,2.108767525,2.034870582,2.229903364,1.937486494,2.084544256
AT1G64720,9.733994363,9.491932463,9.219866416,9.563813606,9.473688758,9.005493827,9.340321601,9.696118901,9.883160798,9.385118357,9.731450565,9.259882812,9.392740783,9.718472656,9.105595373,9.802234982,9.159137899,9.117793519
AT1G64740,5.308930629,4.853090158,5.087065794,5.3001563,5.930222638,5.741466276,5.891451667,5.5766724,5.494976391,5.410745235,5.245213213,5.483137889,5.264511902,5.677099034,5.104278231,6.024521722,5.950344429,5.482763479
AT1G64750,8.527089825,8.212858393,8.167097718,8.119722607,8.40589821,8.241430419,8.32162399,8.42403171,8.412195576,8.119632368,8.253131832,8.170819969,8.056762288,8.618352834,8.5417309,8.48845195,8.139339111,8.123165245
AT1G64780,1.900498865,1.900336491,1.912382666,1.968296146,1.618889891,2.046592616,1.898840998,1.91490791,1.865451513,1.767767887,1.905164965,2.107195811,1.970890141,2.016438864,1.886708666,1.94488659,2.000618225,1.892840024
AT1G64790,5.278688091,5.731928574,5.026085734,5.697638816,5.304696985,4.802785036,5.33024672,5.867965619,4.886779506,4.60684564,5.427746195,4.249475921,4.217642174,4.708928898,5.068233711,4.778047088,5.280621362,5.13491001
AT1G64810,4.210645906,4.02271554,4.676588717,4.027122859,4.358517542,3.842715377,4.454006227,3.912454611,4.083920785,4.192690049,4.349240061,4.010974225,4.141972778,3.976626327,4.089677946,3.912990318,4.369362124,3.832779171
AT1G64850,7.07048844,7.034956554,7.86007154,7.440324844,7.247403492,7.095159042,7.065757503,6.818021368,6.503066842,7.110488341,6.55457371,7.025730689,7.214277701,6.80696954,7.300602712,6.702422143,6.770373676,7.035654787
AT1G64860,1.935753668,1.791563218,2.079933175,1.994842612,1.881984015,2.068217806,2.064072737,1.877026536,2.53056334,2.075252514,2.126144278,1.902644753,2.384635052,2.07173482,2.35163188,2.119385911,1.914316902,2.326478666
AT1G64880,4.981720366,4.87211185,4.968971599,5.121233099,5.452381253,4.911368457,5.429968631,5.367242488,5.104129031,4.898112561,5.389292071,4.667847353,4.713143274,5.415174642,4.420434493,4.861138939,5.008413603,4.861138939
AT1G64890,2.48735783,2.692407652,2.421795015,2.379898202,2.111366924,2.281069833,2.332773896,2.343694988,2.414191208,2.56780914,2.295891966,2.381871848,2.686331058,2.483081993,2.299529615,2.672632395,2.464605385,2.686331058
AT1G64900,2.021594801,2.116373832,2.164396984,1.849028965,1.922055728,2.081762756,2.140845001,2.084617947,1.86730618,1.886947904,2.106276604,2.194937042,1.81504735,2.050578781,2.061113084,2.252240831,1.936624335,2.316051047
AT1G64910,1.81871201,1.846747073,1.935836185,1.783852591,2.047618362,1.863042513,1.866559867,1.825396626,1.84182825,2.044090067,1.760579869,2.005200529,1.701075318,1.969519751,2.099403688,1.879660366,2.114273033,1.903327829
AT1G64920,1.795876169,2.024844011,2.024257129,1.841275692,1.572970144,1.846795525,2.013744775,1.897466389,1.917550209,1.689499731,1.782916125,1.814575051,1.873140704,1.912956196,1.968060741,1.734436211,1.720353733,1.672307341
AT1G64930,2.187366691,2.095217627,2.144936124,1.956850681,1.899223791,1.950469279,2.150343374,1.915218948,2.033587826,1.937575724,2.002713951,2.198532458,1.827659846,2.044280156,1.89972094,2.244321868,1.982531675,2.242427438
AT1G64940,1.947338217,1.720321045,2.080843501,1.898128935,1.967473283,1.800233616,1.758992529,1.832325471,1.660633756,1.889504347,1.646960224,1.897124912,1.840254859,1.728484774,1.770204323,1.643576665,1.986432911,1.923951263
AT1G64950,3.529318813,3.901497737,2.443522264,2.815469322,2.924648054,2.607132289,2.768698986,3.12101539,3.136323465,2.539259146,3.909867284,3.502263539,2.603292425,2.956472832,2.441258928,2.402619104,2.225425924,2.629611786
AT1G64960,2.264663685,2.423467325,2.087447061,2.354836714,2.157800847,2.309041594,2.202213525,2.323691772,2.247620497,2.379512708,2.310639339,2.162110658,2.050080147,1.985922774,2.521154006,2.178969921,1.862315191,2.2824827
AT1G64970,2.703041161,2.596738077,2.533776868,2.608685627,2.550828798,2.222965157,2.390196898,2.360571999,2.196543992,2.422788789,2.268172787,2.601439267,2.394199188,2.174993722,1.848704643,2.441500808,2.42903328,2.112374753
AT1G64980,3.012901515,2.718556263,2.792904578,2.51306205,3.314233261,3.140772955,3.505610866,3.15337862,3.109632699,3.079942383,3.268254206,2.512246509,3.146578526,3.541461987,3.168717334,3.572056532,3.289836668,3.514634465
AT1G65000,5.999749582,6.108237091,6.562885039,6.087025809,6.148029994,6.76722721,6.251798204,6.048359698,6.236890454,6.544385385,5.881155033,5.952536387,6.207717531,6.145703598,6.913232216,6.037214578,6.101865712,6.213878995
AT1G65010,1.796870414,1.721044306,1.914013914,2.067346304,1.846742326,1.810596442,1.82118576,1.876767201,1.800252664,1.731141169,1.653408048,1.854691576,2.004657836,2.185908488,1.939857525,1.737570619,1.746068083,1.722006413
AT1G65020,5.307892689,5.214934364,5.621459995,5.662321653,5.188595954,4.746728681,5.516976745,5.600288955,5.266810201,5.248991909,5.264040871,5.561920864,5.181958827,4.987861743,4.512963395,5.38156206,4.745611456,4.909325762
AT1G65040,3.407440793,3.360555606,3.920589244,3.891585299,3.513281455,3.674190006,4.02338517,3.752028891,3.717560262,3.820771464,3.664077761,3.590417523,3.567312307,3.690932659,3.261902173,3.442438323,3.819816972,3.577064162
AT1G65060,2.16922971,2.139862884,2.799187967,2.268666853,2.277672209,2.400523369,2.440977176,2.349864861,2.270783369,2.370305645,2.347539203,2.236334657,2.255841583,2.401334282,2.343232694,2.351845716,2.382647304,2.13168688
AT1G65070,2.219135778,2.16032378,2.023205014,2.111023926,2.147196207,2.093156425,2.126151472,2.435849433,2.01246523,2.096137491,2.64678946,2.145309683,2.066620065,2.02574156,2.240526133,2.365100005,2.302722008,2.145638597
AT1G65080,2.305011968,2.289784046,2.177149406,2.37087492,2.338896158,2.068534596,2.372597025,2.240266818,2.282584391,2.133088176,2.387316102,2.152119484,2.289784046,2.254281325,2.250705255,2.381802278,2.448949979,2.790602225
AT1G65110,1.580527649,1.51394564,1.707779291,1.837488781,1.656749511,1.688757623,1.606753603,1.500220516,1.876226578,1.867596951,1.630226961,1.691272513,2.117470506,1.629822773,1.869887311,1.579225431,1.736176535,1.683929681
AT1G65120,1.598978545,2.176510552,1.788673453,1.964014934,1.679487604,1.955101117,1.817966065,1.773950691,1.812365859,1.727306443,1.804636443,1.915299671,2.004657836,1.963093955,1.702846131,1.735826539,1.614762529,1.594297693
AT1G65130,1.968070625,1.895602896,1.861112118,1.815161198,2.03675829,2.09879938,1.869985138,2.1347728,2.000219588,2.002143475,1.98847655,2.051980853,2.118089659,1.911473043,1.796700499,1.773651265,1.958989775,2.117019368
AT1G65180,1.799342452,1.861763596,1.896840688,2.033820661,1.948046366,2.073375912,1.888163892,1.996273036,1.898363287,2.137813412,1.82380638,2.114082183,1.922993199,2.042369682,1.915186281,2.004657836,2.000104935,1.923157059
AT1G65220,7.385814158,7.048813831,7.897481814,7.819552195,7.703511639,7.655960474,7.581001019,7.620498079,7.576483786,7.743010886,7.702053405,7.708266916,7.482975195,7.535656491,7.834640766,7.525376381,7.560552161,7.697435332
AT1G65230,1.893513153,1.877761399,1.946960335,1.618036812,1.870929708,1.886027331,2.009634809,1.896527134,1.960871686,1.984476739,1.992184303,1.833416542,1.869047348,2.013484224,2.009504737,1.923624839,2.009626977,1.861623839
AT1G65260,7.222954083,7.031629175,7.929988985,7.701598307,7.249846657,7.064520947,7.436649639,7.601074339,7.334607641,7.477689063,7.058983395,7.686820803,7.576885789,7.612247453,7.279387975,7.55586323,7.50843421,7.581956671
AT1G65270,2.859691384,3.000526951,3.192616289,2.861382873,3.204476854,2.780792446,2.945269718,2.923122872,2.748320524,2.628093355,2.868746531,2.74391676,2.813275896,2.96423444,2.456705767,2.951250207,2.834300531,2.849944305
AT1G65280,6.173749512,6.082697807,5.490880603,6.205559386,5.998690765,5.82027338,5.686319621,6.214748387,6.001132409,5.80464355,5.816850033,5.738346796,4.715552903,5.718139742,5.58447063,5.563254836,5.579439229,5.612298952
AT1G65290,9.836992131,10.0507339,10.30444337,10.39129892,10.22772689,10.09098332,10.21348703,10.10179742,10.19084406,10.26575096,10.12807434,10.30699696,10.17951329,10.27324169,10.25401763,10.30149527,10.19426256,10.35386099
AT1G65295,2.677017654,2.73350179,3.124923349,2.56578155,2.412870335,2.45726699,2.673620942,2.593550662,2.520332115,2.713171609,2.645880961,2.529495678,2.59505097,2.417289476,2.394723342,2.731123231,2.920284826,2.677790239
AT1G65310,2.080817054,2.14761413,2.197431168,2.108484175,2.310776904,2.159475691,2.282718425,2.060652689,2.228184089,2.279113791,2.026192911,2.179986702,2.127572283,2.134503374,2.399060917,1.84390465,2.288560734,2.117140526
AT1G65370,8.486255081,8.541170236,9.067188701,8.810383022,8.580968314,8.348393997,8.620628352,8.71065784,8.726479015,8.746611957,8.618475225,8.471795286,8.989710551,9.272491162,8.723239732,8.911947381,9.322419342,8.666353404
AT1G65380,1.802065863,2.036060418,2.124272488,2.009317949,2.011600966,1.836917403,1.847451835,2.140024731,2.169304947,1.866302084,2.091197469,2.022513968,1.988241283,2.124336253,2.156361143,1.947741784,2.217801137,2.113455524
AT1G65410,3.460995426,3.636686925,3.492319772,3.454477826,3.95793564,3.189578447,4.109257383,3.621832427,3.906847926,3.494636028,4.13471339,3.7160424,3.847021309,4.277853661,4.112999067,4.21946456,3.694283051,4.272744391
AT1G65420,2.483742696,2.762877399,2.776524663,2.556992623,2.679248381,2.654579168,2.922034115,2.524783408,2.509017885,2.731594272,2.824401789,2.87615198,2.77525652,2.834300531,2.848310456,2.731858326,2.895900431,2.875171853
AT1G65430,5.405858812,5.529327968,4.99784082,4.452071692,5.118629067,4.578769315,4.959868812,5.038327554,5.017867142,4.726403587,5.0862318,4.981291572,4.456422232,4.739395033,4.985486211,5.411890331,4.941256292,4.927697642
AT1G65440,5.493049227,5.41748864,4.765645606,5.111869807,4.816620899,4.578076237,4.713344907,5.019630414,4.80719252,4.334108327,4.819287608,5.105803398,4.393690382,4.471289149,4.07207954,4.893658975,4.362765042,4.238587348
AT1G65470,2.349396238,2.429162913,2.490471819,2.397890422,2.371033715,2.419752347,2.175174394,2.339776335,2.526999175,2.477741735,2.401528383,2.482692137,2.636726751,2.548691847,2.471052459,2.728876434,2.470144037,2.504380645
AT1G65490,1.911037956,1.972364731,2.065096919,2.179533603,1.955424387,1.924349328,1.765869815,1.679656143,2.122133104,1.845827059,2.047684983,2.032849655,2.079305873,1.961145349,2.053341003,2.013016538,2.067489771,2.152310641
