Analysis.Id,ARG1.KO_FLT_Rep1,ARG1.KO_FLT_Rep2,ARG1.KO_FLT_Rep3,ARG1.KO_FLT_Rep4,ARG1.KO_GC_Rep1,ARG1.KO_GC_Rep2,ARG1.KO_GC_Rep3,ARG1.KO_GC_Rep4,WT_FLT_Rep1,WT_FLT_Rep2,WT_FLT_Rep3,WT_FLT_Rep4,WT_FLT_Rep5,WT_GC_Rep1,WT_GC_Rep2,WT_GC_Rep3,WT_GC_Rep4,WT_GC_Rep5
AT1G01010,4.557068867,4.891306122,4.415196357,4.223536741,4.372009076,3.786492601,3.996360992,4.052013678,4.732916511,3.733180133,4.996183137,5.063986271,4.346340513,5.266837429,4.649877536,5.160163292,5.705574226,5.0397597
AT1G01040,2.264846173,2.607930592,2.084912111,2.088384929,2.17196768,2.194726633,2.53303252,2.423005707,2.109738419,1.963891652,2.224838002,2.137770363,1.88972136,2.172991046,2.222405393,1.991876608,2.032983799,2.063330709
AT1G01050,6.170186298,6.311251739,7.048464235,6.833446876,7.082500629,6.876151562,6.80974537,6.813643407,6.982691487,6.890909315,6.814752984,6.607620441,6.765663801,7.103926962,7.020163681,6.97429012,7.16993796,6.870398117
AT1G01070,2.077153311,1.779681593,2.096863191,1.970893721,2.241442947,2.040566152,2.143204044,1.76850478,2.02501431,2.009529393,2.067661643,2.201340653,1.967255521,2.151646416,2.386440525,2.041481418,2.073599942,1.820304313
AT1G01080,2.134654583,1.893777496,2.185617181,2.054147498,2.240726656,2.106096418,1.824484754,2.013764248,2.212780633,2.055258452,2.070354854,2.180734971,1.838787259,2.166428481,2.120783721,2.004657836,1.853268772,1.770749833
AT1G01090,7.009303699,6.708875504,7.28231249,7.216718374,6.94790502,6.598414594,7.046232748,7.072158684,7.198449022,7.077881394,7.039482422,6.901434955,7.343057802,7.131640505,6.824715416,7.058756056,7.046661373,6.885694411
AT1G01100,12.16735687,12.23767314,12.26209033,12.27201158,12.30474053,12.28356503,12.39408634,12.26487978,12.22267743,12.15251348,12.32033484,12.29255276,12.25994298,12.25095457,12.38123134,12.20292143,12.24622056,12.24394813
AT1G01110,2.350843701,2.559622797,2.262913218,2.233725994,2.334492441,2.434375003,2.280175572,2.480866446,2.334492441,2.32309478,2.488537989,2.383022003,2.501660803,2.368621974,2.362182636,2.379997421,2.558152429,2.240417622
AT1G01120,2.105249589,2.073633782,2.379032262,1.974416586,2.249859496,2.459934091,1.909975105,2.061620312,2.144911838,1.871081195,1.948219829,1.972557561,2.107877901,2.215895288,2.150774728,2.015946426,1.913829935,2.085683531
AT1G01140,2.180650974,1.961811728,1.978134778,1.890567718,2.183108415,2.317426401,2.020534442,2.0086313,2.19839804,2.017334507,1.921012825,1.703218067,2.104843386,2.274752274,2.020927615,2.145582111,2.048982589,1.916546449
AT1G01160,7.021797797,6.401544049,6.717435421,6.582786724,6.691490179,6.32712474,6.848491326,6.661785637,6.748418895,6.28903278,6.761602233,6.52721741,6.114532468,6.972414497,6.562801039,6.944454035,6.370676703,6.396280852
AT1G01170,7.194872329,7.574536192,6.877144103,6.705091379,7.313064105,7.16713437,7.153259809,6.958420938,7.034389348,7.130399104,6.623357422,6.855808035,7.249564481,6.984751631,7.250142547,7.216779856,6.397215782,6.857030881
AT1G01200,2.401409624,2.546648352,2.433676273,2.37742512,2.095069999,2.299138883,2.192165265,2.4373799,2.345814398,2.01436972,2.331538221,2.380573789,2.275354995,2.394179162,2.311036958,2.233428727,2.325518416,2.047280958
AT1G01210,7.69149703,7.902818334,8.35679998,8.330509971,8.381740782,8.567856872,8.417362993,7.955110857,8.335187528,8.762439484,8.404737068,8.442689498,8.4660024,8.772960039,8.613684872,8.491457466,8.588691144,8.771462217
AT1G01220,2.021594801,1.922092241,2.097795239,2.102340166,1.939840501,2.035089326,2.027245541,1.998991077,1.994444081,1.872390073,1.92470777,1.98124758,2.079305873,2.10528405,2.316243268,1.960362807,1.978935195,2.176306562
AT1G01225,2.298280625,2.161293859,2.028528597,2.130219312,2.121325055,2.134725256,2.31671441,2.205979518,2.11425523,2.07967873,1.977637869,2.119896515,2.142140552,2.146655568,2.07974176,2.047605574,2.07967873,2.227298696
AT1G01230,7.191105009,7.285778108,8.28719154,7.840442093,7.616358849,7.598408467,7.668019229,7.306643405,7.747691764,8.001085684,7.455313841,7.896579975,8.040839055,7.68482899,7.86357483,7.833772261,7.678922165,7.77139656
AT1G01240,7.291489151,7.052200798,6.577910595,6.794258415,6.517994923,6.402188081,6.698159749,6.720871988,6.51422955,6.458885431,6.774666842,7.052932685,7.302935644,6.927262293,6.625154214,7.330278203,6.648276098,6.870895657
AT1G01260,2.181815874,2.206058614,2.152112286,2.036989373,1.863359088,2.125441584,1.967432032,1.942492217,2.253358541,2.219317414,2.018753235,2.054138531,2.036093685,2.255392822,1.871741237,2.055650211,2.106054625,2.316179326
AT1G01290,2.948223609,3.230149487,3.281600162,3.61398618,2.962349884,2.951538813,3.403877264,3.313269778,3.063241586,3.002987414,3.034112214,3.292629935,3.239095735,3.505536456,2.840679338,3.36378141,3.133047704,3.223801648
AT1G01300,2.639926312,2.464951229,2.477594147,2.152224087,2.127590137,2.118244184,2.201367323,2.350950438,2.469546455,2.382936906,2.576460221,2.196486174,2.349396238,2.490599645,2.035654772,2.074762727,2.717312236,2.306401897
AT1G01310,1.917403822,2.10947736,1.989055476,2.12603545,2.002660864,2.048004768,2.01573126,1.856396309,2.176602863,1.992397393,2.025222645,1.798653289,2.094361328,1.903470922,2.061113084,2.020475485,2.055069066,2.447733734
AT1G01320,3.505458249,3.221621874,2.214895325,3.105948897,2.570085376,2.258295259,2.749234907,3.171102182,2.651495787,2.554228163,2.698890477,2.769363417,2.442236638,2.442236638,2.191087682,2.634766921,2.376584901,2.23193976
AT1G01340,2.462624619,2.580967002,2.797804336,2.564105174,2.328730144,2.603194612,2.386485327,2.48209099,2.407060607,2.371303154,2.349396238,2.383246472,2.454836343,2.59526093,2.5501269,2.476506663,2.596800032,2.56647178
AT1G01360,8.364011497,8.08771085,8.481838272,8.195063732,8.509368482,8.18021297,8.416610994,8.415894024,8.646063633,8.732189174,8.62656089,8.561203007,8.716695215,8.746789182,8.824526274,8.817351299,8.539730485,8.473756078
AT1G01370,2.162675857,2.072244929,2.283639409,1.973440681,2.182100856,2.182237281,2.0569776,2.186120011,1.969495092,1.910572836,2.206526086,2.17540791,2.359838563,2.129787101,1.952889538,2.454943508,1.992527828,2.313401548
AT1G01380,1.74882485,1.572006384,1.939980735,1.74280581,1.914869585,1.877575557,1.771801573,1.604073947,1.667844959,1.83744195,1.514844938,1.792077313,1.929261691,1.749702788,1.761006242,1.5855607,1.883000263,1.987379338
AT1G01430,2.158222938,2.424433565,2.198785933,2.336564559,2.189065544,2.267373194,1.991265941,2.20636097,2.178496415,2.2696693,2.226366467,2.261313276,2.259064929,2.272611298,2.558284359,2.188530641,2.306406354,2.21818855
AT1G01440,2.008883692,2.210278284,2.05160182,2.208652655,2.146983509,1.98767583,1.856396309,2.222202788,2.051569603,1.936718249,2.152032881,2.106192544,2.083091178,1.876254944,2.075573749,2.152968987,1.832044526,2.5380203
AT1G01450,2.100498901,2.147392412,1.710422422,2.095104333,2.163048773,1.990917583,2.082750363,2.019639187,2.287269292,2.061927864,1.981438234,2.036935334,2.145362496,1.959941199,1.893140853,1.960332211,2.087898641,2.216161977
AT1G01470,5.882699987,5.441697869,5.618715109,6.06419986,4.765714423,5.535190892,5.231683095,5.226124195,4.616828295,4.972887374,5.427746195,6.429803774,5.038560304,5.607992787,5.332529137,5.291321638,5.915932177,6.333670471
AT1G01480,5.81960047,5.175217207,3.624863879,5.119355738,4.096212495,3.715575066,4.468729274,4.703164127,3.514674453,3.669080706,3.385728405,5.412133673,2.823452501,3.92593496,3.190515175,3.481283909,3.28641213,4.211066129
AT1G01490,8.659632235,8.468961617,7.974657485,8.174704781,8.044562621,7.506923857,7.920523046,8.027249188,8.268435448,8.572816129,8.030214758,8.543850584,8.082900411,7.924434232,8.013091615,8.269236636,8.271098176,7.964089265
AT1G01500,4.272277347,4.467214469,3.926282786,4.381995439,3.781077234,4.132531585,4.09163889,4.013744806,3.943242362,3.625302033,4.128306064,4.05505485,3.853254892,3.936194484,3.868535084,3.994238605,3.775784306,3.815563201
AT1G01510,6.006592209,5.829863738,6.24607685,6.119094886,6.543104353,6.19363951,6.471995713,6.516292542,6.614373355,6.258180099,6.673218056,5.929614343,6.127164941,6.509236223,6.095776425,6.397831094,6.302224927,6.079255243
AT1G01540,2.888898484,3.294117395,2.950290391,2.902176909,3.084064828,3.246063389,2.704000751,2.924784852,2.943648205,2.830894773,2.821005177,2.891866072,2.654610512,2.901884868,2.614930189,3.276213077,3.332064269,3.150499412
AT1G01550,8.817520797,8.718838179,8.052348644,8.461228137,8.391154412,8.322914453,8.314756417,8.157837374,8.555836667,8.251541124,8.607851617,8.29602641,7.428022896,8.507117006,8.086343498,8.581122936,8.192650517,8.333745039
AT1G01570,2.130534437,2.12614512,2.163610746,2.120076057,2.354639787,2.052759423,2.130074875,2.036020447,2.216846927,2.184102109,2.244990322,2.304990994,2.40332634,2.305550355,2.205506928,2.307071213,2.353820381,2.550681673
AT1G01610,2.733328823,2.520034188,2.202351733,2.475542686,2.378237121,2.283781168,2.630168903,2.521830561,2.659937493,2.617897161,2.836922651,2.521801635,2.375140244,2.444896166,2.130157464,3.060262941,2.671395925,2.204853754
AT1G01620,5.320370696,4.964240148,5.751529719,5.567918984,6.315865729,6.061264159,5.753236983,5.755618327,6.099359524,6.138697188,5.718864531,5.517259985,6.02971172,6.182916657,6.283303174,6.014236885,5.563808522,5.638950391
AT1G01630,2.123843432,2.352700028,2.378787461,1.957360022,2.573523624,2.251614318,2.562822578,2.28688625,1.979614433,1.905598521,2.208267789,2.315136332,2.342453093,2.206058614,2.23426772,2.577275108,1.919259698,1.918712298
AT1G01640,7.028957188,7.022494431,7.283506481,6.98869938,7.228906847,7.237976608,7.285816801,6.850750101,7.095063684,7.082245467,6.327796035,6.770552506,6.931202973,6.82600793,7.411045344,7.282791537,6.698182398,7.13000369
AT1G01650,6.862507863,6.94007913,6.168056133,6.681122341,6.878220508,6.72619759,6.643766304,6.972676147,7.117711418,6.976923673,7.346687046,6.984128663,6.795543529,6.828265848,6.812932252,6.974060649,7.321070391,7.249732134
AT1G01660,2.144651537,2.027577477,1.937055898,1.981564303,2.030895774,1.89571453,2.011731459,2.081001647,2.153054465,2.250996764,1.940871557,2.183335328,2.021578979,2.037675657,2.003751964,1.770904015,2.126156273,1.850777809
AT1G01670,2.167966165,2.103736259,2.047947518,2.245765163,2.130146082,2.164831749,2.116252944,2.070787459,1.984391646,2.390899272,2.245770832,2.153994877,2.129789453,1.885719348,2.188711916,2.088163241,2.031760245,2.218400561
AT1G01700,1.813464952,1.884154045,1.76996623,1.860785982,1.800440533,1.801892788,1.760430912,1.726642586,1.853493652,1.915831444,1.74898207,1.660253701,1.929261691,1.536999321,1.758492704,1.723450344,1.770527709,1.912489527
AT1G01710,6.06401944,5.824312133,5.408109762,5.374986159,5.323830846,4.867897832,5.510388055,5.434848264,5.920243686,5.038291078,5.69182919,5.565608586,5.063010066,5.495968167,5.126405975,5.744714748,5.296531145,5.133850956
AT1G01720,9.452278056,9.384978357,9.816136557,10.13312547,9.949739381,9.791047711,10.32393261,9.972676543,8.548912481,8.479337932,9.269819883,9.842923106,9.059440592,9.083973848,8.982249289,8.757369738,8.63771627,9.330229519
AT1G01725,4.753593758,5.336466035,5.003911834,4.705774305,4.430774288,4.988769527,5.157929726,4.703842446,4.471318384,4.840912335,4.280615874,5.081467192,4.812751254,4.481748921,5.29199169,4.819872191,4.333466889,4.623005465
AT1G01730,5.744127603,6.776560099,5.689741395,7.215466096,5.846674344,6.617674649,6.093737904,5.772203139,5.307573438,5.000940796,5.324307547,5.791898163,5.226018823,5.062114149,4.594161308,5.038885228,4.489344087,5.225353513
AT1G01740,2.433230796,2.264082719,2.338015079,2.415391434,2.077012114,2.211163009,2.194043991,2.512287186,2.332344373,2.257069455,2.40029494,2.203952399,2.485965105,2.349904649,2.380351307,2.292489401,2.346056473,2.593887806
AT1G01750,1.966294499,1.967162318,1.93095153,2.446422931,1.96273958,1.814541682,1.997721322,2.20048777,1.809591045,2.062613419,1.925710806,2.001097582,1.782444665,2.003415133,1.701052006,1.896841919,1.893015302,1.775502922
AT1G01760,2.45750809,2.766722815,2.410048341,2.410170496,2.561250067,2.456128077,2.373585118,2.602885616,2.678835615,2.752060982,2.613538208,2.537062206,2.618283819,2.740967477,3.316991363,2.4555692,2.382647304,2.922511819
AT1G01770,7.519610583,7.345452963,6.283976376,6.874561625,6.586145397,5.716440776,6.521782071,7.258751177,7.10806221,7.143178488,7.303193817,7.505265769,6.444402569,6.734629416,6.559244372,7.08714884,7.320436171,7.148599432
AT1G01780,6.790963021,6.779070986,5.248639996,6.450015802,5.629774492,5.291235218,5.449120903,6.014554189,6.455650287,6.537296844,6.336765724,6.906878645,5.970155199,5.573697675,5.938640662,5.911785086,6.072888932,6.007024702
AT1G01790,4.027849812,4.087921482,3.297699138,4.362553526,3.160612697,3.59941782,3.046452756,3.698599815,3.562495924,3.664593635,3.606041724,4.024487769,3.809979531,3.444185047,2.429637269,3.235814209,2.954263076,3.494221928
AT1G01800,8.437410681,8.492642979,8.718272871,8.593148004,8.695765116,8.512278113,8.635529865,8.469798656,8.645699027,8.589406299,8.471511124,8.483271317,8.668295658,8.668145263,8.74354556,8.249975474,8.653202344,8.707894059
AT1G01820,10.23376101,10.15738876,9.83825657,9.790528734,9.947839296,9.378658913,9.920595787,10.01302237,9.942240065,9.877375116,9.815387709,10.07976484,9.983902862,9.740594279,9.829278946,10.24632654,9.868268779,9.61907703
AT1G01830,2.396871009,2.246287091,2.109500545,2.216892558,2.387590142,2.243053915,2.186484403,2.242809031,2.285837468,2.216644659,2.197899159,2.401386772,2.156424148,2.403492987,1.973984227,2.468545019,2.140382331,2.135818544
AT1G01840,2.164594161,2.154699629,2.123984259,2.167923527,1.854720141,2.304425155,2.081942295,1.936348997,2.365085081,2.126153239,2.168639774,2.134396286,2.890724119,2.187915383,2.019264602,1.910018862,2.390645158,2.318687692
AT1G01860,2.177968851,2.22106846,2.367015797,2.249541045,2.151720823,2.108767389,2.067906564,2.258429005,2.567431673,2.362709061,2.420649601,2.097630437,2.331945897,2.318483005,2.433004713,2.541604944,2.234151713,2.196788425
AT1G01900,1.803651848,1.700798437,2.068534596,2.014171724,1.846742326,1.884570003,1.817236473,1.90669566,1.932165491,2.089874734,1.740884175,1.864707169,1.953176944,1.924195914,1.750797739,2.042185604,1.822570682,1.657548883
AT1G01910,7.307553076,7.143522306,7.016904277,7.011387742,7.280576579,6.952173879,7.323246338,7.306120756,7.166203174,7.209992244,7.158419436,7.138721698,7.076912735,7.06240189,7.056877471,7.150719456,7.341757731,7.194687732
AT1G01920,4.981502964,5.077445349,5.425863879,5.261038409,5.51761571,5.278178972,5.404885341,5.481279306,5.147700297,5.310968095,5.285859999,4.97237752,5.578446091,5.323558051,5.311878312,5.228164402,4.836068706,5.117739849
AT1G01930,3.702832341,4.039620046,3.441579177,4.207742478,3.589402361,3.258658475,3.231203906,3.580156984,2.844454351,2.755307639,3.459450281,3.912309475,3.412761991,3.387425034,2.962806297,3.041815479,2.852288686,2.660496441
AT1G01940,6.922774633,6.926237175,7.458421901,7.303841808,6.880407425,6.673204312,6.818914823,6.653062636,6.538496453,6.608911735,6.593878198,7.092858872,6.74287676,6.665335503,6.777073751,6.527154696,6.139621399,6.741484403
AT1G01950,2.458426135,2.422037214,2.470759743,2.263670767,2.254975538,2.296928041,2.453498888,2.689403782,2.484688253,2.515143456,2.625301642,2.137432841,1.879285989,3.109205102,1.999166295,2.336557,2.255961245,2.452268674
AT1G01960,5.553001959,5.170295611,4.31577846,4.949731952,5.234298417,5.050842324,4.854017321,5.025390696,5.762611765,4.401100881,5.367948446,4.396343859,4.176505555,5.509974979,5.094722654,5.232652077,4.749249446,4.698696972
AT1G01970,2.614525623,2.716288674,2.557730233,2.410428455,2.645507968,2.722193881,2.937595056,2.803173838,2.69375253,2.660484556,2.614058831,2.784887448,2.143524563,2.786494326,2.510798523,2.628890814,2.725494574,2.553738912
AT1G01990,5.010785165,4.700630024,5.497363077,5.418448878,4.951296456,4.471555034,5.389869309,5.162870156,5.543226216,5.912494088,5.457041421,6.035839664,6.223721689,5.545607649,5.470067799,5.731136375,5.526288776,5.672638644
AT1G02000,2.798417528,2.923400128,2.255894366,2.587726293,2.374336965,2.34625631,2.803256857,2.264179634,2.477488114,2.570981824,2.431870893,2.740658941,2.828693238,2.554975752,2.632293196,2.800823659,2.583642583,2.48070544
AT1G02020,2.467388632,2.364602829,2.555346463,2.427010667,2.296421682,2.361740058,2.3156097,2.397725127,2.282584391,2.285739985,2.331897861,2.493043626,2.400071025,2.17770516,2.408194325,2.214968275,2.257637263,2.370420737
AT1G02050,2.91903639,2.293516172,2.707396986,2.515299517,2.816379776,2.31898597,2.510090569,2.823543391,2.616029144,2.481544992,2.596800203,2.374742222,2.255841583,2.647652288,2.291591669,2.562480865,2.553152837,2.520449167
AT1G02060,2.070034351,1.977561349,2.041026971,2.23446546,2.191783374,2.134725256,2.008424905,2.076904199,1.970997541,2.345715721,2.14013418,2.347171704,2.224953431,1.801970221,2.048531417,2.083123497,2.084634121,2.206058614
AT1G02080,7.57453151,8.005319897,6.872065376,7.464644262,7.104616341,6.976548012,7.06649528,7.60222161,6.582472383,6.802879165,6.88824915,6.791693675,6.001859814,6.565471241,6.884862658,6.641754598,7.234806194,6.784107356
AT1G02090,5.758353573,5.523128996,5.928221621,5.682528057,5.703108939,5.308101488,5.813728625,5.996396602,4.837630555,4.198083997,5.301277453,5.847720354,5.234448396,5.086954706,4.441419671,4.67624113,4.986301529,5.06609908
AT1G02100,6.424593783,5.834939094,6.48331111,5.991443607,6.246727266,5.510409592,6.268904728,6.301665076,5.963374133,5.949170075,6.124037892,6.258917875,6.21344142,6.086429557,6.090528021,6.329421917,6.567680064,6.133559263
AT1G02110,4.788649432,4.634685148,4.332167888,4.570421068,4.703462918,4.541982444,4.69412834,4.829659147,4.954073985,4.649710678,4.952322871,4.207760389,4.143425462,4.788955184,4.656987056,4.882963064,4.420327655,4.118120444
AT1G02120,6.951120095,6.81726078,6.089981294,6.570036561,6.654968214,6.023631061,6.315082578,6.655349173,6.573623102,5.823254297,6.233710888,6.260223329,5.714639559,6.432258296,6.034062815,6.588922562,5.862179922,5.998408565
AT1G02130,4.505098349,4.234725014,4.778014978,4.819060492,4.794307587,4.248109868,4.914184276,4.992501917,4.204591967,4.512958861,4.492281111,4.580977869,3.876913352,4.657541028,4.598792815,4.534013626,3.831138869,4.094371666
AT1G02140,10.46613449,10.36198516,10.62647708,10.4129969,10.40179587,10.43200301,10.51564927,10.41166799,10.30047901,10.36608327,10.29964124,10.48349159,10.44689617,10.45423452,10.51032482,10.4665691,10.54516332,10.66257173
AT1G02150,5.144205204,4.83897901,4.130858535,4.4906241,4.684092298,4.286373743,4.669400124,4.568630043,5.256972265,4.64639468,4.845578206,4.43647312,3.777528876,4.656809581,3.997601717,4.668918448,4.607085933,4.234668777
AT1G02160,7.519202601,7.41237087,7.371887318,7.324394998,7.442550037,7.461531456,7.54422149,7.437108077,7.634350911,7.792478075,7.597812026,7.599266735,7.631598684,7.686025695,7.599462054,7.642389077,7.093757959,7.478732717
AT1G02170,5.394757144,5.423197336,5.357379821,5.700015932,5.538613764,5.24221187,5.356612997,5.478217505,5.468549122,5.230308091,5.267936735,5.082608147,5.051007742,5.340660337,5.366999899,5.419213735,5.469099065,5.27974589
AT1G02180,1.972960483,1.899509752,2.007637983,1.818298242,1.724252265,2.11631978,1.943050399,2.067870755,2.006549188,2.165728185,2.018718499,1.978260703,2.093656815,2.002815257,1.856184361,1.969007873,1.872923234,2.067003879
AT1G02205,2.138540377,2.268368995,2.344771634,2.221185314,2.207796593,2.112871431,2.126786331,2.115867938,2.322259857,2.278783975,2.248931655,2.246180134,2.336116005,2.349226998,2.636593359,2.273029562,2.505464041,2.319569236
AT1G02220,7.43611654,7.065002867,6.437928852,7.072073,6.520688594,6.661300092,6.336501292,6.039614968,6.82882286,7.083349775,6.855456004,7.777068856,6.534733741,5.915198855,6.429218426,6.141755341,7.045951501,6.856926745
AT1G02260,2.411756704,2.275359501,2.163007334,1.965831782,2.357471655,2.52526441,2.251490621,2.019328325,1.976411769,2.234634364,2.28229367,2.488316248,2.503493202,2.33047486,2.010421018,2.327323728,2.114532027,2.114366964
AT1G02270,2.213020772,2.197287041,2.471434106,2.525933525,2.750151444,2.371001621,2.594868893,2.113092472,2.494831955,2.536329533,2.364310531,2.310394467,2.139118471,2.355331742,2.189350704,2.446005751,2.304873307,2.413057306
AT1G02280,4.757970049,4.790536056,5.69964608,5.011879427,5.19979248,5.373132708,5.4674215,5.442403996,5.085115499,5.129632713,4.94504395,5.104921345,5.392466948,5.089468919,5.42712528,5.100618227,5.213287616,5.172785048
AT1G02305,6.762384169,6.346656966,6.513215131,6.473494122,6.785312072,6.055686911,6.351179183,6.653800013,6.312097921,6.175518399,6.342446108,6.585574008,6.544975521,6.744861603,6.195169555,6.822421392,6.585908004,6.540600211
AT1G02310,2.442760273,2.45710314,2.457954532,2.844290321,2.238390283,2.233236203,2.150647057,2.560213124,2.090417235,2.286207148,2.414899667,2.487687874,2.272261094,2.281236413,2.650162253,2.264222092,2.102369103,2.540266917
AT1G02330,5.671420027,5.592884235,5.006246029,5.053736092,5.584350515,5.062848914,5.364128918,5.613171675,5.01071871,4.614939461,4.8704592,5.200070648,4.658621727,4.842495351,4.72595195,4.814879127,4.563312218,4.916732484
AT1G02340,1.898937761,1.956764812,2.062616168,1.982614582,2.049188965,2.005356725,2.042584062,2.207952672,1.956451773,2.227569889,1.972519154,2.009265317,2.010129151,1.91617868,2.169633321,1.659938111,1.974506741,2.025599509
AT1G02360,3.303183357,3.409962435,3.757792594,4.106539926,3.937411742,3.73759486,3.29351188,2.88795986,2.838443772,2.891306627,2.835014344,3.746364331,2.859812151,2.544131329,3.344369971,2.470759743,2.560023522,2.677294187
AT1G02370,3.984282142,3.263690969,3.867572838,3.509692052,3.203125629,3.079612797,4.253514358,3.928629146,3.293780219,3.238261916,3.710942912,3.975556848,3.189176104,3.280661329,2.787492666,3.426344213,2.595894554,3.242642185
AT1G02390,2.144747771,2.15459993,2.207183799,2.11244082,2.164663603,2.201395561,2.12133848,2.014881409,1.935309567,2.30288824,2.192456051,2.161261465,2.204045267,2.210078024,2.121879801,2.399911271,2.114994704,1.91628622
AT1G02400,2.37647118,2.344812705,2.403286323,2.301045183,2.261418479,2.144348645,2.309391315,2.404445558,2.217197671,2.873732342,2.226425162,2.824811964,2.079741878,2.395237562,2.280606063,2.419333989,2.459686705,2.992204313
AT1G02410,4.126536029,4.156988323,3.792699017,4.060138939,4.372777178,3.746032789,4.519660779,4.358157241,3.905399365,4.195427332,4.372195175,3.747491751,3.143188027,4.275153832,3.606836006,3.828974266,3.823661374,3.518888852
AT1G02420,2.88719335,2.750070517,2.945362376,3.033181287,2.640109658,2.602213238,2.360740422,2.648851013,2.300521498,2.695947343,2.642705681,2.832802529,2.523043519,2.777285846,2.625585401,2.790447741,2.413521695,2.888598574
AT1G02450,3.958167874,4.310034232,3.807318067,5.075182504,4.309011201,5.533445653,4.954774212,3.851398034,2.563459759,2.598211449,2.251064973,2.583423899,1.857719552,2.41975837,2.276607249,2.374106871,2.03422035,2.792774754
AT1G02460,2.291683425,2.481917306,2.906920707,2.406447948,2.289316724,2.015939564,2.677285638,2.4304414,2.632281869,2.645394347,2.441973416,2.447327915,2.348041508,2.345230758,2.496716866,2.517349013,2.393776398,2.550782535
AT1G02475,2.536329533,2.567458904,2.370282175,2.45421029,2.260298913,2.332340636,2.664207029,2.385573551,2.468184573,2.448777794,2.173650765,2.661806051,2.306405414,2.494696152,2.572706802,2.262901739,2.050943923,2.263658804
AT1G02500,8.240121607,8.074393821,7.797424373,7.781987391,8.149388991,7.48613464,8.010515339,8.023999471,8.325680627,7.701425662,8.311368455,7.839853006,7.873993237,8.400073172,7.893600296,8.427341302,8.305044447,8.050671738
AT1G02520,5.615050622,4.974229616,4.102993337,4.588940822,4.566903079,3.767428081,4.447937985,4.520547066,4.476724381,3.844021738,5.286751667,4.345892201,3.196046893,4.680183881,3.591077594,3.991666173,3.969107243,4.29244683
AT1G02560,4.219436162,3.339369761,3.795083227,4.040271917,4.002476091,3.724008259,4.058072998,4.194959864,3.943242362,3.459343534,4.080401662,3.977926971,2.926152433,3.955239343,3.585566113,3.956628997,3.489095829,3.599916426
AT1G02575,2.149017479,2.218282118,2.284151963,2.564236515,2.244377103,2.420258076,2.043731362,2.23340299,2.257622912,2.49538103,2.163048773,2.117178996,2.051261072,2.25266185,1.916490547,2.304768597,2.832077011,2.15363016
AT1G02640,2.624498997,3.277548306,2.745783913,3.886846927,2.718451747,2.489713303,3.241869859,2.650675492,2.423914903,2.263703002,2.013075991,2.387607578,1.933490136,2.43767961,2.096706251,2.237603995,2.208633065,2.451962179
AT1G02660,3.047651023,3.249170257,2.725385367,3.822546426,3.114823491,2.627642045,2.857632038,2.749507774,2.319562155,2.47197072,2.349425583,2.752674103,2.742291508,2.465871966,2.570031438,2.20660135,2.54630844,2.591667325
AT1G02670,1.975323826,1.806532733,1.980379721,2.046319683,1.977984201,1.841224944,2.136331321,1.86378442,2.120621376,1.887328148,1.882757728,1.693458531,2.004222249,1.972489225,2.151881906,1.914579302,2.137468739,1.815000353
AT1G02680,5.722724163,5.816802992,5.741810748,5.481151052,5.470251345,5.471976939,5.569394666,5.759570527,5.517781543,5.201834512,5.512808678,5.642328596,5.214817155,5.787591069,5.98270934,5.809288394,5.598345304,5.721585386
AT1G02690,3.107925115,2.586609555,2.686955791,2.952817919,2.709516503,2.782507012,2.769134843,3.068353822,3.462058527,2.838645819,3.148854193,2.934259019,2.698059175,3.585722889,2.844484478,3.203920132,3.134069662,2.829457909
AT1G02700,2.044342793,1.850390182,2.072360702,1.981610977,2.186420102,1.910771557,2.038053297,1.987185756,2.229072937,1.820260728,1.979861804,2.035701206,2.028719651,2.05675047,2.01414037,1.990641866,2.13001029,1.965686346
AT1G02710,2.451364727,2.511021616,2.429157294,2.352569656,2.460519033,2.441699897,2.182182508,2.373384888,2.50525709,2.640202787,2.5055539,2.429677677,2.51033051,2.439344255,2.302426991,2.386580717,2.573146086,2.557509561
AT1G02720,1.993592798,2.243443642,2.02414336,2.004156898,2.050753406,2.176666661,2.332154797,2.144072763,2.066810513,2.003362307,2.303313629,2.154499249,2.337161272,1.914976894,2.085150431,2.157522371,2.443877116,1.964035942
AT1G02730,2.168192309,2.050114605,2.108198357,1.898103418,2.214487794,1.933548325,2.173286371,1.794754329,2.235258944,2.074655159,2.152609323,1.928897725,2.413263262,1.838049159,1.841126788,2.15304416,2.102009715,1.956679354
AT1G02740,2.997683914,3.079232193,3.228694268,3.033041889,3.261514765,3.195389056,3.353234638,3.195748827,2.962073021,3.223843835,3.110490467,3.315710553,3.168998002,3.157734592,3.129291438,3.115924721,3.396371222,3.472741945
AT1G02750,8.069697125,7.928603523,8.163789033,7.858499808,7.991907027,8.116942646,8.405635151,8.096421181,8.010625215,7.988165736,7.899767516,8.322111429,8.060183525,7.890365049,8.336709543,7.981043098,8.18375448,8.352375051
AT1G02780,11.99206259,11.78897005,12.17727003,11.95002295,12.10315646,12.01688416,12.16413739,12.14818404,12.0647952,12.0030559,11.96664494,11.94535397,11.94184109,11.96042543,12.08916582,11.9359079,11.94568833,11.96333836
