Analysis.Id,0point09G_Rep1,0point09G_Rep2,0point09G_Rep3,0point18G_Rep1,0point18G_Rep2,0point18G_Rep3,0point36G_Rep1,0point36G_Rep2,0point36G_Rep3,0point57G_Rep1,0point57G_Rep2,0point57G_Rep3,0point57G_Rep4,1G_Rep1,1G_Rep2,1G_Rep3,uG_Rep1,uG_Rep2,uG_Rep3,uG_Rep4
AT1G01010,262.8644586,189.5754083,221.2085989,224.6142358,250.3010172,235.2301414,206.1484709,167.0165346,177.8371533,169.7787417,207.9874446,197.9028936,172.6300749,200.0625982,175.2989334,150.9463496,187.3992603,143.2139374,223.4628557,191.227762
AT1G01040,643.8107432,775.9891446,641.5688875,580.8209022,697.4721067,613.5042659,645.0507107,757.0175451,566.4493854,715.3333092,612.616671,662.7431881,667.8443856,641.9849202,629.2442986,686.15377,577.3295027,727.1391427,704.613822,825.0379663
AT1G01050,821.2943708,887.6693446,818.0305855,705.3574094,743.0157307,748.6321568,746.6993208,735.6964976,851.7294782,789.6350918,717.6513419,761.418295,847.4637843,833.6289893,774.9288878,860.4939389,821.5550412,807.7719778,695.3509959,746.6683311
AT1G01070,221.8067712,218.6424537,239.733837,236.5857195,178.3119736,240.5037669,225.2293867,185.1797672,305.9377084,218.6946537,172.7415168,258.2881343,360.6255967,233.0280914,177.3800793,194.0420172,271.2679898,213.7212421,173.8588964,228.2200585
AT1G01080,553.3282552,407.1255612,309.18582,173.8190651,221.5562684,217.8417344,268.181026,90.627659,301.3854077,407.2397564,239.3737377,139.6247708,359.6784115,210.1782399,227.7710572,528.4076089,289.2237462,429.1789852,244.020714,217.4097021
AT1G01090,2149.622916,2643.843178,2154.025703,1906.252712,2043.196212,2078.239469,1979.723038,1753.506298,2475.132955,2802.11488,2095.731754,1836.020234,2275.391607,1653.937512,2377.028639,2685.533803,2098.611394,2351.003045,2138.208819,1914.885667
AT1G01100,2011.827265,1587.27059,1740.824971,1955.932111,2217.04391,2115.932918,2124.944887,2084.873215,1879.342321,1480.311307,1688.183009,2140.741427,2192.972209,2098.22759,1577.253435,1540.261741,2160.890001,2012.873392,1749.358449,2224.400279
AT1G01110,68.57645302,110.2663781,81.28985259,75.02197283,143.2023511,115.2310564,124.2160667,101.1516846,88.20749342,110.8490477,90.37064816,99.16012975,110.8080398,126.026477,118.1523648,82.49196424,99.34806606,102.2118481,99.42827623,119.0745139
AT1G01120,615.8015507,1418.563129,1776.139545,2411.245824,1316.004174,1039.93362,1440.619431,1484.833751,1728.377668,1628.838991,870.6453491,1102.446887,2532.48469,1433.78406,1254.742297,2961.799687,1323.07921,2225.238919,1454.644614,1562.51842
AT1G01140,585.4064984,543.7408354,608.7024257,561.6705285,405.7302808,404.6248633,453.8412026,573.8619825,547.8482183,620.260064,587.9412923,533.8795727,461.1918399,504.7178467,530.8440564,753.5013271,475.7933901,652.1384708,518.1395634,367.2661684
AT1G01160,355.6897038,453.9252207,390.3205303,364.6120153,438.7704385,417.9784425,350.7774727,397.1588385,385.1040189,421.6587844,415.1438793,629.9180091,356.0045757,435.9588815,449.9807313,368.1953491,463.8860378,392.2938658,427.0846774,351.6848052
AT1G01170,536.5983245,544.8169083,351.8921423,358.1528422,347.8830935,301.0181121,335.6135549,400.9238265,299.635665,464.6780789,398.249728,560.4622191,248.1906098,401.4301338,424.0917257,511.9830637,381.9978172,464.7809327,449.4563995,344.4884969
AT1G01200,32.34088281,26.46962704,17.90672127,42.23343727,36.88996981,38.24467478,37.49499704,13.56328716,32.96906602,9.098357269,28.11577539,19.335812,64.27927262,18.19669739,22.73223716,20.32832306,25.95314017,30.84888315,32.30767835,35.02732716
AT1G01210,106.5849475,111.8681919,91.46136236,93.61970003,110.59938,83.60160415,92.14267159,96.93408594,108.1235118,92.84924859,97.83766257,161.0747737,87.84674866,122.6315252,79.17713336,87.48832733,127.3769456,108.077931,105.9293849,135.0301412
AT1G01220,306.9665946,307.1345439,300.5911804,311.9497003,294.2588726,251.5743242,230.8990179,306.7248888,293.1069164,252.9834503,286.9109625,246.5520896,278.8473448,300.5028682,273.3774908,313.243563,220.0909627,262.5881608,227.9142636,239.2449478
AT1G01225,23.24119688,13.2299875,20.59016233,12.35960415,31.62133015,26.18138223,14.33865683,13.55634881,20.42782327,21.23274728,11.11404403,7.02877837,20.20235397,15.47073872,22.74663859,17.42763112,17.70266211,19.73857739,14.67796021,19.24998985
AT1G01230,224.2443734,246.2039677,225.5326238,226.5343333,241.1364226,243.9855836,286.8757823,224.7733369,250.363006,259.9392653,241.1663495,215.0872615,288.3525865,243.1089087,243.6148447,225.2059568,270.516746,221.9384807,253.6358507,253.2990785
AT1G01240,246.5045106,457.0356642,359.5758786,293.8114192,313.1836128,338.8057257,330.1014454,435.2586813,377.1547837,501.3273332,493.6685073,584.9613101,278.4266943,404.6905013,449.8118708,408.8138663,333.0107233,276.5067238,334.1779213,205.9022462
AT1G01260,166.5710138,176.6283095,173.5554834,200.515976,199.3960137,196.8713748,202.2491816,221.8255371,182.532722,172.223369,216.6563483,179.4206223,169.0748297,197.6149781,193.9925528,153.9443224,175.888402,173.7422527,216.476902,190.914889
AT1G01290,169.0682282,204.9795405,187.9019237,187.8365118,220.9550391,165.1781173,140.7198853,190.2929893,190.5661911,169.6108336,203.2293396,144.1083278,150.0863632,198.5166722,148.0900234,210.4109766,180.8469428,150.8441308,209.2050512,145.2543777
AT1G01300,536.9321836,605.3574186,642.2063722,1013.962086,729.7954699,714.3815117,857.5349901,963.1820499,718.5788,757.8321773,794.7685591,622.0553557,1043.111574,1036.465614,741.1140908,829.3297142,808.2143918,887.8770536,673.6440342,1128.893452
AT1G01310,4.041289737,0.826575389,3.580454884,1.029851098,1.317611204,3.022527701,1.103151435,2.709895538,2.359164057,2.022472622,3.268400291,1.756593679,1.836604079,2.730750319,1.896743723,2.905158929,1.180662562,2.466738865,0,0
AT1G01320,3314.989511,3340.528799,2419.113113,1789.372532,1880.919132,1489.019845,1931.396415,1935.690044,2185.142047,3670.50999,2239.859088,1821.137959,2319.35722,2241.623787,2521.125938,4267.875857,2007.795196,3073.022335,2069.176706,2608.875562
AT1G01340,174.9549002,55.4998951,56.43360776,57.71021077,65.86379159,78.33853708,60.61496816,47.56667157,54.75539494,70.72257816,71.30763452,114.4113759,57.8479277,54.54109985,86.29491348,69.64455779,60.06657924,50.63933819,80.92756398,50.94526057
AT1G01360,257.7082366,200.1624352,151.308148,104.0361865,189.7214208,205.3347155,209.5374665,130.1946704,163.3038283,139.512273,156.267339,134.462809,159.7803624,128.2924055,179.3540579,99.46728461,217.0800363,160.4067948,186.4853618,122.5771237
AT1G01370,49.95150605,23.55096847,49.37443434,37.06697018,38.31215724,47.77842103,34.99171031,24.07917192,37.62402235,16.98165075,30.70372281,33.52948202,28.61788163,42.00253812,29.55933437,32.44337291,39.18529437,30.32889893,32.72240417,54.5074325
AT1G01380,7.910668194,19.79781391,23.02815356,47.09863961,19.0742464,27.56279371,25.97606262,17.12128844,81.97911672,33.11317171,22.73989455,28.30571497,98.04814345,31.41234144,18.76091649,46.23093153,27.01816883,32.43320242,17.07809007,26.30338938
AT1G01430,402.4554826,448.0368587,317.9737673,245.2507703,301.6645367,251.1703944,331.7637249,236.3971693,280.9777722,458.7313027,277.3564918,172.4592493,319.5440636,219.1054805,279.1536658,356.2467011,326.3301705,374.1803074,273.5949868,245.8199997
AT1G01440,266.9969967,317.2971739,260.6797423,219.5127336,277.9413653,291.2095454,256.7737734,280.0091842,220.5233661,314.1950506,301.5982651,249.9721139,194.6619166,198.1515987,317.4010297,247.3681687,286.1620569,277.9197228,235.4629357,263.5752298
AT1G01450,97.04098451,110.0606581,68.05531055,77.26637722,71.14140938,44.25606324,66.15520902,93.64192594,57.24390612,85.91376277,79.7826984,115.1817884,67.03294899,82.77308018,92.75556763,100.8931921,66.03095909,77.76055511,92.57086053,91.15315173
AT1G01470,256.7408142,335.9354443,389.5115977,1098.173005,338.5850833,350.0849971,412.388979,1027.178707,740.4632058,417.4602664,421.1299201,4318.400718,543.6122672,796.8630788,460.085061,738.96116,403.3140033,444.3121501,624.3859476,686.982702
AT1G01480,26.64709834,12.56725052,12.49708867,13.68339984,20.92453542,34.31131013,18.37599594,33.50065864,18.68737616,8.625971203,20.40375766,44.96555299,23.7107656,9.095001078,20.22352429,14.45293787,20.20676849,14.05522504,22.32047487,11.69917304
AT1G01490,772.2567525,599.0311649,572.318586,414.9240162,526.0353657,638.8141408,542.4566028,458.6503779,540.5188049,650.4880196,632.7104618,447.0857062,494.2402761,417.8476662,546.0521785,454.2736107,505.5742989,538.3184221,550.1274898,398.2742977
AT1G01500,97.06163119,96.86616574,80.60483609,104.0673437,111.975553,92.47126667,101.416485,119.5068539,109.654555,121.2658644,103.9972211,190.8828663,94.57888336,114.5747074,109.7020617,82.00053955,88.38668173,109.8862251,70.57608372,82.47219228
AT1G01510,398.4591009,372.7748917,373.5416458,378.2125071,355.6628306,379.6191461,358.1731533,327.5482865,384.0334214,377.8544823,386.6367873,377.5713404,359.0238529,394.5043506,396.8040344,338.7848235,378.0495034,366.8356777,298.7121374,381.2427217
AT1G01540,939.9843824,1471.778059,1323.816632,1029.904498,1067.641816,848.9270633,1155.044975,806.7024184,871.5497949,1210.697307,1038.707193,729.7310071,982.3653817,817.0254508,1055.750094,1212.02196,1036.897734,1419.86,960.7758638,955.8183929
AT1G01550,2102.336277,1737.775081,2018.032972,2554.199296,2190.298989,2202.26708,2064.190417,2629.281315,1975.619373,2184.282029,2219.525361,2044.819601,2367.466916,2152.283184,2291.300848,2569.062001,2051.322018,2124.91303,2225.659763,2011.870156
AT1G01570,24.74506673,44.15398008,25.95512406,33.7536465,23.21254596,25.57855879,21.58149285,29.25158019,35.26093068,30.01245013,23.69162502,33.58668325,34.18197398,32.04372892,28.0963486,46.34526572,20.76332515,22.96617041,35.46079296,27.54783182
AT1G01610,493.4262243,821.4024303,983.4237858,1502.341295,833.8752602,817.0047274,772.7032638,996.9829572,1018.668186,773.0264073,551.4085961,957.1743267,1487.543071,937.4331689,732.4381056,1589.827215,758.8315875,898.92312,897.069104,879.3707231
AT1G01620,6358.055291,10142.29689,9412.878704,3976.364008,8896.991711,7470.272817,7435.191451,6320.671564,6647.43727,7894.790089,6435.767844,4706.422538,8778.228564,4065.982552,7857.805081,6336.559227,9117.32301,10013.90606,6520.677448,7281.378037
AT1G01630,410.4221331,398.9089361,521.1793436,523.3682262,511.1577532,518.9220243,459.756801,420.7730134,475.0779114,352.736017,414.6247089,350.856226,440.7626657,373.8181972,396.1886249,415.8888097,462.1607281,417.2205906,454.1044386,392.7494166
AT1G01640,116.3251339,125.6724942,135.0455271,138.1967132,123.9028123,111.6340013,126.8159106,136.9642179,140.8969358,136.7683741,126.053112,189.6068835,136.8007456,96.46468804,107.9786509,124.9092272,141.7221319,107.2276192,146.6573391,117.165714
AT1G01650,536.8681657,524.5010286,614.2598235,605.4080888,522.0840149,538.6217237,581.0125774,818.1008745,475.5388029,597.8299238,893.769867,655.7852871,503.0248372,584.6840962,818.0630757,746.6110638,474.6334602,532.2389361,560.480432,593.3640896
AT1G01660,26.29010392,29.81149148,47.47082728,31.94362493,47.42370536,77.36967498,59.52123928,31.24433742,36.00993294,34.35550111,78.49477755,29.03427515,29.38346234,26.36673865,53.56976318,18.86519836,47.12784354,14.8182361,33.8278638,47.39987778
AT1G01670,18.12419129,15.87954859,8.012300334,4.430667822,18.31030065,20.80637588,16.69822411,20.32389681,14.10395772,13.01143719,19.63497845,13.6889765,2.240554465,14.41171677,15.2558592,8.01271006,12.27906714,17.50673745,13.15134872,7.133089634
AT1G01700,5.911057531,16.21788842,13.02762256,11.32971581,7.965399565,18.42422453,6.777882485,9.189882103,6.536061514,15.49427039,13.73673229,7.218496253,14.23651878,16.63570476,8.266569319,13.77751481,9.072318113,11.72494806,22.44089723,12.93464947
AT1G01710,269.943354,348.5258358,324.2020757,320.4373604,289.8217257,334.7434085,291.0312266,380.2080638,340.7769402,318.3331791,296.2855981,303.4553105,288.3287794,310.0941667,341.1306175,387.5227212,261.6474373,276.5536988,370.4853476,328.0799598
AT1G01720,1054.471604,977.6394624,912.5847478,615.1055306,683.7202978,794.2003803,874.2177428,953.1618022,1111.789787,898.4278963,783.5384435,2734.472816,786.9373633,777.5359451,681.6961959,776.5195841,767.3117625,716.0506319,836.4687636,710.4630833
AT1G01725,38.32144349,35.40166366,36.64873796,31.88588984,23.72817039,37.49595342,28.73235849,41.77102557,26.20431258,43.55610377,38.51161576,34.12395475,23.87973015,18.25080407,42.65521974,33.47894578,40.32445805,38.13402305,52.53158751,24.27531598
AT1G01730,221.3304542,244.8379913,181.7516842,203.9550309,218.7054586,230.4828354,240.4117557,189.879427,215.8820811,263.8551001,204.0009744,166.9871937,168.0445526,207.4455775,196.3897089,177.8751506,212.3498488,215.9386885,232.0199915,215.4066435
AT1G01740,33.17301847,34.84338979,37.86413895,38.82809486,23.82583839,48.46635124,34.8428455,28.7184449,46.0987455,34.742097,40.10826876,41.82417905,29.79366165,46.0344272,30.67575957,44.22889965,43.4161092,41.39028653,39.91702809,30.90561548
AT1G01750,103.7572852,285.6447459,364.8146548,321.1083465,431.3355908,573.6340372,481.597403,513.1158726,380.0871517,208.8827262,467.5437324,255.8135584,388.1287389,316.8577494,423.8999624,172.7972728,460.1208938,233.1628921,371.4820563,386.1993246
AT1G01760,58.13787196,37.4083955,49.11880362,40.93309477,37.16889736,32.35712931,37.61904216,48.84420149,40.95608231,35.73350518,39.18339706,49.75169992,37.66342775,57.04158332,37.46701335,38.63894287,39.83886805,37.03422513,36.86724173,32.08989794
AT1G01770,469.2251271,427.3953054,361.8811295,379.22845,359.6199962,357.5900609,342.7632931,535.4001983,359.1149758,462.7444702,463.1579119,524.4895218,317.7056453,535.4407829,468.7079104,441.8277629,342.7663275,358.1605942,369.2803823,467.2047999
AT1G01780,285.9003497,366.9399082,389.352824,392.3534204,426.9141233,484.7271192,471.0797416,556.7567923,390.9918018,439.9176841,547.7510404,422.3958972,384.7710219,431.502525,463.5684218,422.736789,436.9257638,342.84029,525.0935308,368.8362115
AT1G01790,1410.303443,1085.026957,1011.774793,347.1573543,627.7648555,498.687542,558.6813667,238.2509234,736.2429353,1192.374663,577.0567331,325.5571382,781.5845815,440.4720101,606.8313248,1229.772386,761.5793525,1257.646452,487.3861408,627.5900812
AT1G01800,1017.503542,892.2396609,882.0371713,963.5457442,871.6041903,996.2501897,860.6897321,957.0317936,864.3296183,915.9720631,969.2904158,1087.758273,879.127356,992.8438099,875.1421747,832.1577859,902.9765274,899.0030746,1047.396596,938.2545595
AT1G01820,689.3047047,748.6899139,601.6921263,534.6347621,650.8346513,659.0939992,687.0014185,634.8758003,543.0329949,710.6446457,733.006287,641.6750647,547.2892499,524.0227314,686.2348362,580.044034,727.7617435,661.4553707,806.3650058,593.8759385
AT1G01830,146.5465026,144.2633165,179.8521118,157.3055037,88.50888801,153.5876504,166.4451087,156.961942,189.6064029,172.9017888,118.1357394,145.6997839,147.9151002,136.6362182,132.2185901,144.3941033,155.3406533,125.7938453,112.6578373,137.3989645
AT1G01840,18.17915114,15.69268241,10.7385082,12.3552248,15.81281179,12.10400203,8.828171017,17.59504525,16.54620641,12.1388367,11.10937138,21.06356728,13.7749844,16.39258963,6.964208354,19.61795428,21.27089143,24.65481369,17.58570322,12.22008704
AT1G01860,150.0206939,122.7884818,94.53628923,76.58968808,76.53525803,87.44338782,82.32273456,86.13303789,89.7323473,100.4199045,73.31304683,78.6004467,67.77973895,110.8182118,83.54813096,122.4834941,93.66677465,120.381259,76.35290898,85.5480048
AT1G01900,48.54295765,49.70267227,29.56071887,27.8247864,14.48998973,25.10756422,33.06233007,58.44115734,58.66279012,50.51558197,24.85977621,13.20163264,75.29404645,24.5430986,22.04516598,44.25271224,32.97676862,32.11328827,14.7146206,28.10927698
AT1G01910,507.4810205,489.687434,488.6542104,486.8572384,481.1477053,481.6693175,508.0757222,439.378502,497.4343261,416.8931147,515.8181504,468.904318,488.4481455,515.9845842,520.7502539,459.73007,452.4697005,485.6815145,426.7293463,514.9169857
AT1G01920,154.4429097,165.6195419,191.5406195,162.7649754,153.784923,180.4466032,219.6764118,157.5635657,173.043318,148.3159989,146.2096709,212.0519117,183.1384649,192.4076522,181.8792893,150.1564114,200.2608016,175.0321645,160.6286034,203.3759768
AT1G01930,192.1250304,154.8631941,152.2679497,152.5078094,148.8567035,124.584659,122.3460083,161.6687645,144.801674,167.7315527,149.7974201,215.5694255,130.3887942,179.1053848,166.364501,137.8567975,151.9771854,150.6578214,148.5603807,138.7059451
AT1G01940,124.2438022,102.447834,111.8715452,134.8911224,118.5916095,118.9672492,143.4375537,125.9281708,106.2847805,114.292107,90.84603941,212.4546102,126.7281802,129.2934442,96.17951586,141.6614139,126.3978888,110.9696269,108.4924299,111.802245
AT1G01950,314.5864153,374.2385376,414.7235003,473.3470682,388.9595749,340.6249456,446.0091558,325.0243978,255.2122481,389.9681633,432.9883716,245.6873283,321.4342175,359.6865322,434.817168,387.0989321,413.3266981,480.1947788,458.8939869,472.8844622
AT1G01960,1176.475507,1153.802689,1141.4585,1137.938111,1118.282211,1076.659552,1130.42354,1471.798306,955.1644796,1164.591014,1143.804569,1241.666792,1189.064141,1153.992582,1214.353679,1108.862625,976.8504419,1100.934058,942.5222008,1389.708525
AT1G01970,267.9225088,218.5552035,153.1457012,86.54926584,108.024333,101.5272961,128.9791709,93.69544538,160.5920683,207.1683408,128.8487362,168.0014858,118.4534939,132.7667547,136.1976617,223.5137958,132.0008097,192.6011553,133.7882126,100.0051276
AT1G01990,291.1376813,300.4249553,268.649706,253.4425741,277.9747625,201.1307694,239.2492883,209.030967,249.2945512,282.9966511,239.35802,330.6333421,238.7463838,253.7588226,258.0245693,296.8551028,261.7320634,318.4714262,270.4075003,245.4716009
AT1G02000,157.744113,202.8937679,199.7390987,208.1519597,191.0110232,178.8416682,205.0130725,245.8963822,253.6043413,190.9722038,195.5863654,219.0870255,247.9224505,210.9273569,204.8080417,219.8463811,226.2009609,232.1598426,216.2188203,242.2916911
AT1G02020,158.3716947,181.9469019,157.0483675,128.3919273,156.7862268,125.4581164,154.9731483,136.2797905,126.6259003,144.9929179,143.2361896,191.2239414,144.3993094,126.708203,182.92041,155.1878886,177.4183852,157.8807568,132.5883312,142.9219452
AT1G02050,115.2463021,134.9127819,124.4778937,107.1492176,147.5491305,102.5642114,113.5564982,105.8851867,103.4595244,120.2693741,134.7247573,167.967917,90.90696517,127.3275134,121.7397453,128.4622095,139.1056902,109.8662672,135.2191877,121.0040061
AT1G02060,100.110917,94.41628405,95.84190146,66.98147304,88.25930962,68.31246185,78.25449494,85.59915772,70.4298858,77.80051692,71.30309351,133.7513585,76.2129069,78.1841177,81.91031577,89.24028202,57.72240973,91.38748328,64.72663034,103.6086688
AT1G02080,1737.969682,1667.88076,1613.590942,1688.079141,1674.048387,1671.040604,1494.910927,2167.409762,1534.901472,1604.966703,1625.548426,2003.758526,1808.07729,1802.126621,1824.984446,1804.495423,1343.556252,1721.238798,1593.757757,2115.283422
AT1G02090,391.8723411,379.0346104,376.6985928,404.5560344,409.1222759,366.9621281,379.3784001,432.2472992,419.3647183,384.5727537,384.1413777,498.9232369,394.1090648,416.244819,415.798302,386.166088,408.2304624,397.902215,399.958515,441.6575768
AT1G02100,618.7188579,748.6804215,609.1737186,497.7621781,620.3191268,603.3348525,660.7486217,556.693171,570.1137236,687.6593244,648.0817438,731.543372,494.4347766,570.0457632,611.00494,592.0867801,650.1635522,608.221919,680.2990604,505.6562128
AT1G02110,318.542268,344.5547853,344.8578902,286.4792822,329.3237081,226.0164432,296.4783335,327.4750011,352.8861111,308.1640361,279.984543,452.3133431,290.1593383,421.8165744,306.190556,377.9909674,316.8652441,343.3323668,280.9927737,386.3811554
AT1G02120,933.9496561,870.3743415,804.1649699,718.2860084,785.3402545,856.9742394,790.6863316,717.0617633,718.9601513,890.7488604,934.7827498,937.7271431,685.2604429,671.0284602,866.6996554,788.4613783,810.0720054,809.303985,896.4514403,710.1319552
AT1G02130,508.2982483,476.3282436,463.7424769,463.4998976,496.7124319,489.3172207,524.9914816,418.9512581,494.856818,541.9173737,483.1522553,470.9737078,531.6870439,473.1921964,440.9537523,481.4123415,578.21975,509.5360938,506.4606692,474.35356
AT1G02140,771.7220235,717.9533747,752.6690065,789.7797474,865.7198271,786.4059669,787.8068918,794.8250669,818.0207638,790.9453691,742.4510364,1092.111026,918.3205323,828.5762126,753.6311006,783.8642302,803.2860457,865.5570505,879.655451,773.863524
AT1G02150,1105.179267,1005.276777,785.4990703,555.4012595,644.1745154,491.3712483,693.3223958,575.9560458,634.9221028,997.3337502,699.249217,1493.899088,516.0477662,715.5535119,760.7339087,1001.324056,679.8444946,958.225416,625.0519399,665.307015
AT1G02160,146.8327864,170.4821893,138.0124819,130.1954761,159.123639,127.2086812,162.0964278,133.0572984,146.5021206,158.1356189,153.5990083,174.9530647,142.9187544,161.1403878,131.9499154,153.6218649,179.1859187,170.266165,189.1316476,152.7112683
AT1G02170,362.9030657,379.029633,410.1315631,451.2444197,418.9407465,392.2336702,403.535464,464.1790804,412.405977,412.3752028,406.1163862,431.7374975,378.3219706,378.3763013,432.1813038,418.0759252,422.0964013,354.2570392,389.418877,445.3079247
AT1G02180,30.3063928,33.881448,34.01152177,40.16118455,26.3529634,23.1808668,54.06020965,28.44431647,37.76907126,41.46485911,32.02747893,39.51437124,54.18033407,50.98169736,24.66796533,50.12033894,42.51546534,38.22844094,39.5977899,61.17115843
AT1G02205,351.1767527,832.2321064,298.0573958,1015.097331,173.5441453,176.7295223,227.5717093,519.1603673,525.2690488,412.4955267,133.5565379,451.7327528,805.2471357,758.5755032,245.2776437,1156.366144,279.6092165,328.2183203,365.4364044,371.4560529
AT1G02220,1031.182333,757.3835397,823.0058529,1083.878203,1350.327226,875.7315371,848.8919096,734.4782971,906.6875865,758.9894199,1137.340603,1012.269123,790.6129184,1259.579463,734.7679455,570.438974,706.0840803,734.5315506,984.8395845,796.2863939
AT1G02260,285.4242936,321.8423107,286.6233899,292.0070052,308.2542503,388.5041562,289.8756661,260.8006214,262.7071717,303.0590409,349.7742252,283.6646124,265.2371098,298.9825212,306.7925039,280.4619962,279.433624,250.5995347,342.4412035,253.5358868
AT1G02270,187.0854347,182.1367464,227.6972905,330.3839923,241.060077,221.0100348,273.378375,249.2951646,183.4703147,188.9761416,242.8866451,177.6861729,191.1754319,285.4707389,250.2412772,269.2134975,220.3801443,256.7253616,283.7543619,266.9496847
AT1G02280,1091.923686,1249.036481,686.0624286,648.6641135,619.0279332,581.9226398,574.7791906,528.2574019,696.7175089,854.7793497,650.0625936,1045.229676,526.1129474,1084.817794,668.921019,1003.412391,718.7432975,816.8693958,674.9127726,664.4093204
AT1G02305,1395.968567,1853.634186,1506.16621,1558.715424,1820.695316,2006.640246,1658.298174,2050.592957,1910.269648,1930.5411,1969.055722,1863.992541,1614.301012,1618.178675,1949.163585,1744.953581,1841.81358,1509.532091,2143.793406,1556.58115
AT1G02310,18.22422898,9.785417933,25.06079844,32.95717717,23.85038153,17.08158198,32.1595975,32.75670947,39.88204592,14.23217229,7.732979756,49.38151912,28.44640187,28.20713761,18.21982,34.04933669,21.34734342,12.29350318,16.25529101,14.10305842
AT1G02330,254.6804695,243.1812402,219.3547289,201.8942493,213.4356998,238.5381411,188.5807086,200.7268536,201.7566192,215.3309307,262.8464369,330.4557299,169.8811741,235.652384,263.3309825,167.7117448,206.4535976,190.0247991,204.116042,189.1334752
AT1G02340,103.2831052,254.4589216,138.23004,71.20751469,164.96555,130.9906345,154.2235864,88.36168124,162.260522,214.294798,114.3441609,65.1750204,116.8214115,77.88319398,156.0178337,111.7517996,159.4647661,168.1510122,187.7464744,93.05963426
AT1G02360,363.1163681,318.2833639,339.561084,188.1368393,539.1521257,624.9421223,468.9234269,249.6488264,298.6123961,303.7268519,411.1200851,292.9519112,245.6292218,132.3957468,339.1573065,182.6194852,475.7623187,268.4630343,485.0587372,381.5055387
AT1G02370,89.9919493,60.44943457,71.65341485,102.0126522,94.84771844,67.32434623,77.15810271,59.76949122,66.54455912,62.64898435,58.87049427,91.49960188,96.41459575,85.46606624,79.4130457,63.85236029,97.79330253,79.0291878,97.06763223,89.52787194
AT1G02390,14.15645936,50.51590148,88.67310915,136.0196707,65.86594876,54.25613269,59.52019138,111.3990037,273.1793238,90.93952809,60.18019862,160.1343806,224.048531,211.8378631,79.40388211,372.9427028,98.96404783,134.6024325,48.53825095,117.6318423
AT1G02400,110.5532965,90.15735285,85.17316921,96.95423584,98.77875308,128.5248179,106.9436472,126.3926491,113.0032882,115.9922711,88.25883783,111.8613049,105.9556652,144.4123528,115.8599585,90.86454261,106.1090249,95.92146497,136.3817206,83.66367172
AT1G02410,203.382074,190.0459642,184.2440517,203.211372,141.5339598,183.6196855,202.6810226,203.6118934,184.3638871,174.0283675,187.4306765,242.7981436,180.6925808,200.9384788,167.8787372,221.1066887,194.6366086,184.3983951,201.4333399,160.6490659
AT1G02420,42.45862303,35.58947875,35.82063005,43.27141867,31.61777718,29.16162371,29.7676152,31.22131154,32.92124436,38.40580427,30.73785184,43.96947863,32.13886371,40.92743146,34.06357481,30.48301538,30.65139521,34.56402762,35.27319658,33.31791656
AT1G02450,17.15512696,19.78662226,19.67465141,23.6675238,22.406204,32.36225224,23.19245463,8.100294278,23.74260048,9.111014749,33.95894592,6.133064947,12.85756618,20.96987021,17.14782894,19.63664785,13.0256384,24.62572248,20.46631545,13.91245921
AT1G02460,16.17883678,27.3283728,16.12240321,12.36543837,23.71173139,34.16108908,26.45337579,8.151187763,10.17564395,18.1878781,20.93227064,18.47710675,11.9370101,5.455039919,19.53575394,8.706816965,28.27532664,11.1139884,17.65036022,15.80141417
AT1G02475,370.8560506,316.7068477,201.4285511,165.8269734,189.7269948,171.1748662,227.2080729,124.7261555,234.8942605,356.9057475,224.2458459,132.6737499,213.9609146,165.6233008,248.2983779,294.8105398,204.1604256,256.6089362,193.7608459,169.7660009
AT1G02500,6962.808348,7450.347879,8595.707544,7015.478199,8121.052111,8156.014238,7615.286065,8466.810277,9280.9914,6868.156702,6753.795862,7498.47703,9277.434161,6607.841954,6945.518087,8850.024652,8344.629898,7921.682452,7036.651273,8796.930286
AT1G02520,822.6722652,582.9669019,791.0029301,735.2875444,762.0141407,815.15296,695.7859241,641.3879239,697.9834371,486.4675979,908.0494557,730.4003367,702.2697072,532.9854992,843.9890184,465.9634899,619.8342779,617.2170857,782.6270964,846.9761935
AT1G02560,2179.483051,2558.975996,2090.985855,1420.718079,1796.956638,1550.732096,1778.387818,1642.372085,1455.024098,2526.762299,2156.833265,1224.919105,1366.364264,1831.80012,2205.534129,2308.074022,1959.467168,2316.932096,1810.53938,1725.29208
AT1G02575,1.010441494,3.307167172,0,4.119740228,5.270283313,8.056985598,6.618135964,5.421781311,0.78587915,2.022250885,1.307486488,1.757028848,2.754877436,0.910100454,5.687644319,1.452378968,3.540933722,3.700741964,1.467595269,0
AT1G02640,1369.357795,1297.328238,1290.848002,930.6041499,1097.278445,842.5257785,1127.390974,941.944257,990.843519,1010.282606,1048.716295,946.1780608,1528.832011,1000.769999,1066.859816,1087.41671,1105.813694,1579.797102,700.481587,1244.017759
AT1G02660,641.1985971,786.20455,1085.719314,633.8052336,779.8161211,763.1649319,994.0321319,592.6444601,545.0465259,1098.165231,1000.313432,564.1999713,812.6215285,704.4360698,1105.227297,1022.114187,911.4745835,1390.837807,660.7718573,727.4745089
