"","1: upregulation, -1: downregulation","Symbol","X1G-009G","X1G-018G","X1G-036G","X1G-057G","X1G-uG","X0point09G_Rep1","X0point09G_Rep2","X0point09G_Rep3","X0point18G_Rep1","X0point18G_Rep2","X0point18G_Rep3","X0point36G_Rep1","X0point36G_Rep2","X0point36G_Rep3","X0point57G_Rep1","X0point57G_Rep2","X0point57G_Rep3","X0point57G_Rep4","X1G_Rep1","X1G_Rep2","X1G_Rep3","uG_Rep1","uG_Rep2","uG_Rep3","uG_Rep4"
"65","AT2G46600",NA,0,1,0,0,0,9.21629646516629,9.03129393742853,8.90557817626051,8.73049589734943,8.85446071872,8.41711759698383,9.0252010245865,9.68054286898268,9.54732345408249,9.90945721008723,9.67310943748539,8.58860877773605,9.72782298977729,9.72671346406148,9.50781920745241,10.256637933266,8.95049952033946,9.07800445932165,8.6109095250547,9.10248047873037
"66","AT2G46750",NA,-1,0,0,0,0,9.90458886231442,8.1377918496112,7.63236106428489,7.51606070753375,8.21566531659467,8.7721890016879,7.93395660499762,7.13373475264826,7.38223389082532,8.1457121756404,7.29581924080234,7.55106282225643,7.67232933544715,7.12644550210482,7.57526512348287,6.79825798421095,8.20089485860678,8.05911582914098,8.33448826637828,7.28612508623843
"67","AT2G47560",NA,1,0,0,0,0,4.58052519292571,4.64672455258062,5.66841593713844,7.33237145064918,6.04105865071242,5.69189864472169,6.06352619463565,7.31609128724334,5.52218651489891,6.54018188466517,6.56203160950426,6.01165105763411,7.19957708287699,6.79160017670418,6.20008606705682,6.70427218138866,5.75143701395415,5.98092497430654,6.42971301276534,6.29550501304561
"68","AT3G04640",NA,1,0,0,0,0,6.87749751853956,6.98058573598577,7.77708779667183,8.24036029162573,7.64757151644903,7.44216820451121,8.10583811953856,8.36040814989225,8.3560638821253,7.74251604901703,7.86848749277648,8.2223497798358,8.60352942525858,8.35466660719213,8.20454855205082,8.84000106853216,7.95052961376916,8.14338806219982,8.13799116195667,8.20571844768691
"69","AT3G22830",NA,1,0,0,0,0,3.90298648591724,4.58780812117908,5.12542980961469,5.41931142821119,5.04127407510357,5.27709908154063,5.04199892389585,5.85240789474156,6.69899118572894,5.58594248188368,5.0372178680941,6.05535137954846,6.49175952204949,6.76537056838126,5.23906887692102,6.21322376196266,5.04111949187985,4.00291986370878,4.52654994803322,4.85046823215496
"70","AT3G23170",NA,1,0,0,0,0,6.50270277229987,7.63270180046807,8.14036868880722,9.38684000583681,7.77787342866297,7.69828170469581,8.2018822602498,9.48188667494004,9.08065366125746,9.03723450786033,8.63937125410061,8.40234015779457,9.26668924988413,9.5206567916515,8.51768032208833,9.61129545331131,8.05702495214812,8.46737217172453,8.87395010492555,8.7529133838648
"71","AT3G23630",NA,1,0,0,0,0,3.45604436140499,3.46160514426388,2.99782606745305,4.57857501234214,3.90428743868749,3.90010932077725,3.32029318528399,3.90250272073892,3.80627900834057,3.17051900888088,4.31539669035752,3.31508558316796,3.99992655558317,4.95165249759808,4.63554105823771,4.58828455671058,3.319693119933,3.81013587855787,4.00271304078961,4.45230227021693
"72","AT3G25600",NA,1,0,0,0,0,6.87749751853956,7.02567695668613,7.77708779667183,8.33672214950267,7.93314505831973,7.59826564274381,8.10060161496063,8.52155525645162,8.13806622828094,8.07251550925036,8.28195464763952,7.31977947729086,8.45111430431239,8.5167470661599,8.28942980165694,8.58890659148965,7.90322590519714,7.94634314714935,7.86774039456165,8.08944129528137
"73","AT3G25780",NA,1,0,0,0,0,6.77622733662721,7.14286868220136,7.79662691723554,9.65058115890073,8.15131708190993,8.28088238125252,8.00854367690858,9.98414077908364,8.79292294151175,7.39336101607141,8.46359862998764,8.63974350984475,9.33975268067094,9.72501319131709,8.60490683945551,9.05652361916702,8.36264056218393,7.7786079096786,7.96934275100912,8.89523642575918
"74","AT3G27540",NA,1,0,0,0,0,4.94955828559026,5.36063335152596,5.95012627999162,7.13210107124879,6.24456369708805,5.77277970137111,6.18724817604839,6.31624124434102,6.28397300978539,6.60093781118774,6.3497826755062,5.57449553678977,6.64376218025115,6.87982110940181,6.18046461666881,7.31676837498254,6.12576935719928,6.44665663061222,6.32536375238185,6.48352325963085
"75","AT3G28340",NA,1,0,0,0,0,6.82775082954924,7.35205854159194,8.01808370738392,8.39330203843318,7.8913265897817,7.87354529415988,7.9860017744055,9.09996527908459,8.41213910577552,8.42732136594542,8.70271575105499,8.22713433783979,8.95118757960064,9.19922262547702,8.72150815246338,8.97262056621755,7.9388482980404,8.13826283382579,8.34786771034156,8.53053439465026
"76","AT3G44260",NA,1,0,0,0,0,6.35248587676281,7.14286868220136,8.5993200078484,10.9494491251782,8.73457463893323,7.52232708318608,8.64115759453685,11.19185443343,10.4110677662781,9.42312757237367,9.67135117388556,9.88344366329275,10.726971862407,11.0222241188771,9.77641023415853,11.7433396012544,8.20577690904876,8.9982147933017,9.39591217937666,10.0533604149857
"77","AT3G45640",NA,1,0,0,0,0,9.83232485141784,9.66873319051764,10.1428691501456,10.9164176274935,10.3823221040889,10.1443295211716,10.5999800039947,10.853560921429,10.511238085564,10.6166959499364,10.6366091734011,10.2174346329024,11.3139189310384,10.8433592087341,10.711218325179,11.5832962851102,10.4056750275853,10.8063995003791,10.4558471836716,10.751189911786
"78","AT3G45960",NA,1,0,0,0,0,4.75035143234926,5.70359145552511,5.48788925084852,7.87510497543937,7.08401647986244,6.48301058084204,6.5365502797534,7.63798938884065,6.18840064382245,7.16091048176155,6.89899475201935,6.09776681068236,7.37494386438508,7.31003545782828,6.87307549374318,7.11239463861387,6.48829205611639,6.69024142341471,7.06959762882389,7.00277994385407
"79","AT3G49530",NA,1,0,0,0,0,8.63497202206036,8.73809167239389,9.39655407550159,9.77863607086261,9.1763826838991,9.07827599346585,9.30790408914038,9.59581489175858,9.70067341926749,9.80358061572516,9.81044957888594,9.35933441340885,10.0013106498388,10.0277572622017,9.72315762107656,10.548939326878,9.33837078341538,9.56037724846475,9.24914516068524,9.61703467612137
"80","AT3G50060",NA,1,1,0,0,0,7.85274658712302,8.19319191694604,8.68917791456152,8.86276204762102,8.07865059192475,7.46668694733199,8.40669715572371,9.78683056769357,9.86113732958109,9.15080863120092,9.14417354399028,8.68565577078414,9.48371839763937,9.83944202845994,9.08292553427396,10.4520904595922,8.39719671365578,8.63684787682654,7.89837331587347,8.8800985991965
"81","AT3G50340",NA,1,0,0,0,0,6.45434774580117,7.01453558565596,7.27188571218558,8.380440702296,7.52008831788111,7.68441124681782,8.01968390912598,8.63069813261448,7.89333659173327,8.34978407936671,7.88071261852028,7.23680697884895,8.339753285177,8.4969571405748,8.02916572285787,8.3746248589427,7.96787613797553,7.7786079096786,7.96934275100912,8.11034844834375
"82","AT3G50930",NA,1,0,0,0,0,5.66751740155482,6.02557202107859,6.65403290932038,8.55846679747463,6.9852457351313,6.81125247560148,6.83025986675568,9.01365018404408,7.50632126311801,5.75587737873046,7.83117798738139,8.42333851269217,8.56975871245314,8.79152115288274,7.83575846963821,9.09935346814728,6.33630738859364,6.39602417480778,6.91038645482718,7.97441338248148
"83","AT3G51350",NA,-1,0,0,0,0,6.20441537351214,5.78452576127961,5.35362593897168,4.85137274332499,5.48861816306924,5.6353436707591,5.90434660168936,4.90170348951234,4.08631095035576,4.85890262614578,4.89981357029652,5.03436118210031,4.16984883679009,4.24562190852301,4.74645470600143,3.70320011750297,5.69699985948572,4.70373349633308,5.04757252300259,4.99237424723077
"84","AT3G52400",NA,1,0,0,0,0,8.65650439110167,8.42543907008362,8.92642191024768,9.96821012237556,9.35182188280031,9.12523728591992,9.3393656047297,9.95403924478674,9.37788091586957,9.01786907296535,9.37125868145588,9.27405344488401,9.82326974568839,9.93225594079642,9.45979347235586,9.91984844842233,8.88200104662338,9.26830916120172,9.35010779625713,9.51292958597046
"85","AT3G52800",NA,1,0,0,0,0,10.538686337341,10.6846441763586,11.1990042493415,12.2835084488945,11.1905963832932,10.8810287273225,11.1609285540171,12.2174166525402,11.7920985036633,11.4707093473465,11.5114785273201,11.4934124898102,12.0767177610068,12.1078911155656,11.5783546490486,12.5494300687635,11.3355721770858,11.5176141189877,11.4272521910395,11.8543156567017
"86","AT3G54000",NA,1,0,0,0,0,6.42118652176727,7.00330750409751,7.50353926511276,9.61259051729762,7.87915238219522,7.64198133557455,7.87383750808437,8.85515173092941,8.34280795509712,8.25372045477265,8.24932603811197,8.15866198265361,9.10056512580082,9.21384445960105,8.11952057412975,9.77710656230963,7.8418280645458,7.95802546186979,8.49943126233116,8.55742788511357
"87","AT3G55980",NA,1,0,0,0,0,9.39558460195292,9.31173158719454,10.468351959963,11.8879149678627,10.0463110404006,9.10194771139974,10.2582025488153,11.9254955971372,11.5612149161888,11.0475089642941,11.0938216927537,11.0951614607482,11.8606012112214,12.0291274639804,11.2818577236705,12.9567247893066,10.0863992298139,10.7679251173041,10.1647355206745,11.486149260864
"88","AT3G57070",NA,1,0,0,0,0,7.82131610568392,8.2560347816172,8.93526356876271,9.33445366910688,8.77784110885118,8.73229864100021,8.80142955715012,9.68054286898268,9.09916681707486,9.02065152953669,9.32727219229342,8.5044028795263,9.43869449029644,9.65351830076017,9.1775158459404,9.71477298594117,8.54320748648253,8.90472612366942,8.7246812090561,9.01371663552726
"89","AT3G57450",NA,1,0,0,0,0,8.33013002737065,8.62543127102753,9.41563447828848,10.2661520549296,9.69169452082264,9.5064954571193,9.79332600575316,10.5466982937115,9.83927799448725,9.49891496203626,9.81364130318278,9.32849850643594,10.4145875960617,10.4482984104332,9.77150047351222,10.3134493585368,9.66871675040774,9.91076624123559,10.0976807230785,10.0747931220778
"90","AT3G57530",NA,1,0,0,0,0,9.427246380644,9.86138036825832,10.3761229956009,11.407556473512,10.3660571702319,10.0296991752858,10.4182949366992,10.9561982792392,10.842417827599,10.6690649457612,10.7189200038616,10.4439376087301,11.2166480960636,11.0997161519504,10.678369987981,12.0036293990257,10.412025811529,10.607508193569,10.3389954279654,10.8639750918724
"91","AT3G61190",NA,1,0,0,0,0,6.93736162216933,7.06940146640433,7.12505637184548,7.67898142987212,7.77130106989425,7.13055961159623,7.44028033807643,8.30242794775082,7.7864233364442,6.78238989067417,7.94615954796965,7.96030401079364,8.06059947208356,8.5167470661599,7.97893677567889,8.20360374369802,7.09441414954585,7.38750303723383,7.63289990919046,7.0576317629243
"92","AT4G02170",NA,1,0,0,0,0,3.31873460959932,4.58780812117908,5.28149794882434,7.48435556176885,5.2447507816781,4.94613874336722,5.61220667851122,7.60884549163635,5.52218651489891,5.04533361861413,6.18210448258443,5.11917072456405,5.88255176195155,7.2545432297973,6.1605726198963,7.08068321503988,5.16661269132601,5.42979500551466,6.15315988272643,6.20120753835553
"93","AT4G02540",NA,1,1,0,1,1,2.58318921500984,3.70280416644484,2.99782606745305,2.80407346034571,2,2.803395711171,3.5831458200761,3.5809740754904,2.58446050750334,3.0005346176993,2.80385963302254,2.99430016296595,3.1698705985296,3.4575734494359,7.3740379062453,5.95792506032663,3.69786059336937,3.00194723226906,3.70294424452442,3.69440948831364
"94","AT4G09840",NA,1,0,0,0,0,4.90227551131115,5.13230731762285,5.45547657422877,6.46841056703083,5.80405792441214,5.99132507027876,6.0848974502126,6.54885733468958,6.28397300978539,6.17093466861461,6.46793268001577,6.01165105763411,5.97718821454706,6.35477357673582,6.2385460828097,5.98101274999163,6.08395545233229,5.67601231862873,5.93411673871672,6.22056656268524
"95","AT4G10500",NA,-1,0,0,0,0,7.17472988006261,6.71752967734763,6.59574138470053,6.54724761095369,6.69702552871208,7.18082379913109,7.12663509119127,6.16427147257882,6.42482835557722,6.22983073252257,6.67864974393133,6.61839760135013,5.55449925940536,5.85526158152967,6.01307486856255,5.67609869762232,6.77776852129453,6.25161478116114,6.66168469211158,6.3315633383071
"96","AT4G11050",NA,1,0,0,0,0,2.80507458268768,3.70280416644484,2.5835135763954,4.16396422658314,3.99733762579856,4.31452875702353,3.99795607334206,4.24320317412667,4.52231756580634,3.58567528030426,3.16539244284926,3.89852310842825,4.16984883679009,4.52114933507592,4.31401001062482,4.64720479139287,4.58185743293307,3.32426445842291,3.70294424452442,3.90050222651158
"97","AT4G11280",NA,1,0,0,0,0,6.84034923839154,6.67570568053614,7.47148020795919,8.69284526031412,7.36285747552308,6.92178661007739,7.28274629804192,9.91290124689364,9.77493340321595,8.09908551963149,8.20139517853583,8.85904044760804,9.48170205280603,9.57829479514816,8.05633310424617,10.4654537065391,7.23477670486796,7.5036518327837,7.26090967050698,8.44259260546857
"98","AT4G12720",NA,1,0,0,0,0,8.78913753045856,8.92522688443194,10.0152563751524,11.0943212765138,10.141119880461,9.93183027035252,10.1533667618542,10.7422200208645,9.83139012110325,9.66105964601513,10.2714680567021,9.41909674660094,10.7647738891426,10.5932762560155,10.3143071413547,11.2152587831348,10.0019121852574,10.4332873076719,10.6555558870158,10.4951313843271
"99","AT4G17490",NA,1,0,0,0,0,5.90191989257414,5.42936157888026,6.20533775266636,7.80624948784112,6.86693533792987,6.46689555078334,6.8800096568997,8.22771261807079,7.51422628018416,6.72894916526921,7.44322946038143,7.65413957994353,8.1648103648337,8.55935231014237,7.75846225661016,8.4468832976405,6.33630738859364,6.73166562300147,6.89831261075367,7.45091190738822
"100","AT4G17500",NA,1,0,0,0,0,8.77935683669151,8.1632377148233,8.21970882435695,9.11392034537343,9.04087012797928,8.99081741895001,8.61568739299605,10.1090785079713,9.22972470859096,9.1148034875657,9.62122910719152,8.89556387345159,9.54099921442832,9.69926567048181,9.47396688422685,9.66930186111323,8.74114174739976,8.62223778335982,8.90143142380262,9.04933890465051
"101","AT4G24380",NA,1,0,0,0,0,6.45434774580117,6.71752967734763,7.00701122616884,9.24030971005669,7.6185730812485,6.90991502513945,7.04175091794149,8.97990248701517,8.17344004053546,6.64488248084568,7.37573160974835,8.2223497798358,8.49175625772086,8.88280004482279,7.5372026179908,9.37682659776354,7.25375851612696,7.0371961618573,7.51923714640992,7.91028932891629
"102","AT4G24570",NA,1,0,0,0,0,7.13437631809972,7.36088290226361,8.72020391438852,10.589472896805,8.71072845204772,7.38328335686076,9.07410992815366,10.8181896653582,10.0374182164537,9.49091105263272,9.83264477099591,9.60334606870535,10.4511134649124,10.7619572568906,9.99716148570287,11.0807937767883,8.3494655884025,9.16373599739949,9.33898424601908,10.0122951609477
"103","AT4G25390",NA,1,0,0,0,0,6.51846753899845,6.3955691026444,6.84129046980155,7.68596713902044,7.06264438966652,6.78549530011907,7.18717342962892,8.08156428203537,7.49038008732127,7.02340396873993,7.39290443177646,7.20805406068028,7.76145511088544,7.69062240339244,7.57526512348287,7.89873642037826,6.80376130687019,7.24219361935087,7.33444339811545,7.56132125455484
"104","AT4G25810",NA,1,0,0,0,0,7.75632318377017,8.36969495152693,9.70647608825352,10.8696320971591,9.01884423601197,8.7457183533434,9.85215428965726,10.8842901398795,9.82504862335231,9.5206994665321,10.2037470371584,9.32627051494768,10.1698274147571,10.6774455951906,10.2321115624433,10.84002719617,9.02696879260198,9.43013399790599,9.97944987658526,10.0919757520587
"105","AT4G27280",NA,1,0,0,0,0,8.86199803620705,9.8426029686699,10.8118422032561,11.6801539983915,10.6312690690825,9.28082305668601,10.5756539496843,12.5709738118463,12.2555878722179,11.5024071809235,11.7870682997765,11.4310193931382,12.4814493319778,12.5685965162552,11.7205774220996,13.1369653964889,10.3636991667254,10.4927253676448,10.7559885266413,11.5804758763069
"106","AT4G27652",NA,1,0,0,0,0,5.90191989257414,7.29794793803114,8.32661986435169,10.1459106466676,8.7209965473654,8.63829592336022,9.06607272199609,10.4738102881368,9.35825223313078,9.2250635634369,9.53103396743292,9.31057748324214,10.0442965635855,10.1095290165858,9.22138291129157,9.89727034049873,8.84805446605803,8.78193355579707,9.30050949377244,9.62613660476121
"107","AT4G29780",NA,1,0,0,0,0,7.50258550628969,7.59580043286555,9.01249079175505,10.2731271060281,8.43943343556371,7.43390180803471,8.87381428773985,10.3438656994214,10.1709262292433,9.56711743625096,9.98196729765732,9.64327065618233,10.5998151678641,10.7866191971953,9.93118363297887,11.1925675749165,8.74114174739976,9.15361158872084,8.6510386539375,10.4028182261972
"108","AT4G30650",NA,1,0,0,0,0,5.38749913850837,5.32500112269386,4.38879607900217,6.36774154175575,5.16676905535601,5.74631998897739,7.00858597669704,5.51809675267278,5.32057231212429,5.55556693796774,6.01470296524152,4.45009285257575,5.55449925940536,8.38943117635645,5.99071660769358,5.61837045569546,5.77790420040803,5.00340593364205,5.58827774723037,6.60634828829992
"109","AT4G30660",NA,1,0,0,0,0,6.08245029495388,6.73120583988382,6.84129046980155,7.67898142987212,7.47226239789926,7.45856024508389,7.6555396310354,7.98279237924256,7.39084680623793,6.80838579314862,7.46774862407293,7.52798312301081,7.69339092314607,8.70791329194922,7.24774323484564,7.82409406755016,7.73780985205024,7.35252461437288,7.34337707682314,7.98010395028718
"110","AT4G31800",NA,1,0,0,0,0,9.37191621834874,9.32982231227384,10.3254587361059,12.3224141411012,10.4195753426537,10.0048012708641,10.616584014079,11.7827383349551,10.5984102229811,10.5304966993744,11.132675396438,10.6847035376804,11.1915783871058,11.9204094410568,10.9112131760011,12.1313315328923,10.1574180353342,10.7232714399109,11.1520864730193,11.1454821138036
"111","AT4G32020",NA,1,0,0,0,0,10.8433081063197,11.1919970732238,11.7333238215324,12.0506688505277,11.6542185115334,11.5515676451896,11.7247724079466,12.4590736317248,12.1752912763711,11.9399124060413,11.8622045854339,12.0442098675634,12.4259047577924,12.3237915794689,11.9348177314663,12.6143158061183,11.5542203535226,11.8316272118068,11.6537659738065,11.9792646916974
"112","AT4G33920",NA,1,0,0,0,0,8.4623394360276,8.59956858150524,9.29945718254169,9.92457784412933,9.136025641854,9.08884473687046,9.46081395232118,9.78357397950065,9.52206364386069,9.46662939609456,9.58433059621481,9.22466797785206,9.63652718593434,9.88431191035597,9.77641023415853,10.0687134500935,9.02696879260198,9.51562319706272,9.39591217937666,9.56497464750052
"113","AT4G34150",NA,1,0,0,0,0,9.59089092396965,9.86138036825832,11.0366317257853,11.4527984233826,10.7226756291369,10.3339591887275,10.9026668156749,11.1239508612516,10.961392521986,10.8890489147087,10.9946620981202,10.2935356478881,11.4977540456807,11.2714618194005,11.091432834706,12.1384083294661,10.8180553446975,11.3870502800535,10.8701147293041,11.4425051604702
"114","AT5G07580",NA,1,0,0,0,0,7.22363457413554,7.99771401675222,8.59560662053388,10.2800685967794,8.87912225348847,8.31729006451223,8.69426794482568,10.5967275166805,9.46610756185421,8.93475095084236,9.32950366119474,8.77331657400922,9.85632802447308,9.90398172324922,9.18245635409821,10.2742679857833,8.64376876583039,8.95514514765971,9.22759377042013,9.18363416307597
"115","AT5G13190",NA,1,0,0,0,0,8.10327538226935,8.18327612591317,8.92346260811022,9.73888173747051,9.1763826838991,8.85810314803689,9.17968725829204,9.44937462315491,9.02641104267386,8.82123854274022,8.96343994150899,8.46443999238084,9.63652718593434,9.58017696081891,9.18983553776842,9.90030124868069,9.02972460342651,9.41113670793233,9.57155329628837,9.3200108826173
"116","AT5G17350",NA,1,0,0,0,0,4.75035143234926,5.00298775425137,6.56568793351651,7.68596713902044,5.97395471388768,5.48342306463932,6.7655585685978,8.16902193395767,7.35608226336927,6.7559169596696,6.96937107904763,6.78340677222371,7.81368500547454,8.06321177610745,7.20953088663914,8.27539705551965,6.20592818104787,6.79816764193012,6.51125212937798,7.67093227651402
"117","AT5G18470",NA,1,0,0,0,0,6.74975871821538,6.32517165468478,6.79022174670094,7.71357655391084,6.68308766522253,7.46668694733199,7.25473329357808,7.9248489017374,7.00976748839486,7.39336101607141,7.65020480626476,6.46482645504911,7.50769886578574,8.03054658659196,8.10917965123499,7.27066870928565,6.7645943773673,6.79816764193012,7.42979701374461,7.26763161699346
"118","AT5G22890",NA,-1,0,0,0,0,7.96054325274934,7.55793036754604,7.37945751924047,6.69306702429386,7.62587751729999,8.23404143352,7.70468547085279,6.78864525790509,7.21770248010663,7.58600927454669,6.99208709275396,7.15882122876892,7.22872337524134,6.62655370155408,6.36561390097972,6.15350842412257,7.57378009264239,7.5036518327837,8.04248031217354,6.93408041843589
"119","AT5G24590",NA,1,0,0,0,0,8.36106048521184,8.58457903917396,8.98436785323256,9.67360748523369,9.04904390725786,8.77546394233085,9.1722186848846,9.80461157674368,9.31817505225543,9.33868433258944,9.47165727085588,9.36802495753216,9.81688613081489,9.74360688127267,9.43930110261298,10.220718030033,8.93881795995638,9.14085533821548,9.07505176445144,9.54974866031253
"120","AT5G26030",NA,1,0,0,0,0,9.61858213356078,9.56945011478337,10.1916510121768,11.4624928892555,10.4300447987643,10.2703853423878,10.5432111897413,11.4076499451763,10.7101640647966,10.2806761794975,10.5636052867387,10.5875902630242,11.2870374161175,11.2390669230746,10.6393765164446,11.3779322070088,10.177438229558,10.38000553129,10.4864141161504,10.8508351686745
"121","AT5G35735",NA,1,0,0,0,0,8.23791801789984,8.14802411528261,9.08843791937113,10.4791880668775,9.27492143330456,9.13801530791237,9.68028198123705,10.3690707208411,9.70240429866812,9.56711743625096,9.73502074325768,9.68560050832581,10.4313999611877,10.2186758612231,9.74168576237535,10.4928188178587,9.15111741209234,9.82085822756161,9.79963961313069,10.0150695106636
"122","AT5G37770",NA,1,0,0,0,0,8.5871859247264,9.22980349272176,10.1210779296225,10.4404699336956,9.7328676779881,9.42959024941869,10.2826850843448,10.41399091338,10.3045599478218,10.4051430189363,10.4212616173097,9.48649299771419,10.4230182687295,10.6400404823675,10.3143071413547,10.9791090984254,9.78419256071737,10.4725049114066,10.154620087805,10.2973708750544
"123","AT5G41750",NA,1,0,0,0,0,7.32572304031272,6.61798472392394,7.73044030706869,9.56791116781387,8.04089706130662,7.70516724419068,8.07946343366688,9.29783193708941,7.94688513697504,7.74251604901703,8.04180331152348,8.4885503130572,9.18477808924684,9.44211057064082,8.08299833821441,9.64240148891425,7.01875574595596,8.21329268298045,8.09632047600832,8.68136422078852
"124","AT5G43160",NA,1,0,0,0,0,5.08276408984193,5.28846650089505,5.48788925084852,8.04772966523448,6.75146824867739,6.18107811179769,6.28281625337274,8.30242794775082,6.75343682269809,5.78235102941755,6.85009456588339,6.6755235204044,7.59981693464187,7.61919013339181,6.57547213079805,7.71126850708164,6.40583965085377,6.30747578498711,6.86147270258384,6.98024164459654
"125","AT5G43170",NA,1,0,0,0,0,5.77642134308888,6.1930517671685,7.27188571218558,9.76055120735426,8.02992635467755,7.78532803430575,7.52089538956288,9.61426353643961,8.30685154548551,7.38474773340567,8.38853312668401,8.14355676662984,9.13175973214205,9.29401374574545,8.22863195469094,9.43859077160276,7.72426397821278,7.7653714282219,8.3523000930169,8.45081254446597
"126","AT5G44350",NA,1,0,0,0,0,4.69593403736045,5.32500112269386,5.61071438617533,6.20220053001156,5.97395471388768,5.71936591188924,5.52107331408099,7.27956925646673,6.39088269277537,5.42723438013611,6.74702199346597,6.27456789957726,6.40929761788298,6.84267069652129,6.48239032513785,6.52737445024104,5.77790420040803,5.81096912126344,5.93411673871672,6.41795299021126
"127","AT5G45340",NA,1,0,0,0,0,6.85283858270349,7.49519138741273,8.98720494512569,10.8188970361512,9.07329100714757,8.5720424313076,9.06607272199609,10.5466982937115,9.92775808840994,9.68931416519172,10.1159817874216,9.47245755826877,10.4746222950842,10.6940535163329,9.76657394695979,11.4339095212819,9.01589260467574,9.23748569184029,9.181010841425,10.1063567472341
"128","AT5G47220",NA,1,0,0,0,0,4.51916329242858,4.52638285616486,4.64020210973716,6.51622782637894,5.64058966043373,5.38394630771907,4.80501876934845,7.9248489017374,6.14832553082691,5.80834762587055,6.53134222831117,4.84813958673555,5.52347254496784,7.78503442606355,6.54510728991762,6.77202381071815,4.38930116401882,5.49539941969135,5.1731398977863,5.16217787940438
"129","AT5G47230",NA,1,0,0,0,0,7.11376821636828,6.75817527066827,6.96157257892946,7.98680565376052,7.71761566095232,6.89794494074174,6.89218359366814,9.60691236398786,8.45383789333462,7.21049352049979,8.31836267889901,8.75355475376895,8.68990099317413,9.33248740423239,8.25231991702726,9.11509243137773,6.96217681008083,7.39611672169384,7.24192531640499,7.88017238965781
"130","AT5G51180",NA,1,0,0,0,0,8.4785489895312,8.70034872968396,8.73378193487945,10.3652198671722,8.77784110885118,8.10462112007358,8.5709499528766,10.9590879808052,10.296560852591,9.08586955301424,9.45744386601648,9.77162799187178,10.5254231481282,10.6145538545492,9.69922689327947,11.2303910985019,8.4720484754887,8.83358040667603,9.28436379853668,9.28595800350049
"131","AT5G51190",NA,1,0,0,0,0,6.03939108300085,6.44620077573479,7.6610706350747,10.0811480934112,7.68301863524976,5.60621247618637,7.19702070709296,10.7354942228703,9.77821971027246,7.97259556106814,8.84365108025346,9.40438664453019,10.2166482606519,10.3480270814506,9.06965385006226,11.0214822715204,6.73787959843218,7.37883761527462,8.21302081281732,8.65670362674007
"132","AT5G52020",NA,1,0,0,0,0,3.45604436140499,4.90984992422142,5.04057108459684,7.09058816936125,5.61144911818783,5.60621247618637,5.99744463890111,7.13373475264826,6.1685022334197,6.15075595045971,6.38453858168588,5.82227225251139,6.64376218025115,6.96295679440042,6.05677799691434,6.23259195575914,5.52015953129417,5.3958390632235,6.11193132125565,6.45111061270475
"133","AT5G54490",NA,1,0,0,0,0,6.51846753899845,6.75817527066827,7.25315061951656,7.52387930859533,7.90939741892205,7.61298521511246,7.32825878471418,8.99123966046357,8.05921200867564,6.93177133707454,8.34065978044733,7.55106282225643,8.32183139229239,8.46878710495907,8.56384711056399,8.06462185445605,7.21554181279988,6.49557218828653,7.42138428270883,7.54605645618123
"134","AT5G57480",NA,1,0,0,0,0,7.61683375627283,7.84255829456695,8.74388224005406,9.48021448101404,9.14622123139337,9.29914249130224,8.8676621599913,9.5657973961757,9.22732223509534,9.11219697779848,9.77158774732683,8.83416748344068,9.74977195563632,9.31676936882018,9.58073419629047,9.28240937181855,8.947587985715,8.83990817618273,8.92542740446164,9.188557837997
"135","AT5G61600",NA,1,1,0,0,1,9.69687189995562,9.62727827365868,9.80623989952334,9.90075623703112,9.7020984934229,8.83002975910999,9.54803545753367,11.1103679902708,11.0544565624012,10.0052853414851,10.583374696794,10.4572341316138,10.6696732022721,10.9226393975561,10.7154853248148,11.733176720036,9.48212324286828,9.46534923537823,9.55241887520101,9.864762959527
"136","AT5G63600",NA,-1,0,0,0,0,11.870044672578,10.2030748176638,9.65030650889804,8.43950296060386,10.3172607426248,10.4695405282458,10.0210389577001,8.53710937328162,9.30684203585832,9.94650853847163,9.84517609375992,9.78466892325917,9.48371839763937,8.60073535596064,9.52153076682412,8.84630120868382,10.4871343656407,9.92422865145386,10.4023492456173,9.50505700260626
"137","AT5G64310",NA,1,0,0,0,0,8.38275459095311,8.75826999905118,9.75222532782194,10.8133253070141,9.58518217933923,8.73566528983929,10.1084196584925,10.5920812016045,9.89483222643429,9.80196414515792,10.161784559484,10.6847035376804,10.343088090283,10.8651360559522,10.3333119043737,10.6790507334464,9.72591144097612,10.117619974816,10.0830876868567,10.5545009473024
"138","AT5G64660",NA,1,0,0,0,0,7.47052693235333,7.32525691312176,8.02362163407231,9.16980426809099,8.05178497244064,8.19544191801021,8.08477708550711,9.03023253983644,8.41636363993954,8.38043456784045,8.55033874270778,8.23665611279345,8.59981592505485,8.95129883525607,8.51376556481933,8.91384553548005,8.01869833858199,8.11235996807615,8.59603586469434,8.52665121359809
"139","AT5G66070",NA,1,0,0,0,0,6.77622733662721,7.09077661424432,7.35330714056917,7.86282775939487,7.53568434191078,7.12029315722982,7.41519045747121,7.78202435812927,7.80587533374293,7.93178885610477,7.89283502070424,7.4151091363861,8.14456170028144,8.04697162914573,7.81681918998209,8.49979647615443,7.41421291941621,7.43006620579971,7.55812825951383,7.91028932891629
